진료과,순위,상명코드,상병명,건수,지역,년도
피부과,20,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,138,대구,2020
핵의학과,1,E03,기타 갑상선기능저하증,2347,대구,2020
핵의학과,2,E04,기타 비중독성 갑상선종,1274,대구,2020
핵의학과,3,E06,갑상선염,281,대구,2020
핵의학과,4,E89,달리 분류되지 않은 처치후의 내분비및 대사장애,240,대구,2020
핵의학과,5,E05,갑상선독증[갑상선기능항진증],149,대구,2020
핵의학과,6,C73,갑상선의 악성 신생물,41,대구,2020
핵의학과,7,R53,병감 및 피로,28,대구,2020
핵의학과,8,E07,갑상선의 기타 장애,20,대구,2020
핵의학과,9,E78,지질단백질대사장애 및 기타 지질증,20,대구,2020
핵의학과,10,R94,기능검사의 이상결과,9,대구,2020
핵의학과,11,E83,무기질대사장애,8,대구,2020
핵의학과,12,D44,내분비선의 행동양식 불명 또는 미상의 신생물,8,대구,2020
핵의학과,13,E14,상세불명의 당뇨병,7,대구,2020
핵의학과,14,E23,뇌하수체의 기능저하증 및 기타 장애,6,대구,2020
핵의학과,15,M81,병적골절이 없는 골다공증,6,대구,2020
핵의학과,16,K29,위염 및 십이지장염,6,대구,2020
핵의학과,17,E66,비만,5,대구,2020
핵의학과,18,R59,림프절비대,4,대구,2020
핵의학과,19,D35,기타 및 상세불명의 내분비선의 양성 신생물,4,대구,2020
핵의학과,20,E20,부갑상선기능저하증,4,대구,2020
가정의학과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,5392,대구,2021
가정의학과,2,J00,급성 코인두염[감기],524,대구,2021
가정의학과,3,F00,알츠하이머병에서의 치매(G30.-+),367,대구,2021
가정의학과,4,I10,본태성(일차성)고혈압,307,대구,2021
가정의학과,5,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,301,대구,2021
가정의학과,6,K21,위-식도역류병,286,대구,2021
가정의학과,7,K29,위염 및 십이지장염,253,대구,2021
가정의학과,8,E11,인슐린-비의존 당뇨병,183,대구,2021
가정의학과,9,C34,기관지 및 폐의 악성 신생물,173,대구,2021
가정의학과,10,F03,상세불명의 치매,163,대구,2021
가정의학과,11,T65,기타 및 상세불명 물질의 중독작용,144,대구,2021
가정의학과,12,C25,췌장의 악성신생물,128,대구,2021
가정의학과,13,C18,결장의 악성 신생물,123,대구,2021
가정의학과,14,E78,지질단백질대사장애 및 기타 지질증,123,대구,2021
가정의학과,15,E66,비만,104,대구,2021
가정의학과,16,R94,기능검사의 이상결과,86,대구,2021
가정의학과,17,C22,간 및 간내담관의 악성 신생물,67,대구,2021
가정의학과,18,C16,위의 악성 신생물,66,대구,2021
가정의학과,19,R92,유방의 진단적 영상이상소견,64,대구,2021
가정의학과,20,K27,상세불명 부위의 소화성 궤양,64,대구,2021
감염내과,1,U07,U07의 응급사용,3694,대구,2021
감염내과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,541,대구,2021
감염내과,3,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,180,대구,2021
감염내과,4,Z10,한정된 소인구집단에 대한 정례적인 일반 건강점검,178,대구,2021
감염내과,5,Z20,전염성 질환에 접촉 및 노출,28,대구,2021
감염내과,6,Z22,감염성 질환의 보균자,25,대구,2021
감염내과,7,R50,원인 미상의 열,24,대구,2021
감염내과,8,J44,기타 만성 폐쇄성 폐질환,18,대구,2021
감염내과,9,Z24,특정한 단일 바이러스질환에 대한 예방접종의 필요,18,대구,2021
감염내과,10,T14,상세불명의 신체부위의 손상,17,대구,2021
감염내과,11,R05,기침,13,대구,2021
감염내과,12,N39,비뇨기계통의 기타 장애,13,대구,2021
감염내과,13,R91,폐의 진단적 영상상 이상소견,10,대구,2021
감염내과,14,J06,다발성 및 상세불명 부위의 급성 상기도감염,9,대구,2021
감염내과,15,E11,인슐린-비의존 당뇨병,9,대구,2021
감염내과,16,R09,순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후,6,대구,2021
감염내과,17,I10,본태성(일차성)고혈압,6,대구,2021
감염내과,18,J30,혈관운동성 및 앨러지성 비염,6,대구,2021
감염내과,19,M17,윤충증,6,대구,2021
감염내과,20,R51,두통,4,대구,2021
내과,1,E11,인슐린-비의존 당뇨병,4485,대구,2021
내과,2,I10,본태성(일차성)고혈압,3739,대구,2021
내과,3,N18,만성 콩팥(신장)기능상실,2308,대구,2021
내과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1872,대구,2021
내과,5,K21,위-식도역류병,1264,대구,2021
내과,6,I20,협심증,1005,대구,2021
내과,7,K29,위염 및 십이지장염,931,대구,2021
내과,8,E78,지질단백질대사장애 및 기타 지질증,766,대구,2021
내과,9,J44,기타 만성 폐쇄성 폐질환,506,대구,2021
내과,10,D13,기타 및 부위불명의 소화계통의 양성 신생물,448,대구,2021
내과,11,R07,인후 및 흉곽의 동통,428,대구,2021
내과,12,E10,인슐린-의존 당뇨병,424,대구,2021
내과,13,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,354,대구,2021
내과,14,B18,만성 바이러스간염,340,대구,2021
내과,15,J42,상세불명의 만성 기관지염,301,대구,2021
내과,16,J18,상세불명 병원체의 폐렴,300,대구,2021
내과,17,R05,기침,279,대구,2021
내과,18,K58,자극성 장증후군,270,대구,2021
내과,19,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,236,대구,2021
내과,20,K59,기타 기능적 창자 장애,235,대구,2021
내분비내과,1,E11,인슐린-비의존 당뇨병,7409,대구,2021
내분비내과,2,I10,본태성(일차성)고혈압,1311,대구,2021
내분비내과,3,E78,지질단백질대사장애 및 기타 지질증,735,대구,2021
내분비내과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,336,대구,2021
내분비내과,5,E03,기타 갑상선기능저하증,319,대구,2021
내분비내과,6,J44,기타 만성 폐쇄성 폐질환,240,대구,2021
내분비내과,7,R73,혈당치상승,239,대구,2021
내분비내과,8,J98,기타 호흡장애,135,대구,2021
내분비내과,9,E05,갑상선독증[갑상선기능항진증],113,대구,2021
내분비내과,10,J45,천식,102,대구,2021
내분비내과,11,D35,기타 및 상세불명의 내분비선의 양성 신생물,92,대구,2021
내분비내과,12,E07,갑상선의 기타 장애,91,대구,2021
내분비내과,13,M81,병적골절이 없는 골다공증,82,대구,2021
내분비내과,14,J40,급성인지 만성인지 명시되지 않은 기관지염,70,대구,2021
내분비내과,15,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,68,대구,2021
내분비내과,16,E02,준임상적인 요오드결핍 갑상샘 기능저하증,67,대구,2021
내분비내과,17,E04,기타 비중독성 갑상선종,52,대구,2021
내분비내과,18,K21,위-식도역류병,47,대구,2021
내분비내과,19,U11,코로나-19에 대한 예방접종의 필요,46,대구,2021
내분비내과,20,C34,기관지 및 폐의 악성 신생물,40,대구,2021
마취통증의학과,1,M51,기타 추간판장애,933,대구,2021
마취통증의학과,2,M48,기타 척추병증,832,대구,2021
마취통증의학과,3,M50,목뼈원판 장애,309,대구,2021
마취통증의학과,4,S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",292,대구,2021
마취통증의학과,5,M54,배통,222,대구,2021
마취통증의학과,6,M17,윤충증,161,대구,2021
마취통증의학과,7,M75,어깨병변,115,대구,2021
마취통증의학과,8,M79,달리 분류되지 않은 기타 연조직장애,61,대구,2021
마취통증의학과,9,G44,기타 두통증후군,45,대구,2021
마취통증의학과,10,G53,달리 분류된 질환에서의 뇌신경장애,34,대구,2021
마취통증의학과,11,B00,헤르페스바이러스[단순헤르페스] 감염,29,대구,2021
마취통증의학과,12,M77,기타 골부착부병증,7,대구,2021
마취통증의학과,13,H91,기타 청력소실,5,대구,2021
마취통증의학과,14,K59,기타 기능적 창자 장애,3,대구,2021
마취통증의학과,15,B02,대상포진,2,대구,2021
비뇨의학과,1,N40,전립선증식증,33272,대구,2021
비뇨의학과,2,C61,전립선의 악성 신생물,4985,대구,2021
비뇨의학과,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,1668,대구,2021
비뇨의학과,4,N39,비뇨기계통의 기타 장애,1047,대구,2021
비뇨의학과,5,C67,방광의 악성 신생물,789,대구,2021
비뇨의학과,6,R31,상세불명의 혈뇨,517,대구,2021
비뇨의학과,7,N20,콩팥(신장)및 요관의 결석,393,대구,2021
비뇨의학과,8,N35,요도협착,280,대구,2021
비뇨의학과,9,N30,방광염,263,대구,2021
비뇨의학과,10,N32,방광의 기타 장애,263,대구,2021
비뇨의학과,11,N45,고환염 및 부고환염,158,대구,2021
비뇨의학과,12,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,156,대구,2021
비뇨의학과,13,C64,콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물,121,대구,2021
비뇨의학과,14,N41,전립선의 염증성 질환,120,대구,2021
비뇨의학과,15,N43,음낭수종 및 정액류,116,대구,2021
비뇨의학과,16,N21,하부요로의 결석,113,대구,2021
비뇨의학과,17,N48,음경의 기타 장애,82,대구,2021
비뇨의학과,18,R35,다뇨증,65,대구,2021
비뇨의학과,19,N10,급성 세뇨관-사이질성 신염,46,대구,2021
비뇨의학과,20,N13,폐쇄성 및 역류성 요로병증,41,대구,2021
산부인과,1,M81,병적골절이 없는 골다공증,2130,대구,2021
산부인과,2,N95,폐경기 및 기타 폐경기전후 장애,603,대구,2021
산부인과,3,U07,U07의 응급사용,306,대구,2021
산부인과,4,E11,인슐린-비의존 당뇨병,270,대구,2021
산부인과,5,N64,유방의 기타 장애,260,대구,2021
산부인과,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,177,대구,2021
산부인과,7,I10,본태성(일차성)고혈압,176,대구,2021
산부인과,8,I20,협심증,112,대구,2021
산부인과,9,D25,자궁의 평활근종,71,대구,2021
산부인과,10,N30,방광염,64,대구,2021
산부인과,11,N71,자궁목을 제외한 자궁의 염증성 질환,57,대구,2021
산부인과,12,N83,난소. 난관 및 광 인대의 비염증성 장애,49,대구,2021
산부인과,13,Z01,호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,36,대구,2021
산부인과,14,N94,여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,33,대구,2021
산부인과,15,N31,달리 분류되지 않은 방광의 신경근육기능장애,27,대구,2021
산부인과,16,E78,지질단백질대사장애 및 기타 지질증,26,대구,2021
산부인과,17,N32,방광의 기타 장애,25,대구,2021
산부인과,18,N76,질 및 외음부의 기타 염증,23,대구,2021
산부인과,19,R82,요의 기타 이상소견,9,대구,2021
산부인과,20,K76,간의 기타 질환,9,대구,2021
소아청소년과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,277,대구,2021
소아청소년과,2,E30,달리 분류되지 않은 사춘기의 장애,234,대구,2021
소아청소년과,3,J30,혈관운동성 및 앨러지성 비염,74,대구,2021
소아청소년과,4,J20,급성 기관지염,45,대구,2021
소아청소년과,5,Z02,행정적 목적을 위한 검사,33,대구,2021
소아청소년과,6,K76,간의 기타 질환,30,대구,2021
소아청소년과,7,K59,기타 기능적 창자 장애,25,대구,2021
소아청소년과,8,D50,철결핍성 빈혈,23,대구,2021
소아청소년과,9,J00,급성 코인두염[감기],22,대구,2021
소아청소년과,10,I88,비특정 림프절염,14,대구,2021
소아청소년과,11,L20,질병이환 및 사망의 외인,14,대구,2021
소아청소년과,12,E66,비만,13,대구,2021
소아청소년과,13,D64,기타 빈혈,11,대구,2021
소아청소년과,14,J45,천식,10,대구,2021
소아청소년과,15,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,8,대구,2021
소아청소년과,16,J02,급성 인두염,5,대구,2021
소아청소년과,17,R62,기대되는 정상 생리학적 발달의 결여,5,대구,2021
소아청소년과,18,J01,급성 부비동염,3,대구,2021
소아청소년과,19,K21,위-식도역류병,3,대구,2021
소아청소년과,20,N32,방광의 기타 장애,2,대구,2021
소화기내과,1,I10,본태성(일차성)고혈압,4277,대구,2021
소화기내과,2,E11,인슐린-비의존 당뇨병,4251,대구,2021
소화기내과,3,K21,위-식도역류병,4090,대구,2021
소화기내과,4,K59,기타 기능적 창자 장애,1512,대구,2021
소화기내과,5,E78,지질단백질대사장애 및 기타 지질증,1195,대구,2021
소화기내과,6,K30,소화불량,1104,대구,2021
소화기내과,7,J44,기타 만성 폐쇄성 폐질환,1103,대구,2021
소화기내과,8,B18,만성 바이러스간염,946,대구,2021
소화기내과,9,K29,위염 및 십이지장염,915,대구,2021
소화기내과,10,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,732,대구,2021
소화기내과,11,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,674,대구,2021
소화기내과,12,K58,자극성 장증후군,501,대구,2021
소화기내과,13,D13,기타 및 부위불명의 소화계통의 양성 신생물,466,대구,2021
소화기내과,14,K63,창자의 기타 질환,418,대구,2021
소화기내과,15,D12,결장. 직장. 항문 및 항문관의 양성 신생물,404,대구,2021
소화기내과,16,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,395,대구,2021
소화기내과,17,R10,복부 및 골반통증,379,대구,2021
소화기내과,18,K71,독성간질환,362,대구,2021
소화기내과,19,U07,U07의 응급사용,287,대구,2021
소화기내과,20,D50,철결핍성 빈혈,281,대구,2021
순환기내과,1,I20,협심증,11640,대구,2021
순환기내과,2,I10,본태성(일차성)고혈압,10393,대구,2021
순환기내과,3,I48,심방세동 및 조동,4607,대구,2021
순환기내과,4,E11,인슐린-비의존 당뇨병,2378,대구,2021
순환기내과,5,R07,인후 및 흉곽의 동통,1434,대구,2021
순환기내과,6,I50,심장기능상실(심부전),1183,대구,2021
순환기내과,7,I25,만성 허혈심장병,1014,대구,2021
순환기내과,8,I70,죽상경화증,845,대구,2021
순환기내과,9,I49,기타 심장성 부정맥,760,대구,2021
순환기내과,10,E78,지질단백질대사장애 및 기타 지질증,674,대구,2021
순환기내과,11,R06,호흡의 이상,486,대구,2021
순환기내과,12,I21,급성 심근경색증,461,대구,2021
순환기내과,13,I71,대동맥류 및 박리,447,대구,2021
순환기내과,14,R00,심장박동의 이상,374,대구,2021
순환기내과,15,J44,기타 만성 폐쇄성 폐질환,367,대구,2021
순환기내과,16,I35,비류마티스성 대동맥판장애,321,대구,2021
순환기내과,17,I73,기타 말초혈관질환,304,대구,2021
순환기내과,18,I42,심장근육병증,289,대구,2021
순환기내과,19,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,286,대구,2021
순환기내과,20,I95,저혈압,246,대구,2021
신경과,1,I63,뇌경색증,8850,대구,2021
신경과,2,F00,알츠하이머병에서의 치매(G30.-+),4048,대구,2021
신경과,3,R41,인지기능 및 자각에 관한 기타 증상 및 징후,2761,대구,2021
신경과,4,R51,두통,2347,대구,2021
신경과,5,R42,현기 및 어지러움,1706,대구,2021
신경과,6,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,1253,대구,2021
신경과,7,G20,파킨슨병,1063,대구,2021
신경과,8,G25,기타 추체외로 및 운동 장애,945,대구,2021
신경과,9,F03,상세불명의 치매,765,대구,2021
신경과,10,G63,달리 분류된 질환에서의 다발신경병증,728,대구,2021
신경과,11,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,632,대구,2021
신경과,12,G45,일과성 대뇌허혈발작 및 관련 증후군,574,대구,2021
신경과,13,R25,이상적 불수의적 운동,561,대구,2021
신경과,14,R44,일반적 감각 및 지각에 관한 기타 증상 및 징후,414,대구,2021
신경과,15,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,331,대구,2021
신경과,16,E14,상세불명의 당뇨병,327,대구,2021
신경과,17,H81,전정기능의 장애,298,대구,2021
신경과,18,G62,기타 다발신경병증,270,대구,2021
신경과,19,G40,뇌전증,260,대구,2021
신경과,20,I66,대뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,230,대구,2021
신경외과,1,M48,기타 척추병증,7095,대구,2021
신경외과,2,M51,기타 추간판장애,4569,대구,2021
신경외과,3,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",2366,대구,2021
신경외과,4,M54,배통,2295,대구,2021
신경외과,5,S32,허리뼈 및 골반의 골절,1240,대구,2021
신경외과,6,M50,목뼈원판 장애,913,대구,2021
신경외과,7,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",804,대구,2021
신경외과,8,M43,기타 변형성 배병증,671,대구,2021
신경외과,9,I63,뇌경색증,669,대구,2021
신경외과,10,S22,늑골. 흉골 및 흉추골의 골절,453,대구,2021
신경외과,11,I69,대뇌혈관 질환의 후유증,397,대구,2021
신경외과,12,S06,머리내 손상,394,대구,2021
신경외과,13,M96,달리 분류되지 않은 처치후 근육골격 장애,393,대구,2021
신경외과,14,I67,기타 대뇌혈관 질환,367,대구,2021
신경외과,15,R51,두통,351,대구,2021
신경외과,16,R42,현기 및 어지러움,247,대구,2021
신경외과,17,I61,뇌내출혈,186,대구,2021
신경외과,18,M79,달리 분류되지 않은 기타 연조직장애,138,대구,2021
신경외과,19,G62,기타 다발신경병증,127,대구,2021
신경외과,20,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,113,대구,2021
신장내과,1,N18,만성 콩팥(신장)기능상실,5569,대구,2021
신장내과,2,E11,인슐린-비의존 당뇨병,4345,대구,2021
신장내과,3,I10,본태성(일차성)고혈압,2672,대구,2021
신장내과,4,J44,기타 만성 폐쇄성 폐질환,284,대구,2021
신장내과,5,R60,달리 분류되지 않은 부종,232,대구,2021
신장내과,6,E78,지질단백질대사장애 및 기타 지질증,209,대구,2021
신장내과,7,N17,급성 콩팥(신장)기능상실,119,대구,2021
신장내과,8,N39,비뇨기계통의 기타 장애,87,대구,2021
신장내과,9,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,84,대구,2021
신장내과,10,R80,고립성 단백뇨증,82,대구,2021
신장내과,11,U07,U07의 응급사용,72,대구,2021
신장내과,12,J42,상세불명의 만성 기관지염,68,대구,2021
신장내과,13,J18,상세불명 병원체의 폐렴,54,대구,2021
신장내과,14,J45,천식,52,대구,2021
신장내과,15,E87,수분. 전해질 및 산-염기균형의 기타장애,42,대구,2021
신장내과,16,R50,원인 미상의 열,36,대구,2021
신장내과,17,Z94,이식한 장기 및 조직의 상태,34,대구,2021
신장내과,18,R82,요의 기타 이상소견,32,대구,2021
신장내과,19,R79,혈액화학의 기타 이상소견,31,대구,2021
신장내과,20,J00,급성 코인두염[감기],31,대구,2021
안과,1,H25,노인성 백내장,8991,대구,2021
안과,2,H04,눈물기관의 장애,3100,대구,2021
안과,3,H40,녹내장,2781,대구,2021
안과,4,H35,기타 망막장애,2055,대구,2021
안과,5,H36,달리 분류된 질환에서의 망막장애,1646,대구,2021
안과,6,H19,달리 분류된 질환에서의 공막 및 각막의 장애,1023,대구,2021
안과,7,H26,기타 백내장,723,대구,2021
안과,8,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,558,대구,2021
안과,9,H02,안검의 기타 장애,537,대구,2021
안과,10,Z96,기타 기능적 삽입물의 존재,446,대구,2021
안과,11,H34,망막혈관폐쇄,360,대구,2021
안과,12,H43,초자체의 장애,235,대구,2021
안과,13,H11,결막의 기타 장애,191,대구,2021
안과,14,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,148,대구,2021
안과,15,H16,각막염,132,대구,2021
안과,16,H52,굴절 및 조절의 장애,121,대구,2021
안과,17,H10,결막염,117,대구,2021
안과,18,H27,수정체의 기타 장애,71,대구,2021
안과,19,H33,망막박리 및 망막이단(離斷),56,대구,2021
안과,20,H05,안와의 장애,48,대구,2021
외과,1,K80,담석증,929,대구,2021
외과,2,K64,치핵 및 항문주위정맥혈전증,682,대구,2021
외과,3,I83,하지의 정맥류,679,대구,2021
외과,4,K40,서혜헤르니아,320,대구,2021
외과,5,L72,피부 및 피하조직의 모낭성 낭,318,대구,2021
외과,6,D13,기타 및 부위불명의 소화계통의 양성 신생물,300,대구,2021
외과,7,S22,늑골. 흉골 및 흉추골의 골절,281,대구,2021
외과,8,I70,죽상경화증,269,대구,2021
외과,9,I87,정맥의 기타 장애,260,대구,2021
외과,10,K29,위염 및 십이지장염,251,대구,2021
외과,11,K59,기타 기능적 창자 장애,251,대구,2021
외과,12,C16,위의 악성 신생물,224,대구,2021
외과,13,L02,"피부의 농양, 종기 및 큰종기",190,대구,2021
외과,14,N63,유방의 상세불명의 소괴,186,대구,2021
외과,15,R15,분변의 실금,180,대구,2021
외과,16,L89,욕창성 및 압박부위 궤양,179,대구,2021
외과,17,N62,유방의 비대,174,대구,2021
외과,18,K82,쓸개(담낭)의 기타 질환,153,대구,2021
외과,19,S20,흉부의 표재성 손상,133,대구,2021
외과,20,U07,U07의 응급사용,131,대구,2021
응급실,1,R52,달리 분류되지 않은 통증,3698,대구,2021
응급실,2,M79,달리 분류되지 않은 기타 연조직장애,2316,대구,2021
응급실,3,R10,복부 및 골반통증,1573,대구,2021
응급실,4,T14,상세불명의 신체부위의 손상,477,대구,2021
응급실,5,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,397,대구,2021
응급실,6,R51,두통,203,대구,2021
응급실,7,M48,기타 척추병증,187,대구,2021
응급실,8,R53,병감 및 피로,177,대구,2021
응급실,9,K29,위염 및 십이지장염,174,대구,2021
응급실,10,L50,두드러기,170,대구,2021
응급실,11,R42,현기 및 어지러움,169,대구,2021
응급실,12,M51,기타 추간판장애,133,대구,2021
응급실,13,K59,기타 기능적 창자 장애,130,대구,2021
응급실,14,J00,급성 코인두염[감기],130,대구,2021
응급실,15,R07,인후 및 흉곽의 동통,129,대구,2021
응급실,16,M54,배통,129,대구,2021
응급실,17,J18,상세불명 병원체의 폐렴,129,대구,2021
응급실,18,I20,협심증,96,대구,2021
응급실,19,S22,늑골. 흉골 및 흉추골의 골절,91,대구,2021
응급실,20,D64,기타 빈혈,85,대구,2021
이비인후과,1,H93,달리 분류되지 않은 귀의 기타 장애,3603,대구,2021
이비인후과,2,J38,달리 분류되지 않은 성대및 후두의 질환,2399,대구,2021
이비인후과,3,J34,코 및 코옆굴의 기타 장애,2108,대구,2021
이비인후과,4,J30,혈관운동성 및 앨러지성 비염,1814,대구,2021
이비인후과,5,H90,전음성 및 감각신경성 청력소실,1566,대구,2021
이비인후과,6,J37,만성후두염 및 후두기관염,701,대구,2021
이비인후과,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,477,대구,2021
이비인후과,8,R42,현기 및 어지러움,417,대구,2021
이비인후과,9,J33,코폴립,317,대구,2021
이비인후과,10,K12,입안염 및 관련 병터,280,대구,2021
이비인후과,11,J32,만성 부비동염,279,대구,2021
이비인후과,12,H60,외이염,266,대구,2021
이비인후과,13,H66,화농성 및 상세불명의 중이염,254,대구,2021
이비인후과,14,R07,인후 및 흉곽의 동통,203,대구,2021
이비인후과,15,K14,혀의 질환,196,대구,2021
이비인후과,16,H61,외이의 기타장애,194,대구,2021
이비인후과,17,H65,비화농성 중이염,169,대구,2021
이비인후과,18,J04,급성 후두염 및 기관염,150,대구,2021
이비인후과,19,R04,호흡기도 출혈,147,대구,2021
이비인후과,20,U07,U07의 응급사용,143,대구,2021
일반검진,1,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1430,대구,2021
일반검진,2,K29,위염 및 십이지장염,300,대구,2021
일반검진,3,K21,위-식도역류병,35,대구,2021
일반검진,4,K26,십이지장궤양,7,대구,2021
일반검진,5,K25,위궤양,5,대구,2021
일반검진,6,K27,상세불명 부위의 소화성 궤양,3,대구,2021
일반검진,7,B37,칸디다증,2,대구,2021
일반검진,8,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1,대구,2021
일반검진,9,K31,위 및 십이지장의 기타 질환,1,대구,2021
재활의학과,1,M51,기타 추간판장애,9414,대구,2021
재활의학과,2,M48,기타 척추병증,3822,대구,2021
재활의학과,3,G62,기타 다발신경병증,3389,대구,2021
재활의학과,4,M50,목뼈원판 장애,2622,대구,2021
재활의학과,5,M54,배통,1788,대구,2021
재활의학과,6,G81,편마비,1715,대구,2021
재활의학과,7,M75,어깨병변,1216,대구,2021
재활의학과,8,M47,척추증,1168,대구,2021
재활의학과,9,M79,달리 분류되지 않은 기타 연조직장애,933,대구,2021
재활의학과,10,G82,하반신마비 및 사지마비,911,대구,2021
재활의학과,11,G60,유전성 및 특발성 신경병증,890,대구,2021
재활의학과,12,I63,뇌경색증,739,대구,2021
재활의학과,13,M24,기타 특정 관절장애,523,대구,2021
재활의학과,14,R26,보행과 이동의 이상,456,대구,2021
재활의학과,15,T97,출처가 주로 비의약품인 물질의 독성효과의 후유증,392,대구,2021
재활의학과,16,M72,섬유모세포장애,333,대구,2021
재활의학과,17,M19,"연기, 불 및 화염에 노출",317,대구,2021
재활의학과,18,G56,팔의 단일신경병증,271,대구,2021
재활의학과,19,M17,윤충증,266,대구,2021
재활의학과,20,I61,뇌내출혈,247,대구,2021
정신건강의학과,1,F32,우울증 에피소드,3711,대구,2021
정신건강의학과,2,G47,수면장애,2275,대구,2021
정신건강의학과,3,F41,기타 불안장애,1304,대구,2021
정신건강의학과,4,F00,알츠하이머병에서의 치매(G30.-+),944,대구,2021
정신건강의학과,5,F51,비기질적 수면 장애,819,대구,2021
정신건강의학과,6,F03,상세불명의 치매,302,대구,2021
정신건강의학과,7,F43,심한 스트레스에 대한 반응 및 적응장애,286,대구,2021
정신건강의학과,8,F31,양극성 정동장애,255,대구,2021
정신건강의학과,9,R41,인지기능 및 자각에 관한 기타 증상 및 징후,231,대구,2021
정신건강의학과,10,F10,알콜사용에 의한 정신및 행동장애,223,대구,2021
정신건강의학과,11,F20,조현병,214,대구,2021
정신건강의학과,12,F45,신체형장애,188,대구,2021
정신건강의학과,13,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,173,대구,2021
정신건강의학과,14,F40,공포성 불안장애,90,대구,2021
정신건강의학과,15,F07,뇌질환. 뇌손상 및 기능이상에 의한 인격 및 행동 장애,88,대구,2021
정신건강의학과,16,F60,특정 인격장애,83,대구,2021
정신건강의학과,17,F05,알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,82,대구,2021
정신건강의학과,18,F22,지속성 망상장애,69,대구,2021
정신건강의학과,19,F34,지속성 기분[정동]장애,64,대구,2021
정신건강의학과,20,F29,상세불명의 비기질적 정신병,59,대구,2021
정형외과,1,M17,윤충증,5873,대구,2021
정형외과,2,M75,어깨병변,3907,대구,2021
정형외과,3,M13,추 락,3669,대구,2021
정형외과,4,M48,기타 척추병증,1816,대구,2021
정형외과,5,M81,병적골절이 없는 골다공증,1013,대구,2021
정형외과,6,M10,활막 및 건 장애,867,대구,2021
정형외과,7,M65,활막염 및 건초염,574,대구,2021
정형외과,8,M19,"연기, 불 및 화염에 노출",533,대구,2021
정형외과,9,S83,무릎의 관절 및 인대의 탈구. 염좌 및 긴장,475,대구,2021
정형외과,10,S82,발목을 포함한 아래다리의 골절,425,대구,2021
정형외과,11,S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",405,대구,2021
정형외과,12,M20,외인의 기타 및 상세불명의 영향,392,대구,2021
정형외과,13,S52,아래팔의 골절,376,대구,2021
정형외과,14,M25,달리 분류되지 않은 기타 관절장애,364,대구,2021
정형외과,15,S72,대퇴골의 골절,361,대구,2021
정형외과,16,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,333,대구,2021
정형외과,17,M77,기타 골부착부병증,331,대구,2021
정형외과,18,S92,발목을 제외한 발의 골절,324,대구,2021
정형외과,19,M23,유독성 물질에 의한 불의의 중독 및 노출,271,대구,2021
정형외과,20,R52,달리 분류되지 않은 통증,270,대구,2021
종합검진,1,C22,간 및 간내담관의 악성 신생물,3,대구,2021
