"구분","병동구분","병상.합계","병실.합계","X.1인실.병상.","X.1인실.병실.","X.2인실.병상.","X.2인실.병실.","X.4인실.병상.","X.4인실.병실.","X.5인실.병상.","X.5인실.병실.","X.6인실.병상.","X.6인실.병실.","X.기타.병상.","X.기타.병실.","지역","년도","병동.구분","X.특실.병상.","X.특실.병실.","X.3인실.병상.","X.3인실.병실.","X.8인실.병상.","X.8인실.병실.","X.7인실.병상.","X.7인실.병실.","병상현황","X.9인실.병상.","X.9인실.병실.","X.격리실.병상.","X.격리실.병실.","X.국비.병상.","X.국비.병실.","X.사비.병상.","X.사비.병실.","X6인실.병실","특실.병상","특실.병실","X1인실.병상","X1인실.병실","X2인실.병상","X2인실.병실","X3인실.병상","X3인실.병실","X4인실.병상","X4인실.병실","X5인실.병상","X5인실.병실","X6인실.병상","기타.병상","기타.병실"
"운영병상","코로나19전담병동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","3","3","0","0","9","3","52","13","0","0","0","0","0"
"운영병상","중환자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","0","0","0","0","0","0","0","0","0","12","1"
"운영병상","격리병실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","2","2","0","0","0","0","0","0","0","0","0","0","0"
"운영병상","무균치료실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"기타병상","응급실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","9","1"
"기타병상","수술실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"기타병상","분만실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"기타병상","신생아실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"기타병상","인공신장실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","13","1"
"기타병상","회복실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,"16","16","0","0","92","23","20","4","174","29","0","0","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"1","1","0","0","84","21","5","1","0","0","0","0","대구",2021,NA,"0","0","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"1","1","2","1","12","3","0","0","0","0","0","0","대구",2021,NA,"0","0","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"3","3","0","0","0","0","0","0","0","0","11","1","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0","0","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"2","2","0","0","0","0","0","0","0","0","12","1","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","6","6","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","29","1","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","40","10","0","0","0","0","0","0","대구",2021,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
