연령대,순위,상병코드,상병명,건수,지역,년도
59세 이하,20,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,273,대구,2023
60대,1,E11,인슐린-비의존 당뇨병,2382,대구,2023
60대,2,I10,본태성(일차성)고혈압,2160,대구,2023
60대,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1503,대구,2023
60대,4,N40,전립선증식증,1400,대구,2023
60대,5,N18,만성 콩팥(신장)기능상실,1364,대구,2023
60대,6,M51,기타 추간판장애,1297,대구,2023
60대,7,I20,협심증,945,대구,2023
60대,8,K05,치은염(잇몸염)및 치주 질환,834,대구,2023
60대,9,K08,치아 및 지지구조의 기타 장애,722,대구,2023
60대,10,E78,지질단백질대사장애 및 기타 지질증,702,대구,2023
60대,11,M48,기타 척추병증,702,대구,2023
60대,12,M81,병적골절이 없는 골다공증,694,대구,2023
60대,13,M17,윤충증,656,대구,2023
60대,14,M75,어깨병변,651,대구,2023
60대,15,M50,목뼈원판 장애,643,대구,2023
60대,16,I63,뇌경색증,613,대구,2023
60대,17,H25,노인성 백내장,457,대구,2023
60대,18,K21,위-식도역류병,423,대구,2023
60대,19,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,413,대구,2023
60대,20,K04,치수 및 치근단주위조직의 질환,372,대구,2023
70대,1,M51,기타 추간판장애,16176,대구,2023
70대,2,N40,전립선증식증,15966,대구,2023
70대,3,E11,인슐린-비의존 당뇨병,12629,대구,2023
70대,4,I10,본태성(일차성)고혈압,9956,대구,2023
70대,5,I20,협심증,8656,대구,2023
70대,6,M48,기타 척추병증,6626,대구,2023
70대,7,N18,만성 콩팥(신장)기능상실,6287,대구,2023
70대,8,I63,뇌경색증,5294,대구,2023
70대,9,K08,치아 및 지지구조의 기타 장애,5225,대구,2023
70대,10,H25,노인성 백내장,5063,대구,2023
70대,11,G62,기타 다발신경병증,4322,대구,2023
70대,12,M17,윤충증,4287,대구,2023
70대,13,K05,치은염(잇몸염)및 치주 질환,3995,대구,2023
70대,14,K04,치수 및 치근단주위조직의 질환,3386,대구,2023
70대,15,M75,어깨병변,3042,대구,2023
70대,16,M50,목뼈원판 장애,2954,대구,2023
70대,17,B35,피부사상균증,2899,대구,2023
70대,18,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2792,대구,2023
70대,19,K21,위-식도역류병,2790,대구,2023
70대,20,I48,심방세동 및 조동,2771,대구,2023
80대,1,N40,전립선증식증,5410,대구,2023
80대,2,E11,인슐린-비의존 당뇨병,4337,대구,2023
80대,3,M51,기타 추간판장애,4003,대구,2023
80대,4,I10,본태성(일차성)고혈압,3673,대구,2023
80대,5,I20,협심증,2974,대구,2023
80대,6,M48,기타 척추병증,2850,대구,2023
80대,7,I63,뇌경색증,2502,대구,2023
80대,8,F00,알츠하이머병에서의 치매(G30.-+),2304,대구,2023
80대,9,N18,만성 콩팥(신장)기능상실,1887,대구,2023
80대,10,K08,치아 및 지지구조의 기타 장애,1727,대구,2023
80대,11,C61,전립선의 악성 신생물,1660,대구,2023
80대,12,H25,노인성 백내장,1590,대구,2023
80대,13,M17,윤충증,1255,대구,2023
80대,14,G62,기타 다발신경병증,1234,대구,2023
80대,15,I48,심방세동 및 조동,1063,대구,2023
80대,16,N31,달리 분류되지 않은 방광의 신경근육기능장애,1027,대구,2023
80대,17,R41,인지기능 및 자각에 관한 기타 증상 및 징후,923,대구,2023
80대,18,K04,치수 및 치근단주위조직의 질환,918,대구,2023
80대,19,H90,전음성 및 감각신경성 청력소실,906,대구,2023
80대,20,K05,치은염(잇몸염)및 치주 질환,902,대구,2023
90세 이상,1,N40,전립선증식증,1905,대구,2023
90세 이상,2,F00,알츠하이머병에서의 치매(G30.-+),1795,대구,2023
90세 이상,3,I10,본태성(일차성)고혈압,1295,대구,2023
90세 이상,4,I63,뇌경색증,1023,대구,2023
90세 이상,5,E11,인슐린-비의존 당뇨병,956,대구,2023
90세 이상,6,M48,기타 척추병증,875,대구,2023
90세 이상,7,N18,만성 콩팥(신장)기능상실,771,대구,2023
90세 이상,8,F03,상세불명의 치매,763,대구,2023
90세 이상,9,I20,협심증,556,대구,2023
90세 이상,10,M51,기타 추간판장애,493,대구,2023
90세 이상,11,C61,전립선의 악성 신생물,404,대구,2023
90세 이상,12,I48,심방세동 및 조동,366,대구,2023
90세 이상,13,J44,기타 만성 폐쇄성 폐질환,312,대구,2023
90세 이상,14,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,297,대구,2023
90세 이상,15,H25,노인성 백내장,285,대구,2023
90세 이상,16,N31,달리 분류되지 않은 방광의 신경근육기능장애,273,대구,2023
90세 이상,17,K08,치아 및 지지구조의 기타 장애,266,대구,2023
90세 이상,18,M17,윤충증,264,대구,2023
90세 이상,19,L29,소양증,244,대구,2023
90세 이상,20,R41,인지기능 및 자각에 관한 기타 증상 및 징후,234,대구,2023
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1635,대전,2019
59세 이하,2,K05,치은염(잇몸염)및 치주 질환,1435,대전,2019
59세 이하,3,K29,위염 및 십이지장염,1181,대전,2019
59세 이하,4,M54,배통,1109,대전,2019
59세 이하,5,I10,본태성(일차성)고혈압,979,대전,2019
59세 이하,6,E11,인슐린-비의존 당뇨병,971,대전,2019
59세 이하,7,M51,기타 추간판장애,816,대전,2019
59세 이하,8,K02,치아우식증,628,대전,2019
59세 이하,9,M15,진균증,614,대전,2019
59세 이하,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,568,대전,2019
59세 이하,11,N18,만성 콩팥(신장)기능상실,512,대전,2019
59세 이하,12,J30,혈관운동성 및 앨러지성 비염,449,대전,2019
59세 이하,13,M17,윤충증,398,대전,2019
59세 이하,14,M75,어깨병변,384,대전,2019
59세 이하,15,E86,체액용적고갈,375,대전,2019
59세 이하,16,K63,창자의 기타 질환,337,대전,2019
59세 이하,17,N40,전립선증식증,333,대전,2019
59세 이하,18,J98,기타 호흡장애,331,대전,2019
59세 이하,19,G82,하반신마비 및 사지마비,323,대전,2019
59세 이하,20,M48,기타 척추병증,315,대전,2019
60대,1,I10,본태성(일차성)고혈압,2723,대전,2019
60대,2,E11,인슐린-비의존 당뇨병,2627,대전,2019
60대,3,K05,치은염(잇몸염)및 치주 질환,2067,대전,2019
60대,4,N40,전립선증식증,1969,대전,2019
60대,5,M54,배통,1928,대전,2019
60대,6,K29,위염 및 십이지장염,1796,대전,2019
60대,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1675,대전,2019
60대,8,E86,체액용적고갈,1189,대전,2019
60대,9,M48,기타 척추병증,1180,대전,2019
60대,10,M17,윤충증,1113,대전,2019
60대,11,I69,대뇌혈관 질환의 후유증,874,대전,2019
60대,12,E78,지질단백질대사장애 및 기타 지질증,830,대전,2019
60대,13,K63,창자의 기타 질환,772,대전,2019
60대,14,K08,치아 및 지지구조의 기타 장애,745,대전,2019
60대,15,K02,치아우식증,744,대전,2019
60대,16,M75,어깨병변,734,대전,2019
60대,17,M15,진균증,714,대전,2019
60대,18,J30,혈관운동성 및 앨러지성 비염,703,대전,2019
60대,19,B35,피부사상균증,673,대전,2019
60대,20,M81,병적골절이 없는 골다공증,657,대전,2019
70대,1,N40,전립선증식증,19592,대전,2019
70대,2,E11,인슐린-비의존 당뇨병,12555,대전,2019
70대,3,I10,본태성(일차성)고혈압,10631,대전,2019
70대,4,K05,치은염(잇몸염)및 치주 질환,10282,대전,2019
70대,5,M54,배통,10274,대전,2019
70대,6,M48,기타 척추병증,9528,대전,2019
70대,7,I69,대뇌혈관 질환의 후유증,6850,대전,2019
70대,8,K08,치아 및 지지구조의 기타 장애,5748,대전,2019
70대,9,K29,위염 및 십이지장염,5232,대전,2019
70대,10,L29,소양증,5097,대전,2019
70대,11,K02,치아우식증,4777,대전,2019
70대,12,I20,협심증,4556,대전,2019
70대,13,M17,윤충증,4514,대전,2019
70대,14,E86,체액용적고갈,4173,대전,2019
70대,15,N18,만성 콩팥(신장)기능상실,3801,대전,2019
70대,16,F03,상세불명의 치매,3736,대전,2019
70대,17,J44,기타 만성 폐쇄성 폐질환,3674,대전,2019
70대,18,B35,피부사상균증,3633,대전,2019
70대,19,Z95,심장 및 혈관 삽입물 및 이식편의 존재,3539,대전,2019
70대,20,J30,혈관운동성 및 앨러지성 비염,3490,대전,2019
80대,1,N40,전립선증식증,3876,대전,2019
80대,2,F03,상세불명의 치매,2235,대전,2019
80대,3,M48,기타 척추병증,2215,대전,2019
80대,4,I10,본태성(일차성)고혈압,2187,대전,2019
80대,5,E11,인슐린-비의존 당뇨병,1954,대전,2019
80대,6,I69,대뇌혈관 질환의 후유증,1720,대전,2019
80대,7,E86,체액용적고갈,1408,대전,2019
80대,8,N18,만성 콩팥(신장)기능상실,1246,대전,2019
80대,9,K05,치은염(잇몸염)및 치주 질환,1046,대전,2019
80대,10,R42,현기 및 어지러움,941,대전,2019
80대,11,M17,윤충증,883,대전,2019
80대,12,K08,치아 및 지지구조의 기타 장애,852,대전,2019
80대,13,L29,소양증,839,대전,2019
80대,14,K29,위염 및 십이지장염,811,대전,2019
80대,15,M54,배통,690,대전,2019
80대,16,J44,기타 만성 폐쇄성 폐질환,669,대전,2019
80대,17,C61,전립선의 악성 신생물,629,대전,2019
80대,18,J98,기타 호흡장애,617,대전,2019
80대,19,R51,두통,612,대전,2019
80대,20,I48,심방세동 및 조동,574,대전,2019
90세 이상,1,N40,전립선증식증,1235,대전,2019
90세 이상,2,F03,상세불명의 치매,801,대전,2019
90세 이상,3,I10,본태성(일차성)고혈압,580,대전,2019
90세 이상,4,M48,기타 척추병증,531,대전,2019
90세 이상,5,E86,체액용적고갈,356,대전,2019
90세 이상,6,R42,현기 및 어지러움,342,대전,2019
90세 이상,7,E11,인슐린-비의존 당뇨병,341,대전,2019
90세 이상,8,I69,대뇌혈관 질환의 후유증,330,대전,2019
90세 이상,9,N18,만성 콩팥(신장)기능상실,293,대전,2019
90세 이상,10,M54,배통,286,대전,2019
90세 이상,11,K05,치은염(잇몸염)및 치주 질환,286,대전,2019
90세 이상,12,J40,급성인지 만성인지 명시되지 않은 기관지염,250,대전,2019
90세 이상,13,L29,소양증,243,대전,2019
90세 이상,14,K08,치아 및 지지구조의 기타 장애,238,대전,2019
90세 이상,15,K29,위염 및 십이지장염,200,대전,2019
90세 이상,16,M17,윤충증,195,대전,2019
90세 이상,17,J98,기타 호흡장애,195,대전,2019
90세 이상,18,K59,기타 기능적 창자 장애,193,대전,2019
90세 이상,19,J44,기타 만성 폐쇄성 폐질환,174,대전,2019
90세 이상,20,F51,비기질적 수면 장애,168,대전,2019
59세 이하,1,U07,U07의 응급사용,1582,대전,2020
59세 이하,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1412,대전,2020
59세 이하,3,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1200,대전,2020
59세 이하,4,K05,치은염 및 치주질환,1184,대전,2020
59세 이하,5,K29,위염 및 십이지장염,1165,대전,2020
59세 이하,6,Z29,기타 예방적 조치의 필요,1056,대전,2020
59세 이하,7,M54,등통증,998,대전,2020
59세 이하,8,E11,2형 당뇨병,923,대전,2020
59세 이하,9,I10,본태성(원발성) 고혈압,832,대전,2020
59세 이하,10,N18,만성 신장병,707,대전,2020
59세 이하,11,M51,기타 추간판장애,620,대전,2020
59세 이하,12,K02,치아우식,437,대전,2020
59세 이하,13,K63,장의 기타 질환,416,대전,2020
59세 이하,14,M15,다발관절증,402,대전,2020
59세 이하,15,M75,어깨병변,365,대전,2020
59세 이하,16,J30,혈관운동성 및 앨러지성 비염,351,대전,2020
59세 이하,17,G81,편마비,349,대전,2020
59세 이하,18,E86,용적고갈,325,대전,2020
59세 이하,19,B18,만성 바이러스간염,292,대전,2020
59세 이하,20,I69,뇌혈관질환의 후유증,286,대전,2020
60대,1,E11,2형 당뇨병,2548,대전,2020
60대,2,I10,본태성(원발성) 고혈압,2249,대전,2020
60대,3,K05,치은염 및 치주질환,1774,대전,2020
60대,4,K29,위염 및 십이지장염,1753,대전,2020
60대,5,N40,전립선증식증,1747,대전,2020
60대,6,M54,등통증,1210,대전,2020
60대,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1184,대전,2020
60대,8,M48,기타 척추병증,1137,대전,2020
60대,9,E86,용적고갈,1035,대전,2020
60대,10,K63,장의 기타 질환,1030,대전,2020
60대,11,M75,어깨병변,829,대전,2020
60대,12,M17,무릎관절증,779,대전,2020
60대,13,I69,뇌혈관질환의 후유증,730,대전,2020
60대,14,E78,지질단백질대사장애 및 기타 지질증,707,대전,2020
60대,15,M81,병적 골절이 없는 골다공증,658,대전,2020
60대,16,K08,치아 및 지지구조의 기타 장애,636,대전,2020
60대,17,R51,두통,604,대전,2020
60대,18,K02,치아우식,557,대전,2020
60대,19,M15,다발관절증,527,대전,2020
60대,20,B35,백선증,486,대전,2020
70대,1,N40,전립선증식증,19417,대전,2020
70대,2,E11,2형 당뇨병,12115,대전,2020
70대,3,M48,기타 척추병증,10162,대전,2020
70대,4,K05,치은염 및 치주질환,9856,대전,2020
70대,5,I10,본태성(원발성) 고혈압,9692,대전,2020
70대,6,M54,등통증,8878,대전,2020
70대,7,I69,뇌혈관질환의 후유증,6565,대전,2020
70대,8,K63,장의 기타 질환,5137,대전,2020
70대,9,K29,위염 및 십이지장염,5014,대전,2020
70대,10,E86,용적고갈,4621,대전,2020
70대,11,M17,무릎관절증,4435,대전,2020
70대,12,K08,치아 및 지지구조의 기타 장애,4406,대전,2020
70대,13,N18,만성 신장병,4390,대전,2020
70대,14,L29,가려움,4261,대전,2020
70대,15,J44,기타 만성 폐쇄성 폐질환,3728,대전,2020
70대,16,F03,상세불명의 치매,3559,대전,2020
70대,17,I20,협심증,3516,대전,2020
70대,18,K02,치아우식,3407,대전,2020
70대,19,M75,어깨병변,3227,대전,2020
70대,20,J30,혈관운동성 및 앨러지성 비염,3128,대전,2020
80대,1,N40,전립선증식증,3360,대전,2020
80대,2,M48,기타 척추병증,1892,대전,2020
80대,3,F03,상세불명의 치매,1812,대전,2020
80대,4,I10,본태성(원발성) 고혈압,1751,대전,2020
80대,5,E11,2형 당뇨병,1743,대전,2020
80대,6,I69,뇌혈관질환의 후유증,1457,대전,2020
80대,7,N18,만성 신장병,1414,대전,2020
80대,8,M54,등통증,1149,대전,2020
80대,9,E86,용적고갈,1101,대전,2020
80대,10,M17,무릎관절증,1064,대전,2020
80대,11,K05,치은염 및 치주질환,886,대전,2020
80대,12,R42,어지럼증 및 어지럼,732,대전,2020
80대,13,L29,가려움,700,대전,2020
80대,14,K29,위염 및 십이지장염,674,대전,2020
80대,15,K08,치아 및 지지구조의 기타 장애,617,대전,2020
80대,16,J44,기타 만성 폐쇄성 폐질환,589,대전,2020
80대,17,K63,장의 기타 질환,535,대전,2020
80대,18,J98,기타 호흡장애,505,대전,2020
80대,19,K59,기타 기능성 장장애,483,대전,2020
80대,20,R51,두통,481,대전,2020
90세 이상,1,N40,전립선증식증,1436,대전,2020
90세 이상,2,F03,상세불명의 치매,1010,대전,2020
90세 이상,3,I10,본태성(원발성) 고혈압,640,대전,2020
90세 이상,4,M48,기타 척추병증,548,대전,2020
90세 이상,5,I69,뇌혈관질환의 후유증,495,대전,2020
90세 이상,6,N18,만성 신장병,476,대전,2020
90세 이상,7,E11,2형 당뇨병,475,대전,2020
90세 이상,8,E86,용적고갈,402,대전,2020
90세 이상,9,R42,어지럼증 및 어지럼,351,대전,2020
90세 이상,10,L29,가려움,245,대전,2020
90세 이상,11,J98,기타 호흡장애,242,대전,2020
90세 이상,12,J44,기타 만성 폐쇄성 폐질환,234,대전,2020
90세 이상,13,K29,위염 및 십이지장염,232,대전,2020
90세 이상,14,K08,치아 및 지지구조의 기타 장애,229,대전,2020
90세 이상,15,M54,등통증,225,대전,2020
90세 이상,16,J18,상세불명 병원체의 폐렴,221,대전,2020
90세 이상,17,K59,기타 기능성 장장애,211,대전,2020
90세 이상,18,K05,치은염 및 치주질환,207,대전,2020
90세 이상,19,M17,무릎관절증,169,대전,2020
90세 이상,20,B35,백선증,155,대전,2020
59세 이하,1,U07,U07의 응급사용,5269,대전,2022
59세 이하,2,Z29,기타 예방적 조치의 필요,4093,대전,2022
59세 이하,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1626,대전,2022
59세 이하,4,K29,위염 및 십이지장염,1236,대전,2022
59세 이하,5,K05,치은염(잇몸염)및 치주 질환,1080,대전,2022
59세 이하,6,E11,인슐린-비의존 당뇨병,959,대전,2022
59세 이하,7,M54,배통,912,대전,2022
59세 이하,8,I10,본태성(일차성)고혈압,826,대전,2022
59세 이하,9,N18,만성 콩팥(신장)기능상실,738,대전,2022
59세 이하,10,M51,기타 추간판장애,578,대전,2022
59세 이하,11,K63,창자의 기타 질환,551,대전,2022
59세 이하,12,M75,어깨병변,467,대전,2022
59세 이하,13,M15,진균증,367,대전,2022
59세 이하,14,M17,윤충증,364,대전,2022
59세 이하,15,B18,만성 바이러스간염,314,대전,2022
59세 이하,16,J98,기타 호흡장애,310,대전,2022
59세 이하,17,K21,위-식도역류병,304,대전,2022
59세 이하,18,E78,지질단백질대사장애 및 기타 지질증,289,대전,2022
59세 이하,19,R51,두통,285,대전,2022
59세 이하,20,G81,편마비,283,대전,2022
60대,1,E11,인슐린-비의존 당뇨병,2273,대전,2022
60대,2,U07,U07의 응급사용,1990,대전,2022
60대,3,K05,치은염(잇몸염)및 치주 질환,1819,대전,2022
60대,4,I10,본태성(일차성)고혈압,1812,대전,2022
60대,5,K29,위염 및 십이지장염,1587,대전,2022
60대,6,N40,전립선증식증,1578,대전,2022
60대,7,K63,창자의 기타 질환,1293,대전,2022
60대,8,M17,윤충증,1039,대전,2022
60대,9,M54,배통,1028,대전,2022
60대,10,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1024,대전,2022
60대,11,M48,기타 척추병증,1012,대전,2022
60대,12,E86,체액용적고갈,948,대전,2022
60대,13,N18,만성 콩팥(신장)기능상실,881,대전,2022
60대,14,Z29,기타 예방적 조치의 필요,819,대전,2022
60대,15,M75,어깨병변,753,대전,2022
60대,16,E78,지질단백질대사장애 및 기타 지질증,668,대전,2022
60대,17,I69,대뇌혈관 질환의 후유증,501,대전,2022
60대,18,M81,병적골절이 없는 골다공증,495,대전,2022
60대,19,M15,진균증,470,대전,2022
60대,20,R51,두통,461,대전,2022
70대,1,N40,전립선증식증,18560,대전,2022
70대,2,E11,인슐린-비의존 당뇨병,13630,대전,2022
70대,3,M48,기타 척추병증,10703,대전,2022
70대,4,K05,치은염(잇몸염)및 치주 질환,9122,대전,2022
70대,5,I10,본태성(일차성)고혈압,9067,대전,2022
70대,6,M54,배통,7715,대전,2022
70대,7,K63,창자의 기타 질환,7082,대전,2022
70대,8,E86,체액용적고갈,5974,대전,2022
70대,9,M17,윤충증,5628,대전,2022
70대,10,I69,대뇌혈관 질환의 후유증,5595,대전,2022
70대,11,K29,위염 및 십이지장염,4350,대전,2022
70대,12,N18,만성 콩팥(신장)기능상실,4125,대전,2022
70대,13,I20,협심증,3627,대전,2022
70대,14,M75,어깨병변,3580,대전,2022
70대,15,L29,소양증,3307,대전,2022
70대,16,F03,상세불명의 치매,3100,대전,2022
70대,17,Z29,기타 예방적 조치의 필요,3015,대전,2022
70대,18,R42,현기 및 어지러움,2984,대전,2022
70대,19,J44,기타 만성 폐쇄성 폐질환,2893,대전,2022
70대,20,U07,U07의 응급사용,2825,대전,2022
80대,1,N40,전립선증식증,4278,대전,2022
80대,2,E11,인슐린-비의존 당뇨병,2578,대전,2022
80대,3,M48,기타 척추병증,2367,대전,2022
80대,4,I10,본태성(일차성)고혈압,2131,대전,2022
80대,5,M54,배통,1954,대전,2022
80대,6,I69,대뇌혈관 질환의 후유증,1712,대전,2022
80대,7,F03,상세불명의 치매,1706,대전,2022
80대,8,M17,윤충증,1639,대전,2022
80대,9,K05,치은염(잇몸염)및 치주 질환,1606,대전,2022
80대,10,N18,만성 콩팥(신장)기능상실,1584,대전,2022
80대,11,E86,체액용적고갈,1555,대전,2022
80대,12,K63,창자의 기타 질환,1070,대전,2022
80대,13,R42,현기 및 어지러움,941,대전,2022
80대,14,K29,위염 및 십이지장염,898,대전,2022
80대,15,L29,소양증,786,대전,2022
80대,16,U07,U07의 응급사용,768,대전,2022
80대,17,J44,기타 만성 폐쇄성 폐질환,720,대전,2022
80대,18,I20,협심증,710,대전,2022
80대,19,M75,어깨병변,647,대전,2022
80대,20,Z29,기타 예방적 조치의 필요,639,대전,2022
90세 이상,1,N40,전립선증식증,1701,대전,2022
90세 이상,2,F03,상세불명의 치매,958,대전,2022
90세 이상,3,I10,본태성(일차성)고혈압,844,대전,2022
90세 이상,4,N18,만성 콩팥(신장)기능상실,823,대전,2022
90세 이상,5,M48,기타 척추병증,689,대전,2022
90세 이상,6,E11,인슐린-비의존 당뇨병,578,대전,2022
90세 이상,7,I69,대뇌혈관 질환의 후유증,532,대전,2022
90세 이상,8,E86,체액용적고갈,493,대전,2022
90세 이상,9,R42,현기 및 어지러움,329,대전,2022
90세 이상,10,M17,윤충증,276,대전,2022
90세 이상,11,K05,치은염(잇몸염)및 치주 질환,276,대전,2022
90세 이상,12,J44,기타 만성 폐쇄성 폐질환,250,대전,2022
90세 이상,13,U07,U07의 응급사용,232,대전,2022
90세 이상,14,M54,배통,228,대전,2022
90세 이상,15,C61,전립선의 악성 신생물,224,대전,2022
90세 이상,16,J98,기타 호흡장애,223,대전,2022
90세 이상,17,K59,기타 기능적 창자 장애,216,대전,2022
90세 이상,18,K29,위염 및 십이지장염,214,대전,2022
90세 이상,19,J18,상세불명 병원체의 폐렴,189,대전,2022
90세 이상,20,I48,심방세동 및 조동,175,대전,2022
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1482,대전,2023
59세 이하,2,K29,위염 및 십이지장염,1207,대전,2023
59세 이하,3,K05,치은염(잇몸염)및 치주 질환,1031,대전,2023
59세 이하,4,M54,배통,1030,대전,2023
59세 이하,5,Z29,기타 예방적 조치의 필요,990,대전,2023
59세 이하,6,E11,인슐린-비의존 당뇨병,987,대전,2023
59세 이하,7,I10,본태성(일차성)고혈압,809,대전,2023
59세 이하,8,N18,만성 콩팥(신장)기능상실,727,대전,2023
59세 이하,9,M51,기타 추간판장애,686,대전,2023
59세 이하,10,G81,편마비,636,대전,2023
59세 이하,11,K63,창자의 기타 질환,620,대전,2023
59세 이하,12,U07,U07의 응급사용,614,대전,2023
59세 이하,13,M75,어깨병변,590,대전,2023
59세 이하,14,K21,위-식도역류병,373,대전,2023
59세 이하,15,M17,윤충증,372,대전,2023
59세 이하,16,E78,지질단백질대사장애 및 기타 지질증,361,대전,2023
59세 이하,17,F43,심한 스트레스에 대한 반응 및 적응장애,317,대전,2023
59세 이하,18,J98,기타 호흡장애,308,대전,2023
59세 이하,19,E86,체액용적고갈,299,대전,2023
59세 이하,20,M15,진균증,291,대전,2023
60대,1,E11,인슐린-비의존 당뇨병,2228,대전,2023
60대,2,K05,치은염(잇몸염)및 치주 질환,1740,대전,2023
60대,3,K29,위염 및 십이지장염,1634,대전,2023
60대,4,N40,전립선증식증,1588,대전,2023
60대,5,I10,본태성(일차성)고혈압,1583,대전,2023
60대,6,K63,창자의 기타 질환,1504,대전,2023
60대,7,N18,만성 콩팥(신장)기능상실,1210,대전,2023
60대,8,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1201,대전,2023
60대,9,M54,배통,1201,대전,2023
60대,10,E86,체액용적고갈,1158,대전,2023
60대,11,M17,윤충증,1024,대전,2023
60대,12,M48,기타 척추병증,838,대전,2023
60대,13,M75,어깨병변,798,대전,2023
60대,14,E78,지질단백질대사장애 및 기타 지질증,654,대전,2023
60대,15,Z29,기타 예방적 조치의 필요,629,대전,2023
60대,16,M51,기타 추간판장애,547,대전,2023
60대,17,J98,기타 호흡장애,523,대전,2023
60대,18,R51,두통,443,대전,2023
60대,19,I69,대뇌혈관 질환의 후유증,443,대전,2023
60대,20,M81,병적골절이 없는 골다공증,437,대전,2023
70대,1,N40,전립선증식증,17692,대전,2023
70대,2,E11,인슐린-비의존 당뇨병,13210,대전,2023
70대,3,M48,기타 척추병증,9543,대전,2023
70대,4,M54,배통,8625,대전,2023
70대,5,I10,본태성(일차성)고혈압,8168,대전,2023
70대,6,K05,치은염(잇몸염)및 치주 질환,8150,대전,2023
70대,7,K63,창자의 기타 질환,7416,대전,2023
70대,8,E86,체액용적고갈,6794,대전,2023
70대,9,I69,대뇌혈관 질환의 후유증,5360,대전,2023
70대,10,M17,윤충증,5258,대전,2023
70대,11,K29,위염 및 십이지장염,4459,대전,2023
70대,12,N18,만성 콩팥(신장)기능상실,4048,대전,2023
70대,13,M75,어깨병변,3396,대전,2023
70대,14,I20,협심증,3092,대전,2023
70대,15,L29,소양증,2895,대전,2023
70대,16,Z29,기타 예방적 조치의 필요,2749,대전,2023
70대,17,F03,상세불명의 치매,2747,대전,2023
70대,18,J44,기타 만성 폐쇄성 폐질환,2723,대전,2023
70대,19,R42,현기 및 어지러움,2717,대전,2023
70대,20,J98,기타 호흡장애,2592,대전,2023
80대,1,N40,전립선증식증,6225,대전,2023
80대,2,E11,인슐린-비의존 당뇨병,3488,대전,2023
80대,3,M48,기타 척추병증,3182,대전,2023
80대,4,I10,본태성(일차성)고혈압,2669,대전,2023
80대,5,E86,체액용적고갈,2539,대전,2023
80대,6,M54,배통,2440,대전,2023
80대,7,K05,치은염(잇몸염)및 치주 질환,2363,대전,2023
80대,8,N18,만성 콩팥(신장)기능상실,2212,대전,2023
80대,9,F03,상세불명의 치매,2150,대전,2023
80대,10,I69,대뇌혈관 질환의 후유증,2001,대전,2023
80대,11,M17,윤충증,1851,대전,2023
80대,12,K63,창자의 기타 질환,1778,대전,2023
80대,13,J44,기타 만성 폐쇄성 폐질환,1081,대전,2023
80대,14,K29,위염 및 십이지장염,1060,대전,2023
80대,15,R42,현기 및 어지러움,1041,대전,2023
80대,16,L29,소양증,1013,대전,2023
80대,17,I20,협심증,955,대전,2023
80대,18,J98,기타 호흡장애,936,대전,2023
80대,19,M75,어깨병변,920,대전,2023
80대,20,J30,혈관운동성 및 앨러지성 비염,815,대전,2023
90세 이상,1,N40,전립선증식증,1622,대전,2023
90세 이상,2,F03,상세불명의 치매,925,대전,2023
90세 이상,3,I10,본태성(일차성)고혈압,774,대전,2023
90세 이상,4,N18,만성 콩팥(신장)기능상실,769,대전,2023
90세 이상,5,M48,기타 척추병증,589,대전,2023
90세 이상,6,E86,체액용적고갈,565,대전,2023
90세 이상,7,I69,대뇌혈관 질환의 후유증,556,대전,2023
90세 이상,8,E11,인슐린-비의존 당뇨병,451,대전,2023
90세 이상,9,R42,현기 및 어지러움,339,대전,2023
90세 이상,10,M54,배통,313,대전,2023
90세 이상,11,J18,상세불명 병원체의 폐렴,295,대전,2023
90세 이상,12,J44,기타 만성 폐쇄성 폐질환,295,대전,2023
90세 이상,13,J98,기타 호흡장애,269,대전,2023
90세 이상,14,K05,치은염(잇몸염)및 치주 질환,269,대전,2023
90세 이상,15,M17,윤충증,267,대전,2023
90세 이상,16,S72,대퇴골의 골절,249,대전,2023
90세 이상,17,K59,기타 기능적 창자 장애,211,대전,2023
90세 이상,18,L29,소양증,185,대전,2023
90세 이상,19,I48,심방세동 및 조동,179,대전,2023
90세 이상,20,K29,위염 및 십이지장염,169,대전,2023
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2842,부산,2019
59세 이하,2,J18,상세불명 병원체의 폐렴,2376,부산,2019
59세 이하,3,J00,급성 코인두염[감기],1098,부산,2019
