"년도","지역","부서명","순위","질병코드","상병명","실인원","진료과","주진단명"
2021,"부산","순환기내과",10,"I26","폐색전증",9,NA,NA
2021,"부산","순환기내과",12,"I49","기타 심장부정맥",8,NA,NA
2021,"부산","순환기내과",13,"Z95","심장 및 혈관 삽입물 및 이식편의 존재",7,NA,NA
2021,"부산","순환기내과",13,"I70","죽상경화증",7,NA,NA
2021,"부산","순환기내과",13,"I35","비류마티스성 대동맥판장애",7,NA,NA
2021,"부산","순환기내과",13,"I42","심근병증",7,NA,NA
2021,"부산","순환기내과",17,"I47","발작성 빈맥",6,NA,NA
2021,"부산","순환기내과",17,"I71","대동맥동맥류 및 박리",6,NA,NA
2021,"부산","순환기내과",17,"R60","달리 분류되지 않은 부종",6,NA,NA
2021,"부산","순환기내과",17,"R55","실신 및 허탈",6,NA,NA
2021,"부산","신경과",1,"I63","뇌경색증",25,NA,NA
2021,"부산","신경과",2,"R42","어지럼증 및 어지럼",3,NA,NA
2021,"부산","신경과",2,"H81","전정기능의 장애",3,NA,NA
2021,"부산","신경과",4,"G58","기타 단일신경병증",1,NA,NA
2021,"부산","신경과",4,"I67","기타 뇌혈관질환",1,NA,NA
2021,"부산","신경과",4,"G20","파킨슨병",1,NA,NA
2021,"부산","신경과",4,"G23","기저핵의 기타 퇴행성 질환",1,NA,NA
2021,"부산","신경과",4,"F03","상세불명의 치매",1,NA,NA
2021,"부산","신경과",4,"G41","뇌전증지속상태",1,NA,NA
2021,"부산","신경과",4,"I69","뇌혈관질환의 후유증",1,NA,NA
2021,"부산","신경외과",1,"M48","기타 척추병증",200,NA,NA
2021,"부산","신경외과",2,"M51","기타 추간판장애",172,NA,NA
2021,"부산","신경외과",3,"M50","경추간판장애",58,NA,NA
2021,"부산","신경외과",4,"S32","요추 및 골반의 골절",53,NA,NA
2021,"부산","신경외과",5,"M96","달리 분류되지 않은 처치후 근골격장애",46,NA,NA
2021,"부산","신경외과",6,"M43","기타 변형성 등병증",42,NA,NA
2021,"부산","신경외과",7,"S06","두개내손상",29,NA,NA
2021,"부산","신경외과",8,"S22","늑골, 흉골 및 흉추의 골절",25,NA,NA
2021,"부산","신경외과",9,"M47","척추증",15,NA,NA
2021,"부산","신경외과",10,"I61","뇌내출혈",13,NA,NA
2021,"부산","신경외과",11,"I69","뇌혈관질환의 후유증",8,NA,NA
2021,"부산","신경외과",12,"M54","등통증",6,NA,NA
2021,"부산","신경외과",13,"G54","신경근 및 신경총 장애",5,NA,NA
2021,"부산","신경외과",14,"S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",4,NA,NA
2021,"부산","신경외과",15,"I60","거미막하출혈",3,NA,NA
2021,"부산","신경외과",15,"T81","달리 분류되지 않은 처치의 합병증",3,NA,NA
2021,"부산","신경외과",15,"I63","뇌경색증",3,NA,NA
2021,"부산","신경외과",15,"G83","기타 마비증후군",3,NA,NA
2021,"부산","신경외과",19,"G40","뇌전증",2,NA,NA
2021,"부산","신경외과",19,"D35","기타 및 상세불명의 내분비선의 양성 신생물",2,NA,NA
2021,"부산","신경외과",19,"T91","목 및 몸통 손상의 후유증",2,NA,NA
2021,"부산","신경외과",19,"G95","척수의 기타 질환",2,NA,NA
2021,"부산","신장내과",1,"N18","만성 신장병",40,NA,NA
2021,"부산","신장내과",2,"N17","급성 신부전",15,NA,NA
2021,"부산","신장내과",3,"E87","수분, 전해질 및 산-염기균형의 기타 장애",14,NA,NA
2021,"부산","신장내과",4,"N10","급성 세뇨관-간질신장염",12,NA,NA
2021,"부산","신장내과",5,"E11","2형 당뇨병",7,NA,NA
2021,"부산","신장내과",6,"E14","상세불명의 당뇨병",4,NA,NA
2021,"부산","신장내과",6,"N39","비뇨계통의 기타 장애",4,NA,NA
2021,"부산","신장내과",8,"R60","달리 분류되지 않은 부종",3,NA,NA
2021,"부산","신장내과",9,"A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염",2,NA,NA
2021,"부산","신장내과",10,"D64","기타 빈혈",1,NA,NA
2021,"부산","신장내과",10,"S22","늑골, 흉골 및 흉추의 골절",1,NA,NA
2021,"부산","신장내과",10,"I73","기타 말초혈관질환",1,NA,NA
2021,"부산","신장내과",10,"N12","급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염",1,NA,NA
2021,"부산","신장내과",10,"E83","무기질대사장애",1,NA,NA
2021,"부산","신장내과",10,"A04","기타 세균성 장감염",1,NA,NA
2021,"부산","신장내과",10,"I10","본태성(원발성) 고혈압",1,NA,NA
2021,"부산","신장내과",10,"N30","방광염",1,NA,NA
2021,"부산","신장내과",10,"A41","기타 패혈증",1,NA,NA
2021,"부산","안과",1,"H25","노년백내장",93,NA,NA
2021,"부산","안과",2,"H02","눈꺼풀의 기타 장애",16,NA,NA
2021,"부산","안과",3,"H43","유리체의 장애",6,NA,NA
2021,"부산","안과",4,"H26","기타 백내장",3,NA,NA
2021,"부산","안과",5,"H05","안와의 장애",2,NA,NA
2021,"부산","안과",6,"H36","달리 분류된 질환에서의 망막장애",1,NA,NA
2021,"부산","안과",6,"H33","망막박리 및 망막열공",1,NA,NA
2021,"부산","안과",6,"D23","피부의 기타 양성 신생물",1,NA,NA
2021,"부산","외과",1,"K80","담석증",55,NA,NA
2021,"부산","외과",2,"K40","사타구니탈장",44,NA,NA
2021,"부산","외과",3,"K64","치핵 및 항문주위정맥혈전증",21,NA,NA
2021,"부산","외과",4,"K35","급성 충수염",18,NA,NA
2021,"부산","외과",5,"S22","늑골, 흉골 및 흉추의 골절",16,NA,NA
2021,"부산","외과",6,"C16","위의 악성 신생물",11,NA,NA
2021,"부산","외과",7,"K56","탈장이 없는 마비성 장폐색증 및 장폐색",10,NA,NA
2021,"부산","외과",8,"I83","하지의 정맥류",9,NA,NA
2021,"부산","외과",9,"C18","결장의 악성 신생물",7,NA,NA
2021,"부산","외과",9,"L02","피부의 농양, 종기 및 큰종기",7,NA,NA
2021,"부산","외과",11,"K81","담낭염",5,NA,NA
2021,"부산","외과",12,"K61","항문 및 직장부의 농양",4,NA,NA
2021,"부산","외과",12,"K60","항문 및 직장부의 열창 및 누공",4,NA,NA
2021,"부산","외과",14,"D17","양성 지방종성 신생물",3,NA,NA
2021,"부산","외과",14,"C19","직장구불결장접합부의 악성 신생물",3,NA,NA
2021,"부산","외과",14,"D12","결장, 직장, 항문 및 항문관의 양성 신생물 ",3,NA,NA
2021,"부산","외과",14,"C20","직장의 악성 신생물",3,NA,NA
2021,"부산","외과",18,"K82","담낭의 기타 질환",2,NA,NA
2021,"부산","외과",18,"K42","배꼽탈장",2,NA,NA
2021,"부산","외과",18,"D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물",2,NA,NA
2021,"부산","외과",18,"L72","피부 및 피하조직의 모낭낭",2,NA,NA
2021,"부산","외과",18,"K62","항문 및 직장의 기타 질환",2,NA,NA
2021,"부산","이비인후과",1,"H91","기타 청력소실",12,NA,NA
2021,"부산","이비인후과",2,"J33","코폴립",11,NA,NA
2021,"부산","이비인후과",3,"J34","코 및 비동의 기타 장애",7,NA,NA
2021,"부산","이비인후과",4,"J32","만성 부비동염",6,NA,NA
2021,"부산","이비인후과",5,"H81","전정기능의 장애",4,NA,NA
2021,"부산","이비인후과",6,"J05","급성 폐색성 후두염[크룹] 및 후두개염",2,NA,NA
2021,"부산","이비인후과",6,"H66","화농성 및 상세불명의 중이염",2,NA,NA
2021,"부산","이비인후과",8,"S72","대퇴골의 골절",1,NA,NA
2021,"부산","이비인후과",8,"F33","재발성 우울장애",1,NA,NA
2021,"부산","이비인후과",8,"J04","급성 후두염 및 기관염",1,NA,NA
2021,"부산","이비인후과",8,"K92","소화계통의 기타 질환",1,NA,NA
2021,"부산","이비인후과",8,"J36","편도주위농양",1,NA,NA
2021,"부산","이비인후과",8,"S02","두개골 및 안면골의 골절",1,NA,NA
2021,"부산","재활의학과",1,"I63","뇌경색증",40,NA,NA
2021,"부산","재활의학과",2,"I69","뇌혈관질환의 후유증",25,NA,NA
2021,"부산","재활의학과",2,"G81","편마비",25,NA,NA
2021,"부산","재활의학과",4,"G82","하반신마비 및 사지마비",12,NA,NA
2021,"부산","재활의학과",5,"I61","뇌내출혈",3,NA,NA
2021,"부산","재활의학과",5,"R25","이상불수의운동",3,NA,NA
2021,"부산","재활의학과",5,"I62","기타 비외상성 두개내출혈",3,NA,NA
2021,"부산","재활의학과",5,"S06","두개내손상",3,NA,NA
2021,"부산","재활의학과",9,"G20","파킨슨병",2,NA,NA
2021,"부산","재활의학과",9,"M48","기타 척추병증",2,NA,NA
2021,"부산","재활의학과",9,"M17","무릎관절증",2,NA,NA
2021,"부산","재활의학과",9,"G12","척수성 근위축 및 관련 증후군",2,NA,NA
2021,"부산","재활의학과",13,"G90","자율신경계통의 장애",1,NA,NA
2021,"부산","재활의학과",13,"R13","삼킴곤란",1,NA,NA
2021,"부산","재활의학과",13,"R02","달리 분류되지 않은 괴저",1,NA,NA
2021,"부산","재활의학과",13,"K80","담석증",1,NA,NA
2021,"부산","재활의학과",13,"I50","심부전",1,NA,NA
2021,"부산","재활의학과",13,"M75","어깨병변",1,NA,NA
2021,"부산","재활의학과",13,"M79","달리 분류되지 않은 기타 연조직장애",1,NA,NA
2021,"부산","재활의학과",13,"M24","기타 특정 관절장애",1,NA,NA
2021,"부산","재활의학과",13,"Z96","기타 기능성 삽입물의 존재",1,NA,NA
2021,"부산","재활의학과",13,"M51","기타 추간판장애",1,NA,NA
2021,"부산","재활의학과",13,"M19","기타 관절증",1,NA,NA
2021,"부산","재활의학과",13,"T09","척추 및 몸통의 상세불명 부위의 기타 손상",1,NA,NA
2021,"부산","재활의학과",13,"K63","장의 기타 질환",1,NA,NA
2021,"부산","재활의학과",13,"G95","척수의 기타 질환",1,NA,NA
2021,"부산","정형외과",1,"M48","기타 척추병증",157,NA,NA
2021,"부산","정형외과",2,"M17","무릎관절증",140,NA,NA
2021,"부산","정형외과",3,"M75","어깨병변",89,NA,NA
2021,"부산","정형외과",4,"S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상",82,NA,NA
2021,"부산","정형외과",5,"S82","발목을 포함한 아래다리의 골절",29,NA,NA
2021,"부산","정형외과",6,"M20","손가락 및 발가락의 후천변형",17,NA,NA
2021,"부산","정형외과",6,"L03","연조직염",17,NA,NA
2021,"부산","정형외과",8,"E14","상세불명의 당뇨병",16,NA,NA
2021,"부산","정형외과",9,"S72","대퇴골의 골절",15,NA,NA
2021,"부산","정형외과",9,"S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장",15,NA,NA
2021,"부산","정형외과",11,"M15","다발관절증",13,NA,NA
2021,"부산","정형외과",11,"S42","어깨 및 위팔의 골절",13,NA,NA
2021,"부산","정형외과",13,"Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람",12,NA,NA
2021,"부산","정형외과",14,"S52","아래팔의 골절",10,NA,NA
2021,"부산","정형외과",14,"M00","화농성 관절염",10,NA,NA
2021,"부산","정형외과",16,"G56","팔의 단일신경병증",8,NA,NA
2021,"부산","정형외과",16,"M12","기타 특정 관절병증",8,NA,NA
2021,"부산","정형외과",18,"S92","발목을 제외한 발의 골절",7,NA,NA
2021,"부산","정형외과",18,"M87","골괴사",7,NA,NA
2021,"부산","정형외과",20,"M19","기타 관절증",6,NA,NA
2021,"부산","정형외과",20,"S93","발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",6,NA,NA
2021,"부산","정형외과",20,"M86","골수염",6,NA,NA
2021,"부산","혈액종양내과",1,"C18","결장의 악성 신생물",22,NA,NA
2021,"부산","혈액종양내과",2,"C20","직장의 악성 신생물",15,NA,NA
2021,"부산","혈액종양내과",3,"C19","직장구불결장접합부의 악성 신생물",14,NA,NA
2021,"부산","혈액종양내과",4,"C16","위의 악성 신생물",12,NA,NA
2021,"부산","혈액종양내과",5,"C92","골수성 백혈병",1,NA,NA
2021,"부산","혈액종양내과",5,"K52","기타 비감염성 위장염 및 결장염",1,NA,NA
2021,"부산","혈액종양내과",5,"C22","간 및 간내 담관의 악성 신생물",1,NA,NA
2021,"부산","혈액종양내과",5,"C90","다발골수종 및 악성 형질세포신생물",1,NA,NA
2021,"부산","혈액종양내과",5,"C34","기관지 및 폐의 악성 신생물",1,NA,NA
2021,"부산","혈액종양내과",5,"D45","진성 적혈구증가증",1,NA,NA
2021,"부산","혈액종양내과",5,"A75","발진티푸스",1,NA,NA
2021,"부산","호흡기내과",1,"U07","U07의 응급사용",462,NA,NA
2021,"부산","호흡기내과",2,"J18","상세불명 병원체의 폐렴",81,NA,NA
2021,"부산","호흡기내과",3,"J44","기타 만성 폐쇄성 폐질환",24,NA,NA
2021,"부산","호흡기내과",4,"J90","달리 분류되지 않은 흉막삼출액",7,NA,NA
2021,"부산","호흡기내과",5,"C34","기관지 및 폐의 악성 신생물",6,NA,NA
2021,"부산","호흡기내과",5,"J47","기관지확장증",6,NA,NA
2021,"부산","호흡기내과",7,"A15","세균학적 및 조직학적으로 확인된 호흡기결핵",5,NA,NA
2021,"부산","호흡기내과",7,"J43","폐기종",5,NA,NA
2021,"부산","호흡기내과",9,"A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵",4,NA,NA
2021,"부산","호흡기내과",9,"J45","천식",4,NA,NA
2021,"부산","호흡기내과",9,"J84","기타 간질성 폐질환",4,NA,NA
2021,"부산","호흡기내과",12,"J85","폐 및 종격의 농양",3,NA,NA
2021,"부산","호흡기내과",13,"J91","달리 분류된 병태에서의 흉막삼출액",2,NA,NA
2021,"부산","호흡기내과",13,"J15","달리 분류되지 않은 세균성 폐렴",2,NA,NA
2021,"부산","호흡기내과",13,"J20","급성 기관지염",2,NA,NA
2021,"부산","호흡기내과",13,"M30","결절성 다발동맥염 및 관련 병태",2,NA,NA
2021,"부산","호흡기내과",17,"I50","심부전",1,NA,NA
2021,"부산","호흡기내과",17,"I10","본태성(원발성) 고혈압",1,NA,NA
2021,"부산","호흡기내과",17,"G20","파킨슨병",1,NA,NA
2021,"부산","호흡기내과",17,"J40","급성인지 만성인지 명시되지 않은 기관지염",1,NA,NA
2021,"부산","호흡기내과",17,"R91","폐의 진단영상검사상 이상소견",1,NA,NA
2021,"부산","호흡기내과",17,"J69","고체 및 액체에 의한 폐렴",1,NA,NA
2021,"부산","호흡기내과",17,"K81","담낭염",1,NA,NA
2021,"부산","호흡기내과",17,"R50","기타 및 원인미상의 열",1,NA,NA
2021,"부산","호흡기내과",17,"B25","거대세포바이러스병",1,NA,NA
2021,"부산","호흡기내과",17,"J30","혈관운동성 및 알레르기성 비염",1,NA,NA
2021,"부산","호흡기내과",17,"U82","베타락탐항생제 내성",1,NA,NA
2021,"부산","호흡기내과",17,"R09","순환계통 및 호흡계통의 기타 증상 및 징후",1,NA,NA
2021,"부산","호흡기내과",17,"A31","기타 형태의 마이코박테리아에 의한 감염",1,NA,NA
2021,"인천",NA,1,"E11","인슐린-비의존 당뇨병",112,"내과",NA
2021,"인천",NA,2,"J21","급성 세기관지염",41,"내과",NA
2021,"인천",NA,3,"J44","기타 만성 폐색성 폐질환",30,"내과",NA
2021,"인천",NA,4,"J45","천식",23,"내과",NA
2021,"인천",NA,5,"K56","탈장이 없는 마비성 장폐색증 및 장폐색",21,"내과",NA
2021,"인천",NA,6,"I10","본태성(원발성) 고혈압",13,"내과",NA
2021,"인천",NA,7,"A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염",11,"내과",NA
2021,"인천",NA,8,"J18","상세불명 병원체의 폐렴",8,"내과",NA
2021,"인천",NA,9,"J90","달리 분류되지 않은 흉막삼출액",7,"내과",NA
2021,"인천",NA,10,"K29","위염 및 십이지장염",6,"내과",NA
2021,"인천",NA,11,"N39","비뇨계통의 기타 장애",5,"내과",NA
2021,"인천",NA,12,"C25","췌장의 악성 신생물",5,"내과",NA
2021,"인천",NA,13,"I89","림프관 및 림프절의 기타 비감염성 장애",5,"내과",NA
2021,"인천",NA,14,"J15","달리 분류되지 않은 세균성 폐렴",4,"내과",NA
2021,"인천",NA,15,"N17","급성 신부전",4,"내과",NA
2021,"인천",NA,16,"K70","알콜성 간질환",4,"내과",NA
2021,"인천",NA,17,"D59","후천성 용혈성 빈혈",4,"내과",NA
2021,"인천",NA,18,"C18","결장의 악성 신생물",4,"내과",NA
2021,"인천",NA,19,"M05","혈청검사양성 류마티스관절염",3,"내과",NA
2021,"인천",NA,20,"K64","치핵 및 항문주위정맥혈전증",3,"내과",NA
2021,"인천",NA,1,"E11","인슐린-비의존 당뇨병",25,"소화기내과",NA
2021,"인천",NA,2,"J44","기타 만성 폐색성 폐질환",20,"소화기내과",NA
2021,"인천",NA,3,"K29","위염 및 십이지장염",14,"소화기내과",NA
2021,"인천",NA,4,"C16","위의 악성 신생물",12,"소화기내과",NA
2021,"인천",NA,5,"K59","기타 기능성 장장애",8,"소화기내과",NA
2021,"인천",NA,6,"A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염",7,"소화기내과",NA
2021,"인천",NA,7,"R63","음식 및 수액 섭취에 관계된 증상 및 징후",6,"소화기내과",NA
2021,"인천",NA,8,"I10","본태성(원발성) 고혈압",5,"소화기내과",NA
2021,"인천",NA,9,"K63","장의 기타 질환",4,"소화기내과",NA
2021,"인천",NA,10,"K74","간의 섬유증 및 경변증",4,"소화기내과",NA
2021,"인천",NA,11,"K21","위-식도역류병",4,"소화기내과",NA
2021,"인천",NA,12,"J86","농흉",4,"소화기내과",NA
2021,"인천",NA,13,"I50","심부전",3,"소화기내과",NA
2021,"인천",NA,14,"C22","간 및 간내 담관의 악성 신생물",3,"소화기내과",NA
2021,"인천",NA,15,"E14","상세불명의 당뇨병",2,"소화기내과",NA
2021,"인천",NA,16,"K56","탈장이 없는 마비성 장폐색증 및 장폐색",2,"소화기내과",NA
2021,"인천",NA,17,"C34","기관지 및 폐의 악성 신생물",2,"소화기내과",NA
2021,"인천",NA,18,"J18","상세불명 병원체의 폐렴",2,"소화기내과",NA
2021,"인천",NA,19,"K57","장의 게실병",2,"소화기내과",NA
2021,"인천",NA,20,"M48","기타 척추병증",2,"소화기내과",NA
2021,"인천",NA,1,"E11","인슐린-비의존 당뇨병",46,"가정의학과",NA
2021,"인천",NA,2,"I10","본태성(원발성) 고혈압",20,"가정의학과",NA
2021,"인천",NA,3,"J44","기타 만성 폐색성 폐질환",3,"가정의학과",NA
2021,"인천",NA,4,"R53","병감 및 피로",1,"가정의학과",NA
2021,"인천",NA,5,"K59","기타 기능성 장장애",1,"가정의학과",NA
2021,"인천",NA,6,"T93","다리손상의 후유증",1,"가정의학과",NA
2021,"인천",NA,7,"G31","달리 분류되지 않은 신경계통의 기타 퇴행성 질환",1,"가정의학과",NA
2021,"인천",NA,8,"C34","기관지 및 폐의 악성 신생물",1,"가정의학과",NA
2021,"인천",NA,9,"I11","고혈압성 심장병",1,"가정의학과",NA
2021,"인천",NA,1,"I63","뇌경색증",10,"신경과",NA
2021,"인천",NA,2,"G45","일과성 뇌허혈발작 및 관련 증후군",4,"신경과",NA
2021,"인천",NA,3,"I67","기타 뇌혈관질환",1,"신경과",NA
2021,"인천",NA,4,"I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착",1,"신경과",NA
2021,"인천",NA,5,"F06","뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",1,"신경과",NA
2021,"인천",NA,6,"G44","기타 두통증후군",1,"신경과",NA
2021,"인천",NA,1,"H25","노년백내장",264,"안과",NA
2021,"인천",NA,2,"H26","기타 백내장",1,"안과",NA
2021,"인천",NA,1,"J34","코 및 비동의 기타 장애",9,"이비인후과",NA
2021,"인천",NA,2,"J31","만성 비염, 비인두염 및 인두염",9,"이비인후과",NA
2021,"인천",NA,3,"J32","만성 부비동염",6,"이비인후과",NA
2021,"인천",NA,4,"R42","어지럼증 및 어지럼",5,"이비인후과",NA
2021,"인천",NA,5,"H81","전정기능의 장애",3,"이비인후과",NA
2021,"인천",NA,6,"H90","전음성 및 감각신경성 청력소실",3,"이비인후과",NA
2021,"인천",NA,7,"H66","화농성 및 상세불명의 중이염",3,"이비인후과",NA
2021,"인천",NA,8,"L03","연조직염",2,"이비인후과",NA
2021,"인천",NA,9,"R50","기타 및 원인미상의 열",1,"이비인후과",NA
2021,"인천",NA,10,"D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물",1,"이비인후과",NA
2021,"인천",NA,11,"S01","머리의 열린상처",1,"이비인후과",NA
2021,"인천",NA,12,"J03","급성 편도염",1,"이비인후과",NA
2021,"인천",NA,13,"D31","눈 및 부속기의 양성 신생물",1,"이비인후과",NA
2021,"인천",NA,1,"G81","편마비",10,"재활의학과",NA
2021,"인천",NA,2,"M54","등통증",6,"재활의학과",NA
2021,"인천",NA,3,"G82","하반신마비 및 사지마비",6,"재활의학과",NA
2021,"인천",NA,4,"G20","파킨슨병",4,"재활의학과",NA
2021,"인천",NA,5,"R26","보행과 이동의 이상",3,"재활의학과",NA
2021,"인천",NA,6,"M48","기타 척추병증",2,"재활의학과",NA
2021,"인천",NA,7,"I63","뇌경색증",2,"재활의학과",NA
2021,"인천",NA,8,"M47","척추증",2,"재활의학과",NA
2021,"인천",NA,9,"M43","기타 변형성 등병증",2,"재활의학과",NA
2021,"인천",NA,10,"M19","기타 관절증",1,"재활의학과",NA
2021,"인천",NA,11,"Z89","후천성 사지결여",1,"재활의학과",NA
2021,"인천",NA,12,"S22","늑골, 흉골 및 흉추의 골절",1,"재활의학과",NA
2021,"인천",NA,13,"D42","수막의 행동양식 불명 또는 미상의 신생물",1,"재활의학과",NA
2021,"인천",NA,14,"M75","어깨병변",1,"재활의학과",NA
2021,"인천",NA,15,"G55","달리 분류된 질환에서의 신경근 및 신경총 압박",1,"재활의학과",NA
2021,"인천",NA,16,"S06","두개내손상",1,"재활의학과",NA
2021,"인천",NA,17,"I62","기타 비외상성 두개내출혈",1,"재활의학과",NA
2021,"인천",NA,18,"T93","다리손상의 후유증",1,"재활의학과",NA
2021,"인천",NA,19,"M50","경추간판장애",1,"재활의학과",NA
2021,"인천",NA,20,"M25","달리 분류되지 않은 기타 관절장애",1,"재활의학과",NA
2021,"인천",NA,1,"K08","치아 및 지지구조의 기타 장애",79,"치과",NA
2021,"인천",NA,2,"K04","치수 및 근단주위조직의 질환",3,"치과",NA
2021,"인천",NA,3,"L03","연조직염",2,"치과",NA
2021,"인천",NA,4,"K02","치아우식",2,"치과",NA
2021,"인천",NA,5,"K05","치은염 및 치주질환",2,"치과",NA
2021,"인천",NA,6,"E11","인슐린-비의존 당뇨병",1,"치과",NA
2021,"인천",NA,7,"K12","구내염 및 관련 병변",1,"치과",NA
2021,"인천",NA,1,"M48","기타 척추병증",41,"신경외과",NA
2021,"인천",NA,2,"M96","달리 분류되지 않은 처치후 근골격장애",22,"신경외과",NA
2021,"인천",NA,3,"I67","기타 뇌혈관질환",14,"신경외과",NA
2021,"인천",NA,4,"S22","늑골, 흉골 및 흉추의 골절",8,"신경외과",NA
2021,"인천",NA,5,"M54","등통증",7,"신경외과",NA
2021,"인천",NA,6,"S32","요추 및 골반의 골절",7,"신경외과",NA
2021,"인천",NA,7,"I69","뇌혈관질환의 후유증",7,"신경외과",NA
2021,"인천",NA,8,"M50","경추간판장애",7,"신경외과",NA
2021,"인천",NA,9,"M51","기타 추간판장애",4,"신경외과",NA
2021,"인천",NA,10,"S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",4,"신경외과",NA
2021,"인천",NA,11,"S06","두개내손상",3,"신경외과",NA
2021,"인천",NA,12,"M47","척추증",3,"신경외과",NA
2021,"인천",NA,13,"G55","달리 분류된 질환에서의 신경근 및 신경총 압박",3,"신경외과",NA
2021,"인천",NA,14,"T91","목 및 몸통 손상의 후유증",3,"신경외과",NA
2021,"인천",NA,15,"G06","두개내 및 척추내 농양 및 육아종",2,"신경외과",NA
2021,"인천",NA,16,"M46","기타 염증성 척추병증",1,"신경외과",NA
2021,"인천",NA,17,"R42","어지럼증 및 어지럼",1,"신경외과",NA
2021,"인천",NA,18,"G44","기타 두통증후군",1,"신경외과",NA
2021,"인천",NA,19,"G54","신경근 및 신경총 장애",1,"신경외과",NA
2021,"인천",NA,20,"M79","달리 분류되지 않은 기타 연조직장애",1,"신경외과",NA
2021,"인천",NA,1,"K40","사타구니탈장",11,"외과",NA
2021,"인천",NA,2,"D17","양성 지방종성 신생물",11,"외과",NA
2021,"인천",NA,3,"K64","치핵 및 항문주위정맥혈전증",7,"외과",NA
2021,"인천",NA,4,"L72","피부 및 피하조직의 모낭낭",7,"외과",NA
2021,"인천",NA,5,"K60","항문 및 직장부의 열창 및 누공",4,"외과",NA
2021,"인천",NA,6,"L89","욕창궤양 및 압박부위",3,"외과",NA
2021,"인천",NA,7,"R22","피부 및 피하조직의 국소적 부기, 종괴 및 덩이",3,"외과",NA
2021,"인천",NA,8,"K62","항문 및 직장의 기타 질환",3,"외과",NA
2021,"인천",NA,9,"L02","피부의 농양, 종기 및 큰종기",2,"외과",NA
2021,"인천",NA,10,"K43","복벽탈장",2,"외과",NA
2021,"인천",NA,11,"C18","결장의 악성 신생물",2,"외과",NA
2021,"인천",NA,12,"D21","결합조직 및 기타 연조직의 기타 양성 신생물",2,"외과",NA
2021,"인천",NA,13,"K80","담석증",2,"외과",NA
2021,"인천",NA,14,"S86","아래다리 부위의 근육 및 힘줄의 손상",1,"외과",NA
2021,"인천",NA,15,"L98","달리 분류되지 않은 피부 및 피하조직의 기타 장애",1,"외과",NA
2021,"인천",NA,16,"D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물",1,"외과",NA
2021,"인천",NA,17,"T25","발목 및 발의 화상 및 부식",1,"외과",NA
2021,"인천",NA,18,"C19","직장구불결장접합부의 악성 신생물",1,"외과",NA
2021,"인천",NA,19,"B07","바이러스사마귀",1,"외과",NA
2021,"인천",NA,20,"K57","장의 게실병",1,"외과",NA
2021,"인천",NA,1,"N31","달리 분류되지 않은 방광의 신경근육기능장애",93,"비뇨의학과",NA
2021,"인천",NA,2,"N40","전립선증식증",79,"비뇨의학과",NA
2021,"인천",NA,3,"C67","방광의 악성 신생물",36,"비뇨의학과",NA
2021,"인천",NA,4,"C61","전립선의 악성 신생물",30,"비뇨의학과",NA
2021,"인천",NA,5,"D41","비뇨기관의 행동양식 불명 또는 미상의 신생물",19,"비뇨의학과",NA
2021,"인천",NA,6,"N30","방광염",14,"비뇨의학과",NA
2021,"인천",NA,7,"N45","고환염 및 부고환염",5,"비뇨의학과",NA
2021,"인천",NA,8,"N21","하부요로의 결석",4,"비뇨의학과",NA
2021,"인천",NA,9,"N43","음낭수종 및 정액류",3,"비뇨의학과",NA
2021,"인천",NA,10,"C66","요관의 악성 신생물",3,"비뇨의학과",NA
2021,"인천",NA,11,"D09","기타 및 상세불명 부위의 제자리암종",2,"비뇨의학과",NA
2021,"인천",NA,12,"R31","상세불명의 혈뇨",2,"비뇨의학과",NA
2021,"인천",NA,13,"J18","상세불명 병원체의 폐렴",2,"비뇨의학과",NA
2021,"인천",NA,14,"I25","만성 허혈심장병",1,"비뇨의학과",NA
2021,"인천",NA,15,"N20","신장 및 요관의 결석",1,"비뇨의학과",NA
2021,"인천",NA,16,"C34","기관지 및 폐의 악성 신생물",1,"비뇨의학과",NA
2021,"인천",NA,17,"I50","심부전",1,"비뇨의학과",NA
2021,"인천",NA,18,"B02","대상포진",1,"비뇨의학과",NA
2021,"인천",NA,19,"N10","급성 세뇨관-간질신장염",1,"비뇨의학과",NA
2021,"인천",NA,20,"C22","간 및 간내 담관의 악성 신생물",1,"비뇨의학과",NA
2021,"인천",NA,1,"M48","기타 척추병증",92,"정형외과",NA
2021,"인천",NA,2,"M17","무릎관절증",65,"정형외과",NA
