"월","퇴원과","퇴원결과","건수","지역","년도","진료과","주상병코드","주상병명"
"2022-09","재활의학과","호전","3","인천",2022,NA,NA,NA
"2022-09","신경외과","치료안함","3","인천",2022,NA,NA,NA
"2022-10","신경외과","진단만실시","1","인천",2022,NA,NA,NA
"2022-10","재활의학과","불변(호전안됨)","2","인천",2022,NA,NA,NA
"2022-11","정형외과","경쾌","3","인천",2022,NA,NA,NA
"2022-12","비뇨의학과","48시간 후 사망","1","인천",2022,NA,NA,NA
"2022-02","외과","호전","4","인천",2022,NA,NA,NA
"2022-03","외과","호전","5","인천",2022,NA,NA,NA
"2022-03","내과","호전","13","인천",2022,NA,NA,NA
"2022-05","정형외과","호전","1","인천",2022,NA,NA,NA
"2022-06","비뇨의학과","호전","29","인천",2022,NA,NA,NA
"2022-06","소화기내과","호전","4","인천",2022,NA,NA,NA
"2022-06","정형외과","호전","14","인천",2022,NA,NA,NA
"2022-06","가정의학과","호전","3","인천",2022,NA,NA,NA
"2022-06","신경외과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-07","정형외과","호전","18","인천",2022,NA,NA,NA
"2022-07","내과","호전","21","인천",2022,NA,NA,NA
"2022-08","가정의학과","호전","1","인천",2022,NA,NA,NA
"2022-09","외과","호전","4","인천",2022,NA,NA,NA
"2022-09","소화기내과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-09","신경과","호전","1","인천",2022,NA,NA,NA
"2022-10","신경외과","불변(호전안됨)","5","인천",2022,NA,NA,NA
"2022-11","내과","호전","6","인천",2022,NA,NA,NA
"2022-11","외과","호전","3","인천",2022,NA,NA,NA
"2022-11","가정의학과","호전","2","인천",2022,NA,NA,NA
"2022-11","신경과","경쾌","1","인천",2022,NA,NA,NA
"2022-11","정형외과","호전","1","인천",2022,NA,NA,NA
"2022-12","내과","호전","9","인천",2022,NA,NA,NA
"2022-12","정형외과","호전","5","인천",2022,NA,NA,NA
"2022-12","비뇨의학과","치료안함","2","인천",2022,NA,NA,NA
"2022-12","가정의학과","경쾌","1","인천",2022,NA,NA,NA
"2022-01","비뇨의학과","호전","4","인천",2022,NA,NA,NA
"2022-02","가정의학과","호전","2","인천",2022,NA,NA,NA
"2022-03","비뇨의학과","호전","10","인천",2022,NA,NA,NA
"2022-03","소화기내과","호전","4","인천",2022,NA,NA,NA
"2022-05","소화기내과","경쾌","1","인천",2022,NA,NA,NA
"2022-06","재활의학과","호전","5","인천",2022,NA,NA,NA
"2022-06","외과","경쾌","2","인천",2022,NA,NA,NA
"2022-06","소화기내과","진단만실시","3","인천",2022,NA,NA,NA
"2022-06","안과","호전","5","인천",2022,NA,NA,NA
"2022-08","외과","호전","3","인천",2022,NA,NA,NA
"2022-08","내과","호전","9","인천",2022,NA,NA,NA
"2022-08","내과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-09","정형외과","호전","4","인천",2022,NA,NA,NA
"2022-09","재활의학과","불변(호전안됨)","4","인천",2022,NA,NA,NA
"2022-10","신경외과","경쾌","7","인천",2022,NA,NA,NA
"2022-11","내과","불변(호전안됨)","2","인천",2022,NA,NA,NA
"2022-12","신경외과","경쾌","12","인천",2022,NA,NA,NA
"2022-12","재활의학과","호전","7","인천",2022,NA,NA,NA
"2022-03","소화기내과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-05","내과","진단만실시","2","인천",2022,NA,NA,NA
"2022-05","안과","호전","3","인천",2022,NA,NA,NA
"2022-05","내과","치료안함","1","인천",2022,NA,NA,NA
"2022-05","신경외과","호전","1","인천",2022,NA,NA,NA
"2022-07","신경외과","불변(호전안됨)","10","인천",2022,NA,NA,NA
"2022-07","비뇨의학과","진단만실시","1","인천",2022,NA,NA,NA
"2022-07","재활의학과","호전","8","인천",2022,NA,NA,NA
"2022-08","소화기내과","경쾌","3","인천",2022,NA,NA,NA
"2022-08","신경외과","경쾌","8","인천",2022,NA,NA,NA
"2022-08","신경과","경쾌","1","인천",2022,NA,NA,NA
"2022-08","신경외과","호전","1","인천",2022,NA,NA,NA
"2022-09","가정의학과","호전","3","인천",2022,NA,NA,NA
"2022-09","내과","호전","8","인천",2022,NA,NA,NA
"2022-09","신경외과","진단만실시","2","인천",2022,NA,NA,NA
"2022-10","내과","경쾌","2","인천",2022,NA,NA,NA
"2022-10","비뇨의학과","호전","15","인천",2022,NA,NA,NA
"2022-10","이비인후과","호전","1","인천",2022,NA,NA,NA
"2022-12","신경외과","불변(호전안됨)","10","인천",2022,NA,NA,NA
"2022-12","가정의학과","호전","4","인천",2022,NA,NA,NA
"2022-12","비뇨의학과","호전","28","인천",2022,NA,NA,NA
"2022-12","재활의학과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-02","소화기내과","호전","4","인천",2022,NA,NA,NA
"2022-03","외과","48시간 전 사망","1","인천",2022,NA,NA,NA
"2022-04","소화기내과","호전","1","인천",2022,NA,NA,NA
"2022-05","비뇨의학과","호전","11","인천",2022,NA,NA,NA
"2022-05","이비인후과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-06","소화기내과","불변(호전안됨)","3","인천",2022,NA,NA,NA
"2022-06","내과","경쾌","2","인천",2022,NA,NA,NA
"2022-06","소화기내과","경쾌","1","인천",2022,NA,NA,NA
"2022-06","외과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-07","비뇨의학과","호전","20","인천",2022,NA,NA,NA
"2022-07","소화기내과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-07","외과","호전","2","인천",2022,NA,NA,NA
"2022-07","신경외과","치료안함","1","인천",2022,NA,NA,NA
"2022-08","신경외과","불변(호전안됨)","7","인천",2022,NA,NA,NA
"2022-08","이비인후과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-08","외과","경쾌","1","인천",2022,NA,NA,NA
"2022-09","비뇨의학과","48시간 후 사망","2","인천",2022,NA,NA,NA
"2022-09","내과","치료안함","1","인천",2022,NA,NA,NA
"2022-10","내과","48시간 후 사망","1","인천",2022,NA,NA,NA
"2022-11","내과","경쾌","2","인천",2022,NA,NA,NA
"2022-11","재활의학과","불변(호전안됨)","2","인천",2022,NA,NA,NA
"2022-02","비뇨의학과","호전","5","인천",2022,NA,NA,NA
"2022-04","내과","호전","1","인천",2022,NA,NA,NA
"2022-05","내과","호전","20","인천",2022,NA,NA,NA
"2022-05","소화기내과","호전","2","인천",2022,NA,NA,NA
"2022-05","신경외과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-06","소화기내과","치료안함","1","인천",2022,NA,NA,NA
"2022-07","신경과","호전","1","인천",2022,NA,NA,NA
"2022-08","재활의학과","불변(호전안됨)","1","인천",2022,NA,NA,NA
"2022-08","정형외과","호전","13","인천",2022,NA,NA,NA
"2022-08","신경외과","진단만실시","1","인천",2022,NA,NA,NA
"2022-10","가정의학과","호전","3","인천",2022,NA,NA,NA
"2022-10","재활의학과","호전","4","인천",2022,NA,NA,NA
"2022-11","신경외과","불변(호전안됨)","7","인천",2022,NA,NA,NA
"2022-11","내과","48시간 후 사망","1","인천",2022,NA,NA,NA
"2022-11","외과","경쾌","1","인천",2022,NA,NA,NA
"2023-02","신경외과","경쾌","11","인천",2023,NA,NA,NA
"2023-02","내과","48시간 후 사망","3","인천",2023,NA,NA,NA
"2023-03","재활의학과","불변(호전안됨)","3","인천",2023,NA,NA,NA
"2023-03","정형외과","치료안함","1","인천",2023,NA,NA,NA
"2023-04","재활의학과","호전","6","인천",2023,NA,NA,NA
"2023-04","내과","경쾌","1","인천",2023,NA,NA,NA
"2023-05","정형외과","호전","43","인천",2023,NA,NA,NA
"2023-05","안과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-05","안과","호전","7","인천",2023,NA,NA,NA
"2023-05","신경과","호전","6","인천",2023,NA,NA,NA
"2023-05","비뇨의학과","경쾌","1","인천",2023,NA,NA,NA
"2023-06","안과","호전","10","인천",2023,NA,NA,NA
"2023-07","비뇨의학과","호전","22","인천",2023,NA,NA,NA
"2023-07","내과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-07","재활의학과","불변(호전안됨)","6","인천",2023,NA,NA,NA
"2023-07","이비인후과","호전","4","인천",2023,NA,NA,NA
"2023-07","재활의학과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-07","이비인후과","치료안함","1","인천",2023,NA,NA,NA
"2023-08","외과","경쾌","2","인천",2023,NA,NA,NA
"2023-08","재활의학과","불변(호전안됨)","5","인천",2023,NA,NA,NA
"2023-10","신경외과","불변(호전안됨)","2","인천",2023,NA,NA,NA
"2023-10","외과","경쾌","1","인천",2023,NA,NA,NA
"2023-11","정형외과","호전","56","인천",2023,NA,NA,NA
"2023-11","신경과","호전","9","인천",2023,NA,NA,NA
"2023-11","비뇨의학과","경쾌","1","인천",2023,NA,NA,NA
"2023-12","호흡기내과","호전","9","인천",2023,NA,NA,NA
"2023-12","외과","호전","7","인천",2023,NA,NA,NA
"2023-02","비뇨의학과","호전","24","인천",2023,NA,NA,NA
"2023-02","정형외과","호전","4","인천",2023,NA,NA,NA
"2023-02","신경외과","불변(호전안됨)","7","인천",2023,NA,NA,NA
"2023-02","호흡기내과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-03","내과","진단만실시","1","인천",2023,NA,NA,NA
"2023-04","신경과","호전","2","인천",2023,NA,NA,NA
"2023-04","안과","호전","8","인천",2023,NA,NA,NA
"2023-04","재활의학과","치료안함","1","인천",2023,NA,NA,NA
"2023-05","호흡기내과","호전","5","인천",2023,NA,NA,NA
"2023-05","외과","경쾌","1","인천",2023,NA,NA,NA
"2023-05","외과","호전","3","인천",2023,NA,NA,NA
"2023-06","비뇨의학과","호전","24","인천",2023,NA,NA,NA
"2023-06","신경과","경쾌","2","인천",2023,NA,NA,NA
"2023-07","내과","호전","10","인천",2023,NA,NA,NA
"2023-07","비뇨의학과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-07","재활의학과","호전","3","인천",2023,NA,NA,NA
"2023-08","비뇨의학과","진단만실시","1","인천",2023,NA,NA,NA
"2023-08","신경과","경쾌","1","인천",2023,NA,NA,NA
"2023-09","호흡기내과","경쾌","1","인천",2023,NA,NA,NA
"2023-09","신경과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-10","외과","호전","8","인천",2023,NA,NA,NA
"2023-10","안과","호전","13","인천",2023,NA,NA,NA
"2023-10","호흡기내과","경쾌","1","인천",2023,NA,NA,NA
"2023-11","호흡기내과","호전","8","인천",2023,NA,NA,NA
"2023-11","재활의학과","호전","2","인천",2023,NA,NA,NA
"2023-11","비뇨의학과","호전","26","인천",2023,NA,NA,NA
"2023-11","신경외과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-12","신경과","호전","14","인천",2023,NA,NA,NA
"2023-12","재활의학과","호전","4","인천",2023,NA,NA,NA
"2023-12","호흡기내과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-01","비뇨의학과","호전","23","인천",2023,NA,NA,NA
"2023-01","정형외과","호전","8","인천",2023,NA,NA,NA
"2023-01","신경외과","경쾌","8","인천",2023,NA,NA,NA
"2023-01","외과","호전","4","인천",2023,NA,NA,NA
"2023-02","신경외과","치료안함","1","인천",2023,NA,NA,NA
"2023-03","내과","호전","12","인천",2023,NA,NA,NA
"2023-03","이비인후과","호전","2","인천",2023,NA,NA,NA
"2023-03","호흡기내과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-04","호흡기내과","호전","2","인천",2023,NA,NA,NA
"2023-04","가정의학과","호전","4","인천",2023,NA,NA,NA
"2023-06","가정의학과","호전","8","인천",2023,NA,NA,NA
"2023-06","재활의학과","호전","4","인천",2023,NA,NA,NA
"2023-07","정형외과","호전","59","인천",2023,NA,NA,NA
"2023-07","신경과","호전","9","인천",2023,NA,NA,NA
"2023-07","비뇨의학과","경쾌","1","인천",2023,NA,NA,NA
"2023-07","정형외과","경쾌","1","인천",2023,NA,NA,NA
"2023-07","호흡기내과","진단만실시","1","인천",2023,NA,NA,NA
"2023-07","정형외과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-08","호흡기내과","호전","4","인천",2023,NA,NA,NA
"2023-08","외과","호전","6","인천",2023,NA,NA,NA
"2023-09","안과","호전","16","인천",2023,NA,NA,NA
"2023-10","신경외과","호전","2","인천",2023,NA,NA,NA
"2023-10","신경과","진단만실시","1","인천",2023,NA,NA,NA
"2023-12","비뇨의학과","호전","22","인천",2023,NA,NA,NA
"2023-12","호흡기내과","경쾌","1","인천",2023,NA,NA,NA
"2023-01","재활의학과","불변(호전안됨)","5","인천",2023,NA,NA,NA
"2023-02","호흡기내과","호전","2","인천",2023,NA,NA,NA
"2023-03","비뇨의학과","호전","21","인천",2023,NA,NA,NA
"2023-03","재활의학과","호전","6","인천",2023,NA,NA,NA
"2023-03","신경과","경쾌","3","인천",2023,NA,NA,NA
"2023-04","치과","호전","1","인천",2023,NA,NA,NA
"2023-05","이비인후과","호전","1","인천",2023,NA,NA,NA
"2023-05","신경과","경쾌","2","인천",2023,NA,NA,NA
"2023-06","이비인후과","호전","4","인천",2023,NA,NA,NA
"2023-06","내과","호전","10","인천",2023,NA,NA,NA
"2023-07","안과","호전","13","인천",2023,NA,NA,NA
"2023-08","재활의학과","호전","3","인천",2023,NA,NA,NA
"2023-09","이비인후과","호전","11","인천",2023,NA,NA,NA
"2023-09","정형외과","호전","69","인천",2023,NA,NA,NA
"2023-09","호흡기내과","호전","4","인천",2023,NA,NA,NA
"2023-10","내과","호전","15","인천",2023,NA,NA,NA
"2023-10","가정의학과","호전","3","인천",2023,NA,NA,NA
"2023-10","내과","진단만실시","1","인천",2023,NA,NA,NA
"2023-11","재활의학과","불변(호전안됨)","2","인천",2023,NA,NA,NA
"2023-11","신경외과","경쾌","1","인천",2023,NA,NA,NA
"2023-11","이비인후과","호전","4","인천",2023,NA,NA,NA
"2023-11","내과","경쾌","1","인천",2023,NA,NA,NA
"2023-12","안과","호전","17","인천",2023,NA,NA,NA
"2023-01","내과","경쾌","1","인천",2023,NA,NA,NA
"2023-01","비뇨의학과","치료안함","1","인천",2023,NA,NA,NA
"2023-01","비뇨의학과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-01","비뇨의학과","진단만실시","1","인천",2023,NA,NA,NA
"2023-02","내과","호전","11","인천",2023,NA,NA,NA
"2023-02","가정의학과","호전","4","인천",2023,NA,NA,NA
"2023-03","가정의학과","호전","1","인천",2023,NA,NA,NA
"2023-03","신경외과","불변(호전안됨)","7","인천",2023,NA,NA,NA
"2023-03","신경과","진단만실시","1","인천",2023,NA,NA,NA
"2023-04","정형외과","호전","49","인천",2023,NA,NA,NA
"2023-05","가정의학과","호전","4","인천",2023,NA,NA,NA
"2023-05","정형외과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-05","내과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-07","호흡기내과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-07","신경과","경쾌","1","인천",2023,NA,NA,NA
"2023-08","신경과","호전","9","인천",2023,NA,NA,NA
"2023-08","안과","호전","16","인천",2023,NA,NA,NA
"2023-08","이비인후과","불변(호전안됨)","2","인천",2023,NA,NA,NA
"2023-08","가정의학과","호전","1","인천",2023,NA,NA,NA
"2023-09","신경과","호전","13","인천",2023,NA,NA,NA
"2023-09","재활의학과","불변(호전안됨)","7","인천",2023,NA,NA,NA
"2023-09","가정의학과","호전","6","인천",2023,NA,NA,NA
"2023-09","재활의학과","호전","1","인천",2023,NA,NA,NA
"2023-10","비뇨의학과","호전","18","인천",2023,NA,NA,NA
"2023-10","재활의학과","불변(호전안됨)","4","인천",2023,NA,NA,NA
"2023-11","치과","호전","1","인천",2023,NA,NA,NA
"2023-11","내과","호전","13","인천",2023,NA,NA,NA
"2023-12","재활의학과","불변(호전안됨)","5","인천",2023,NA,NA,NA
"2023-12","신경외과","경쾌","2","인천",2023,NA,NA,NA
"2023-12","내과","경쾌","1","인천",2023,NA,NA,NA
"2023-01","재활의학과","호전","3","인천",2023,NA,NA,NA
"2023-01","외과","경쾌","1","인천",2023,NA,NA,NA
"2023-01","신경외과","불변(호전안됨)","5","인천",2023,NA,NA,NA
"2023-01","재활의학과","치료안함","1","인천",2023,NA,NA,NA
"2023-02","재활의학과","호전","4","인천",2023,NA,NA,NA
"2023-02","재활의학과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-03","정형외과","호전","18","인천",2023,NA,NA,NA
"2023-03","비뇨의학과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-05","재활의학과","불변(호전안됨)","2","인천",2023,NA,NA,NA
"2023-06","정형외과","호전","68","인천",2023,NA,NA,NA
"2023-06","재활의학과","불변(호전안됨)","4","인천",2023,NA,NA,NA
"2023-06","외과","호전","4","인천",2023,NA,NA,NA
"2023-06","비뇨의학과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-06","호흡기내과","진단만실시","1","인천",2023,NA,NA,NA
"2023-07","가정의학과","호전","5","인천",2023,NA,NA,NA
"2023-07","호흡기내과","호전","4","인천",2023,NA,NA,NA
"2023-08","비뇨의학과","호전","36","인천",2023,NA,NA,NA
"2023-08","비뇨의학과","치료안함","1","인천",2023,NA,NA,NA
"2023-09","외과","호전","5","인천",2023,NA,NA,NA
"2023-09","내과","호전","12","인천",2023,NA,NA,NA
"2023-09","신경외과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-09","내과","경쾌","2","인천",2023,NA,NA,NA
"2023-09","신경외과","호전","1","인천",2023,NA,NA,NA
"2023-09","정형외과","경쾌","1","인천",2023,NA,NA,NA
"2023-10","이비인후과","호전","3","인천",2023,NA,NA,NA
"2023-11","가정의학과","호전","6","인천",2023,NA,NA,NA
"2023-01","내과","호전","5","인천",2023,NA,NA,NA
"2023-01","가정의학과","호전","4","인천",2023,NA,NA,NA
"2023-01","신경외과","치료안함","1","인천",2023,NA,NA,NA
"2023-02","이비인후과","호전","2","인천",2023,NA,NA,NA
"2023-03","비뇨의학과","48시간 후 사망","2","인천",2023,NA,NA,NA
"2023-03","호흡기내과","호전","3","인천",2023,NA,NA,NA
"2023-03","신경외과","경쾌","8","인천",2023,NA,NA,NA
"2023-03","신경외과","호전","2","인천",2023,NA,NA,NA
"2023-04","재활의학과","불변(호전안됨)","4","인천",2023,NA,NA,NA
"2023-04","비뇨의학과","호전","22","인천",2023,NA,NA,NA
"2023-04","호흡기내과","경쾌","1","인천",2023,NA,NA,NA
"2023-05","비뇨의학과","호전","21","인천",2023,NA,NA,NA
"2023-05","재활의학과","호전","3","인천",2023,NA,NA,NA
"2023-05","정형외과","치료안함","1","인천",2023,NA,NA,NA
"2023-06","신경과","호전","6","인천",2023,NA,NA,NA
"2023-07","신경과","진단만실시","2","인천",2023,NA,NA,NA
"2023-08","내과","호전","15","인천",2023,NA,NA,NA
"2023-08","정형외과","호전","78","인천",2023,NA,NA,NA
"2023-08","내과","진단만실시","4","인천",2023,NA,NA,NA
"2023-08","이비인후과","호전","4","인천",2023,NA,NA,NA
"2023-09","이비인후과","경쾌","1","인천",2023,NA,NA,NA
"2023-09","신경외과","경쾌","1","인천",2023,NA,NA,NA
"2023-09","비뇨의학과","진단만실시","1","인천",2023,NA,NA,NA
"2023-09","가정의학과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-10","재활의학과","호전","3","인천",2023,NA,NA,NA
"2023-10","정형외과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-11","이비인후과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-11","비뇨의학과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-11","신경외과","호전","6","인천",2023,NA,NA,NA
"2023-12","이비인후과","경쾌","1","인천",2023,NA,NA,NA
"2023-12","내과","호전","10","인천",2023,NA,NA,NA
"2023-12","이비인후과","호전","4","인천",2023,NA,NA,NA
"2023-12","정형외과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-12","가정의학과","불변(호전안됨)","1","인천",2023,NA,NA,NA
"2023-04","내과","호전","7","인천",2023,NA,NA,NA
"2023-04","비뇨의학과","경쾌","2","인천",2023,NA,NA,NA
"2023-04","호흡기내과","불변(호전안됨)","2","인천",2023,NA,NA,NA
"2023-05","내과","호전","11","인천",2023,NA,NA,NA
"2023-05","비뇨의학과","진단만실시","1","인천",2023,NA,NA,NA
"2023-06","호흡기내과","호전","6","인천",2023,NA,NA,NA
"2023-06","외과","경쾌","1","인천",2023,NA,NA,NA
"2023-06","신경과","진단만실시","1","인천",2023,NA,NA,NA
"2023-07","외과","호전","9","인천",2023,NA,NA,NA
"2023-08","비뇨의학과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-09","비뇨의학과","호전","31","인천",2023,NA,NA,NA
"2023-09","비뇨의학과","경쾌","1","인천",2023,NA,NA,NA
"2023-09","비뇨의학과","48시간 후 사망","2","인천",2023,NA,NA,NA
"2023-10","정형외과","호전","58","인천",2023,NA,NA,NA
"2023-10","신경과","호전","16","인천",2023,NA,NA,NA
"2023-10","호흡기내과","호전","4","인천",2023,NA,NA,NA
"2023-10","비뇨의학과","48시간 후 사망","1","인천",2023,NA,NA,NA
"2023-11","외과","호전","7","인천",2023,NA,NA,NA
"2023-11","안과","호전","20","인천",2023,NA,NA,NA
"2023-12","정형외과","호전","50","인천",2023,NA,NA,NA
"2023-12","신경외과","호전","4","인천",2023,NA,NA,NA
"2023-12","가정의학과","호전","3","인천",2023,NA,NA,NA
"2022-01-22",NA,"48시간 전 사망","4","중앙",2022,"감염병전담의학과",NA,NA
"2022-01-22",NA,"경쾌","3","중앙",2022,"감염병전담의학과",NA,NA
"2022-01-22",NA,"호전","192","중앙",2022,"감염병전담의학과",NA,NA
"2022-01-22",NA,"호전","5","중앙",2022,"내분비내과",NA,NA
"2022-01-22",NA,"48시간 전 사망","1","중앙",2022,"류마티스내과",NA,NA
"2022-01-22",NA,"호전","2","중앙",2022,"류마티스내과",NA,NA
"2022-01-22",NA,"가망없는 퇴원","1","중앙",2022,"비뇨의학과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","2","중앙",2022,"비뇨의학과",NA,NA
"2022-01-22",NA,"치료안함","2","중앙",2022,"비뇨의학과",NA,NA
"2022-01-22",NA,"호전","88","중앙",2022,"비뇨의학과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","2","중앙",2022,"산부인과",NA,NA
"2022-01-22",NA,"치료안함","1","중앙",2022,"산부인과",NA,NA
"2022-01-22",NA,"호전","17","중앙",2022,"산부인과",NA,NA
"2022-01-22",NA,"호전","1","중앙",2022,"성형외과",NA,NA
"2022-01-22",NA,"48시간 전 사망","2","중앙",2022,"소화기내과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","1","중앙",2022,"소화기내과",NA,NA
"2022-01-22",NA,"치료안함","4","중앙",2022,"소화기내과",NA,NA
"2022-01-22",NA,"호전","60","중앙",2022,"소화기내과",NA,NA
"2022-01-22",NA,"48시간 전 사망","4","중앙",2022,"순환기내과",NA,NA
"2022-01-22",NA,"치료안함","19","중앙",2022,"순환기내과",NA,NA
"2022-01-22",NA,"호전","70","중앙",2022,"순환기내과",NA,NA
"2022-01-22",NA,"48시간 전 사망","1","중앙",2022,"신경과",NA,NA
"2022-01-22",NA,"치료안함","9","중앙",2022,"신경과",NA,NA
"2022-01-22",NA,"호전","23","중앙",2022,"신경과",NA,NA
"2022-01-22",NA,"48시간 전 사망","1","중앙",2022,"신경외과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","1","중앙",2022,"신경외과",NA,NA
"2022-01-22",NA,"치료안함","31","중앙",2022,"신경외과",NA,NA
"2022-01-22",NA,"호전","42","중앙",2022,"신경외과",NA,NA
"2022-01-22",NA,"48시간 전 사망","2","중앙",2022,"신장내과",NA,NA
"2022-01-22",NA,"치료안함","2","중앙",2022,"신장내과",NA,NA
"2022-01-22",NA,"호전","20","중앙",2022,"신장내과",NA,NA
"2022-01-22",NA,"호전","165","중앙",2022,"안과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","3","중앙",2022,"외과",NA,NA
"2022-01-22",NA,"치료안함","3","중앙",2022,"외과",NA,NA
"2022-01-22",NA,"호전","103","중앙",2022,"외과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","3","중앙",2022,"이비인후과",NA,NA
"2022-01-22",NA,"치료안함","2","중앙",2022,"이비인후과",NA,NA
"2022-01-22",NA,"호전","48","중앙",2022,"이비인후과",NA,NA
"2022-01-22",NA,"48시간 전 사망","1","중앙",2022,"입원전담의학과",NA,NA
"2022-01-22",NA,"호전","7","중앙",2022,"입원전담의학과",NA,NA
"2022-01-22",NA,"경쾌","2","중앙",2022,"재활의학과",NA,NA
"2022-01-22",NA,"호전","5","중앙",2022,"재활의학과",NA,NA
"2022-01-22",NA,"호전","17","중앙",2022,"정신건강의학과",NA,NA
"2022-01-22",NA,"경쾌","1","중앙",2022,"정형외과",NA,NA
"2022-01-22",NA,"호전","188","중앙",2022,"정형외과",NA,NA
"2022-01-22",NA,"호전","3","중앙",2022,"치과",NA,NA
"2022-01-22",NA,"호전","1","중앙",2022,"피부과",NA,NA
"2022-01-22",NA,"48시간 전 사망","7","중앙",2022,"혈액종양내과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","2","중앙",2022,"혈액종양내과",NA,NA
"2022-01-22",NA,"치료안함","7","중앙",2022,"혈액종양내과",NA,NA
"2022-01-22",NA,"호전","52","중앙",2022,"혈액종양내과",NA,NA
"2022-01-22",NA,"48시간 전 사망","16","중앙",2022,"호스피스완화의료센터",NA,NA
"2022-01-22",NA,"가망없는 퇴원","1","중앙",2022,"호스피스완화의료센터",NA,NA
"2022-01-22",NA,"호전","1","중앙",2022,"호스피스완화의료센터",NA,NA
"2022-01-22",NA,"48시간 전 사망","6","중앙",2022,"호흡기내과",NA,NA
"2022-01-22",NA,"가망없는 퇴원","2","중앙",2022,"호흡기내과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","1","중앙",2022,"호흡기내과",NA,NA
"2022-01-22",NA,"치료안함","4","중앙",2022,"호흡기내과",NA,NA
"2022-01-22",NA,"호전","25","중앙",2022,"호흡기내과",NA,NA
"2022-01-22",NA,"48시간 전 사망","1","중앙",2022,"흉부외과",NA,NA
"2022-01-22",NA,"불변(호전안됨)","1","중앙",2022,"흉부외과",NA,NA
"2022-01-22",NA,"치료안함","7","중앙",2022,"흉부외과",NA,NA
"2022-01-22",NA,"호전","40","중앙",2022,"흉부외과",NA,NA
"2022-02-22",NA,"48시간 전 사망","2","중앙",2022,"감염병전담의학과",NA,NA
"2022-02-22",NA,"경쾌","2","중앙",2022,"감염병전담의학과",NA,NA
"2022-02-22",NA,"불변(호전안됨)","1","중앙",2022,"감염병전담의학과",NA,NA
"2022-02-22",NA,"치료안함","1","중앙",2022,"감염병전담의학과",NA,NA
"2022-02-22",NA,"호전","224","중앙",2022,"감염병전담의학과",NA,NA
"2022-02-22",NA,"호전","2","중앙",2022,"내분비내과",NA,NA
"2022-02-22",NA,"호전","5","중앙",2022,"류마티스내과",NA,NA
"2022-02-22",NA,"48시간 전 사망","1","중앙",2022,"비뇨의학과",NA,NA
"2022-02-22",NA,"치료안함","3","중앙",2022,"비뇨의학과",NA,NA
"2022-02-22",NA,"호전","59","중앙",2022,"비뇨의학과",NA,NA
"2022-02-22",NA,"호전","10","중앙",2022,"산부인과",NA,NA
"2022-02-22",NA,"48시간 전 사망","1","중앙",2022,"소화기내과",NA,NA
"2022-02-22",NA,"가망없는 퇴원","1","중앙",2022,"소화기내과",NA,NA
"2022-02-22",NA,"경쾌","1","중앙",2022,"소화기내과",NA,NA
"2022-02-22",NA,"불변(호전안됨)","2","중앙",2022,"소화기내과",NA,NA
