상병코드,상병명,국비,사비,년도,지역,구분,합계
M0608,"혈청검사음성 류마티스관절염, 기타 부분",0.0,1.0,2019,서울,질병,1.0
M0619,"성인발병 스틸병, 상세불명 부분",3.0,2.0,2019,서울,질병,5.0
M06879,"상세불명 기타 명시된 류마티스관절염, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M06919,"상세불명 상세불명의 류마티스관절염, 어깨부분",1.0,0.0,2019,서울,질병,1.0
M06939,"상세불명 상세불명의 류마티스관절염, 아래팔",1.0,0.0,2019,서울,질병,1.0
M06940,"경도 상세불명의 류마티스관절염, 손",0.0,1.0,2019,서울,질병,1.0
M06949,"상세불명 상세불명의 류마티스관절염, 손",2.0,1.0,2019,서울,질병,3.0
M06969,"상세불명 상세불명의 류마티스관절염, 아래다리",1.0,0.0,2019,서울,질병,1.0
M06979,"상세불명 상세불명의 류마티스관절염, 발목 및 발",1.0,1.0,2019,서울,질병,2.0
M06990,"경도 상세불명의 류마티스관절염, 상세불명 부분",0.0,1.0,2019,서울,질병,1.0
M06999,"상세불명 상세불명의 류마티스관절염, 상세불명 부분",3.0,2.0,2019,서울,질병,5.0
M1000,"특발성 통풍, 여러 부위",4.0,0.0,2019,서울,질병,4.0
M1002,"특발성 통풍, 위팔",1.0,0.0,2019,서울,질병,1.0
M1006,"특발성 통풍, 아래다리",2.0,1.0,2019,서울,질병,3.0
M1007,"특발성 통풍, 발목 및 발",5.0,1.0,2019,서울,질병,6.0
M1009,"특발성 통풍, 상세불명 부분",0.0,1.0,2019,서울,질병,1.0
M1026,"약물-유발 통풍, 아래다리",0.0,1.0,2019,서울,질병,1.0
M1040,"기타 이차성 통풍, 여러 부위",0.0,1.0,2019,서울,질병,1.0
M1047,"기타 이차성 통풍, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M1090,"상세불명의 통풍, 여러 부위",1.0,1.0,2019,서울,질병,2.0
M1093,"상세불명의 통풍, 아래팔",1.0,1.0,2019,서울,질병,2.0
M1094,"상세불명의 통풍, 손",0.0,1.0,2019,서울,질병,1.0
M1096,"상세불명의 통풍, 아래다리",7.0,7.0,2019,서울,질병,14.0
M1097,"상세불명의 통풍, 발목 및 발",17.0,13.0,2019,서울,질병,30.0
M1098,"상세불명의 통풍, 기타 부분",3.0,1.0,2019,서울,질병,4.0
M1099,"상세불명의 통풍, 상세불명 부분",13.0,8.0,2019,서울,질병,21.0
M1126,"기타 연골석회증, 아래다리",0.0,1.0,2019,서울,질병,1.0
M1226,"(착색) 융모결절성 윤활막염, 아래다리",1.0,0.0,2019,서울,질병,1.0
M1251,"외상성 관절병증, 어깨부분",1.0,0.0,2019,서울,질병,1.0
M1256,"외상성 관절병증, 아래다리",2.0,0.0,2019,서울,질병,2.0
M1259,"외상성 관절병증, 상세불명 부분",0.0,1.0,2019,서울,질병,1.0
M1317,"달리 분류되지 않은 단일관절염, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M1381,"기타 명시된 관절염, 어깨부분",0.0,1.0,2019,서울,질병,1.0
M1384,"기타 명시된 관절염, 손",4.0,2.0,2019,서울,질병,6.0
M1385,"기타 명시된 관절염, 골반 부분 및 대퇴",0.0,4.0,2019,서울,질병,4.0
M1386,"기타 명시된 관절염, 아래다리",1.0,0.0,2019,서울,질병,1.0
M1387,"기타 명시된 관절염, 발목 및 발",5.0,2.0,2019,서울,질병,7.0
M1388,"기타 명시된 관절염, 기타 부분",1.0,1.0,2019,서울,질병,2.0
M1389,"기타 명시된 관절염, 상세불명 부분",3.0,0.0,2019,서울,질병,3.0
M1390,"상세불명의 관절염, 여러 부위",1.0,1.0,2019,서울,질병,2.0
M1391,"상세불명의 관절염, 어깨부분",1.0,0.0,2019,서울,질병,1.0
M1394,"상세불명의 관절염, 손",9.0,0.0,2019,서울,질병,9.0
M1395,"상세불명의 관절염, 골반 부분 및 대퇴",0.0,1.0,2019,서울,질병,1.0
M1396,"상세불명의 관절염, 아래다리",1.0,3.0,2019,서울,질병,4.0
M1397,"상세불명의 관절염, 발목 및 발",2.0,1.0,2019,서울,질병,3.0
M1399,"상세불명의 관절염, 상세불명 부분",5.0,2.0,2019,서울,질병,7.0
M150,원발성 전신(골)관절증,7.0,1.0,2019,서울,질병,8.0
M152,(관절병증을 동반한) 부샤르결절,1.0,0.0,2019,서울,질병,1.0
M153,이차성 다발관절증,1.0,0.0,2019,서울,질병,1.0
M154,미란성 (골)관절증,2.0,0.0,2019,서울,질병,2.0
M158,기타 다발관절증,3.0,2.0,2019,서울,질병,5.0
M159,상세불명의 다발관절증,2.0,0.0,2019,서울,질병,2.0
M161,기타 원발성 고관절증,3.0,6.0,2019,서울,질병,9.0
M169,상세불명의 고관절증,1.0,1.0,2019,서울,질병,2.0
M170,양쪽 원발성 무릎관절증,24.0,111.0,2019,서울,질병,135.0
M171,기타 원발성 무릎관절증,152.0,329.0,2019,서울,질병,481.0
M173,기타 외상후 무릎관절증,3.0,1.0,2019,서울,질병,4.0
M179,상세불명의 무릎관절증,9.0,7.0,2019,서울,질병,16.0
M182,제1수근중수관절의 양쪽 외상후 관절증,0.0,1.0,2019,서울,질병,1.0
M189,상세불명의 제1수근중수관절의 관절증,0.0,1.0,2019,서울,질병,1.0
M1904,"기타 관절의 원발성 관절증, 손",0.0,1.0,2019,서울,질병,1.0
M1980,"기타 명시된 관절증, 여러 부위",2.0,0.0,2019,서울,질병,2.0
M1985,"기타 명시된 관절증, 골반 부분 및 대퇴",1.0,0.0,2019,서울,질병,1.0
M1986,"기타 명시된 관절증, 아래다리",1.0,0.0,2019,서울,질병,1.0
M1990,"상세불명의 관절증, 여러 부위",1.0,2.0,2019,서울,질병,3.0
M1991,"상세불명의 관절증, 어깨부분",2.0,5.0,2019,서울,질병,7.0
M1992,"상세불명의 관절증, 위팔",1.0,2.0,2019,서울,질병,3.0
M1993,"상세불명의 관절증, 아래팔",1.0,2.0,2019,서울,질병,3.0
M1994,"상세불명의 관절증, 손",10.0,4.0,2019,서울,질병,14.0
M1995,"상세불명의 관절증, 골반 부분 및 대퇴",1.0,1.0,2019,서울,질병,2.0
M1996,"상세불명의 관절증, 아래다리",8.0,5.0,2019,서울,질병,13.0
M1997,"상세불명의 관절증, 발목 및 발",9.0,10.0,2019,서울,질병,19.0
M1998,"상세불명의 관절증, 기타 부분",3.0,0.0,2019,서울,질병,3.0
M1999,"상세불명의 관절증, 상세불명 부분",2.0,3.0,2019,서울,질병,5.0
M2000,망치손가락,0.0,1.0,2019,서울,질병,1.0
M201,외반무지(후천성),17.0,26.0,2019,서울,질병,43.0
M202,강직무지,0.0,2.0,2019,서울,질병,2.0
M204,기타 망치발가락(후천성),0.0,1.0,2019,서울,질병,1.0
M2107,"달리 분류되지 않은 외반변형, 발목 및 발",3.0,0.0,2019,서울,질병,3.0
M2117,"달리 분류되지 않은 내반변형, 발목 및 발",8.0,7.0,2019,서울,질병,15.0
M2181,"사지의 기타 명시된 후천변형, 어깨부분",0.0,1.0,2019,서울,질병,1.0
M224,무릎뼈의 연골연화,1.0,0.0,2019,서울,질병,1.0
M2321,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 내측반달연골",20.0,47.0,2019,서울,질병,67.0
M2329,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 상세불명의 연골 또는 인대",0.0,1.0,2019,서울,질병,1.0
M2339,"기타 반달연골장애, 상세불명의 연골 또는 인대",1.0,0.0,2019,서울,질병,1.0
M2353,"무릎의 만성 불안정, 전십자인대",4.0,0.0,2019,서울,질병,4.0
M2363,"무릎인대의 기타 자연파열, 전십자인대",2.0,0.0,2019,서울,질병,2.0
M2381,"무릎의 기타 내부장애, 내측반달연골",2.0,1.0,2019,서울,질병,3.0
M2382,"무릎의 기타 내부장애, 외측반달연골",2.0,0.0,2019,서울,질병,2.0
M2391,"무릎의 상세불명의 내부장애, 내측반달연골",2.0,2.0,2019,서울,질병,4.0
M2394,"무릎의 상세불명의 내부장애, 후십자인대",1.0,0.0,2019,서울,질병,1.0
M2411,"기타 관절연골장애, 어깨부분",1.0,1.0,2019,서울,질병,2.0
M2428,"인대장애, 기타 부분",0.0,1.0,2019,서울,질병,1.0
M2441,"관절의 재발성 탈구 및 불완전탈구, 어깨부분",0.0,1.0,2019,서울,질병,1.0
M2452,"관절의 구축, 위팔",1.0,0.0,2019,서울,질병,1.0
M2453,"관절의 구축, 아래팔",0.0,1.0,2019,서울,질병,1.0
M2457,"관절의 구축, 발목 및 발",1.0,1.0,2019,서울,질병,2.0
M2461,"관절의 강직증, 어깨부분",1.0,0.0,2019,서울,질병,1.0
M2536,"관절의 기타 불안정, 아래다리",1.0,0.0,2019,서울,질병,1.0
M2537,"관절의 기타 불안정, 발목 및 발",1.0,1.0,2019,서울,질병,2.0
M2546,"관절의 삼출액, 아래다리",1.0,3.0,2019,서울,질병,4.0
M2551,"관절통, 어깨부분",4.0,2.0,2019,서울,질병,6.0
M2553,"관절통, 아래팔",1.0,0.0,2019,서울,질병,1.0
M2556,"관절통, 아래다리",5.0,2.0,2019,서울,질병,7.0
M2558,"관절통, 기타 부분",0.0,1.0,2019,서울,질병,1.0
M2559,"관절통, 상세불명 부분",6.0,4.0,2019,서울,질병,10.0
M2576,"골증식체, 아래다리",1.0,0.0,2019,서울,질병,1.0
M2585,"기타 명시된 관절장애, 골반 부분 및 대퇴",1.0,0.0,2019,서울,질병,1.0
M2599,"상세불명의 관절장애, 상세불명 부분",0.0,1.0,2019,서울,질병,1.0
M311,혈전성 미세혈관병증,0.0,1.0,2019,서울,질병,1.0
M313,베게너육아종증,2.0,0.0,2019,서울,질병,2.0
M314,대동맥궁증후군[다까야수],1.0,0.0,2019,서울,질병,1.0
M316,기타 거대세포동맥염,2.0,0.0,2019,서울,질병,2.0
M317,현미경적 다발혈관염,4.0,2.0,2019,서울,질병,6.0
M3521,위장증상을 동반한 베체트병,0.0,2.0,2019,서울,질병,2.0
M3529,상세불명의 베체트병,0.0,1.0,2019,서울,질병,1.0
M353,류마티스성 다발근통,2.0,2.0,2019,서울,질병,4.0
M4026,"기타 및 상세불명의 척주후만증, 요추부",1.0,0.0,2019,서울,질병,1.0
M4029,"기타 및 상세불명의 척주후만증, 상세불명의 부위",0.0,1.0,2019,서울,질병,1.0
M4156,"기타 이차성 척주측만증, 요추부",0.0,1.0,2019,서울,질병,1.0
M4186,"기타 형태의 척주측만증, 요추부",0.0,1.0,2019,서울,질병,1.0
M4192,"상세불명의 척주측만증, 경부",0.0,1.0,2019,서울,질병,1.0
M4196,"상세불명의 척주측만증, 요추부",0.0,5.0,2019,서울,질병,5.0
M4199,"상세불명의 척주측만증, 상세불명의 부위",1.0,0.0,2019,서울,질병,1.0
M4302,"척추분리증, 경부",0.0,1.0,2019,서울,질병,1.0
M4305,"척추분리증, 흉요추부",0.0,1.0,2019,서울,질병,1.0
M4306,"척추분리증, 요추부",0.0,4.0,2019,서울,질병,4.0
M4309,"척추분리증, 상세불명의 부위",0.0,1.0,2019,서울,질병,1.0
M4312,"척추전방전위증, 경부",0.0,1.0,2019,서울,질병,1.0
M4313,"척추전방전위증, 경흉추부",1.0,0.0,2019,서울,질병,1.0
M4316,"척추전방전위증, 요추부",22.0,43.0,2019,서울,질병,65.0
M4317,"척추전방전위증, 요천부",0.0,2.0,2019,서울,질병,2.0
M4319,"척추전방전위증, 상세불명의 부위",1.0,0.0,2019,서울,질병,1.0
M4326,"척추의 기타 유합, 요추부",1.0,0.0,2019,서울,질병,1.0
M4329,"척추의 기타 유합, 상세불명의 부위",1.0,0.0,2019,서울,질병,1.0
M4396,"상세불명의 변형성 등병증, 요추부",0.0,1.0,2019,서울,질병,1.0
M454,"강직척추염, 흉추부",1.0,0.0,2019,서울,질병,1.0
M457,"강직척추염, 요천부",0.0,1.0,2019,서울,질병,1.0
M459,"강직척추염, 상세불명의 부위",1.0,0.0,2019,서울,질병,1.0
M4617,"달리 분류되지 않은 천장골염, 요천부",1.0,0.0,2019,서울,질병,1.0
M4627,"척추의 골수염, 요천부",1.0,0.0,2019,서울,질병,1.0
M4636,"추간판의 (화농성) 감염, 요추부",0.0,1.0,2019,서울,질병,1.0
M4654,"기타 감염성 척추병증, 흉추부",1.0,1.0,2019,서울,질병,2.0
M4656,"기타 감염성 척추병증, 요추부",9.0,6.0,2019,서울,질병,15.0
M4658,"기타 감염성 척추병증, 천추 및 천미추부",2.0,1.0,2019,서울,질병,3.0
M4686,"기타 명시된 염증성 척추병증, 요추부",1.0,0.0,2019,서울,질병,1.0
M4712,"척수병증을 동반한 기타 척추증, 경부",2.0,0.0,2019,서울,질병,2.0
M4716,"척수병증을 동반한 기타 척추증, 요추부",0.0,1.0,2019,서울,질병,1.0
M4726,"신경뿌리병증을 동반한 기타 척추증, 요추부",3.0,0.0,2019,서울,질병,3.0
M4782,"기타 척추증, 경부",4.0,0.0,2019,서울,질병,4.0
M4786,"기타 척추증, 요추부",8.0,4.0,2019,서울,질병,12.0
M4787,"기타 척추증, 요천부",1.0,0.0,2019,서울,질병,1.0
M4789,"기타 척추증, 상세불명의 부위",3.0,2.0,2019,서울,질병,5.0
M4796,"상세불명의 척추증, 요추부",3.0,1.0,2019,서울,질병,4.0
M4797,"상세불명의 척추증, 요천부",0.0,2.0,2019,서울,질병,2.0
M4799,"상세불명의 척추증, 상세불명의 부위",7.0,4.0,2019,서울,질병,11.0
M4800,"척추협착, 척추의 여러 부위",4.0,3.0,2019,서울,질병,7.0
M4802,"척추협착, 경부",68.0,29.0,2019,서울,질병,97.0
M4803,"척추협착, 경흉추부",1.0,1.0,2019,서울,질병,2.0
M4804,"척추협착, 흉추부",8.0,5.0,2019,서울,질병,13.0
M4805,"척추협착, 흉요추부",4.0,0.0,2019,서울,질병,4.0
M4806,"척추협착, 요추부",396.0,316.0,2019,서울,질병,712.0
M4807,"척추협착, 요천부",15.0,14.0,2019,서울,질병,29.0
M4809,"척추협착, 상세불명의 부위",10.0,4.0,2019,서울,질병,14.0
M4812,"강직성 과다골화증[포레스티어], 경부",1.0,0.0,2019,서울,질병,1.0
M4816,"강직성 과다골화증[포레스티어], 요추부",1.0,0.0,2019,서울,질병,1.0
M4819,"강직성 과다골화증[포레스티어], 상세불명의 부위",1.0,0.0,2019,서울,질병,1.0
M4850,"달리 분류되지 않은 허탈척추, 척추의 여러 부위",1.0,2.0,2019,서울,질병,3.0
M4852,"달리 분류되지 않은 허탈척추, 경부",1.0,0.0,2019,서울,질병,1.0
M4853,"달리 분류되지 않은 허탈척추, 경흉추부",1.0,0.0,2019,서울,질병,1.0
M4854,"달리 분류되지 않은 허탈척추, 흉추부",5.0,10.0,2019,서울,질병,15.0
M4855,"달리 분류되지 않은 허탈척추, 흉요추부",14.0,21.0,2019,서울,질병,35.0
M4856,"달리 분류되지 않은 허탈척추, 요추부",34.0,55.0,2019,서울,질병,89.0
M4858,"달리 분류되지 않은 허탈척추, 천추 및 천미추부",1.0,0.0,2019,서울,질병,1.0
M4859,"달리 분류되지 않은 허탈척추, 상세불명의 부위",5.0,4.0,2019,서울,질병,9.0
M4882,"기타 명시된 척추병증, 경부",3.0,1.0,2019,서울,질병,4.0
M4904,"척추의 결핵(A1800†), 흉추부",0.0,1.0,2019,서울,질병,1.0
M4952,"달리 분류된 질환에서의 허탈척추, 경부",1.0,0.0,2019,서울,질병,1.0
M4953,"달리 분류된 질환에서의 허탈척추, 경흉추부",1.0,0.0,2019,서울,질병,1.0
M4954,"달리 분류된 질환에서의 허탈척추, 흉추부",2.0,1.0,2019,서울,질병,3.0
M4955,"달리 분류된 질환에서의 허탈척추, 흉요추부",1.0,0.0,2019,서울,질병,1.0
M4956,"달리 분류된 질환에서의 허탈척추, 요추부",9.0,2.0,2019,서울,질병,11.0
M4986,"달리 분류된 기타 질환에서의 척추병증, 요추부",0.0,1.0,2019,서울,질병,1.0
M500,척수병증을 동반한 경추간판장애(G992*),10.0,7.0,2019,서울,질병,17.0
M501,신경뿌리병증을 동반한 경추간판장애,32.0,0.0,2019,서울,질병,32.0
M502,기타 경추간판전위,22.0,10.0,2019,서울,질병,32.0
M509,상세불명의 경추간판장애,3.0,2.0,2019,서울,질병,5.0
M510,척수병증을 동반한 요추 및 기타 추간판장애(G992*),3.0,3.0,2019,서울,질병,6.0
M511,신경뿌리병증을 동반한 요추 및 기타 추간판장애(G551*),66.0,22.0,2019,서울,질병,88.0
M512,기타 명시된 추간판전위,100.0,87.0,2019,서울,질병,187.0
M513,기타 명시된 추간판변성,1.0,0.0,2019,서울,질병,1.0
M519,상세불명의 추간판장애,12.0,1.0,2019,서울,질병,13.0
M5325,"척추불안정, 흉요추부",1.0,0.0,2019,서울,질병,1.0
M5326,"척추불안정, 요추부",14.0,14.0,2019,서울,질병,28.0
M5412,"신경뿌리병증, 경부",12.0,6.0,2019,서울,질병,18.0
M5415,"신경뿌리병증, 흉요추부",0.0,1.0,2019,서울,질병,1.0
M5416,"신경뿌리병증, 요추부",27.0,7.0,2019,서울,질병,34.0
M5417,"신경뿌리병증, 요천부",10.0,3.0,2019,서울,질병,13.0
M5418,"신경뿌리병증, 천추 및 천미추부",1.0,3.0,2019,서울,질병,4.0
M5419,"신경뿌리병증, 상세불명의 부위",3.0,0.0,2019,서울,질병,3.0
M5422,"경추통, 경부",3.0,1.0,2019,서울,질병,4.0
M5429,"경추통, 상세불명의 부위",0.0,1.0,2019,서울,질병,1.0
M5450,"요통, 척추의 여러 부위",1.0,0.0,2019,서울,질병,1.0
M5456,"요통, 요추부",12.0,2.0,2019,서울,질병,14.0
M5458,"요통, 천추 및 천미추부",1.0,0.0,2019,서울,질병,1.0
M5459,"요통, 상세불명의 부위",8.0,1.0,2019,서울,질병,9.0
M6005,"감염성 근염, 골반 부분 및 대퇴",1.0,3.0,2019,서울,질병,4.0
M6024,"달리 분류되지 않은 연조직의 이물육아종, 손",1.0,1.0,2019,서울,질병,2.0
M6026,"달리 분류되지 않은 연조직의 이물육아종, 아래다리",0.0,1.0,2019,서울,질병,1.0
M6085,"기타 근염, 골반 부분 및 대퇴",1.0,0.0,2019,서울,질병,1.0
M6096,"상세불명의 근염, 아래다리",0.0,1.0,2019,서울,질병,1.0
M6199,"근육의 상세불명의 석회화 및 골화, 상세불명 부분",0.0,1.0,2019,서울,질병,1.0
M6215,"근육의 기타 파열 (비외상성), 골반 부분 및 대퇴",1.0,0.0,2019,서울,질병,1.0
M6218,"근육의 기타 파열 (비외상성), 기타 부분",1.0,0.0,2019,서울,질병,1.0
M6280,"근육의 기타 명시된 장애, 여러 부위",0.0,1.0,2019,서울,질병,1.0
M6285,"근육의 기타 명시된 장애, 골반 부분 및 대퇴",1.0,0.0,2019,서울,질병,1.0
M6288,"근육의 기타 명시된 장애, 기타 부분",3.0,1.0,2019,서울,질병,4.0
M6289,"근육의 기타 명시된 장애, 상세불명 부분",12.0,10.0,2019,서울,질병,22.0
M638,달리 분류된 질환에서의 근육의 기타 장애,1.0,0.0,2019,서울,질병,1.0
M6534,"방아쇠손가락, 손",18.0,15.0,2019,서울,질병,33.0
M6584,"기타 윤활막염 및 힘줄윤활막염, 손",0.0,1.0,2019,서울,질병,1.0
M6594,"상세불명의 윤활막염 및 힘줄윤활막염, 손",0.0,1.0,2019,서울,질병,1.0
M6596,"상세불명의 윤활막염 및 힘줄윤활막염, 아래다리",1.0,0.0,2019,서울,질병,1.0
M6599,"상세불명의 윤활막염 및 힘줄윤활막염, 상세불명 부분",1.0,0.0,2019,서울,질병,1.0
M6742,"결절종, 위팔",1.0,0.0,2019,서울,질병,1.0
M6743,"결절종, 아래팔",0.0,1.0,2019,서울,질병,1.0
M6744,"결절종, 손",3.0,5.0,2019,서울,질병,8.0
M6745,"결절종, 골반 부분 및 대퇴",0.0,1.0,2019,서울,질병,1.0
M6746,"결절종, 아래다리",2.0,2.0,2019,서울,질병,4.0
M6747,"결절종, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M6795,"윤활막 및 힘줄의 상세불명 장애, 골반 부분 및 대퇴",0.0,1.0,2019,서울,질병,1.0
M702,주두윤활낭염,2.0,0.0,2019,서울,질병,2.0
M704,무릎뼈앞윤활낭염,2.0,1.0,2019,서울,질병,3.0
M705,무릎의 기타 윤활낭염,1.0,0.0,2019,서울,질병,1.0
M706,대퇴골돌기윤활낭염,0.0,1.0,2019,서울,질병,1.0
M707,고관절의 기타 윤활낭염,2.0,1.0,2019,서울,질병,3.0
M7119,"기타 감염성 윤활낭염, 상세불명 부분",1.0,0.0,2019,서울,질병,1.0
M712,오금의 윤활막낭[베이커],0.0,5.0,2019,서울,질병,5.0
M7137,"기타 윤활낭낭, 발목 및 발",0.0,1.0,2019,서울,질병,1.0
M7138,"기타 윤활낭낭, 기타 부분",0.0,1.0,2019,서울,질병,1.0
M7156,"달리 분류되지 않은 기타 윤활낭염, 아래다리",1.0,0.0,2019,서울,질병,1.0
M7157,"달리 분류되지 않은 기타 윤활낭염, 발목 및 발",8.0,3.0,2019,서울,질병,11.0
M7159,"달리 분류되지 않은 기타 윤활낭염, 상세불명 부분",1.0,1.0,2019,서울,질병,2.0
M720,손바닥근막성 섬유종증(뒤퓌트랑),9.0,12.0,2019,서울,질병,21.0
M722,발바닥근막성 섬유종증,2.0,1.0,2019,서울,질병,3.0
M7266,"괴사성 근막염, 아래다리",0.0,1.0,2019,서울,질병,1.0
M7267,"괴사성 근막염, 발목 및 발",1.0,1.0,2019,서울,질병,2.0
M72900,"근막염 NOS, 여러 부위",7.0,1.0,2019,서울,질병,8.0
M72910,"근막염 NOS, 어깨부분",1.0,0.0,2019,서울,질병,1.0
M72960,"근막염 NOS, 아래다리",1.0,0.0,2019,서울,질병,1.0
M72970,"근막염 NOS, 발목 및 발",0.0,1.0,2019,서울,질병,1.0
M750,어깨의 유착성 관절낭염,12.0,8.0,2019,서울,질병,20.0
M751,회전근개증후군,160.0,176.0,2019,서울,질병,336.0
M753,어깨의 석회성 힘줄염,5.0,11.0,2019,서울,질병,16.0
M754,어깨의 충격증후군,8.0,7.0,2019,서울,질병,15.0
M755,어깨의 윤활낭염,2.0,3.0,2019,서울,질병,5.0
M758,기타 어깨병변,5.0,1.0,2019,서울,질병,6.0
M766,아킬레스힘줄염,1.0,0.0,2019,서울,질병,1.0
M7687,"발을 제외한 다리의 기타 골부착부병증, 발목 및 발",5.0,2.0,2019,서울,질병,7.0
M770,내측상과염,0.0,2.0,2019,서울,질병,2.0
M771,외측상과염,2.0,6.0,2019,서울,질병,8.0
M7788,"달리 분류되지 않은 기타 골부착부병증, 기타 부분",1.0,0.0,2019,서울,질병,1.0
M7792,"상세불명의 골부착부병증, 위팔",2.0,0.0,2019,서울,질병,2.0
M7798,"상세불명의 골부착부병증, 기타 부분",1.0,0.0,2019,서울,질병,1.0
M7909,"상세불명의 류마티스, 상세불명 부분",0.0,1.0,2019,서울,질병,1.0
M79100,"근근막통증후군, 여러 부위",27.0,5.0,2019,서울,질병,32.0
M79108,"기타 근통, 여러 부위",1.0,0.0,2019,서울,질병,1.0
M79110,"근근막통증후군, 어깨부분",4.0,1.0,2019,서울,질병,5.0
M79150,"근근막통증후군, 골반 부분 및 대퇴",1.0,0.0,2019,서울,질병,1.0
M79180,"근근막통증후군, 기타 부분",1.0,0.0,2019,서울,질병,1.0
M79190,"근근막통증후군, 상세불명 부분",3.0,0.0,2019,서울,질병,3.0
M79198,"기타 근통, 상세불명 부분",1.0,0.0,2019,서울,질병,1.0
M7920,"상세불명의 신경통 및 신경염, 여러 부위",5.0,5.0,2019,서울,질병,10.0
M7932,"상세불명의 지방층염, 위팔",1.0,0.0,2019,서울,질병,1.0
M7935,"상세불명의 지방층염, 골반 부분 및 대퇴",0.0,1.0,2019,서울,질병,1.0
M7938,"상세불명의 지방층염, 기타 부분",1.0,0.0,2019,서울,질병,1.0
M7956,"연조직내의 잔류이물, 아래다리",1.0,0.0,2019,서울,질병,1.0
M7957,"연조직내의 잔류이물, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M7964,"사지의 통증, 손",1.0,0.0,2019,서울,질병,1.0
M7966,"사지의 통증, 아래다리",2.0,2.0,2019,서울,질병,4.0
M7967,"사지의 통증, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M7970,"섬유근통, 여러 부위",1.0,0.0,2019,서울,질병,1.0
M8085,"병적 골절을 동반한 기타 골다공증, 골반 부분 및 대퇴",0.0,1.0,2019,서울,질병,1.0
M8088,"병적 골절을 동반한 기타 골다공증, 기타 부분",5.0,8.0,2019,서울,질병,13.0
M8089,"병적 골절을 동반한 기타 골다공증, 상세불명 부분",1.0,0.0,2019,서울,질병,1.0
M8099,"병적 골절을 동반한 상세불명의 골다공증, 상세불명 부분",1.0,0.0,2019,서울,질병,1.0
M8108,"폐경후골다공증, 기타 부분",0.0,1.0,2019,서울,질병,1.0
M8109,"폐경후골다공증, 상세불명 부분",0.0,2.0,2019,서울,질병,2.0
M8126,"불용성 골다공증, 아래다리",1.0,0.0,2019,서울,질병,1.0
M8150,"특발성 골다공증, 여러 부위",1.0,0.0,2019,서울,질병,1.0
M8180,"기타 골다공증, 여러 부위",5.0,2.0,2019,서울,질병,7.0
M8185,"기타 골다공증, 골반 부분 및 대퇴",14.0,25.0,2019,서울,질병,39.0
M8188,"기타 골다공증, 기타 부분",15.0,22.0,2019,서울,질병,37.0
M8189,"기타 골다공증, 상세불명 부분",7.0,10.0,2019,서울,질병,17.0
M8190,"상세불명의 골다공증, 여러 부위",2.0,2.0,2019,서울,질병,4.0
M8196,"상세불명의 골다공증, 아래다리",1.0,0.0,2019,서울,질병,1.0
M8198,"상세불명의 골다공증, 기타 부분",7.0,9.0,2019,서울,질병,16.0
M8199,"상세불명의 골다공증, 상세불명 부분",20.0,46.0,2019,서울,질병,66.0
M8401,"골절의 부정유합, 어깨부분",5.0,0.0,2019,서울,질병,5.0
M8405,"골절의 부정유합, 골반 부분 및 대퇴",0.0,1.0,2019,서울,질병,1.0
M8406,"골절의 부정유합, 아래다리",1.0,0.0,2019,서울,질병,1.0
M8407,"골절의 부정유합, 발목 및 발",5.0,0.0,2019,서울,질병,5.0
M8412,"골절불유합(가관절증), 위팔",2.0,0.0,2019,서울,질병,2.0
M8413,"골절불유합(가관절증), 아래팔",1.0,0.0,2019,서울,질병,1.0
M8414,"골절불유합(가관절증), 손",3.0,0.0,2019,서울,질병,3.0
M8415,"골절불유합(가관절증), 골반 부분 및 대퇴",0.0,1.0,2019,서울,질병,1.0
M8417,"골절불유합(가관절증), 발목 및 발",0.0,1.0,2019,서울,질병,1.0
M8448,"달리 분류되지 않은 병적 골절, 기타 부분",1.0,0.0,2019,서울,질병,1.0
M8596,"골밀도 및 구조의 상세불명 장애, 아래다리",0.0,1.0,2019,서울,질병,1.0
M8599,"골밀도 및 구조의 상세불명 장애, 상세불명 부분",1.0,3.0,2019,서울,질병,4.0
M8607,"급성 혈행성 골수염, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M8617,"기타 급성 골수염, 발목 및 발",0.0,1.0,2019,서울,질병,1.0
M8618,"기타 급성 골수염, 기타 부분",1.0,0.0,2019,서울,질병,1.0
M8636,"만성 다초점 골수염, 아래다리",1.0,1.0,2019,서울,질병,2.0
M8647,"배농관을 동반한 만성 골수염, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M8687,"기타 골수염, 발목 및 발",1.0,0.0,2019,서울,질병,1.0
M8688,"기타 골수염, 기타 부분",2.0,0.0,2019,서울,질병,2.0
M8689,"기타 골수염, 상세불명 부분",1.0,0.0,2019,서울,질병,1.0
M8691,"상세불명의 골수염, 어깨부분",1.0,0.0,2019,서울,질병,1.0
M8695,"상세불명의 골수염, 골반 부분 및 대퇴",5.0,0.0,2019,서울,질병,5.0
