년도,지역,분류,명칭,코드,구분,비용,최저비용,최고비용,치료재료대포함여부,약제비포함여부,특이사항,대분류,중분류,소분류
2021,대구,,MRI 음낭 및 음경 Scrotum and Penile 촬영료[테슬라3.0이상+품질관리적합],RMHI13101,,288020.0,,,,,,행위료,,
2021,대구,,MRI Brain 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI101,,242960.0,,,,,,행위료,,
2021,대구,,MRI뇌혈관Brain MRA 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI135,,264740.0,,,,,,행위료,,
2021,대구,,MRI 경부혈관Neck MRA 촬영료[테슬라1.53.0미만+품질관리적합],RMHI136,,264740.0,,,,,,행위료,,
2021,대구,,MRI 안면 Face 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI103,,264020.0,,,,,,행위료,,
2021,대구,,MRI 부비동 PNS 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI104,,264020.0,,,,,,행위료,,
2021,대구,,MRI 안와 Orbit  촬영료 [테슬라1.53.0미만+품질관리적합],RMHI105,,264020.0,,,,,,행위료,,
2021,대구,,MRI 측두골 Temporal Bone  촬영료 [테슬라1.53.0미만+품질관리적합],RMHI106,,264020.0,,,,,,행위료,,
2021,대구,,MRI 측두하악관절 TMJoint  촬영료 [테슬라1.53.0미만+품질관리적합],RMHI107,,264020.0,,,,,,행위료,,
2021,대구,,MRI 경부 Neck 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI108,,264020.0,,,,,,행위료,,
2021,대구,,MRI 안면 Face/촬영료/조영제 사용 [테슬라1.53.0미만+품질관리적합],RMHI203,,350830.0,,,,,,행위료,,
2021,대구,,MRI Brain 촬영료[테슬라3.0이상+품질관리적합],RMHI10101,,265040.0,,,,,,행위료,,
2021,대구,,MRI 안와 Orbit  촬영료 [테슬라3.0이상+품질관리적합],RMHI10501,,288020.0,,,,,,행위료,,
2021,대구,,MRI Brain/촬영료/조영제 사용 [테슬라3.0이상+품질관리적합],RMHI20101,,352290.0,,,,,,행위료,,
2021,대구,,MRI 안와 Orbit /촬영료/조영제 사용  [테슬라3.0이상+품질관리적합],RMHI20501,,382720.0,,,,,,행위료,,
2021,대구,,MRI 부비동 PNS /촬영료/조영제 사용 [테슬라3.0이상+품질관리적합],RMHI20401,,382720.0,,,,,,행위료,,
2021,대구,,MRI 부비동 PNS  촬영료 [테슬라3.0이상+품질관리적합],RMHI10401,,288020.0,,,,,,행위료,,
2021,대구,,MRI 복부 Abdomen 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI127,,264020.0,,,,,,행위료,,
2021,대구,,MRI 전립선 Prostate 촬영료/조영제 사용 [테슬라1.53.0미만+품질관리적합],RMHI234,,350800.0,,,,,,행위료,,
2021,대구,,MRI 전립선 Prostate 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI134,,264020.0,,,,,,행위료,,
2021,대구,,MRI 신장 및 부신 Kidney and Adrenal 촬영료/조영제 사용 [테슬라1.53.0미만+품질관리적합],RMHI230,,350800.0,,,,,,행위료,,
2021,대구,,MRI뇌혈관Brain MRA/촬영료/조영제 사용[테슬라1.53.0미만+품질관리적합],RMHI235,,351870.0,,,,,,행위료,,
2021,대구,,MRI 경부혈관Neck MRA 촬영료/조영제사용[테슬라1.53.0미만+품질관리적합],RMHI236,,351870.0,,,,,,행위료,,
2021,대구,,MRI Brain/촬영료/조영제 사용 [테슬라1.53.0미만+품질관리적합],RMHI201,,322930.0,,,,,,행위료,,
2021,대구,,MRI 흉부 Chest 촬영료/조영제 사용 [테슬라3.0이상+품질관리적합],RMHI22501,,382720.0,,,,,,행위료,,
2021,대구,,MRI 흉부 Chest 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI125,,264020.0,,,,,,행위료,,
2021,대구,,MRI 흉부 Chest 촬영료 [테슬라3.0이상+품질관리적합],RMHI12501,,288020.0,,,,,,행위료,,
2021,대구,,MRI 흉부혈관 Thoracic MRA 촬영료/조영제 사용 [테슬라1.53.0미만+품질관리적합],RMHI237,,351870.0,,,,,,행위료,,
2021,대구,,MRI 흉부혈관 Thoracic MRA 촬영료/조영제 사용 [테슬라3.0이상+품질관리적합],RMHI23701,,383860.0,,,,,,행위료,,
2021,대구,,MRI 흉부혈관 Thoracic MRA 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI137,,264740.0,,,,,,행위료,,
2021,대구,,MRI 흉부혈관 Thoracic MRA 촬영료 [테슬라3.0이상+품질관리적합],RMHI13701,,288800.0,,,,,,행위료,,
2021,대구,,MRI 유방 Breast 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI126,,264020.0,,,,,,행위료,,
2021,대구,,MRI 유방 Breast 촬영료 [테슬라3.0이상+품질관리적합],RMHI12601,,288020.0,,,,,,행위료,,
2021,대구,,MRI 유방 Breast 촬영료/조영제 사용 [테슬라1.53.0미만+품질관리적합],RMHI226,,350830.0,,,,,,행위료,,
2021,대구,,MRI 유방 Breast  촬영료/조영제 사용 [테슬라3.0이상+품질관리적합],RMHI22601,,382720.0,,,,,,행위료,,
2021,대구,,MRI 심장 Heart 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI124,,395650.0,,,,,,행위료,,
2021,대구,,MRI 심장 Heart 촬영료 [테슬라3.0이상+품질관리적합],RMHI12401,,431620.0,,,,,,행위료,,
2021,대구,,MRI 복부혈관 Abdominal MRA 촬영료 [테슬라1.53.0미만+품질관리적합],RMHI138,,264740.0,,,,,,행위료,,
2021,대구,,MRI 복부혈관 Abdominal MRA 촬영료/조영제 사용 [테슬라1.53.0미만+품질관리적합],RMHI238,,351870.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)간호간병/입원관리료 일반과,A2Z0010203,,48460.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)간호간병/간호간병료 내소정,A2Z0010206,,140600.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)간호간병/간호간병료 일반과,A2Z0010204,,102540.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)기존 병실차액 ,A2Z00102,,70000.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)간호간병/입원관리료 내소정,A2Z0010205,,53310.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)간호간병/기본외박관리료(병원관리료),A2Z0010208,,22780.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)일반과 입원료,A2Z0010201,,58630.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)내소정 입원료,A2Z0010202,,70120.0,,,,,,행위료,,
2021,대구,,입원료(1인실:병실차액)기본외박관리료(병원관리료),A2Z0010207,,17160.0,,,,,,행위료,,
2021,대구,,(정밀)체성분 분석검사,SZ05300,,15000.0,,,,,,행위료,,
2021,대구,,적외선체열진단 [전신],SZ05110,,100000.0,,,,,,행위료,,
2021,대구,,적외선체열진단 [경추 및 상지],SZ05103,,50000.0,,,,,,행위료,,
2021,대구,,적외선체열진단 [요천추 및 하지],SZ05104,,50000.0,,,,,,행위료,,
2021,대구,,적외선체열진단 [흉추],SZ05105,,50000.0,,,,,,행위료,,
2021,대구,,적외선체열진단 [족부],SZ05108,,50000.0,,,,,,행위료,,
2021,대구,,적외선체열진단 [기타],SZ05109,,50000.0,,,,,,행위료,,
2021,대구,,두부 및 부비동(적외선체열진단),SZ05101,,50000.0,,,,,,행위료,,
2021,대구,,적외선체열진단 [악관절],SZ05102,,50000.0,,,,,,행위료,,
2021,대구,,미세전위 T 교대파 검사 ,SZ05400,,50000.0,,,,,,행위료,,
2022,대구,,(비급여)비유전성질환 유전자검사중합효소연쇄반응확장교잡반응[BRAF Gene],PWC583117601,,45894,,,,,,치료재료대,,
2022,대구,,캐스트(cast) 슈즈(신발) 1개국산,3012300038,,3197,,,,,,치료재료대,,
2022,대구,,8자붕대(소),3012300002,,2928,,,,,,치료재료대,,
2022,대구,,8자붕대(중)/1EA,3012300003,,2928,,,,,,치료재료대,,
2022,대구,,8자붕대(대)/1EA,3012300004,,2928,,,,,,치료재료대,,
2022,대구,,Arm Sling(adult)/1EA,3012300023,,1019,,,,,,치료재료대,,
2022,대구,,Arm Sling (child)/1EA,3012300024,,1009,,,,,,치료재료대,,
2022,대구,,진료기록영상(CD)PACS영상,AQF00101,,5000,,,,,,제증명료,,
2022,대구,,진료기록영상(CD)내시경PACS영상,AQF00201,,5000,,,,,,제증명료,,
2022,대구,,진료기록영상(CD)뇌파영상,AQF00301,,5000,,,,,,제증명료,,
2022,대구,,진료기록영상(CD)심혈관PACS영상,AQF00401,,5000,,,,,,제증명료,,
2022,대구,,진료기록영상(CD)핵의학PACS영상,AQF00501,,5000,,,,,,제증명료,,
2022,대구,,진료기록영상(CD)EEG영상,AQF00601,,5000,,,,,,제증명료,,
2022,대구,,입원료(1인실:병실차액)기존 병실차액 ,A2Z00102,,70000,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)일반과 입원료,A2Z0010201,,76120,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)내소정 입원료,A2Z0010202,,91030,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)간호간병/입원관리료 일반과,A2Z0010203,,48460,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)간호간병/간호간병료 일반과,A2Z0010204,,100510,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)간호간병/입원관리료 내소정,A2Z0010205,,53310,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)간호간병/간호간병료 내소정,A2Z0010206,,107810,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)기본외박관리료(병원관리료),A2Z0010207,,17410,,,,,,행위료,,
2022,대구,,입원료(1인실:병실차액)간호간병/기본외박관리료(병원관리료),A2Z0010208,,22780,,,,,,행위료,,
2022,대구,,담요/1장(귀가용)전액본인부담,XX22DAM,,26500,,,,,,치료재료대,,
2022,대구,,시트(대)/1EA(귀가용)전액본인부담,XX22SEAT,,10265,,,,,,치료재료대,,
2022,대구,,"반 시트/1장(파손,가져갈때 전액본인부담""K"")",XX22SHEET1,,6819,,,,,,치료재료대,,
2022,대구,,"Urine Bottle (소변기 1000cc)/1EA(본인이 파손하거나, 귀가시 휴대하여 갈 경우 본인부담)",3012300133,,1010,,,,,,치료재료대,,
2022,대구,,"여자용 소변기/1EA(본인이 파손하거나, 귀가시 휴대하여 갈 경우 본인부담)",3012300175,,5764,,,,,,치료재료대,,
2022,대구,,Bed Pen P.V.C /1EA(대변기),3012300026,,1581,,,,,,치료재료대,,
2022,대구,,환의 상하 한벌 (귀가용),BZ00001,,12959,,,,,,치료재료대,,
2022,대구,,Silicone Nasal Implant,4020300031,,16000,,,,,,치료재료대,,
2022,대구,,Testicular(인공고환)/1EA,4010600006,,660000,,,,,,치료재료대,,
2022,대구,,AMS Spectra(음경보형물재료)굽은형,4010600004,,2640000,,,,,,치료재료대,,
2022,대구,,보형물 AMS700 PENILE PROSTHESIS(3/PIECE)팽창형,4010600015,,6258206,,,,,,치료재료대,,
2022,대구,,CollaProducts Collatape,4110200034,,25000,,,,,,치료재료대,,
2022,대구,,Colla Plug /1EA,4110200033,,19200,,,,,,치료재료대,,
2022,대구,,CollaProducts Collacote,4110200032,,24000,,,,,,치료재료대,,
2022,대구,,Osteon II collagen(OTCC) 0.14cc[OTCC0605M],4110500028,,33000,,,,,,치료재료대,,
2022,대구,,Osteon II collagen(OTCC) 0.28cc[OTCC0610M],4110500029,,49000,,,,,,치료재료대,,
2022,대구,,OCS B  0.5g,4110500015,,99000,,,,,,치료재료대,,
2022,대구,,OCS B  0.25g(골이식재),4110500014,,54082,,,,,,치료재료대,,
2022,대구,,(DT)BioCera(0.5CC),4110500002,,115000,,,,,,치료재료대,,
2022,대구,,(DT)BioCera(0.25CC),4110500003,,60000,,,,,,치료재료대,,
2022,대구,,Homby knife Blade/1EA,4020900068,,14300,,,,,,치료재료대,,
2022,대구,,JSLLENS(법정비급여),4020400039,,2000,,,,,,치료재료대,,
2022,대구,,박티그라(초산클로르헥시딘)(스미스앤드네퓨)),3010600041,,2516,,,,,,치료재료대,,
2022,대구,,박티그라(초산클로르헥시딘)(스미스앤드네퓨)),4020900172,,2516,,,,,,치료재료대,,
2022,대구,,이수푸렐(Isoproterenol HCl 200㎍)/1ml(모니코),MISUPREL,,15780,,,,,,약제비,,
2022,대구,,엠엠알II주 백신[지원](프리오릭스주),MMMR2,,30000,,,,,,행위료,,
2022,대구,,스카이셀플루4가프리필드S.만3세이상 사비소아과만,MSKYFLU4,,30000,,,,,,행위료,,
2022,대구,,sonoVue inj(소노뷰),5420900001,,93141,,,,,,치료재료대,,
2022,대구,,B형간염 백신 헤파빅 1ml,MHBIG,,34465,,,,,,행위료,,
2022,대구,,국민연금장애심사용진단서,AQA00101,,6000,,,,,,제증명료,,
2022,대구,,노인 장기요양보험 의사소견서,AQA00200,,39640,,,,,,제증명료,,
2022,대구,,방문간호지시서,AQA00201,,21080,,,,,,제증명료,,
2022,대구,,노인장기요양보험(5등급예상 치매진단)의사소견서,AQA00202,,55730,,,,,,제증명료,,
2022,대구,,병무용진단서,AQA00301,,20000,,,,,,제증명료,,
2022,대구,,보장구검진소견서,AQA00400,,10000,,,,,,제증명료,,
2022,대구,,사망진단서,AQA00501,,10000,,,,,,제증명료,,
2022,대구,,영문사망진단서,AQA00503,,15000,,,,,,제증명료,,
2022,대구,,사산(사태)증명서,AQA00701,,2000,,,,,,제증명료,,
2022,대구,,시체검안서,AQA00801,,30000,,,,,,제증명료,,
2022,대구,,상해진단서(3주미만),AQA01001,,50000,,,,,,제증명료,,
2022,대구,,상해진단서(3주이상),AQA01003,,100000,,,,,,제증명료,,
2022,대구,,성별감정서,AQA01101,,10000,,,,,,제증명료,,
2022,대구,,장애정도 심사용 진단서(신체적장애),AQA01301,,15000,,,,,,제증명료,,
2022,대구,,장애정도 심사용 진단서(정신적장애),AQA01304,,40000,,,,,,제증명료,,
2022,대구,,연령감정서,AQA01401,,20000,,,,,,제증명료,,
2022,대구,,일반소견서(보험회사 제출용),AQA01501,,10000,,,,,,제증명료,,
2022,대구,,영문일반소견서(보험회사 제출용),AQA01503,,15000,,,,,,제증명료,,
2022,대구,,일반진단서,AQA01601,,10000,,,,,,제증명료,,
2022,대구,,입퇴원확인서,AQA01701,,3000,,,,,,제증명료,,
2022,대구,,장애인증명서소득공제장애자증명서,AQA01901,,1000,,,,,,제증명료,,
2022,대구,,장애진단서,AQA02001,,100000,,,,,,제증명료,,
2022,대구,,장애진단서(간단),AQA02002,,15000,,,,,,제증명료,,
2022,대구,,정신감정서,AQA02101,,100000,,,,,,제증명료,,
2022,대구,,영문 등 외국어 일반진단서,AQA02201,,15000,,,,,,제증명료,,
2022,대구,,향후진료비추정서(천만원미만),AQA02301,,50000,,,,,,제증명료,,
2022,대구,,향후진료비추정서(천만원이상),AQA02303,,100000,,,,,,제증명료,,
2022,대구,,진료확인서,AQA02401,,3000,,,,,,제증명료,,
2022,대구,,출생증명서,AQA02501,,3000,,,,,,제증명료,,
2022,대구,,통원확인서[병명 미기재],AQA02601,,1000,,,,,,제증명료,,
2022,대구,,통원확인서[병명 기재],AQA02602,,3000,,,,,,제증명료,,
2022,대구,,근로능력평가용진단서,AQA02801,,10000,,,,,,제증명료,,
2022,대구,,수술확인서,AQA03001,,10000,,,,,,제증명료,,
2022,대구,,"진료기록사본( 매당,기본5부)",AQB00101,,1000,,,,,,제증명료,,
2022,대구,,진료기록사본(6매 이상)(1매당 금액),AQB00102,,100,,,,,,제증명료,,
2022,대구,,치면세균막검사(만40세),AQH700A,,3000,,,,,,제증명료,,
2022,대구,,노인신체기능평가,AQH700C,,2400,,,,,,제증명료,,
2022,대구,,생활습관평가(1개),AQH701A,,6000,,,,,,제증명료,,
2022,대구,,생활습관평가(2개),AQH702A,,7500,,,,,,제증명료,,
2022,대구,,생활습관평가(3개),AQH703A,,9000,,,,,,제증명료,,
2022,대구,,생활습관평가(4개),AQH704A,,10500,,,,,,제증명료,,
2022,대구,,생활습관평가(5개),AQH705A,,12000,,,,,,제증명료,,
2022,대구,,제증명료 사본,AQW01200,,1000,,,,,,제증명료,,
2022,대구,,운동처방[스트레칭 집단 재활치료],FZ01701,,4000,,,,,,행위료,,
2022,대구,,운동처방[특수재활체육],FZ01702,,10000,,,,,,행위료,,
2022,대구,,"기미,주근깨,점 제거술 [대]",HZDE00101,,30000,,,,,,행위료,,
2022,대구,,"기미,주근깨,점 제거술 [중]",HZDE00102,,20000,,,,,,행위료,,
2022,대구,,"기미,주근깨,점 제거술 [소]",HZDE00103,,10000,,,,,,행위료,,
2022,대구,,박피술 [화학] (대),HZDE01901,,100000,,,,,,행위료,,
2022,대구,,박피술 [화학] (중),HZDE01902,,50000,,,,,,행위료,,
2022,대구,,박피술 [화학] (소),HZDE01903,,30000,,,,,,행위료,,
2022,대구,,"병변내주입요법,A",HZDE02101,,5000,,,,,,행위료,,
2022,대구,,"병변내주입요법,B",HZDE02102,,10000,,,,,,행위료,,
2022,대구,,사마귀제거 [대],HZDE02201,,10000,,,,,,행위료,,
2022,대구,,사마귀제거 [소],HZDE02202,,5000,,,,,,행위료,,
2022,대구,,여드름 제거(대),HZDE02301,,10000,,,,,,행위료,,
2022,대구,,여드름 제거(중),HZDE02302,,5000,,,,,,행위료,,
2022,대구,,여드름 제거(소),HZDE02303,,3000,,,,,,행위료,,
2022,대구,,비변형 교정술(대),HZEN00201,,500000,,,,,,행위료,,
2022,대구,,비변형 교정술(중),HZEN00202,,300000,,,,,,행위료,,
2022,대구,,비변형 교정술(소),HZEN00203,,200000,,,,,,행위료,,
2022,대구,,코골음성형술 간단,HZEN00501,,200000,,,,,,행위료,,
2022,대구,,코골음성형술 복잡,HZEN00502,,400000,,,,,,행위료,,
2022,대구,,메조테라피/1회당,HZFM00100,,14000,,,,,,행위료,,
2022,대구,,비만치료(주사),HZFM00200,,8000,,,,,,행위료,,
2022,대구,,비만치료 [복잡],HZFM00301,,5000,,,,,,행위료,,
2022,대구,,비만치료 [중등도],HZFM00302,,4000,,,,,,행위료,,
2022,대구,,비만치료 [간단],HZFM00303,,2000,,,,,,행위료,,
2022,대구,,난관결찰술(비급여),HZOG00100,,300000,,,,,,행위료,,
2022,대구,,자궁내장치 [IUD],HZOG00800,,30000,,,,,,행위료,,
2022,대구,,쌍거풀수술 (대),HZOP01301,,300000,,,,,,행위료,,
2022,대구,,쌍거풀수술(소),HZOP01302,,250000,,,,,,행위료,,
2022,대구,,사시수술 단순(단일 안근),HZOP01901,,300000,,,,,,행위료,,
2022,대구,,사시수술 단순(복수 안근),HZOP01902,,500000,,,,,,행위료,,
2022,대구,,고환삽입술,HZUR00200,,500000,,,,,,행위료,,
2022,대구,,음경 이물질 제거술 A ,HZUR00501,,1000000,,,,,,행위료,,
2022,대구,,음경 이물질 제거술 B,HZUR00502,,1500000,,,,,,행위료,,
2022,대구,,음경 이물질 제거술 C,HZUR00503,,2000000,,,,,,행위료,,
2022,대구,,음경보형물 삽입술 A,HZUR00801,,1500000,,,,,,행위료,,
2022,대구,,정관절제술 [결찰술],HZUR01300,,200000,,,,,,행위료,,
2022,대구,,포경수술(배면절개),HZUR01800,,150000,,,,,,행위료,,
2022,대구,,포경수술(환상절개),HZUR01801,,200000,,,,,,행위료,,
2022,대구,,"R.D, Attachment Change, Mat",JK0001M,,150000,,,,,,치료재료대,,
2022,대구,,"R.D, Magnetic change, Mat",JK0002M,,150000,,,,,,치료재료대,,
2022,대구,,"Implant, Magnetic change, Mat",JK0003M,,200000,,,,,,치료재료대,,
2022,대구,,"Implant, abutment change, A, Mat",JK0004M,,200000,,,,,,치료재료대,,
2022,대구,,"Implant, abutment change, B, Mat",JK0005M,,400000,,,,,,치료재료대,,
2022,대구,,"Implant, coping screw change, Mat",JK0006M,,30000,,,,,,치료재료대,,
2022,대구,,"Implant, UCLA screw change, Mat",JK0007M,,50000,,,,,,치료재료대,,
2022,대구,,"Implant, Cr. Remake fee, A, Mat",JK0008M,,100000,,,,,,치료재료대,,
2022,대구,,"Implant, Cr. Remake fee, B, Mat",JK0009M,,200000,,,,,,치료재료대,,
2022,대구,,"Overdenture clip change, Mat",JK0010M,,10000,,,,,,치료재료대,,
2022,대구,,"Overdenture Oring change, Mat",JK0011M,,20000,,,,,,치료재료대,,
2022,대구,,"Hard resin, ant. Teeth, Mat",JK0012M,,20000,,,,,,치료재료대,,
2022,대구,,"Hard resin, post. Teeth, Mat",JK0013M,,30000,,,,,,치료재료대,,
2022,대구,,Konus Telescopic Milling fee,JK0014M,,100000,,,,,,치료재료대,,
2022,대구,,Pressure Injection Resin System,JK0015M,,100000,,,,,,치료재료대,,
2022,대구,,Novel Guide(FinishedSurgicalTemplate임플란트5이상,JK0016M,,1500000,,,,,,치료재료대,,
2022,대구,,Novel Guide(FinishedSurgicalTemplate14Implants),JK0017M,,1000000,,,,,,치료재료대,,
2022,대구,,Esthetic resin filling,JM0002T,,250000,,,,,,행위료,,
2022,대구,,Light curing G.I filling,JM0003T,,80000,,,,,,행위료,,
2022,대구,,"P.F.M repair, simple",JM0004T,,100000,,,,,,행위료,,
2022,대구,,"P.F.M repair, complex",JM0005T,,200000,,,,,,행위료,,
2022,대구,,Screw post,JM0006T,,70000,,,,,,행위료,,
2022,대구,,Pin,JM0007T,,10000,,,,,,행위료,,
2022,대구,,"Denture repair, simple",JM0008T,,50000,,,,,,행위료,,
2022,대구,,"Denture repair, complex",JM0009T,,100000,,,,,,행위료,,
2022,대구,,"Direct denture reline, simple ",JM0010T,,100000,,,,,,행위료,,
2022,대구,,"Direct denture reline, complex",JM0011T,,150000,,,,,,행위료,,
2022,대구,,Direct denture soft reline,JM0012T,,50000,,,,,,행위료,,
2022,대구,,Flipper (simple),JM0013T,,50000,,,,,,행위료,,
2022,대구,,Resin temporary crown,JM0014T,,30000,,,,,,행위료,,
2022,대구,,Face mask impression,JM0015T,,200000,,,,,,행위료,,
2022,대구,,"plaque control,simple",JM0016T,,10000,,,,,,행위료,,
2022,대구,,"plaque control, complex",JM0017T,,30000,,,,,,행위료,,
2022,대구,,T.B.I,JM0018T,,30000,,,,,,행위료,,
2022,대구,,"Teeth bleaching, simple",JM0019T,,30000,,,,,,행위료,,
2022,대구,,"Teeth bleaching, complex",JM0020T,,50000,,,,,,행위료,,
2022,대구,,S.S crown,JM0021T,,150000,,,,,,행위료,,
2022,대구,,Study impression/1악당,JM0022T,,30000,,,,,,행위료,,
2022,대구,,"Occlusal splint (1악당), simple",JM0023T,,300000,,,,,,행위료,,
2022,대구,,Occlusal splint 관리,JM0024T,,30000,,,,,,행위료,,
2022,대구,,Fluorid therapy (1악당),JM0025T,,100000,,,,,,행위료,,
2022,대구,,Resin facing repair (1치당),JM0026T,,50000,,,,,,행위료,,
2022,대구,,"Oral exam, consult.",JM0027T,,30000,,,,,,행위료,,
2022,대구,,"Dx of implant, simple",JM0028T,,50000,,,,,,행위료,,
2022,대구,,"Dx of implant, complex",JM0029T,,100000,,,,,,행위료,,
2022,대구,,P.R.P.,JM0031T,,100000,,,,,,행위료,,
2022,대구,,Over denture clip 교환,JM0032T,,50000,,,,,,행위료,,
2022,대구,,Over denture Oring & ERA 교환,JM0033T,,50000,,,,,,행위료,,
2022,대구,,Over denture magnetic 교환,JM0034T,,200000,,,,,,행위료,,
2022,대구,,"Implant, magnetic change fee",JM0035T,,300000,,,,,,행위료,,
2022,대구,,"Implant, abutment change fee",JM0036T,,300000,,,,,,행위료,,
2022,대구,,"Implant, coping screw change fee",JM0037T,,50000,,,,,,행위료,,
2022,대구,,"Implant, UCLA screw change fee",JM0038T,,100000,,,,,,행위료,,
2022,대구,,"implant repair, simple",JM0039T,,50000,,,,,,행위료,,
2022,대구,,"implant repair, complex",JM0040T,,100000,,,,,,행위료,,
2022,대구,,"Implant, temporary resin Cr., simple",JM0041T,,50000,,,,,,행위료,,
2022,대구,,"Implant, temporary resin Cr., complex",JM0042T,,200000,,,,,,행위료,,
2022,대구,,"bone graft, simple",JM0043T,,200000,,,,,,행위료,,
2022,대구,,"bone graft, complex",JM0044T,,1000000,,,,,,행위료,,
2022,대구,,Pit & fissure sealant,JM0045T,,30000,,,,,,행위료,,
2022,대구,,"Orthodontics, Morthly fee",JM0046T,,60000,,,,,,행위료,,
2022,대구,,Scaling 치석제거,JM0047T,,80000,,,,,,행위료,,
2022,대구,,Laser 충치예방치료(1치당),JM0048T,,10000,,,,,,행위료,,
2022,대구,,Laser 미백치료(1치당),JM0049T,,50000,,,,,,행위료,,
2022,대구,,구취측정검사,JM0050T,,30000,,,,,,행위료,,
2022,대구,,Sp cr,JM0051T,,60000,,,,,,행위료,,
2022,대구,,Cornus Denture(내관 & 외관),JM0052T,,500000,,,,,,행위료,,
2022,대구,,Milling 비,JM0053T,,100000,,,,,,행위료,,
2022,대구,,"임플란트목적/상악동거상술,측방접근(단순)",JM0054T,,1000000,,,,,,행위료,,
2022,대구,,"임플란트목적/상악동거상술,측방접근(복잡)",JM0055T,,1500000,,,,,,행위료,,
2022,대구,,Laser Solder,JM0056T,,60000,,,,,,행위료,,
2022,대구,,Peri implantitis treatment,JM0057T,,100000,,,,,,행위료,,
2022,대구,,"Implant  second surgery,Simple",JM0058T,,100000,,,,,,행위료,,
2022,대구,,"Implant  second surgery,Complex(연조직)",JM0059T,,300000,,,,,,행위료,,
2022,대구,,"Implant  second surgery,Complex(경조직)",JM0060T,,500000,,,,,,행위료,,
2022,대구,,Perio test(인공치아 개당),JM0061T,,50000,,,,,,행위료,,
2022,대구,,"Surgical stent,단순(임플란트3개이하)",JM0062T,,50000,,,,,,행위료,,
2022,대구,,"Surgical stent,복잡(임플란트4개이상)",JM0063T,,100000,,,,,,행위료,,
2022,대구,,임플란트목적 레이저치료,JM0064T,,100000,,,,,,행위료,,
2022,대구,,임플란트목적/상악동거상술(편측),JM0065T,,300000,,,,,,행위료,,
2022,대구,,임플란트목적/하치조측방전위술(편측),JM0066T,,1000000,,,,,,행위료,,
2022,대구,,임플란트목적/하치조측방전위술(양측),JM0067T,,1500000,,,,,,행위료,,
2022,대구,,MANDIBULAR RECONSTRUCTION A,JM0073T,,1000000,,,,,,행위료,,
2022,대구,,MANDIBULAR RECONSTRUCTION B,JM0074T,,2000000,,,,,,행위료,,
2022,대구,,MANDIBULAR RECONSTRUCTION C,JM0075T,,3000000,,,,,,행위료,,
2022,대구,,MANDIBULAR RECONSTRUCTION D,JM0076T,,4000000,,,,,,행위료,,
2022,대구,,MANDIBULAR RECONSTRUCTION E,JM0077T,,5000000,,,,,,행위료,,
2022,대구,,FIXED ORTHODONTIC TX A,JM0078T,,1000000,,,,,,행위료,,
2022,대구,,FIXED ORTHODONTIC TX B,JM0079T,,2000000,,,,,,행위료,,
2022,대구,,FIXED ORTHODONTIC TX C,JM0080T,,3000000,,,,,,행위료,,
2022,대구,,FIXED ORTHODONTIC TX D,JM0081T,,4000000,,,,,,행위료,,
2022,대구,,골증대술,JM0082T,,500000,,,,,,행위료,,
2022,대구,,보철 치료(CHECK UP)중,JM0083T,,10000,,,,,,행위료,,
2022,대구,,SURGICAL UNCOVERING(1치당)치관노출술,JM0084T,,100000,,,,,,행위료,,
2022,대구,,보격장치(고정식),JM0085T,,50000,,,,,,행위료,,
2022,대구,,보격장치(가철식),JM0086T,,100000,,,,,,행위료,,
2022,대구,,"Crown, Palladium,Mat",JP0003M,,160000,,,,,,치료재료대,,
2022,대구,,"Crown, Metal,Mat",JP0004M,,100000,,,,,,치료재료대,,
2022,대구,,"Atrficial gold crown for RD,Mat",JP0005M,,100000,,,,,,치료재료대,,
2022,대구,,"Crown, PFM, A,Mat",JP0006M,,150000,,,,,,치료재료대,,
