년도,지역,구분,상병코드,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료과,진료비(천원),log_cost,cost_bin
2022,광주,입원(연인원),C34,2433.0,211.0,160.0,57.0,1319,482.0,204.0,내과,1085739671.0,20.80552731701529,9
2022,광주,입원(연인원),C18,2389.0,140.0,0.0,13.0,1633,434.0,169.0,외과,976881874.0,20.69987629686317,9
2022,광주,입원(연인원),G20,2379.0,211.0,91.0,31.0,1792,254.0,0.0,신경과,651766852.0,20.295197468517987,8
2022,광주,입원(연인원),J69,2325.0,39.0,0.0,0.0,1821,224.0,241.0,내과,848650493.0,20.559157991672627,8
2022,광주,입원(연인원),M51,2095.0,249.0,76.0,155.0,828,787.0,0.0,재활의학과,458750772.0,19.94401764234526,7
2022,광주,입원(연인원),K81,2035.0,9.0,49.0,29.0,1136,540.0,272.0,외과,790747830.0,20.48848967718073,8
2022,광주,입원(연인원),N18,1833.0,0.0,486.0,27.0,604,631.0,85.0,내과,693768296.0,20.357648596731185,8
2022,광주,입원(연인원),S72,1800.0,48.0,0.0,24.0,745,810.0,173.0,정형외과,510754842.0,20.051400273751167,8
2022,광주,입원(연인원),C22,1678.0,73.0,31.0,23.0,1052,475.0,24.0,내과,725301968.0,20.402098635068686,8
2022,광주,입원(연인원),C25,1569.0,87.0,2.0,46.0,660,774.0,0.0,내과,707782784.0,20.377647803737528,8
2022,광주,외래,N40,24715.0,613.0,885.0,1394.0,18209,2388.0,1226.0,비뇨의학과,1908427331.0,21.369545353448753,9
2022,광주,외래,I10,17670.0,1537.0,1016.0,1830.0,10625,1970.0,692.0,내과,1143781775.0,20.857605956463168,9
2022,광주,외래,E11,17137.0,1376.0,1004.0,1463.0,11380,1615.0,299.0,내과,1994781894.0,21.4138005554972,9
2022,광주,외래,M48,17020.0,1062.0,1045.0,1212.0,11473,1857.0,371.0,정형외과,1574621516.0,21.17728077367907,9
2022,광주,외래,E30,16499.0,16495.0,4.0,0.0,0,0.0,0.0,소아청소년과,1571187280.0,21.175097400445154,9
2022,광주,외래,I20,13905.0,662.0,641.0,918.0,10066,1347.0,271.0,내과,1367933814.0,21.036567274128426,9
2022,광주,외래,M17,13277.0,456.0,675.0,1292.0,9134,1369.0,351.0,정형외과,1382089051.0,21.04686199726367,9
2022,광주,외래,K05,11307.0,907.0,675.0,786.0,7934,878.0,127.0,치과,2447505420.0,21.618335147279662,9
2022,광주,외래,Z26,9727.0,5921.0,700.0,813.0,1909,280.0,104.0,내과,844567720.0,20.554335481642383,8
2022,광주,외래,I63,7937.0,518.0,405.0,456.0,4874,1269.0,415.0,신경과,681597976.0,20.339950565458544,8
2022,광주,외래,K21,7260.0,479.0,408.0,507.0,5024,705.0,137.0,내과,805074596.0,20.506445498170255,8
2022,광주,외래,H25,6131.0,42.0,149.0,292.0,5077,445.0,126.0,안과,324467533.0,19.597696039796528,7
2022,광주,외래,F00,6065.0,17.0,44.0,119.0,2198,2647.0,1040.0,신경과,298089818.0,19.512905405096273,7
2022,광주,외래,M51,5816.0,990.0,276.0,346.0,3936,192.0,76.0,재활의학과,419552493.0,19.85469921072699,7
2022,광주,외래,M75,5780.0,641.0,366.0,491.0,3823,428.0,31.0,정형외과,426305686.0,19.870667222017087,7
2022,광주,외래,Z49,5230.0,1177.0,404.0,349.0,2780,520.0,0.0,내과,1422303917.0,21.075543871229765,9
2022,광주,외래,C61,5118.0,20.0,87.0,118.0,3951,737.0,205.0,비뇨의학과,957958361.0,20.680314871525017,8
2022,광주,외래,R41,5054.0,64.0,106.0,396.0,3576,755.0,157.0,신경과,468229553.0,19.96446923362612,8
2022,광주,외래,J44,4676.0,111.0,109.0,142.0,3453,593.0,268.0,내과,463497893.0,19.954312399270542,8
2022,광주,외래,R63,4573.0,155.0,85.0,213.0,3314,627.0,179.0,가정의학과,192574492.0,19.075993613459346,7
2023,광주,입원(연인원),I63,9469.0,460.0,195.0,488.0,6764,996.0,566.0,신경과,3508147339.0,21.978353911714574,9
2023,광주,입원(연인원),M48,7956.0,143.0,180.0,422.0,6112,962.0,137.0,정형외과,2752516225.0,21.735781321548274,9
2023,광주,입원(연인원),I20,4709.0,80.0,198.0,228.0,3272,781.0,150.0,내과,4790358736.0,22.28987113846678,9
2023,광주,입원(연인원),N40,4185.0,41.0,127.0,182.0,3172,586.0,77.0,비뇨의학과,2075643473.0,21.453537050507347,9
2023,광주,입원(연인원),C61,3845.0,37.0,85.0,83.0,2923,426.0,291.0,비뇨의학과,2447154337.0,21.618191691751438,9
2023,광주,입원(연인원),L89,3318.0,0.0,0.0,0.0,1879,1376.0,63.0,외과,970836460.0,20.69366858879583,8
2023,광주,입원(연인원),C22,3214.0,226.0,330.0,69.0,1455,737.0,397.0,내과,1428828791.0,21.08012091905929,9
2023,광주,입원(연인원),M51,3196.0,406.0,44.0,226.0,1882,638.0,0.0,재활의학과,982302125.0,20.705409482951012,9
2023,광주,입원(연인원),C16,2634.0,250.0,167.0,204.0,1146,805.0,62.0,내과,1041347480.0,20.763781366271004,9
2023,광주,입원(연인원),S72,2559.0,0.0,0.0,0.0,1112,1114.0,333.0,정형외과,805227495.0,20.506635399184635,8
2023,광주,입원(연인원),G20,2531.0,118.0,38.0,11.0,2225,128.0,11.0,신경과,942553965.0,20.66410373400268,8
2023,광주,입원(연인원),I61,2414.0,198.0,489.0,377.0,1244,101.0,5.0,재활의학과,743687614.0,20.427131632314477,8
2023,광주,입원(연인원),N18,2356.0,226.0,179.0,93.0,1493,290.0,75.0,내과,954116196.0,20.676296021785923,8
2023,광주,입원(연인원),C34,2237.0,130.0,28.0,119.0,883,1005.0,72.0,내과,1004837124.0,20.728091300646934,9
2023,광주,입원(연인원),C18,2133.0,209.0,50.0,72.0,910,659.0,233.0,외과,924940442.0,20.64523990745789,8
2023,광주,입원(연인원),K80,2010.0,225.0,30.0,46.0,782,668.0,259.0,내과,974673417.0,20.697613016954428,8
2023,광주,입원(연인원),E11,1955.0,57.0,166.0,54.0,1482,186.0,10.0,내과,636859198.0,20.2720591514274,8
2023,광주,입원(연인원),C25,1955.0,109.0,136.0,162.0,987,537.0,24.0,내과,808021071.0,20.510098695353232,8
2023,광주,입원(연인원),M17,1740.0,2.0,160.0,246.0,1178,154.0,0.0,정형외과,478760053.0,19.986710098760817,8
2023,광주,입원(연인원),K81,1704.0,101.0,4.0,44.0,973,387.0,195.0,외과,763150795.0,20.452966205370135,8
2023,광주,외래,N40,24580.0,681.0,953.0,1439.0,17455,2885.0,1167.0,비뇨의학과,2253915899.0,21.535934940421587,9
2023,광주,외래,I10,18198.0,1694.0,990.0,1655.0,11120,2091.0,648.0,내과,1625072595.0,21.208818326191775,9
2023,광주,외래,E11,16018.0,1278.0,895.0,1403.0,10351,1793.0,298.0,내과,2259575684.0,21.53844288260337,9
2023,광주,외래,E30,14942.0,14938.0,4.0,0.0,0,0.0,0.0,소아청소년과,1536126402.0,21.15252976190575,9
2023,광주,외래,I20,14881.0,619.0,731.0,870.0,10559,1778.0,324.0,내과,1874324975.0,21.351514418748618,9
2023,광주,외래,M48,14816.0,691.0,728.0,1075.0,10167,1788.0,367.0,정형외과,1933228732.0,21.382457360746333,9
2023,광주,외래,K05,10702.0,766.0,414.0,872.0,7554,955.0,141.0,치과,2445993545.0,21.61771723561429,9
2023,광주,외래,M17,10421.0,318.0,416.0,843.0,7336,1180.0,328.0,정형외과,1234789933.0,20.934166698631614,9
2023,광주,외래,Z26,9082.0,4953.0,771.0,788.0,2154,316.0,100.0,내과,813675722.0,20.51707246990166,8
2023,광주,외래,H25,8948.0,73.0,170.0,493.0,7073,963.0,176.0,안과,660433576.0,20.30840711214599,8
2023,광주,외래,N18,8791.0,1645.0,337.0,885.0,4152,1611.0,161.0,내과,1873804922.0,21.35123691875937,9
2023,광주,외래,I63,7804.0,483.0,358.0,449.0,4611,1475.0,428.0,신경과,769296084.0,20.460986479374228,8
2023,광주,외래,K21,7094.0,450.0,389.0,492.0,4837,805.0,121.0,내과,795985349.0,20.49509133911668,8
2023,광주,외래,C61,5862.0,12.0,130.0,167.0,4386,943.0,224.0,비뇨의학과,1292832649.0,20.9801015006721,9
2023,광주,외래,M75,5849.0,630.0,307.0,450.0,3574,834.0,54.0,정형외과,525659110.0,20.080163482661927,8
2023,광주,외래,M51,5835.0,839.0,447.0,469.0,3737,301.0,42.0,재활의학과,444124597.0,19.91161570715448,7
2023,광주,외래,F00,5767.0,6.0,39.0,103.0,1880,2462.0,1277.0,신경과,311712418.0,19.557591586741424,7
2023,광주,외래,R41,4999.0,51.0,61.0,310.0,3563,859.0,155.0,신경과,650191112.0,20.292776897638547,8
2023,광주,외래,J00,4576.0,2203.0,121.0,199.0,1657,257.0,139.0,가정의학과,362853589.0,19.709509977535024,7
2023,광주,외래,K02,4167.0,356.0,187.0,245.0,2897,415.0,67.0,치과,987722755.0,20.710912604997382,9
