구분,지역,상병코드,age_group,count,대표진료과
외래,광주,B35,60-64,193,피부과
외래,광주,J30,60-64,107,이비인후과
외래,광주,J00,60-64,117,가정의학과
입원(연인원),광주, I63 ,60-64,332,
입원(연인원),광주, M48 ,60-64,703,
입원(연인원),광주, Z49 ,60-64,33,
입원(연인원),광주, M17 ,60-64,246,
입원(연인원),광주, N40 ,60-64,116,
입원(연인원),광주, C61 ,60-64,42,
입원(연인원),광주, C16 ,60-64,212,
입원(연인원),광주, U07 ,60-64,130,
입원(연인원),광주, L89 ,60-64,0,
입원(연인원),광주, G81 ,60-64,181,
입원(연인원),광주, C34 ,60-64,160,
입원(연인원),광주, C18 ,60-64,0,
입원(연인원),광주, G20 ,60-64,91,
입원(연인원),광주, J69 ,60-64,0,
입원(연인원),광주, M51 ,60-64,76,
입원(연인원),광주, K81 ,60-64,49,
입원(연인원),광주, N18 ,60-64,486,
입원(연인원),광주, S72 ,60-64,0,
입원(연인원),광주, C22 ,60-64,31,
입원(연인원),광주, C25 ,60-64,2,
외래,광주, N40 ,60-64,885,
외래,광주, I10 ,60-64,1016,
외래,광주, E11 ,60-64,1004,
외래,광주, M48 ,60-64,1045,
외래,광주, E30 ,60-64,4,
외래,광주, I20 ,60-64,641,
외래,광주, M17 ,60-64,675,
외래,광주, K05 ,60-64,675,
외래,광주, Z26 ,60-64,700,
외래,광주, I63 ,60-64,405,
외래,광주, K21 ,60-64,408,
외래,광주, H25 ,60-64,149,
외래,광주, F00 ,60-64,44,
외래,광주, M51 ,60-64,276,
외래,광주, M75 ,60-64,366,
외래,광주, Z49 ,60-64,404,
외래,광주, C61 ,60-64,87,
외래,광주, R41 ,60-64,106,
외래,광주, J44 ,60-64,109,
외래,광주,R63,60-64,85,가정의학과
입원(연인원),광주, I63 ,60-64,195,
입원(연인원),광주, M48 ,60-64,180,
입원(연인원),광주, I20 ,60-64,198,
입원(연인원),광주, N40 ,60-64,127,
입원(연인원),광주, C61 ,60-64,85,
입원(연인원),광주, L89 ,60-64,0,
입원(연인원),광주, C22 ,60-64,330,
입원(연인원),광주, M51 ,60-64,44,
입원(연인원),광주, C16 ,60-64,167,
입원(연인원),광주, S72 ,60-64,0,
입원(연인원),광주, G20 ,60-64,38,
입원(연인원),광주, I61 ,60-64,489,
입원(연인원),광주, N18 ,60-64,179,
입원(연인원),광주, C34 ,60-64,28,
입원(연인원),광주, C18 ,60-64,50,
입원(연인원),광주, K80 ,60-64,30,
입원(연인원),광주, E11 ,60-64,166,
입원(연인원),광주, C25 ,60-64,136,
입원(연인원),광주, M17 ,60-64,160,
입원(연인원),광주, K81 ,60-64,4,
외래,광주, N40 ,60-64,953,
외래,광주, I10 ,60-64,990,
외래,광주, E11 ,60-64,895,
외래,광주, E30 ,60-64,4,
외래,광주, I20 ,60-64,731,
외래,광주, M48 ,60-64,728,
외래,광주, K05 ,60-64,414,
외래,광주, M17 ,60-64,416,
외래,광주, Z26 ,60-64,771,
외래,광주, H25 ,60-64,170,
외래,광주, N18 ,60-64,337,
외래,광주, I63 ,60-64,358,
외래,광주, K21 ,60-64,389,
외래,광주, C61 ,60-64,130,
외래,광주, M75 ,60-64,307,
외래,광주, M51 ,60-64,447,
외래,광주, F00 ,60-64,39,
외래,광주, R41 ,60-64,61,
외래,광주, J00 ,60-64,121,
외래,광주,K02,60-64,187,치과
입원(연인원),서울, U07 ,65-69,3680,
입원(연인원),서울, M17 ,65-69,1125,
입원(연인원),서울, Z51 ,65-69,426,
입원(연인원),서울, F20 ,65-69,1395,
입원(연인원),서울, C34 ,65-69,211,
입원(연인원),서울, N18 ,65-69,128,
입원(연인원),서울, M48 ,65-69,333,
입원(연인원),서울, H25 ,65-69,349,
입원(연인원),서울, I63 ,65-69,34,
입원(연인원),서울, J15 ,65-69,9,
입원(연인원),서울, E11 ,65-69,116,
입원(연인원),서울, I50 ,65-69,11,
입원(연인원),서울, S72 ,65-69,41,
입원(연인원),서울, I25 ,65-69,247,
입원(연인원),서울, C16 ,65-69,53,
입원(연인원),서울, M75 ,65-69,277,
입원(연인원),서울, C61 ,65-69,59,
입원(연인원),서울, C22 ,65-69,108,
입원(연인원),서울, K80 ,65-69,101,
입원(연인원),서울, S06 ,65-69,183,
외래,서울, N40 ,65-69,2445,
외래,서울, I10 ,65-69,4401,
외래,서울, K05 ,65-69,5211,
외래,서울, E11 ,65-69,4141,
외래,서울, K08 ,65-69,3225,
외래,서울, M48 ,65-69,2287,
외래,서울, L30 ,65-69,1497,
외래,서울, I20 ,65-69,1126,
외래,서울, I63 ,65-69,962,
외래,서울, H25 ,65-69,1292,
외래,서울, G81 ,65-69,1341,
외래,서울, M51 ,65-69,940,
외래,서울, N18 ,65-69,758,
외래,서울, R42 ,65-69,1155,
외래,서울, C61 ,65-69,302,
외래,서울, U07 ,65-69,1330,
외래,서울, M17 ,65-69,1567,
외래,서울, R52 ,65-69,1166,
외래,서울, H35 ,65-69,697,
외래,서울,K02,65-69,1106,치과
입원(연인원),서울, M17 ,65-69,973,
입원(연인원),서울, Z51 ,65-69,524,
입원(연인원),서울, U07 ,65-69,681,
입원(연인원),서울, F20 ,65-69,1070,
입원(연인원),서울, C34 ,65-69,258,
입원(연인원),서울, I50 ,65-69,0,
입원(연인원),서울, G81 ,65-69,0,
입원(연인원),서울, N18 ,65-69,185,
입원(연인원),서울, M48 ,65-69,233,
입원(연인원),서울, I25 ,65-69,151,
입원(연인원),서울, H25 ,65-69,175,
입원(연인원),서울, C61 ,65-69,164,
입원(연인원),서울, J15 ,65-69,95,
입원(연인원),서울, S72 ,65-69,26,
입원(연인원),서울, E11 ,65-69,62,
입원(연인원),서울, M75 ,65-69,401,
입원(연인원),서울, I63 ,65-69,82,
입원(연인원),서울, J18 ,65-69,71,
입원(연인원),서울, T84 ,65-69,50,
입원(연인원),서울, S06 ,65-69,7,
외래,서울, N40 ,65-69,2303,
외래,서울, E11 ,65-69,3919,
외래,서울, K05 ,65-69,4380,
외래,서울, I10 ,65-69,3550,
외래,서울, K08 ,65-69,2900,
외래,서울, L30 ,65-69,1137,
외래,서울, I20 ,65-69,1023,
외래,서울, M48 ,65-69,1489,
외래,서울, I63 ,65-69,962,
외래,서울, N18 ,65-69,946,
외래,서울, M51 ,65-69,996,
외래,서울, H35 ,65-69,659,
외래,서울, Z11 ,65-69,1996,
외래,서울, R42 ,65-69,1122,
외래,서울, G81 ,65-69,1455,
외래,서울, R52 ,65-69,1058,
외래,서울, C61 ,65-69,277,
외래,서울, H42 ,65-69,767,
외래,서울, K02 ,65-69,1109,
외래,서울,K04,65-69,911,치과
입원(연인원),서울, G81 ,65-69,1499,
입원(연인원),서울, M17 ,65-69,808,
입원(연인원),서울, G82 ,65-69,497,
입원(연인원),서울, Z51 ,65-69,879,
입원(연인원),서울, F20 ,65-69,1668,
입원(연인원),서울, C34 ,65-69,150,
입원(연인원),서울, I50 ,65-69,87,
입원(연인원),서울, M48 ,65-69,296,
입원(연인원),서울, I63 ,65-69,147,
입원(연인원),서울, C61 ,65-69,119,
입원(연인원),서울, H25 ,65-69,223,
입원(연인원),서울, I25 ,65-69,191,
입원(연인원),서울, S72 ,65-69,139,
입원(연인원),서울, E11 ,65-69,36,
입원(연인원),서울, J18 ,65-69,91,
입원(연인원),서울, S06 ,65-69,50,
입원(연인원),서울, N17 ,65-69,0,
입원(연인원),서울, M75 ,65-69,245,
입원(연인원),서울, N18 ,65-69,170,
입원(연인원),서울, C16 ,65-69,36,
외래,서울, N40 ,65-69,2316,
외래,서울, E11 ,65-69,3703,
외래,서울, K05 ,65-69,4527,
외래,서울, K08 ,65-69,3794,
외래,서울, M51 ,65-69,1525,
외래,서울, I20 ,65-69,1108,
외래,서울, L30 ,65-69,1139,
외래,서울, I63 ,65-69,816,
외래,서울, N18 ,65-69,686,
외래,서울, I10 ,65-69,1678,
외래,서울, R42 ,65-69,1083,
외래,서울, C61 ,65-69,340,
외래,서울, G81 ,65-69,1184,
외래,서울, H35 ,65-69,593,
외래,서울, K02 ,65-69,1205,
외래,서울, I11 ,65-69,1142,
외래,서울, K04 ,65-69,1090,
외래,서울, R52 ,65-69,770,
외래,서울, M75 ,65-69,1177,
외래,서울,H42,65-69,696,안과
입원(연인원),부산, M48 ,65-69,776,
입원(연인원),부산, M51 ,65-69,353,
입원(연인원),부산, M17 ,65-69,559,
입원(연인원),부산, M75 ,65-69,147,
입원(연인원),부산, S46 ,65-69,378,
입원(연인원),부산, I63 ,65-69,0,
입원(연인원),부산, I20 ,65-69,181,
입원(연인원),부산, U07 ,65-69,466,
입원(연인원),부산, E11 ,65-69,74,
입원(연인원),부산, J18 ,65-69,16,
입원(연인원),부산, I50 ,65-69,83,
입원(연인원),부산, I69 ,65-69,290,
입원(연인원),부산, M50 ,65-69,410,
입원(연인원),부산, M96 ,65-69,49,
입원(연인원),부산, M43 ,65-69,331,
입원(연인원),부산, C16 ,65-69,146,
입원(연인원),부산, C34 ,65-69,107,
입원(연인원),부산, C22 ,65-69,0,
입원(연인원),부산, S32 ,65-69,35,
입원(연인원),부산, G81 ,65-69,182,
외래,부산,N40,65-69,1723,비뇨의학과
외래,부산,E11,65-69,2026,내과
외래,부산,U07,65-69,1489,내과
외래,부산,I10,65-69,1479,내과
외래,부산,M48,65-69,934,정형외과
외래,부산,M17,65-69,1967,정형외과
외래,부산,I20,65-69,907,내과
외래,부산,N18,65-69,880,내과
외래,부산,K05,65-69,954,치과
외래,부산,Z26,65-69,850,내과
외래,부산,L29,65-69,460,피부과
외래,부산,K02,65-69,727,치과
외래,부산,M54,65-69,666,재활의학과
외래,부산,L30,65-69,630,피부과
외래,부산,K08,65-69,706,치과
외래,부산,Z00,65-69,516,내과
외래,부산,I63,65-69,257,신경과
외래,부산,H25,65-69,347,안과
외래,부산,H04,65-69,529,안과
외래,부산,H35,65-69,292,안과
입원(연인원),부산, M48 ,65-69,411,
입원(연인원),부산, M51 ,65-69,567,
입원(연인원),부산, M17 ,65-69,541,
입원(연인원),부산, I63 ,65-69,12,
입원(연인원),부산, U07 ,65-69,356,
입원(연인원),부산, J18 ,65-69,129,
입원(연인원),부산, M96 ,65-69,81,
입원(연인원),부산, S46 ,65-69,142,
입원(연인원),부산, I20 ,65-69,122,
입원(연인원),부산, G81 ,65-69,89,
입원(연인원),부산, E11 ,65-69,13,
입원(연인원),부산, C34 ,65-69,139,
입원(연인원),부산, M75 ,65-69,60,
입원(연인원),부산, I50 ,65-69,18,
입원(연인원),부산, C16 ,65-69,75,
입원(연인원),부산, I69 ,65-69,90,
입원(연인원),부산, S32 ,65-69,83,
입원(연인원),부산, N18 ,65-69,3,
입원(연인원),부산, S06 ,65-69,0,
입원(연인원),부산, M50 ,65-69,193,
외래,부산, N40 ,65-69,1040,
외래,부산, E11 ,65-69,1480,
외래,부산, U07 ,65-69,1666,
외래,부산, L30 ,65-69,895,
외래,부산, M17 ,65-69,1883,
외래,부산, I20 ,65-69,772,
외래,부산, M48 ,65-69,554,
외래,부산, I10 ,65-69,957,
외래,부산, N18 ,65-69,589,
외래,부산, K05 ,65-69,833,
외래,부산, Z11 ,65-69,899,
외래,부산, M54 ,65-69,316,
외래,부산, K08 ,65-69,510,
외래,부산, K02 ,65-69,537,
외래,부산, I63 ,65-69,170,
외래,부산, K21 ,65-69,445,
외래,부산, N31 ,65-69,284,
외래,부산, M75 ,65-69,538,
외래,부산, R53 ,65-69,349,
외래,부산,H25,65-69,184,안과
입원(연인원),부산, M48 ,65-69,511,
입원(연인원),부산, M51 ,65-69,124,
입원(연인원),부산, J18 ,65-69,343,
입원(연인원),부산, M96 ,65-69,330,
입원(연인원),부산, I63 ,65-69,0,
입원(연인원),부산, M17 ,65-69,318,
입원(연인원),부산, G81 ,65-69,410,
입원(연인원),부산, S46 ,65-69,336,
입원(연인원),부산, I20 ,65-69,136,
입원(연인원),부산, M75 ,65-69,147,
입원(연인원),부산, N18 ,65-69,0,
입원(연인원),부산, I69 ,65-69,135,
입원(연인원),부산, S32 ,65-69,107,
입원(연인원),부산, I50 ,65-69,32,
입원(연인원),부산, N40 ,65-69,94,
입원(연인원),부산, M43 ,65-69,162,
입원(연인원),부산, C34 ,65-69,229,
입원(연인원),부산, G82 ,65-69,173,
입원(연인원),부산, M54 ,65-69,0,
입원(연인원),부산, C16 ,65-69,74,
외래,부산, N40 ,65-69,1020,
외래,부산, E11 ,65-69,1207,
외래,부산, L30 ,65-69,878,
외래,부산, M17 ,65-69,1582,
외래,부산, I20 ,65-69,710,
외래,부산, M48 ,65-69,647,
외래,부산, N18 ,65-69,217,
외래,부산, K05 ,65-69,784,
외래,부산, I10 ,65-69,694,
외래,부산, K08 ,65-69,527,
외래,부산, M54 ,65-69,245,
외래,부산, K02 ,65-69,455,
외래,부산, N31 ,65-69,373,
외래,부산, F06 ,65-69,306,
외래,부산, H35 ,65-69,235,
외래,부산, I63 ,65-69,175,
외래,부산, H36 ,65-69,326,
외래,부산, M75 ,65-69,673,
외래,부산, C61 ,65-69,34,
외래,부산,K21,65-69,391,내과
입원(연인원),인천, E11 ,65-69,281,
입원(연인원),인천, N31 ,65-69,0,
입원(연인원),인천, M17 ,65-69,90,
입원(연인원),인천, M48 ,65-69,54,
입원(연인원),인천, M19 ,65-69,169,
입원(연인원),인천, J44 ,65-69,133,
입원(연인원),인천, N40 ,65-69,8,
입원(연인원),인천, C61 ,65-69,0,
입원(연인원),인천, M75 ,65-69,200,
입원(연인원),인천, I10 ,65-69,1,
입원(연인원),인천, C67 ,65-69,0,
입원(연인원),인천, K56 ,65-69,0,
입원(연인원),인천, J45 ,65-69,7,
입원(연인원),인천, J21 ,65-69,0,
입원(연인원),인천, J18 ,65-69,0,
입원(연인원),인천, G81 ,65-69,0,
입원(연인원),인천, M96 ,65-69,66,
입원(연인원),인천, H25 ,65-69,30,
입원(연인원),인천, K81 ,65-69,0,
입원(연인원),인천, K59 ,65-69,0,
외래,인천, N40 ,65-69,169,
외래,인천, Z26 ,65-69,638,
외래,인천, I10 ,65-69,308,
외래,인천, K05 ,65-69,281,
외래,인천, E11 ,65-69,54,
외래,인천, M48 ,65-69,883,
외래,인천, H04 ,65-69,74,
외래,인천, M19 ,65-69,88,
외래,인천, H25 ,65-69,144,
외래,인천, M54 ,65-69,675,
외래,인천, L24 ,65-69,121,
외래,인천, K04 ,65-69,177,
외래,인천, B35 ,65-69,153,
외래,인천, I63 ,65-69,285,
외래,인천, K29 ,65-69,362,
외래,인천, R52 ,65-69,167,
외래,인천, K02 ,65-69,191,
외래,인천, H90 ,65-69,780,
외래,인천, K21 ,65-69,174,
외래,인천, M75 ,65-69,1347,
입원(연인원),인천, N40 ,65-69,18,
입원(연인원),인천, N31 ,65-69,9,
입원(연인원),인천, E11 ,65-69,31,
입원(연인원),인천, M48 ,65-69,0,
입원(연인원),인천, C67 ,65-69,0,
입원(연인원),인천, C61 ,65-69,0,
입원(연인원),인천, U07 ,65-69,73,
입원(연인원),인천, G81 ,65-69,7,
입원(연인원),인천, M54 ,65-69,0,
입원(연인원),인천, M17 ,65-69,67,
입원(연인원),인천, M19 ,65-69,33,
입원(연인원),인천, E14 ,65-69,0,
입원(연인원),인천, M51 ,65-69,40,
입원(연인원),인천, I63 ,65-69,13,
입원(연인원),인천, G95 ,65-69,6,
입원(연인원),인천, J44 ,65-69,0,
입원(연인원),인천, M50 ,65-69,0,
입원(연인원),인천, C34 ,65-69,0,
입원(연인원),인천, I10 ,65-69,0,
입원(연인원),인천, S72 ,65-69,0,
외래,인천, N40 ,65-69,791,
외래,인천, I10 ,65-69,866,
외래,인천, M54 ,65-69,953,
외래,인천, K05 ,65-69,516,
외래,인천, E11 ,65-69,618,
외래,인천, Z26 ,65-69,650,
외래,인천, U07 ,65-69,1109,
외래,인천, M48 ,65-69,327,
외래,인천, M17 ,65-69,343,
외래,인천, M75 ,65-69,343,
외래,인천, M51 ,65-69,364,
외래,인천, I63 ,65-69,198,
외래,인천, H04 ,65-69,182,
외래,인천, K04 ,65-69,132,
외래,인천, M19 ,65-69,205,
외래,인천, B35 ,65-69,161,
외래,인천, G81 ,65-69,219,
외래,인천, L24 ,65-69,89,
외래,인천, K29 ,65-69,138,
외래,인천, H25 ,65-69,114,
입원(연인원),인천,M48,65-69,23,정형외과
입원(연인원),인천,N40,65-69,9,비뇨의학과
입원(연인원),인천,M17,65-69,254,정형외과
입원(연인원),인천,M75,65-69,254,정형외과
입원(연인원),인천,C67,65-69,0,비뇨의학과
입원(연인원),인천,C61,65-69,173,비뇨의학과
입원(연인원),인천,E11,65-69,173,내과
입원(연인원),인천,I63,65-69,67,신경과
입원(연인원),인천,N31,65-69,0,비뇨의학과
입원(연인원),인천,J18,65-69,38,내과
입원(연인원),인천,G81,65-69,0,재활의학과
입원(연인원),인천,F00,65-69,0,신경과
입원(연인원),인천,M51,65-69,0,재활의학과
입원(연인원),인천,I61,65-69,0,재활의학과
입원(연인원),인천,S72,65-69,0,정형외과
입원(연인원),인천,M54,65-69,0,재활의학과
입원(연인원),인천,S22,65-69,0,신경외과
입원(연인원),인천,S82,65-69,0,정형외과
입원(연인원),인천,S32,65-69,0,신경외과
입원(연인원),인천,N30,65-69,0,비뇨의학과
외래,인천,N40,65-69,809,비뇨의학과
외래,인천,K05,65-69,439,치과
외래,인천,M48,65-69,219,정형외과
외래,인천,E11,65-69,659,내과
외래,인천,I10,65-69,841,내과
외래,인천,M17,65-69,674,정형외과
외래,인천,M75,65-69,568,정형외과
외래,인천,Z26,65-69,935,내과
외래,인천,M54,65-69,1375,재활의학과
외래,인천,K04,65-69,127,치과
외래,인천,J40,65-69,262,내과
외래,인천,H25,65-69,209,안과
외래,인천,I63,65-69,290,신경과
외래,인천,G81,65-69,235,재활의학과
외래,인천,H04,65-69,149,안과
외래,인천,M51,65-69,298,재활의학과
외래,인천,H90,65-69,85,이비인후과
외래,인천,M50,65-69,230,재활의학과
외래,인천,B35,65-69,169,피부과
외래,인천,L23,65-69,110,피부과
입원(연인원),대구, N18 ,65-69,2196,
입원(연인원),대구, E11 ,65-69,180,
입원(연인원),대구, M48 ,65-69,290,
입원(연인원),대구, U07 ,65-69,214,
입원(연인원),대구, J18 ,65-69,12,
입원(연인원),대구, I20 ,65-69,128,
입원(연인원),대구, M51 ,65-69,329,
입원(연인원),대구, Z51 ,65-69,533,
입원(연인원),대구, M17 ,65-69,516,
입원(연인원),대구, S32 ,65-69,190,
입원(연인원),대구, I50 ,65-69,14,
입원(연인원),대구, M75 ,65-69,158,
입원(연인원),대구, I63 ,65-69,21,
입원(연인원),대구, I48 ,65-69,61,
입원(연인원),대구, H25 ,65-69,58,
입원(연인원),대구, K80 ,65-69,26,
입원(연인원),대구, C61 ,65-69,28,
입원(연인원),대구, D13 ,65-69,20,
입원(연인원),대구, R07 ,65-69,28,
입원(연인원),대구, Z03 ,65-69,9,
외래,대구, N40 ,65-69,1675,
외래,대구, E11 ,65-69,2132,
외래,대구, I10 ,65-69,2295,
외래,대구, M51 ,65-69,1065,
외래,대구, M48 ,65-69,987,
외래,대구, I20 ,65-69,907,
외래,대구, Z26 ,65-69,1245,
외래,대구, I63 ,65-69,567,
외래,대구, H25 ,65-69,628,
외래,대구, K08 ,65-69,618,
외래,대구, N18 ,65-69,282,
외래,대구, K05 ,65-69,581,
외래,대구, M17 ,65-69,796,
외래,대구, K21 ,65-69,680,
외래,대구, F00 ,65-69,90,
외래,대구, M75 ,65-69,510,
외래,대구, U07 ,65-69,284,
외래,대구, C61 ,65-69,120,
외래,대구, B35 ,65-69,349,
외래,대구,I48,65-69,247,내과
입원(연인원),대구,U07,65-69,753,내과
입원(연인원),대구,M51,65-69,261,재활의학과
입원(연인원),대구,E11,65-69,89,내과
입원(연인원),대구,M48,65-69,232,정형외과
입원(연인원),대구,N18,65-69,244,내과
입원(연인원),대구,I20,65-69,84,내과
입원(연인원),대구,Z51,65-69,423,응급실
입원(연인원),대구,M17,65-69,401,정형외과
입원(연인원),대구,Z50,65-69,127,
입원(연인원),대구,J18,65-69,19,내과
입원(연인원),대구,S32,65-69,214,신경외과
입원(연인원),대구,M75,65-69,307,정형외과
입원(연인원),대구,I48,65-69,17,내과
입원(연인원),대구,H25,65-69,27,안과
입원(연인원),대구,R07,65-69,20,내과
입원(연인원),대구,A09,65-69,32,내과
입원(연인원),대구,K80,65-69,66,내과
입원(연인원),대구,K40,65-69,3,외과
입원(연인원),대구,C61,65-69,2,비뇨의학과
입원(연인원),대구,Z03,65-69,6,정신건강의학과
외래,대구,N40,65-69,1319,비뇨의학과
외래,대구,E11,65-69,2171,내과
외래,대구,U07,65-69,3588,내과
외래,대구,I10,65-69,1927,내과
외래,대구,M51,65-69,775,재활의학과
외래,대구,I20,65-69,860,내과
외래,대구,M48,65-69,776,정형외과
외래,대구,I63,65-69,557,신경과
외래,대구,N18,65-69,579,내과
외래,대구,K08,65-69,517,치과
외래,대구,Z26,65-69,811,내과
외래,대구,H25,65-69,391,안과
외래,대구,K05,65-69,567,치과
외래,대구,M17,65-69,686,정형외과
외래,대구,K21,65-69,529,내과
외래,대구,F00,65-69,115,신경과
외래,대구,Z11,65-69,471,내과
외래,대구,C61,65-69,93,비뇨의학과
외래,대구,K04,65-69,343,치과
외래,대구,G62,65-69,5,재활의학과
입원(연인원),대구, M51 ,65-69,284,
입원(연인원),대구, E11 ,65-69,94,
입원(연인원),대구, M48 ,65-69,313,
입원(연인원),대구, J18 ,65-69,43,
입원(연인원),대구, M17 ,65-69,674,
입원(연인원),대구, I20 ,65-69,55,
입원(연인원),대구, Z51 ,65-69,728,
입원(연인원),대구, N18 ,65-69,53,
입원(연인원),대구, Z50 ,65-69,364,
입원(연인원),대구, S32 ,65-69,96,
입원(연인원),대구, J44 ,65-69,1,
입원(연인원),대구, M75 ,65-69,261,
입원(연인원),대구, I48 ,65-69,28,
입원(연인원),대구, S22 ,65-69,123,
입원(연인원),대구, U07 ,65-69,131,
입원(연인원),대구, I70 ,65-69,25,
입원(연인원),대구, H25 ,65-69,35,
입원(연인원),대구, R07 ,65-69,5,
입원(연인원),대구, C61 ,65-69,5,
입원(연인원),대구, Z03 ,65-69,5,
외래,대구, N40 ,65-69,1075,
외래,대구, M51 ,65-69,985,
외래,대구, E11 ,65-69,1758,
외래,대구, I10 ,65-69,1746,
외래,대구, I20 ,65-69,760,
외래,대구, M48 ,65-69,549,
외래,대구, N18 ,65-69,907,
외래,대구, I63 ,65-69,526,
외래,대구, K08 ,65-69,484,
외래,대구, Z26 ,65-69,658,
외래,대구, H25 ,65-69,410,
외래,대구, M17 ,65-69,581,
외래,대구, K05 ,65-69,579,
외래,대구, F00 ,65-69,70,
외래,대구, G62 ,65-69,0,
외래,대구, K04 ,65-69,332,
외래,대구, C61 ,65-69,74,
외래,대구, M75 ,65-69,479,
외래,대구, B35 ,65-69,225,
외래,대구, I48 ,65-69,177,
입원(연인원),대전, U07 ,65-69,639,
입원(연인원),대전, M48 ,65-69,161,
입원(연인원),대전, M17 ,65-69,341,
입원(연인원),대전, E11 ,65-69,402,
입원(연인원),대전, I69 ,65-69,0,
입원(연인원),대전, M75 ,65-69,86,
입원(연인원),대전, J18 ,65-69,44,
입원(연인원),대전, I61 ,65-69,0,
입원(연인원),대전, J98 ,65-69,2,
입원(연인원),대전, C16 ,65-69,70,
입원(연인원),대전, M51 ,65-69,134,
입원(연인원),대전, M96 ,65-69,111,
입원(연인원),대전, S32 ,65-69,109,
입원(연인원),대전, K63 ,65-69,60,
입원(연인원),대전, M54 ,65-69,36,
입원(연인원),대전, S06 ,65-69,5,
입원(연인원),대전, G82 ,65-69,11,
입원(연인원),대전, I63 ,65-69,38,
입원(연인원),대전, S72 ,65-69,54,
입원(연인원),대전, R42 ,65-69,2,
외래,대전, N40 ,65-69,1217,
외래,대전, E11 ,65-69,1797,
외래,대전, I10 ,65-69,1400,
외래,대전, U07 ,65-69,915,
외래,대전, M48 ,65-69,838,
외래,대전, K05 ,65-69,1232,
외래,대전, M54 ,65-69,798,
외래,대전, K63 ,65-69,903,
외래,대전, K29 ,65-69,853,
외래,대전, I69 ,65-69,485,
외래,대전, E86 ,65-69,883,
외래,대전, M17 ,65-69,696,
외래,대전, Z26 ,65-69,418,
외래,대전, N18 ,65-69,195,
외래,대전, Z29 ,65-69,237,
외래,대전, F03 ,65-69,215,
외래,대전, L29 ,65-69,295,
외래,대전, M75 ,65-69,485,
외래,대전, R42 ,65-69,332,
외래,대전,J44,65-69,144,내과
입원(연인원),대전,  M48  ,65-69,130,
입원(연인원),대전,  M17  ,65-69,149,
입원(연인원),대전,  U07  ,65-69,166,
입원(연인원),대전,  E11  ,65-69,157,
입원(연인원),대전,  I69  ,65-69,97,
입원(연인원),대전,  M75  ,65-69,297,
입원(연인원),대전,  G82  ,65-69,0,
입원(연인원),대전,  N18  ,65-69,1,
입원(연인원),대전,  S06  ,65-69,39,
입원(연인원),대전,  M96  ,65-69,24,
입원(연인원),대전,  S72  ,65-69,82,
입원(연인원),대전,  J18  ,65-69,29,
입원(연인원),대전,  I63  ,65-69,30,
입원(연인원),대전,  K63  ,65-69,19,
입원(연인원),대전,  M51  ,65-69,81,
입원(연인원),대전,  M54  ,65-69,16,
입원(연인원),대전,  C16  ,65-69,19,
입원(연인원),대전,  C34  ,65-69,157,
입원(연인원),대전,  S32  ,65-69,40,
입원(연인원),대전,  K80  ,65-69,3,
외래,대전,  N40  ,65-69,1139,
외래,대전,  E11  ,65-69,1492,
외래,대전,  M48  ,65-69,830,
외래,대전,  I10  ,65-69,1310,
외래,대전,  K05  ,65-69,1226,
외래,대전,  M54  ,65-69,633,
외래,대전,  U07  ,65-69,984,
외래,대전,  K63  ,65-69,805,
외래,대전,  E86  ,65-69,657,
외래,대전,  Z29  ,65-69,362,
외래,대전,  M17  ,65-69,779,
외래,대전,  I69  ,65-69,436,
외래,대전,  K29  ,65-69,863,
외래,대전,  N18  ,65-69,260,
외래,대전,  F03  ,65-69,164,
외래,대전,  M75  ,65-69,571,
외래,대전,  R42  ,65-69,378,
외래,대전,  I20  ,65-69,188,
외래,대전,  L29  ,65-69,185,
외래,대전, Z26 ,65-69,451,
입원(연인원),대전,M48,65-69,173,정형외과
입원(연인원),대전,M17,65-69,350,정형외과
입원(연인원),대전,M96,65-69,158,신경외과
입원(연인원),대전,M75,65-69,349,정형외과
입원(연인원),대전,E11,65-69,211,내과
입원(연인원),대전,I69,65-69,105,신경과
입원(연인원),대전,M54,65-69,113,재활의학과
입원(연인원),대전,G82,65-69,0,재활의학과
입원(연인원),대전,S72,65-69,144,정형외과
입원(연인원),대전,N18,65-69,9,내과
입원(연인원),대전,J18,65-69,6,내과
입원(연인원),대전,M51,65-69,130,재활의학과
입원(연인원),대전,S06,65-69,73,신경외과
입원(연인원),대전,K63,65-69,55,내과
입원(연인원),대전,I63,65-69,1,신경과
입원(연인원),대전,C16,65-69,108,내과
입원(연인원),대전,C34,65-69,30,내과
입원(연인원),대전,S22,65-69,43,신경외과
입원(연인원),대전,C25,65-69,210,내과
입원(연인원),대전,J98,65-69,0,내과
외래,대전,N40,65-69,1220,비뇨의학과
외래,대전,E11,65-69,1424,내과
외래,대전,M48,65-69,661,정형외과
외래,대전,I10,65-69,1149,내과
외래,대전,M54,65-69,799,재활의학과
외래,대전,K05,65-69,1201,치과
외래,대전,E86,65-69,941,가정의학과
외래,대전,K63,65-69,962,내과
외래,대전,N18,65-69,418,내과
외래,대전,K29,65-69,944,내과
외래,대전,M17,65-69,827,정형외과
외래,대전,I69,65-69,394,신경과
외래,대전,F03,65-69,129,신경과
외래,대전,M75,65-69,577,정형외과
외래,대전,Z29,65-69,362,가정의학과
외래,대전,R42,65-69,271,신경과
외래,대전,Z26,65-69,540,내과
