연도,병원,진료과,전체환자수_입원,전체환자수_외래,전체환자수_합계
2023,대구,내분비내과,3966,35314,39280
2023,대구,마취통증의학과,0,24670,24670
2023,대구,비뇨의학과,2660,19713,22373
2023,대구,산부인과,0,2736,2736
2023,대구,소아청소년과,0,5099,5099
2023,대구,소화기내과,20828,0,20828
2023,대구,순환기내과,26813,10578,37391
2023,대구,신경과,521,1958,2479
2023,대구,신경외과,21234,24870,46104
2023,대구,신장내과,8946,0,8946
2023,대구,안과,663,1431,2094
2023,대구,외과,1518,11994,13512
2023,대구,응급의학과,0,0,0
2023,대구,이비인후과,0,23670,23670
2023,대구,재활의학과,19771,40879,60650
2023,대구,정신건강의학과,0,28090,28090
2023,대구,정형외과,21393,0,21393
2023,대구,치과,0,10563,10563
2023,대구,피부과,0,18453,18453
2023,대구,핵의학과,0,7353,7353
2023,대구,핵의학과,0,4790,4790
2023,대구,호흡기내과,0,43820,43820
2023,대구,흉부외과,0,9722,9722
2023,대전,가정간호사업실,0,0,0
2023,대전,가정의학과,2368,35219,37587
2023,대전,건강검진센터,0,8086,8086
2023,대전,건강검진실,0,0,0
2023,대전,내과,1204,6960,8164
2023,대전,내분비내과,683,9150,9833
2023,대전,류마티스내과,422,4701,5123
2023,대전,마취통증의학과,0,3519,3519
2023,대전,비뇨의학과,205,33413,33618
2023,대전,산부인과,0,1907,1907
2023,대전,소아청소년과,0,150,150
2023,대전,소화기내과,7481,38090,45571
2023,대전,신경과,4097,32424,36521
2023,대전,신경외과,4973,5661,10634
2023,대전,신장내과,3005,13411,16416
2023,대전,심장내과,767,17999,18766
2023,대전,심장초음파실,0,0,0
2023,대전,안과,249,11721,11970
2023,대전,암센터,0,0,0
2023,대전,영상의학과,0,0,0
2023,대전,외과,6496,8795,15291
2023,대전,응급실,0,0,0
2023,대전,응급의학과,0,4760,4760
2023,대전,이비인후과,518,12637,13155
2023,대전,재활의학과,9027,23074,32101
2023,대전,정신건강의학과,0,7885,7885
2023,대전,정형외과,34817,39621,74438
2023,대전,진단검사의학과,0,0,0
2023,대전,치과,0,24153,24153
2023,대전,통증클리닉,0,0,0
2023,대전,피부과,0,12291,12291
2023,대전,한방진료과,0,6496,6496
2023,대전,핵의학과,0,0,0
2023,대전,혈액종양내과,9223,9340,18563
2023,대전,호스피스실,0,0,0
2023,대전,호흡기내과,5558,15532,21090
2023,부산,가정의학과,17,23514,23531
2023,부산,건강관리과,0,6585,6585
2023,부산,내분비내과,22,15804,15826
2023,부산,류마티스내과,20,4939,4959
2023,부산,마취통증의학과,0,0,0
2023,부산,비뇨의학과,4143,54045,58188
2023,부산,산부인과,0,2357,2357
2023,부산,소아청소년과,0,11366,11366
2023,부산,소화기내과,24540,40001,64541
2023,부산,순환기내과,10708,37541,48249
2023,부산,신경과,1144,18092,19236
2023,부산,신경외과,34074,24220,58294
2023,부산,신장내과,2323,20271,22594
2023,부산,안과,119,30584,30703
2023,부산,외과,3,6595,6598
2023,부산,이비인후과,344,13029,13373
2023,부산,일반내과,0,13379,13379
2023,부산,재활의학과,50,38735,38785
2023,부산,정신건강의학과,0,18507,18507
2023,부산,정형외과,30568,36326,66894
2023,부산,치과,0,33818,33818
2023,부산,피부과,0,29657,29657
2023,부산,한방과,0,5632,5632
2023,부산,향정신과,0,141,141
2023,부산,혈액종양내과,1568,2685,4253
2023,부산,호흡기·알레르기내과,6412,15816,22228
2023,인천,가정의학과,989,17802,18791
2023,인천,내과,2618,16135,18753
2023,인천,마취통증의학과,0,1343,1343
2023,인천,비뇨의학과,7884,23216,31100
2023,인천,신경과,1157,6754,7911
2023,인천,신경외과,831,2882,3713
2023,인천,안과,204,7621,7825
2023,인천,영상의학과,0,108,108
2023,인천,외과,317,3106,3423
2023,인천,응급의학과,0,564,564
2023,인천,이비인후과,240,9389,9629
2023,인천,재활의학과,4047,17721,21768
2023,인천,정형외과,9906,15551,25457
2023,인천,치과,0,10415,10415
2023,인천,피부과,0,9042,9042
2023,인천,호흡기내과,1018,5765,6783
2023,중앙,가정의학과,1186,54756,55942
2023,중앙,감염내과,4266,15579,19845
2023,중앙,건강관리과,0,6688,6688
2023,중앙,기타,0,1951,1951
2023,중앙,내분비내과,1906,54513,56419
2023,중앙,류마티스내과,269,13136,13405
2023,중앙,방사선종양학과,0,7860,7860
2023,중앙,비뇨의학과,12978,87737,100715
2023,중앙,산부인과,1038,16984,18022
2023,중앙,성형외과,0,3547,3547
2023,중앙,소아청소년과,0,1416,1416
2023,중앙,소화기내과,10977,42727,53704
2023,중앙,순환기내과,14729,98161,112890
2023,중앙,신경과,7106,81432,88538
2023,중앙,신경외과,16249,27955,44204
2023,중앙,신장내과,8993,34190,43183
2023,중앙,안과,4919,71070,75989
2023,중앙,외과,14483,15345,29828
2023,중앙,이비인후과,5693,34504,40197
2023,중앙,일반내과,0,0,0
2023,중앙,입원전담의학과,6409,0,6409
2023,중앙,재활의학과,50844,85376,136220
2023,중앙,정신건강의학과,13109,30386,43495
2023,중앙,정형외과,36217,67021,103238
2023,중앙,치과,142,141752,141894
2023,중앙,통증클리닉,142,13072,13214
2023,중앙,피부과,80,34641,34721
2023,중앙,한의과,0,8437,8437
2023,중앙,혈액종양내과,13970,21916,35886
2023,중앙,호스피스완화의료센터,9612,1689,11301
2023,중앙,호흡기내과,14045,38869,52914
2023,중앙,흉부외과,9959,10271,20230
