년도,지역,구분,순위,상병코드,상병명,실인원,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원)
2023,인천,입원(실인원),19.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,16,16,1,1,2,8,4,0,38117.025
2023,인천,입원(실인원),20.0,D09,서혜헤르니아,14,14,0,0,0,13,1,0,28582.957
2023,인천,입원(연인원),1.0,M48,기타 척추병증,309,1939,8,30,23,1268,482,128,973729.965
2023,인천,입원(연인원),2.0,N40,전립선증식증,112,3027,0,8,9,2403,126,481,857832.837
2023,인천,입원(연인원),3.0,M17,윤충증,59,1723,56,54,254,1283,76,0,742317.371
2023,인천,입원(연인원),4.0,M75,어깨병변,74,1723,56,54,254,1283,76,0,638796.708
2023,인천,입원(연인원),5.0,C67,방광의 악성 신생물,70,1366,0,3,0,442,193,728,417298.582
2023,인천,입원(연인원),6.0,C61,전립선의 악성 신생물,26,1406,0,5,173,671,229,328,369346.544
2023,인천,입원(연인원),7.0,E11,인슐린-비의존 당뇨병,72,1406,0,5,173,671,229,328,336459.804
2023,인천,입원(연인원),8.0,I63,뇌경색증,39,1098,0,0,67,469,453,109,321773.812
2023,인천,입원(연인원),9.0,N31,달리 분류되지 않은 방광의 신경근육기능장애,41,1111,31,0,0,574,172,334,273214.609
2023,인천,입원(연인원),10.0,J18,"상세불명 병원체의 폐렴, 제외: 보통간질(J84.1)",43,778,18,0,38,243,234,245,238309.359
2023,인천,입원(연인원),11.0,G81,편마비,16,859,0,0,0,445,353,61,213927.209
2023,인천,입원(연인원),12.0,F00,알츠하이머병에서의 치매(G30.-+),36,274,0,0,0,155,76,43,127217.849
2023,인천,입원(연인원),13.0,M51,기타 추간판장애,26,385,19,0,0,319,35,12,124325.402
2023,인천,입원(연인원),14.0,I61,뇌내출혈,14,431,104,0,0,327,0,0,117652.579
2023,인천,입원(연인원),15.0,S72,대퇴골의 골절,13,420,0,0,0,231,57,132,112976.226
2023,인천,입원(연인원),16.0,M54,배통,14,412,0,0,0,95,185,132,101194.043
2023,인천,입원(연인원),17.0,S22,늑골. 흉골 및 흉추골의 골절,13,387,0,67,0,170,73,77,101176.246
2023,인천,입원(연인원),18.0,S82,발목을 포함한 아래다리의 골절,11,352,0,39,0,262,51,0,91950.551
2023,인천,입원(연인원),19.0,S32,허리뼈 및 골반의 골절,9,284,0,0,0,198,81,5,72406.906
2023,인천,입원(연인원),20.0,N30,방광염,14,308,0,0,0,183,65,60,62798.684
2023,인천,외래,1.0,N40,전립선증식증,18554,18554,255,464,809,13304,2651,1071,1083800.054
2023,인천,외래,2.0,K05,치은염(잇몸염)및 치주 질환,5592,5592,437,220,439,3582,697,217,835414.156
2023,인천,외래,3.0,M48,기타 척추병증,4839,4839,115,146,219,3372,766,221,795123.902
2023,인천,외래,4.0,E11,인슐린-비의존 당뇨병,7490,7490,513,340,659,4730,983,265,778950.128
2023,인천,외래,5.0,I10,본태성(일차성)고혈압,10177,10177,535,543,841,6172,1445,641,724835.778
2023,인천,외래,6.0,M17,윤충증,7013,7013,420,320,674,4654,777,168,614351.702
2023,인천,외래,7.0,M75,어깨병변,7161,7161,1272,453,568,4142,492,234,469530.658
2023,인천,외래,8.0,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,7920,7920,2141,728,935,3520,490,106,403394.263
2023,인천,외래,9.0,M54,배통,13303,13303,978,645,1375,8091,1794,420,385932.525
2023,인천,외래,10.0,K04,"연기, 불 및 화염에 노출",2042,2042,92,86,127,1359,310,68,350968.274
2023,인천,외래,11.0,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",3805,3805,402,148,262,2310,520,163,293245.549
2023,인천,외래,12.0,H25,노인성 백내장,2555,2555,15,50,209,2035,219,27,259161.219
2023,인천,외래,13.0,I63,뇌경색증,2872,2872,252,22,290,1400,713,195,233008.709
2023,인천,외래,14.0,G81,편마비,2188,2188,281,1,235,1391,217,63,220890.911
2023,인천,외래,15.0,H04,눈물기관의 장애,2263,2263,166,97,149,1435,301,115,180182.052
2023,인천,외래,16.0,M51,기타 추간판장애,2103,2103,299,49,298,995,324,138,129497.396
2023,인천,외래,17.0,H90,전음성 및 감각신경성 청력소실,2395,2395,50,64,85,1664,400,132,124156.02
2023,인천,외래,18.0,M50,목뼈원판 장애,3238,3238,500,274,230,1924,270,40,101707.895
2023,인천,외래,19.0,B35,피부사상균증,2597,2597,202,113,169,1744,308,61,93975.869
2023,인천,외래,20.0,L23,알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear),2215,2215,147,79,110,1539,266,74,60184.308
2021,대구,입원(실인원),1.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,801,7164,729,12,20,26,14,,
2021,대구,입원(실인원),2.0, I20 , 협심증 ,617,6529,9,17,46,468,62,15,
2021,대구,입원(실인원),3.0, H25 , 노년백내장 ,554,723,9,11,44,437,42,11,
2021,대구,입원(실인원),4.0, M48 , 기타 척추병증 ,255,9712,,9,12,183,35,16,
2021,대구,입원(실인원),5.0, E11 , 2형 당뇨병 ,232,11123,10,9,8,170,31,4,
2021,대구,입원(실인원),6.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,190,5229,18,11,22,72,48,19,
2021,대구,입원(실인원),7.0, M51 , 기타 추간판장애 ,188,5806,10,7,8,149,11,3,
2021,대구,입원(실인원),8.0, M17 , 무릎관절증 ,154,4883,2,7,16,118,11,,
2021,대구,입원(실인원),9.0, I48 , 심방세동 및 조동 ,137,1764,1,7,7,107,12,3,
2021,대구,입원(실인원),10.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",122,151,3,10,9,88,12,,
2021,대구,입원(실인원),11.0, S32 , 요추 및 골반의 골절 ,115,4033,3,2,5,62,33,10,
2021,대구,입원(실인원),12.0, R07 , 목구멍 및 가슴의 통증 ,111,297,11,4,13,72,8,3,
2021,대구,입원(실인원),13.0, N18 , 만성 신장병 ,102,11137,4,7,6,58,14,13,
2021,대구,입원(실인원),14.0, C61 , 전립선의 악성 신생물 ,97,453,2,1,5,81,6,2,
2021,대구,입원(실인원),15.0, M75 , 어깨병변 ,94,2159,4,5,8,74,3,,
2021,대구,입원(실인원),16.0, J18 , 상세불명 병원체의 폐렴 ,91,7103,,,1,47,20,23,
2021,대구,입원(실인원),17.0, K80 , 담석증 ,75,685,7,3,5,50,8,2,
2021,대구,입원(실인원),18.0, I50 , 심부전 ,67,3022,2,,1,20,32,12,
2021,대구,입원(실인원),19.0, D13 , 기타 및 부위불명의 소화계통의 양성 신생물 ,65,354,1,1,7,50,6,,
2021,대구,입원(실인원),20.0, I63 , 뇌경색증 ,63,1770,3,2,2,27,19,10,
2021,대구,입원(연인원),1.0, N18 , 만성 신장병 ,102,11137,154,307,2196,5601,2119,760,
2021,대구,입원(연인원),2.0, E11 , 2형 당뇨병 ,232,11123,250,465,180,8998,879,351,
2021,대구,입원(연인원),3.0, M48 , 기타 척추병증 ,255,9712,,159,290,6464,1806,993,
2021,대구,입원(연인원),4.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,801,7164,6492,99,214,232,127,,
2021,대구,입원(연인원),5.0, J18 , 상세불명 병원체의 폐렴 ,91,7103,,,12,1938,4432,721,
2021,대구,입원(연인원),6.0, I20 , 협심증 ,617,6529,25,202,128,4636,840,698,
2021,대구,입원(연인원),7.0, M51 , 기타 추간판장애 ,188,5806,75,344,329,4527,463,68,
2021,대구,입원(연인원),8.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,190,5229,483,222,533,2031,1443,517,
2021,대구,입원(연인원),9.0, M17 , 무릎관절증 ,154,4883,114,194,516,3805,254,,
2021,대구,입원(연인원),10.0, S32 , 요추 및 골반의 골절 ,115,4033,75,39,190,2399,1019,311,
2021,대구,입원(연인원),11.0, I50 , 심부전 ,67,3022,6,,14,676,2059,267,
2021,대구,입원(연인원),12.0, M75 , 어깨병변 ,94,2159,72,87,158,1732,110,,
2021,대구,입원(연인원),13.0, I63 , 뇌경색증 ,63,1770,86,11,21,795,667,190,
2021,대구,입원(연인원),14.0, I48 , 심방세동 및 조동 ,137,1764,7,29,61,1254,288,125,
2021,대구,입원(연인원),15.0, H25 , 노년백내장 ,554,723,10,13,58,577,51,14,
2021,대구,입원(연인원),16.0, K80 , 담석증 ,75,685,36,15,26,365,163,80,
2021,대구,입원(연인원),17.0, C61 , 전립선의 악성 신생물 ,97,453,2,1,28,405,15,2,
2021,대구,입원(연인원),18.0, D13 , 기타 및 부위불명의 소화계통의 양성 신생물 ,65,354,4,2,20,285,43,,
2021,대구,입원(연인원),19.0, R07 , 목구멍 및 가슴의 통증 ,111,297,22,4,28,200,22,21,
2021,대구,입원(연인원),20.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",122,151,3,10,9,115,14,,
2021,대구,외래,1.0, N40 ,전립선증식증,33289,33289,490,910,1675,24995,3900,1319,
2021,대구,외래,2.0, E11 ,2형 당뇨병,23418,23418,1370,1266,2132,15483,2620,547,
2021,대구,외래,3.0, I10 ,본태성(원발성) 고혈압,22925,22925,1248,1386,2295,14066,3038,892,
2021,대구,외래,4.0, M51 ,기타 추간판장애,14974,14974,1086,645,1065,10960,1047,171,
2021,대구,외래,5.0, M48 ,기타 척추병증,13584,13584,246,411,987,9523,2039,378,
2021,대구,외래,6.0, I20 ,협심증,13018,13018,321,382,907,9703,1444,261,
2021,대구,외래,7.0, Z26 ,기타 단일 감염성 질환에 대한 예방접종의 필요,10966,10966,4095,1363,1245,3802,374,87,
2021,대구,외래,8.0, I63 ,뇌경색증,10346,10346,225,327,567,6600,2125,502,
2021,대구,외래,9.0, H25 ,노년백내장,8992,8992,84,194,628,6995,883,208,
2021,대구,외래,10.0, K08 ,치아 및 지지구조의 기타 장애,8964,8964,278,373,618,6710,770,215,
2021,대구,외래,11.0, N18 ,만성 신장병,7971,7971,802,508,282,4973,852,554,
2021,대구,외래,12.0, K05 ,치은염 및 치주질환,6765,6765,649,416,581,4626,436,57,
2021,대구,외래,13.0, M17 ,무릎관절증,6313,6313,285,304,796,4090,724,114,
2021,대구,외래,14.0, K21 ,위-식도역류병,5859,5859,421,305,680,3890,450,113,
2021,대구,외래,15.0, F00 ,알츠하이머병에서의 치매(G30.-+),5426,5426,10,23,90,1966,2444,893,
2021,대구,외래,16.0, M75 ,어깨병변,5248,5248,366,292,510,3834,234,12,
2021,대구,외래,17.0, U07 ,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],5044,5044,3499,215,284,900,123,23,
2021,대구,외래,18.0, C61 ,전립선의 악성 신생물,5011,5011,24,25,120,3515,1131,196,
2021,대구,외래,19.0, B35 ,백선증,4935,4935,287,232,349,3605,386,76,
2021,대구,외래,20.0,I48,심방세동 및 조동,4758,4758,115,159,247,3286,793,158,
2022,대구,입원(실인원),1.0,U07,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],994,10726,387,34,66,221,231,55,2468469.692
2022,대구,입원(실인원),2.0,I20,협심증,670,5480,19,20,39,494,82,16,4432312.625
2022,대구,입원(실인원),3.0,H25,노년백내장,481,640,0,12,27,397,34,11,840790.769
2022,대구,입원(실인원),4.0,M51,기타 추간판장애,252,9236,16,9,7,183,31,6,2502313.719
2022,대구,입원(실인원),5.0,M48,기타 척추병증,232,7815,3,4,7,159,39,20,2074862.667
2022,대구,입원(실인원),6.0,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,209,5177,17,13,25,88,42,24,2526784.514
2022,대구,입원(실인원),7.0,E11,2형 당뇨병,198,8561,10,6,6,151,21,4,2300262.157
2022,대구,입원(실인원),8.0,R07,목구멍 및 가슴의 통증,136,624,9,7,5,99,13,3,353555.929
2022,대구,입원(실인원),9.0,M17,무릎관절증,134,4603,2,2,12,102,15,1,1721315.154
2022,대구,입원(실인원),10.0,I48,심방세동 및 조동,133,2233,5,2,3,100,14,9,2180723.96
2022,대구,입원(실인원),11.0,J18,상세불명 병원체의 폐렴,116,3742,0,0,3,53,35,25,1067555.011
2022,대구,입원(실인원),12.0,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",112,155,2,3,6,94,7,0,80273.243
2022,대구,입원(실인원),13.0,M75,어깨병변,94,2343,4,10,14,65,1,0,832322.192
2022,대구,입원(실인원),14.0,S32,요추 및 골반의 골절,88,3131,0,1,6,45,26,10,778177.202
2022,대구,입원(실인원),15.0,N18,만성 신장병,85,5824,2,1,9,47,20,6,1592207.672
2022,대구,입원(실인원),16.0,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,73,4482,5,6,3,51,8,0,1135525.313
2022,대구,입원(실인원),17.0,C61,전립선의 악성 신생물,70,182,0,2,2,57,8,1,82840.102
2022,대구,입원(실인원),18.0,K80,담석증,63,487,7,0,14,37,1,4,342271.875
2022,대구,입원(실인원),19.0,K40,사타구니탈장,58,184,0,4,1,44,7,2,115625.804
2022,대구,입원(실인원),20.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,54,612,4,3,4,26,10,7,176521.173
2022,대구,입원(연인원),1.0,U07,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],994,10726,3557,505,753,2482,2617,812,2468469.692
2022,대구,입원(연인원),2.0,M51,기타 추간판장애,252,9236,340,362,261,6248,1068,957,2502313.719
2022,대구,입원(연인원),3.0,E11,2형 당뇨병,198,8561,354,300,89,5604,2160,54,2300262.157
2022,대구,입원(연인원),4.0,M48,기타 척추병증,232,7815,225,105,232,4919,1434,900,2074862.667
2022,대구,입원(연인원),5.0,N18,만성 신장병,85,5824,163,43,244,2822,961,1591,1592207.672
2022,대구,입원(연인원),6.0,I20,협심증,670,5480,21,78,84,4124,877,296,4432312.625
2022,대구,입원(연인원),7.0,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,209,5177,596,281,423,1911,1244,722,2526784.514
2022,대구,입원(연인원),8.0,M17,무릎관절증,134,4603,73,89,401,3430,565,45,1721315.154
2022,대구,입원(연인원),9.0,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,73,4482,1012,254,127,2524,565,0,1135525.313
2022,대구,입원(연인원),10.0,J18,상세불명 병원체의 폐렴,116,3742,0,0,19,1599,768,1356,1067555.011
2022,대구,입원(연인원),11.0,S32,요추 및 골반의 골절,88,3131,0,39,214,1573,919,386,778177.202
2022,대구,입원(연인원),12.0,M75,어깨병변,94,2343,117,227,307,1662,30,0,832322.192
2022,대구,입원(연인원),13.0,I48,심방세동 및 조동,133,2233,14,7,17,1646,344,205,2180723.96
2022,대구,입원(연인원),14.0,H25,노년백내장,481,640,0,16,27,536,40,21,840790.769
2022,대구,입원(연인원),15.0,R07,목구멍 및 가슴의 통증,136,624,22,7,20,507,41,27,353555.929
2022,대구,입원(연인원),16.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,54,612,18,22,32,321,128,91,176521.173
2022,대구,입원(연인원),17.0,K80,담석증,63,487,38,0,66,177,44,162,342271.875
2022,대구,입원(연인원),18.0,K40,사타구니탈장,58,184,0,11,3,144,20,6,115625.804
2022,대구,입원(연인원),19.0,C61,전립선의 악성 신생물,70,182,0,2,2,143,16,19,82840.102
2022,대구,입원(연인원),20.0,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",112,155,2,3,6,137,7,0,80273.243
2022,대구,외래,1.0,N40,전립선증식증,29425,29425,430,652,1319,22169,3381,1474,2098006.204
2022,대구,외래,2.0,E11,2형 당뇨병,24269,24269,1358,1233,2171,16074,2736,697,2113938.282
2022,대구,외래,3.0,U07,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],23721,23721,8028,3741,3588,6199,1810,355,1797500.069
2022,대구,외래,4.0,I10,본태성(원발성) 고혈압,19323,19323,1061,1118,1927,11919,2361,937,1309961.51
2022,대구,외래,5.0,M51,기타 추간판장애,19624,19624,1049,794,775,15350,1454,202,1492351.317
2022,대구,외래,6.0,I20,협심증,13609,13609,378,425,860,10089,1502,355,1901964.203
2022,대구,외래,7.0,M48,기타 척추병증,12019,12019,216,389,776,8365,1685,588,1333208.07
2022,대구,외래,8.0,I63,뇌경색증,10461,10461,179,270,557,6889,1893,673,838884.542
2022,대구,외래,9.0,N18,만성 신장병,9759,9759,977,598,579,5961,1058,586,1977689.578
2022,대구,외래,10.0,K08,치아 및 지지구조의 기타 장애,8389,8389,314,364,517,6195,793,206,2319941.563
2022,대구,외래,11.0,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,8151,8151,2769,1103,811,2962,363,143,364410.856
2022,대구,외래,12.0,H25,노년백내장,7536,7536,37,183,391,5908,803,214,665015.035
2022,대구,외래,13.0,K05,치은염 및 치주질환,6622,6622,555,453,567,4550,426,71,1279451.852
2022,대구,외래,14.0,M17,무릎관절증,6042,6042,238,231,686,4087,669,131,562060.281
2022,대구,외래,15.0,K21,위-식도역류병,5697,5697,385,211,529,3929,536,107,476163.984
2022,대구,외래,16.0,F00,알츠하이머병에서의 치매,5307,5307,5,25,115,2072,1997,1093,384897.93
2022,대구,외래,17.0,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,5019,5019,1815,357,471,2032,281,63,189250.77
2022,대구,외래,18.0,C61,전립선의 악성 신생물,4966,4966,18,20,93,3610,960,265,940050.0
2022,대구,외래,19.0,K04,치수 및 근단주위조직의 질환,4875,4875,341,175,343,3444,499,73,1089046.15
2022,대구,외래,20.0,G62,기타 다발신경병증,4884,4884,24,0,5,4709,139,7,301315.946
2023,대구,입원(실인원),1.0, I20 , 협심증 ,596,5412,9,20,30,452,75,10,3924432.0
2023,대구,입원(실인원),2.0, H25 , 노년백내장 ,506,562,3,8,33,408,46,8,759685.0
2023,대구,입원(실인원),3.0, M51 , 기타 추간판장애 ,292,11509,11,14,9,198,52,8,3063874.0
2023,대구,입원(실인원),4.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,236,5302,20,18,25,87,52,34,2658121.0
2023,대구,입원(실인원),5.0, E11 , 2형 당뇨병 ,222,10439,13,11,5,148,39,6,2830490.0
2023,대구,입원(실인원),6.0, M17 , 무릎관절증 ,167,5862,3,5,16,132,11,,2100384.0
2023,대구,입원(실인원),7.0, M48 , 기타 척추병증 ,148,6937,1,,8,109,19,11,1654964.0
2023,대구,입원(실인원),8.0, I48 , 심방세동 및 조동 ,137,2246,8,1,6,84,16,22,1898105.0
2023,대구,입원(실인원),9.0, S32 , 요추 및 골반의 골절 ,121,3807,4,,3,60,35,19,954935.0
2023,대구,입원(실인원),10.0, J18 , 상세불명 병원체의 폐렴 ,121,6065,,3,4,58,25,31,1815898.0
2023,대구,입원(실인원),11.0, R07 , 목구멍 및 가슴의 통증 ,93,505,5,5,5,66,11,1,287869.0
2023,대구,입원(실인원),12.0, M75 , 어깨병변 ,92,2454,3,2,13,72,2,,866456.0
2023,대구,입원(실인원),13.0, N18 , 만성 신장병 ,74,4667,4,1,3,54,8,4,1514227.0
2023,대구,입원(실인원),14.0, C61 , 전립선의 악성 신생물 ,73,323,,2,4,56,10,1,127102.0
2023,대구,입원(실인원),15.0, Z50 , 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ,67,4576,8,5,7,37,10,,1171542.0
2023,대구,입원(실인원),16.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",64,80,2,4,5,52,1,,41993.0
2023,대구,입원(실인원),17.0, J44 , 기타 만성 폐쇄성 폐질환 ,62,2968,,,1,43,13,5,856421.0
2023,대구,입원(실인원),18.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,59,1095,2,1,3,25,11,17,326996.0
2023,대구,입원(실인원),19.0, I70 , 죽상경화증 ,55,779,1,2,3,37,8,4,767304.0
2023,대구,입원(실인원),20.0, S22 ," 늑골, 흉골 및 흉추의 골절 ",55,1635,,1,3,21,25,5,403014.0
2023,대구,입원(연인원),1.0, M51 , 기타 추간판장애 ,292,11509,247,444,284,8114,2236,184,3063874.0
2023,대구,입원(연인원),2.0, E11 , 2형 당뇨병 ,222,10439,508,251,94,8046,1255,285,2830490.0
2023,대구,입원(연인원),3.0, M48 , 기타 척추병증 ,148,6937,69,,313,4858,1168,529,1654964.0
2023,대구,입원(연인원),4.0, J18 , 상세불명 병원체의 폐렴 ,121,6065,,14,43,2630,586,2792,1815898.0
2023,대구,입원(연인원),5.0, M17 , 무릎관절증 ,167,5862,64,168,674,4467,489,,2100384.0
2023,대구,입원(연인원),6.0, I20 , 협심증 ,596,5412,10,34,55,4055,1150,108,3924432.0
2023,대구,입원(연인원),7.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,236,5302,339,328,728,1821,1281,805,2658121.0
2023,대구,입원(연인원),8.0, N18 , 만성 신장병 ,74,4667,223,64,53,3850,385,92,1514227.0
2023,대구,입원(연인원),9.0, Z50 , 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ,67,4576,461,260,364,2341,1150,,1171542.0
2023,대구,입원(연인원),10.0, S32 , 요추 및 골반의 골절 ,121,3807,132,,96,2052,936,591,954935.0
2023,대구,입원(연인원),11.0, J44 , 기타 만성 폐쇄성 폐질환 ,62,2968,,,1,1302,1457,208,856421.0
2023,대구,입원(연인원),12.0, M75 , 어깨병변 ,92,2454,52,62,261,2023,56,,866456.0
2023,대구,입원(연인원),13.0, I48 , 심방세동 및 조동 ,137,2246,19,2,28,1211,426,560,1898105.0
2023,대구,입원(연인원),14.0, S22 ," 늑골, 흉골 및 흉추의 골절 ",55,1635,,9,123,625,744,134,403014.0
2023,대구,입원(연인원),15.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,59,1095,5,20,131,572,184,183,326996.0
2023,대구,입원(연인원),16.0, I70 , 죽상경화증 ,55,779,10,4,25,430,252,58,767304.0
2023,대구,입원(연인원),17.0, H25 , 노년백내장 ,506,562,4,9,35,454,51,9,759685.0
2023,대구,입원(연인원),18.0, R07 , 목구멍 및 가슴의 통증 ,93,505,8,5,5,391,81,15,287869.0
2023,대구,입원(연인원),19.0, C61 , 전립선의 악성 신생물 ,73,323,,2,5,224,91,1,127102.0
2023,대구,입원(연인원),20.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",64,80,2,4,5,68,1,,41993.0
2023,대구,외래,1.0, N40 , 전립선증식증 ,24961,24961,386,584,1075,18255,3098,1563,1878169.0
2023,대구,외래,2.0, M51 , 기타 추간판장애 ,22781,22781,903,643,985,17897,1966,387,1854327.0
2023,대구,외래,3.0, E11 , 2형 당뇨병 ,21303,21303,1162,1064,1758,13842,2783,694,1859882.0
2023,대구,외래,4.0, I10 , 본태성(원발성) 고혈압 ,18000,18000,1064,839,1746,10748,2581,1022,1230291.0
2023,대구,외래,5.0, I20 , 협심증 ,13445,13445,350,406,760,9737,1768,424,1855180.0
2023,대구,외래,6.0, M48 , 기타 척추병증 ,11214,11214,183,386,549,7625,1726,745,1146707.0
2023,대구,외래,7.0, N18 , 만성 신장병 ,10858,10858,621,410,907,7054,1162,704,2322591.0
2023,대구,외래,8.0, I63 , 뇌경색증 ,9568,9568,153,291,526,6020,1820,758,830878.0
2023,대구,외래,9.0, K08 , 치아 및 지지구조의 기타 장애 ,8233,8233,341,277,484,5928,1001,202,2598916.0
2023,대구,외래,10.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,7700,7700,2534,899,658,2851,520,238,421554.0
2023,대구,외래,11.0, H25 , 노년백내장 ,7442,7442,60,158,410,5680,910,224,695206.0
2023,대구,외래,12.0, M17 , 무릎관절증 ,6704,6704,267,282,581,4691,695,188,653768.0
2023,대구,외래,13.0, K05 , 치은염 및 치주질환 ,6416,6416,547,378,579,4273,494,145,1343449.0
2023,대구,외래,14.0, F00 , 알츠하이머병에서의 치매 ,5941,5941,,46,70,2274,2246,1305,444639.0
2023,대구,외래,15.0, G62 , 기타 다발신경병증 ,5590,5590,14,7,,5121,441,7,383670.0
2023,대구,외래,16.0, K04 , 치수 및 근단주위조직의 질환 ,5159,5159,440,137,332,3678,487,85,1179834.0
2023,대구,외래,17.0, C61 , 전립선의 악성 신생물 ,4845,4845,17,27,74,3437,987,303,843279.0
2023,대구,외래,18.0, M75 , 어깨병변 ,4729,4729,214,215,479,3442,352,27,469789.0
2023,대구,외래,19.0, B35 , 백선증 ,4521,4521,264,182,225,3283,451,116,127431.0
2023,대구,외래,20.0, I48 , 심방세동 및 조동 ,4562,4562,135,104,177,3204,637,305,692101.0
2021,대전,입원(실인원),1.0, U07 , 병인이 불확실한 신종질환의 임시적 지정이나 응급사용 ,1187,10091,765,109,80,135,78,20,3292668760.0
2021,대전,입원(실인원),2.0, M48 , 기타 척추병증 ,695,7404,7,8,25,566,73,16,3425873675.0
2021,대전,입원(실인원),3.0, K63 , 장의 기타 질환 ,321,1618,6,20,14,250,30,1,821314983.0
2021,대전,입원(실인원),4.0, E11 , 2형 당뇨병 ,233,4531,9,11,8,172,32,1,1437897562.0
2021,대전,입원(실인원),5.0, H25 , 노년백내장 ,205,205,1,,18,172,8,6,246099209.0
2021,대전,입원(실인원),6.0, M17 , 무릎관절증 ,149,5113,4,5,11,109,19,1,2226791763.0
2021,대전,입원(실인원),7.0, K29 , 위염 및 십이지장염 ,144,700,6,6,8,106,13,5,340894726.0
2021,대전,입원(실인원),8.0, M51 , 기타 추간판장애 ,137,1906,19,7,6,92,12,1,907398229.0
2021,대전,입원(실인원),9.0, M75 , 어깨병변 ,129,2763,8,9,7,96,8,1,1247912220.0
2021,대전,입원(실인원),10.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,111,1741,2,2,3,92,10,2,753812922.0
2021,대전,입원(실인원),11.0, C16 , 위의 악성 신생물 ,99,1907,10,2,3,62,22,,800793397.0
2021,대전,입원(실인원),12.0, N18 , 만성 신장병 ,91,830,3,4,5,68,7,4,480733528.0
2021,대전,입원(실인원),13.0, C18 , 결장의 악성 신생물 ,83,572,3,1,2,71,4,2,315155777.0
2021,대전,입원(실인원),14.0, M43 , 기타 변형성 등병증 ,83,649,1,2,7,61,7,5,398346748.0
2021,대전,입원(실인원),15.0, I20 , 협심증 ,73,138,2,2,3,60,6,,282914408.0
2021,대전,입원(실인원),16.0, S32 , 요추 및 골반의 골절 ,71,1702,2,1,4,28,20,16,522070416.0
2021,대전,입원(실인원),17.0, I63 , 뇌경색증 ,68,1352,3,2,2,41,14,6,587029532.0
2021,대전,입원(실인원),18.0, K59 , 기타 기능성 장장애 ,65,510,3,1,3,45,12,1,167107906.0
2021,대전,입원(실인원),19.0, K40 , 사타구니탈장 ,61,317,1,3,2,42,9,4,182698384.0
2021,대전,입원(실인원),20.0, N40 , 전립선증식증 ,61,132,1,3,2,51,4,,51739256.0
2021,대전,입원(연인원),1.0, U07 , 병인이 불확실한 신종질환의 임시적 지정이나 응급사용 ,1187,10091,6472,909,639,1093,667,311,3292668760.0
2021,대전,입원(연인원),2.0, M48 , 기타 척추병증 ,695,7404,59,48,161,5558,1142,436,3425873675.0
2021,대전,입원(연인원),3.0, M17 , 무릎관절증 ,149,5113,43,377,341,3685,579,88,2226791763.0
2021,대전,입원(연인원),4.0, E11 , 2형 당뇨병 ,233,4531,255,122,402,2936,671,145,1437897562.0
