년도,지역,순위,질병코드,상병명,실인원,진료과
2020,서울,19,G37,중추신경계통의 기타 탈수초질환,1,재활의학과
2020,서울,19,G91,수두증,1,재활의학과
2020,서울,19,Z03,의심되는 질병 및 병태를 위한 의학적 관찰 및 평가,1,재활의학과
2020,서울,19,S22,"늑골, 흉골 및 흉추의 골절",1,재활의학과
2020,서울,19,L89,욕창궤양 및 압박부위,1,재활의학과
2020,서울,19,G95,척수의 기타 질환,1,재활의학과
2020,서울,19,I61,뇌내출혈,1,재활의학과
2020,서울,19,G23,기저핵의 기타 퇴행성 질환,1,재활의학과
2020,서울,19,M25,달리 분류되지 않은 기타 관절장애,1,재활의학과
2020,서울,19,R27,기타 협조결여,1,재활의학과
2020,서울,19,S42,어깨 및 위팔의 골절,1,재활의학과
2020,서울,1,F20,조현병,98,정신과
2020,서울,2,F10,알콜사용에 의한 정신 및 행동 장애,27,정신과
2020,서울,3,F31,양극성 정동장애,16,정신과
2020,서울,4,F25,조현정동장애,8,정신과
2020,서울,4,F32,우울에피소드,8,정신과
2020,서울,6,F41,기타 불안장애,7,정신과
2020,서울,7,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",6,정신과
2020,서울,7,F22,지속성 망상장애,6,정신과
2020,서울,7,G30,알츠하이머병,6,정신과
2020,서울,10,F01,혈관성 치매,4,정신과
2020,서울,11,F43,심한 스트레스에 대한 반응 및 적응장애,3,정신과
2020,서울,11,F33,재발성 우울장애,3,정신과
2020,서울,13,F03,상세불명의 치매,2,정신과
2020,서울,13,F07,"뇌질환, 뇌손상 및 기능이상에 의한 인격 및 행동장애",2,정신과
2020,서울,15,F29,상세불명의 비기질성 정신병,1,정신과
2020,서울,15,F21,조현형장애,1,정신과
2020,서울,15,F05,알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,1,정신과
2020,서울,15,Z03,의심되는 질병 및 병태를 위한 의학적 관찰 및 평가,1,정신과
2020,서울,15,G31,달리 분류되지 않은 신경계통의 기타 퇴행성 질환,1,정신과
2020,서울,15,G47,수면장애,1,정신과
2020,서울,15,F44,해리[전환]장애,1,정신과
2020,서울,15,F63,습관 및 충동 장애,1,정신과
2020,서울,1,M17,무릎관절증,504,정형외과
2020,서울,2,M75,어깨병변,281,정형외과
2020,서울,3,M48,기타 척추병증,234,정형외과
2020,서울,4,S72,대퇴골의 골절,117,정형외과
2020,서울,5,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",64,정형외과
2020,서울,5,M23,무릎의 내부장애,64,정형외과
2020,서울,7,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,61,정형외과
2020,서울,8,G56,팔의 단일신경병증,55,정형외과
2020,서울,9,M96,달리 분류되지 않은 처치후 근골격장애,50,정형외과
2020,서울,10,S32,요추 및 골반의 골절,43,정형외과
2020,서울,11,S42,어깨 및 위팔의 골절,41,정형외과
2020,서울,12,S82,발목을 포함한 아래다리의 골절,40,정형외과
2020,서울,13,M65,윤활막염 및 힘줄윤활막염,37,정형외과
2020,서울,14,M20,손가락 및 발가락의 후천변형,35,정형외과
2020,서울,15,L03,연조직염,34,정형외과
2020,서울,16,M43,기타 변형성 등병증,33,정형외과
2020,서울,17,S52,아래팔의 골절,31,정형외과
2020,서울,17,E11,2형 당뇨병,31,정형외과
2020,서울,19,M72,섬유모세포장애,24,정형외과
2020,서울,19,M00,화농성 관절염,24,정형외과
2020,서울,1,K08,치아 및 지지구조의 기타 장애,34,치과
2020,서울,2,K05,치은염 및 치주질환,11,치과
2020,서울,3,K04,치수 및 근단주위조직의 질환,6,치과
2020,서울,4,K09,달리 분류되지 않은 구강영역의 낭,4,치과
2020,서울,5,K10,턱의 기타 질환,3,치과
2020,서울,6,M86,골수염,2,치과
2020,서울,7,K07,치아얼굴이상[부정교합포함],1,치과
2020,서울,7,K12,구내염 및 관련 병변,1,치과
2020,서울,1,C44,기타 피부의 악성 신생물,9,피부과
2020,서울,2,L40,건선,2,피부과
2020,서울,2,L60,손발톱장애,2,피부과
2020,서울,2,L72,피부 및 피하조직의 모낭낭,2,피부과
2020,서울,5,R23,기타 피부변화,1,피부과
2020,서울,5,L92,피부 및 피하조직의 육아종성 장애,1,피부과
2020,서울,5,L28,만성 단순태선 및 가려움발진,1,피부과
2020,서울,5,L91,피부의 비대성 장애,1,피부과
2020,서울,5,C43,피부의 악성 흑색종,1,피부과
2020,서울,5,I83,하지의 정맥류,1,피부과
2020,서울,5,D03,제자리흑색종,1,피부과
2020,서울,5,C63,기타 및 상세불명의 남성생식기관의 악성 신생물,1,피부과
2020,서울,5,B02,대상포진,1,피부과
2020,서울,5,D23,피부의 기타 양성 신생물,1,피부과
2020,서울,5,D04,피부의 제자리암종,1,피부과
2020,서울,5,D17,양성 지방종성 신생물,1,피부과
2020,서울,1,J18,상세불명 병원체의 폐렴,118,호흡기내과
2020,서울,2,J69,고체 및 액체에 의한 폐렴,80,호흡기내과
2020,서울,3,J15,달리 분류되지 않은 세균성 폐렴,77,호흡기내과
2020,서울,4,J44,기타 만성 폐색성 폐질환,64,호흡기내과
2020,서울,5,J84,기타 간질성 폐질환,27,호흡기내과
2020,서울,6,C34,기관지 및 폐의 악성 신생물,20,호흡기내과
2020,서울,7,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,18,호흡기내과
2020,서울,8,J90,달리 분류되지 않은 흉막삼출액,10,호흡기내과
2020,서울,8,J85,폐 및 종격의 농양,10,호흡기내과
2020,서울,10,J98,기타 호흡장애,9,호흡기내과
2020,서울,11,J96,달리 분류되지 않은 호흡부전,8,호흡기내과
2020,서울,12,A31,기타 형태의 마이코박테리아에 의한 감염,5,호흡기내과
2020,서울,12,J86,농흉,5,호흡기내과
2020,서울,14,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,4,호흡기내과
2020,서울,15,J47,기관지확장증,3,호흡기내과
2020,서울,15,N39,비뇨계통의 기타 장애,3,호흡기내과
2020,서울,15,J45,천식,3,호흡기내과
2020,서울,15,T17,기도의 이물,3,호흡기내과
2020,서울,19,M30,결절성 다발동맥염 및 관련 병태,2,호흡기내과
2020,서울,19,J93,기흉,2,호흡기내과
2020,서울,19,B44,아스페르길루스증,2,호흡기내과
2020,서울,19,G12,척수성 근위축 및 관련 증후군,2,호흡기내과
2020,서울,19,R04,기도출혈,2,호흡기내과
2020,서울,19,J81,폐부종,2,호흡기내과
2020,서울,19,N17,급성 신부전,2,호흡기내과
2020,서울,19,K81,담낭염,2,호흡기내과
2020,서울,19,B59,폐포자충증(J173*),2,호흡기내과
2020,서울,19,E27,부신의 기타 장애,2,호흡기내과
2020,서울,19,C50,유방의 악성 신생물,2,호흡기내과
2020,서울,19,E11,2형 당뇨병,2,호흡기내과
2020,서울,19,A42,방선균증,2,호흡기내과
2020,서울,19,J82,달리 분류되지 않은 폐호산구증가,2,호흡기내과
2020,서울,19,J12,달리 분류되지 않은 바이러스폐렴,2,호흡기내과
2020,서울,1,C34,기관지 및 폐의 악성 신생물,93,흉부외과
2020,서울,2,J98,기타 호흡장애,65,흉부외과
2020,서울,3,I25,만성 허혈심장병,58,흉부외과
2020,서울,3,I70,죽상경화증,58,흉부외과
2020,서울,5,I71,대동맥동맥류 및 박리,41,흉부외과
2020,서울,6,I35,비류마티스성 대동맥판장애,29,흉부외과
2020,서울,7,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,25,흉부외과
2020,서울,8,T82,"심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증",21,흉부외과
2020,서울,9,J93,기흉,20,흉부외과
2020,서울,10,I20,협심증,17,흉부외과
2020,서울,11,I50,심부전,16,흉부외과
2020,서울,12,S27,기타 및 상세불명의 흉곽내기관의 손상,8,흉부외과
2020,서울,12,Q23,대동맥판 및 승모판의 선천기형,8,흉부외과
2020,서울,14,I34,비류마티스성 승모판장애,7,흉부외과
2020,서울,15,I72,기타 동맥류 및 박리,6,흉부외과
2020,서울,15,R53,병감 및 피로,6,흉부외과
2020,서울,17,I80,정맥염 및 혈전정맥염,5,흉부외과
2020,서울,17,T81,달리 분류되지 않은 처치의 합병증,5,흉부외과
2020,서울,17,C78,호흡 및 소화기관의 이차성 악성 신생물,5,흉부외과
2020,서울,20,I74,동맥색전증 및 혈전증,4,흉부외과
2020,서울,20,C15,식도의 악성 신생물,4,흉부외과
2021,광주,1,C34,기관지 및 폐의 악성 신생물,62,가정의학과
2021,광주,2,C22,간 및 간내 담관의 악성 신생물,40,가정의학과
2021,광주,3,C16,위의 악성 신생물,38,가정의학과
2021,광주,4,C25,췌장의 악성 신생물,23,가정의학과
2021,광주,5,C18,결장의 악성 신생물,12,가정의학과
2021,광주,6,C61,전립선의 악성 신생물,9,가정의학과
2021,광주,7,C67,방광의 악성 신생물,8,가정의학과
2021,광주,8,C50,유방의 악성 신생물,6,가정의학과
2021,광주,9,C83,비소포성 림프종,5,가정의학과
2021,광주,9,C49,기타 결합조직 및 연조직의 악성 신생물,5,가정의학과
2021,광주,9,C56,난소의 악성 신생물,5,가정의학과
2021,광주,9,C23,담낭의 악성 신생물,5,가정의학과
2021,광주,9,C17,소장의 악성 신생물,5,가정의학과
2021,광주,9,C15,식도의 악성 신생물,5,가정의학과
2021,광주,15,C71,뇌의 악성 신생물,4,가정의학과
2021,광주,15,C20,직장의 악성 신생물,4,가정의학과
2021,광주,17,C24,담도의 기타 및 상세불명 부분의 악성 신생물,3,가정의학과
2021,광주,17,C80,부위의 명시가 없는 악성 신생물,3,가정의학과
2021,광주,17,G81,편마비,3,가정의학과
2021,광주,17,C65,신우의 악성 신생물,3,가정의학과
2021,광주,17,E11,2형 당뇨병,3,가정의학과
2021,광주,1,U07,U07의 응급사용,273,감염내과
2021,광주,2,R50,기타 및 원인미상의 열,16,감염내과
2021,광주,3,N10,급성 세뇨관-간질신장염,9,감염내과
2021,광주,4,N39,비뇨계통의 기타 장애,8,감염내과
2021,광주,5,N30,방광염,6,감염내과
2021,광주,6,L03,연조직염,4,감염내과
2021,광주,6,A49,상세불명 부위의 세균감염,4,감염내과
2021,광주,6,A41,기타 패혈증,4,감염내과
2021,광주,9,K83,담도의 기타 질환,2,감염내과
2021,광주,9,R10,복부 및 골반 통증,2,감염내과
2021,광주,9,J18,상세불명 병원체의 폐렴,2,감염내과
2021,광주,9,A75,발진티푸스,2,감염내과
2021,광주,13,T14,상세불명의 신체부위의 손상,1,감염내과
2021,광주,13,B95,다른 장에서 분류된 질환의 원인으로서의 연쇄알균 및 포도알균,1,감염내과
2021,광주,13,C95,상세불명 세포형의 백혈병,1,감염내과
2021,광주,13,K81,담낭염,1,감염내과
2021,광주,13,R39,비뇨계통의 기타 증상 및 징후,1,감염내과
2021,광주,13,E11,2형 당뇨병,1,감염내과
2021,광주,13,I33,급성 및 아급성 심내막염,1,감염내과
2021,광주,13,J69,고체 및 액체에 의한 폐렴,1,감염내과
2021,광주,13,G06,두개내 및 척추내 농양 및 육아종,1,감염내과
2021,광주,13,R57,달리 분류되지 않은 쇼크,1,감염내과
2021,광주,13,C22,간 및 간내 담관의 악성 신생물,1,감염내과
2021,광주,13,D72,백혈구의 기타 장애,1,감염내과
2021,광주,1,E11,2형 당뇨병,50,내분비내과
2021,광주,2,D35,기타 및 상세불명의 내분비선의 양성 신생물,2,내분비내과
2021,광주,2,E14,상세불명의 당뇨병,2,내분비내과
2021,광주,4,E13,기타 명시된 당뇨병,1,내분비내과
2021,광주,4,D50,철결핍빈혈,1,내분비내과
2021,광주,1,N40,전립선증식증,515,비뇨의학과
2021,광주,2,C61,전립선의 악성 신생물,120,비뇨의학과
2021,광주,3,C67,방광의 악성 신생물,72,비뇨의학과
2021,광주,4,N20,신장 및 요관의 결석,62,비뇨의학과
2021,광주,5,N41,전립선의 염증성 질환,17,비뇨의학과
2021,광주,6,N35,요도협착,16,비뇨의학과
2021,광주,6,N39,비뇨계통의 기타 장애,16,비뇨의학과
2021,광주,8,N43,음낭수종 및 정액류,10,비뇨의학과
2021,광주,8,N21,하부요로의 결석,10,비뇨의학과
2021,광주,10,N31,달리 분류되지 않은 방광의 신경근육기능장애,8,비뇨의학과
2021,광주,11,C65,신우의 악성 신생물,7,비뇨의학과
2021,광주,11,R31,상세불명의 혈뇨,7,비뇨의학과
2021,광주,13,N45,고환염 및 부고환염,6,비뇨의학과
2021,광주,14,C66,요관의 악성 신생물,5,비뇨의학과
2021,광주,15,C64,신우를 제외한 신장의 악성 신생물,4,비뇨의학과
2021,광주,15,N10,급성 세뇨관-간질신장염,4,비뇨의학과
2021,광주,15,D30,비뇨기관의 양성 신생물,4,비뇨의학과
2021,광주,18,N30,방광염,3,비뇨의학과
2021,광주,18,D09,기타 및 상세불명 부위의 제자리암종,3,비뇨의학과
2021,광주,18,N32,방광의 기타 장애,3,비뇨의학과
2021,광주,1,N71,자궁경부를 제외한 자궁의 염증성 질환,1,산부인과
2021,광주,1,E34,기타 내분비장애,6,소아청소년과
2021,광주,2,E30,달리 분류되지 않은 사춘기의 장애,3,소아청소년과
2021,광주,3,E66,비만,1,소아청소년과
2021,광주,3,E23,뇌하수체의 기능저하 및 기타 장애,1,소아청소년과
2021,광주,3,R11,구역 및 구토,1,소아청소년과
2021,광주,1,K80,담석증,57,소화기내과
2021,광주,2,D13,기타 및 부위불명의 소화계통의 양성 신생물,47,소화기내과
2021,광주,3,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,41,소화기내과
2021,광주,4,K63,장의 기타 질환,20,소화기내과
2021,광주,5,C16,위의 악성 신생물,18,소화기내과
2021,광주,6,K74,간의 섬유증 및 경변증,17,소화기내과
2021,광주,7,K75,기타 염증성 간질환,15,소화기내과
2021,광주,7,K21,위-식도역류병,15,소화기내과
2021,광주,9,K83,담도의 기타 질환,13,소화기내과
2021,광주,10,K92,소화계통의 기타 질환,12,소화기내과
2021,광주,11,K31,위 및 십이지장의 기타 질환,10,소화기내과
2021,광주,11,K25,위궤양,10,소화기내과
2021,광주,11,K85,급성 췌장염,10,소화기내과
2021,광주,11,C22,간 및 간내 담관의 악성 신생물,10,소화기내과
2021,광주,15,K55,장의 혈관장애,9,소화기내과
2021,광주,15,K29,위염 및 십이지장염,9,소화기내과
2021,광주,17,K86,췌장의 기타 질환,7,소화기내과
2021,광주,17,D12,"결장, 직장, 항문 및 항문관의 양성 신생물 ",7,소화기내과
2021,광주,17,K70,알코올성 간질환,7,소화기내과
2021,광주,20,K76,간의 기타 질환,5,소화기내과
2021,광주,20,K71,독성간질환,5,소화기내과
2021,광주,1,I20,협심증,312,순환기내과
2021,광주,2,I50,심부전,85,순환기내과
2021,광주,3,I48,심방세동 및 조동,74,순환기내과
2021,광주,4,I21,급성 심근경색증,39,순환기내과
2021,광주,5,I10,본태성(원발성) 고혈압,37,순환기내과
2021,광주,6,I25,만성 허혈심장병,36,순환기내과
2021,광주,7,I44,방실차단 및 좌각차단,17,순환기내과
2021,광주,8,I70,죽상경화증,11,순환기내과
2021,광주,9,E11,2형 당뇨병,10,순환기내과
2021,광주,10,I49,기타 심장부정맥,9,순환기내과
2021,광주,10,I42,심근병증,9,순환기내과
2021,광주,10,R55,실신 및 허탈,9,순환기내과
2021,광주,13,I35,비류마티스성 대동맥판장애,8,순환기내과
2021,광주,14,I80,정맥염 및 혈전정맥염,7,순환기내과
2021,광주,14,I26,폐색전증,7,순환기내과
2021,광주,16,I95,저혈압,5,순환기내과
2021,광주,17,R07,목구멍 및 가슴의 통증,4,순환기내과
2021,광주,17,D64,기타 빈혈,4,순환기내과
2021,광주,17,I77,동맥 및 세동맥의 기타 장애,4,순환기내과
2021,광주,17,I11,고혈압성 심장병,4,순환기내과
2021,광주,1,I63,뇌경색증,162,신경과
2021,광주,2,R42,어지럼증 및 어지럼,84,신경과
2021,광주,3,G43,편두통,66,신경과
2021,광주,4,R51,두통,59,신경과
2021,광주,5,G20,파킨슨병,38,신경과
2021,광주,6,H81,전정기능의 장애,36,신경과
2021,광주,7,F00,알츠하이머병에서의 치매(G30.-+),32,신경과
2021,광주,8,G45,일과성 뇌허혈발작 및 관련 증후군,20,신경과
2021,광주,9,R41,인지기능 및 자각에 관련된 기타 증상 및 징후,17,신경과
2021,광주,10,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,15,신경과
2021,광주,11,G51,안면신경장애,14,신경과
2021,광주,11,R55,실신 및 허탈,14,신경과
2021,광주,13,I67,기타 뇌혈관질환,11,신경과
2021,광주,14,R56,달리 분류되지 않은 경련,10,신경과
2021,광주,15,R25,이상불수의운동,9,신경과
2021,광주,16,G53,달리 분류된 질환에서의 뇌신경장애,7,신경과
2021,광주,17,H49,마비성 사시,6,신경과
2021,광주,18,B02,대상포진,5,신경과
2021,광주,19,G21,이차성 파킨슨증,4,신경과
2021,광주,19,H53,시각장애,4,신경과
2021,광주,19,I62,기타 비외상성 두개내출혈,4,신경과
2021,광주,19,G44,기타 두통증후군,4,신경과
2021,광주,19,R26,보행과 이동의 이상,4,신경과
2021,광주,19,D32,수막의 양성 신생물,4,신경과
2021,광주,19,G61,염증성 다발신경병증,4,신경과
2021,광주,1,M48,기타 척추병증,269,신경외과
2021,광주,2,S32,요추 및 골반의 골절,113,신경외과
2021,광주,3,M51,기타 추간판장애,59,신경외과
2021,광주,4,S22,"늑골, 흉골 및 흉추의 골절",56,신경외과
2021,광주,5,S06,두개내손상,38,신경외과
2021,광주,6,M47,척추증,22,신경외과
2021,광주,7,M54,등통증,17,신경외과
2021,광주,8,M96,달리 분류되지 않은 처치후 근골격장애,16,신경외과
2021,광주,9,M50,경추간판장애,15,신경외과
2021,광주,10,I61,뇌내출혈,14,신경외과
2021,광주,11,G95,척수의 기타 질환,9,신경외과
2021,광주,12,M99,달리 분류되지 않은 생체역학적 병변,8,신경외과
2021,광주,12,M43,기타 변형성 등병증,8,신경외과
2021,광주,14,I62,기타 비외상성 두개내출혈,7,신경외과
2021,광주,15,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",6,신경외과
2021,광주,16,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",5,신경외과
2021,광주,17,C79,기타 및 상세불명 부위의 이차성 악성 신생물,3,신경외과
2021,광주,18,I60,거미막하출혈,2,신경외과
2021,광주,18,C71,뇌의 악성 신생물,2,신경외과
2021,광주,18,M80,병적 골절을 동반한 골다공증,2,신경외과
2021,광주,18,G61,염증성 다발신경병증,2,신경외과
2021,광주,18,M49,달리 분류된 질환에서의 척추병증,2,신경외과
2021,광주,1,N18,만성 신장병,74,신장내과
2021,광주,2,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,69,신장내과
2021,광주,3,N17,급성 신부전,30,신장내과
2021,광주,4,N10,급성 세뇨관-간질신장염,29,신장내과
2021,광주,5,E11,2형 당뇨병,16,신장내과
2021,광주,6,E87,"수분, 전해질 및 산-염기균형의 기타 장애",14,신장내과
2021,광주,7,N39,비뇨계통의 기타 장애,11,신장내과
2021,광주,8,A41,기타 패혈증,6,신장내과
2021,광주,9,J69,고체 및 액체에 의한 폐렴,5,신장내과
2021,광주,10,N05,상세불명의 신염증후군,3,신장내과
2021,광주,10,J18,상세불명 병원체의 폐렴,3,신장내과
2021,광주,10,I10,본태성(원발성) 고혈압,3,신장내과
2021,광주,10,R60,달리 분류되지 않은 부종,3,신장내과
2021,광주,14,R50,기타 및 원인미상의 열,2,신장내과
2021,광주,14,N30,방광염,2,신장내과
2021,광주,14,N04,신증후군,2,신장내과
2021,광주,14,E14,상세불명의 당뇨병,2,신장내과
2021,광주,14,M62,근육의 기타 장애,2,신장내과
2021,광주,19,K21,위-식도역류병,1,신장내과
2021,광주,19,N19,상세불명의 신부전,1,신장내과
2021,광주,19,E26,고알도스테론증,1,신장내과
2021,광주,19,N20,신장 및 요관의 결석,1,신장내과
2021,광주,19,E10,1형 당뇨병,1,신장내과
2021,광주,19,I50,심부전,1,신장내과
2021,광주,19,N31,달리 분류되지 않은 방광의 신경근육기능장애,1,신장내과
2021,광주,19,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,1,신장내과
2021,광주,19,E27,부신의 기타 장애,1,신장내과
2021,광주,19,R42,어지럼증 및 어지럼,1,신장내과
2021,광주,19,N11,만성 세뇨관-간질신장염,1,신장내과
2021,광주,19,I15,이차성 고혈압,1,신장내과
2021,광주,19,R80,고립된 단백뇨,1,신장내과
2021,광주,19,G63,달리 분류된 질환에서의 다발신경병증,1,신장내과
2021,광주,19,I61,뇌내출혈,1,신장내과
2021,광주,1,H25,노년백내장,480,안과
2021,광주,2,H26,기타 백내장,3,안과
2021,광주,3,H40,녹내장,1,안과
2021,광주,1,K81,담낭염,83,외과
2021,광주,2,K40,사타구니탈장,74,외과
2021,광주,3,K64,치핵 및 항문주위정맥혈전증,60,외과
2021,광주,4,K80,담석증,52,외과
2021,광주,5,K35,급성 충수염,50,외과
2021,광주,6,C18,결장의 악성 신생물,43,외과
2021,광주,7,S22,"늑골, 흉골 및 흉추의 골절",38,외과
2021,광주,8,K56,탈장이 없는 마비성 장폐색증 및 장폐색,34,외과
2021,광주,8,C16,위의 악성 신생물,34,외과
2021,광주,10,I83,하지의 정맥류,32,외과
2021,광주,11,L89,욕창궤양 및 압박부위,21,외과
2021,광주,12,K57,장의 게실병,18,외과
2021,광주,13,C20,직장의 악성 신생물,17,외과
2021,광주,14,K62,항문 및 직장의 기타 질환,14,외과
2021,광주,15,C23,담낭의 악성 신생물,9,외과
2021,광주,15,K60,항문 및 직장부의 열창 및 누공,9,외과
2021,광주,15,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,9,외과
2021,광주,15,K55,장의 혈관장애,9,외과
2021,광주,19,L03,연조직염,8,외과
2021,광주,19,R10,복부 및 골반 통증,8,외과
2021,광주,19,C22,간 및 간내 담관의 악성 신생물,8,외과
2021,광주,1,R42,어지럼증 및 어지럼,43,응급의학과
2021,광주,2,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,32,응급의학과
2021,광주,3,R53,병감 및 피로,18,응급의학과
2021,광주,4,C34,기관지 및 폐의 악성 신생물,13,응급의학과
2021,광주,4,S22,"늑골, 흉골 및 흉추의 골절",13,응급의학과
2021,광주,6,T00,여러 신체부위를 침범한 표재성 손상,11,응급의학과
2021,광주,6,H81,전정기능의 장애,11,응급의학과
2021,광주,8,E11,2형 당뇨병,10,응급의학과
2021,광주,9,M54,등통증,8,응급의학과
2021,광주,9,R51,두통,8,응급의학과
2021,광주,11,M48,기타 척추병증,7,응급의학과
2021,광주,11,K21,위-식도역류병,7,응급의학과
2021,광주,13,N10,급성 세뇨관-간질신장염,6,응급의학과
2021,광주,13,K29,위염 및 십이지장염,6,응급의학과
2021,광주,15,R06,호흡의 이상,5,응급의학과
2021,광주,15,T14,상세불명의 신체부위의 손상,5,응급의학과
2021,광주,15,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",5,응급의학과
2021,광주,15,N39,비뇨계통의 기타 장애,5,응급의학과
2021,광주,15,F00,알츠하이머병에서의 치매(G30.-+),5,응급의학과
2021,광주,20,R10,복부 및 골반 통증,4,응급의학과
2021,광주,20,R50,기타 및 원인미상의 열,4,응급의학과
2021,광주,20,S06,두개내손상,4,응급의학과
2021,광주,1,H91,기타 청력소실,3,이비인후과
2021,광주,2,J03,급성 편도염,1,이비인후과
2021,광주,2,J01,급성 부비동염,1,이비인후과
2021,광주,2,J36,편도주위농양,1,이비인후과
2021,광주,1,I63,뇌경색증,105,재활의학과
2021,광주,2,M48,기타 척추병증,62,재활의학과
2021,광주,3,I61,뇌내출혈,21,재활의학과
2021,광주,4,M75,어깨병변,19,재활의학과
2021,광주,5,M51,기타 추간판장애,17,재활의학과
2021,광주,6,G95,척수의 기타 질환,16,재활의학과
2021,광주,7,I62,기타 비외상성 두개내출혈,14,재활의학과
2021,광주,7,M17,무릎관절증,14,재활의학과
2021,광주,9,G20,파킨슨병,10,재활의학과
2021,광주,10,S72,대퇴골의 골절,9,재활의학과
2021,광주,11,S06,두개내손상,8,재활의학과
2021,광주,12,G81,편마비,7,재활의학과
2021,광주,12,G62,기타 다발신경병증,7,재활의학과
2021,광주,12,G21,이차성 파킨슨증,7,재활의학과
2021,광주,15,I60,거미막하출혈,6,재활의학과
2021,광주,15,G51,안면신경장애,6,재활의학과
2021,광주,15,S14,목부위의 신경 및 척수의 손상,6,재활의학과
2021,광주,18,M50,경추간판장애,4,재활의학과
2021,광주,18,G82,하반신마비 및 사지마비,4,재활의학과
2021,광주,18,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",4,재활의학과
2021,광주,18,M19,기타 관절증,4,재활의학과
2021,광주,1,M48,기타 척추병증,247,정형외과
2021,광주,2,M17,무릎관절증,132,정형외과
2021,광주,3,M75,어깨병변,93,정형외과
2021,광주,4,S72,대퇴골의 골절,85,정형외과
2021,광주,5,S52,아래팔의 골절,51,정형외과
2021,광주,5,S82,발목을 포함한 아래다리의 골절,51,정형외과
2021,광주,7,S42,어깨 및 위팔의 골절,34,정형외과
2021,광주,8,L03,연조직염,25,정형외과
2021,광주,9,M23,무릎의 내부장애,23,정형외과
2021,광주,10,I70,죽상경화증,21,정형외과
2021,광주,11,G56,팔의 단일신경병증,18,정형외과
2021,광주,11,M00,화농성 관절염,18,정형외과
2021,광주,13,S92,발목을 제외한 발의 골절,17,정형외과
2021,광주,14,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",16,정형외과
2021,광주,15,M51,기타 추간판장애,15,정형외과
2021,광주,15,S62,손목 및 손부위의 골절,15,정형외과
2021,광주,17,S32,요추 및 골반의 골절,12,정형외과
2021,광주,17,T14,상세불명의 신체부위의 손상,12,정형외과
2021,광주,19,E10,1형 당뇨병,11,정형외과
2021,광주,19,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",11,정형외과
2021,광주,1,C18,결장의 악성 신생물,63,혈액종양내과
2021,광주,2,D75,혈액 및 조혈기관의 기타 질환,41,혈액종양내과
2021,광주,3,C22,간 및 간내 담관의 악성 신생물,32,혈액종양내과
2021,광주,4,C16,위의 악성 신생물,28,혈액종양내과
2021,광주,5,C20,직장의 악성 신생물,20,혈액종양내과
2021,광주,5,C25,췌장의 악성 신생물,20,혈액종양내과
2021,광주,7,C23,담낭의 악성 신생물,9,혈액종양내과
2021,광주,8,C67,방광의 악성 신생물,8,혈액종양내과
2021,광주,9,C13,하인두의 악성 신생물,7,혈액종양내과
2021,광주,9,D47,"림프, 조혈 및 관련 조직의 행동양식 불명 및 미상의 기타 신생물",7,혈액종양내과
2021,광주,11,C85,기타 및 상세불명 유형의 비호지킨림프종,5,혈액종양내과
2021,광주,11,C61,전립선의 악성 신생물,5,혈액종양내과
2021,광주,13,D64,기타 빈혈,4,혈액종양내과
2021,광주,14,R74,이상혈청효소수치,3,혈액종양내과
2021,광주,14,C24,담도의 기타 및 상세불명 부분의 악성 신생물,3,혈액종양내과
2021,광주,14,C64,신우를 제외한 신장의 악성 신생물,3,혈액종양내과
2021,광주,17,R59,림프절비대,2,혈액종양내과
2021,광주,17,C34,기관지 및 폐의 악성 신생물,2,혈액종양내과
2021,광주,17,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,2,혈액종양내과
2021,광주,20,D72,백혈구의 기타 장애,1,혈액종양내과
2021,광주,20,D69,자반 및 기타 출혈성 병태,1,혈액종양내과
2021,광주,20,C83,비소포성 림프종,1,혈액종양내과
2021,광주,20,D46,골수형성이상증후군,1,혈액종양내과
2021,광주,20,E53,기타 비타민B군의 결핍,1,혈액종양내과
2021,광주,20,E11,2형 당뇨병,1,혈액종양내과
