진료년도,진료과목,주상병코드,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2023,비뇨의학과,D51,2 ,2 ,2 ,58230 ,133530 
2023,비뇨의학과,D52,2 ,4 ,4 ,22980 ,36180 
2023,비뇨의학과,D53,4 ,5 ,5 ,63430 ,123730 
2023,비뇨의학과,D55,2 ,2 ,2 ,7470 ,54670 
2023,비뇨의학과,D59,3 ,5 ,4 ,500460 ,633410 
2023,비뇨의학과,D61,24 ,35 ,56 ,12714660 ,14081830 
2023,비뇨의학과,D63,1 ,1 ,1 ,25640 ,39340 
2023,비뇨의학과,D64,46 ,102 ,165 ,32428780 ,39984750 
2023,비뇨의학과,D65,4 ,8 ,9 ,916780 ,1338730 
2023,비뇨의학과,D66,4 ,4 ,6 ,8070640 ,9025480 
2023,비뇨의학과,D68,18 ,25 ,95 ,56329700 ,69898080 
2023,비뇨의학과,D69,113 ,165 ,342 ,75058500 ,93765760 
2023,비뇨의학과,D70,45 ,73 ,333 ,145441900 ,155366830 
2023,비뇨의학과,D71,1 ,6 ,6 ,349450 ,429950 
2023,비뇨의학과,D72,5 ,12 ,42 ,3798920 ,4602520 
2023,비뇨의학과,D73,3 ,6 ,6 ,329680 ,876980 
2023,비뇨의학과,D75,1 ,1 ,1 ,8850 ,14750 
2023,비뇨의학과,D76,4 ,6 ,6 ,186340 ,448540 
2023,비뇨의학과,D77,1 ,1 ,1 ,2510 ,5010 
2023,비뇨의학과,D80,2 ,3 ,3 ,28430 ,60780 
2023,비뇨의학과,D82,2 ,2 ,2 ,212290 ,224690 
2023,비뇨의학과,D84,7 ,18 ,18 ,1165880 ,1960080 
2023,비뇨의학과,D86,5 ,17 ,21 ,2721590 ,3119630 
2023,비뇨의학과,D89,63 ,155 ,201 ,71842350 ,87953630 
2023,비뇨의학과,E02,1 ,2 ,2 ,26950 ,67350 
2023,비뇨의학과,E03,66 ,150 ,177 ,5756810 ,8696870 
2023,비뇨의학과,E04,21 ,27 ,39 ,3270760 ,5448480 
2023,비뇨의학과,E05,18 ,36 ,64 ,2168400 ,3873460 
2023,비뇨의학과,E06,9 ,30 ,29 ,711500 ,1424910 
2023,비뇨의학과,E07,5 ,5 ,4 ,193060 ,353440 
2023,비뇨의학과,E10,17 ,32 ,416 ,19784660 ,30586440 
2023,비뇨의학과,E11,705 ,1487 ,5621 ,308429460 ,437408240 
2023,비뇨의학과,E12,1 ,3 ,3 ,9630 ,14530 
2023,비뇨의학과,E13,125 ,303 ,432 ,22821280 ,36677970 
2023,비뇨의학과,E14,146 ,282 ,1395 ,91947760 ,124603830 
2023,비뇨의학과,E15,3 ,3 ,10 ,390930 ,506430 
2023,비뇨의학과,E16,9 ,12 ,41 ,11629860 ,15314960 
2023,비뇨의학과,E20,3 ,5 ,5 ,674200 ,1099740 
2023,비뇨의학과,E21,4 ,7 ,6 ,287710 ,806710 
2023,비뇨의학과,E22,34 ,70 ,70 ,1955760 ,3581780 
2023,비뇨의학과,E23,572 ,2471 ,2469 ,79762600 ,147639310 
2023,비뇨의학과,E24,48 ,152 ,300 ,66527770 ,98551530 
2023,비뇨의학과,E25,60 ,122 ,142 ,23259660 ,26220510 
2023,비뇨의학과,E26,55 ,172 ,261 ,57294190 ,93720990 
2023,비뇨의학과,E27,345 ,741 ,995 ,165284970 ,255359790 
2023,비뇨의학과,E28,6 ,12 ,12 ,210770 ,500850 
2023,비뇨의학과,E29,2649 ,7323 ,7337 ,237387270 ,487943430 
2023,비뇨의학과,E30,37 ,59 ,59 ,1577610 ,3397180 
2023,비뇨의학과,E31,1 ,2 ,2 ,14300 ,28300 
2023,비뇨의학과,E32,1 ,1 ,1 ,202980 ,507280 
2023,비뇨의학과,E34,283 ,739 ,744 ,16452310 ,34958410 
2023,비뇨의학과,E35,3 ,3 ,3 ,31080 ,61980 
2023,비뇨의학과,E41,3 ,3 ,3 ,43720 ,69620 
2023,비뇨의학과,E46,30 ,38 ,268 ,18638710 ,24177010 
2023,비뇨의학과,E50,98 ,145 ,145 ,1220320 ,2246320 
2023,비뇨의학과,E51,5 ,23 ,452 ,44739880 ,59849220 
2023,비뇨의학과,E53,1 ,4 ,4 ,28120 ,55720 
2023,비뇨의학과,E54,4 ,25 ,25 ,436320 ,871420 
2023,비뇨의학과,E55,28 ,55 ,52 ,1986520 ,4989670 
2023,비뇨의학과,E56,6 ,10 ,10 ,148620 ,294320 
2023,비뇨의학과,E58,1 ,4 ,4 ,65500 ,132580 
2023,비뇨의학과,E60,43 ,85 ,85 ,4524930 ,8760230 
2023,비뇨의학과,E63,14 ,27 ,27 ,564270 ,886980 
2023,비뇨의학과,E65,1 ,2 ,2 ,0 ,0 
2023,비뇨의학과,E66,12 ,13 ,13 ,100770 ,254840 
2023,비뇨의학과,E70,3 ,4 ,4 ,193490 ,223090 
2023,비뇨의학과,E71,2 ,6 ,6 ,258700 ,297060 
2023,비뇨의학과,E72,38 ,183 ,177 ,32480670 ,36725700 
2023,비뇨의학과,E74,2 ,3 ,3 ,184710 ,213440 
2023,비뇨의학과,E75,10 ,32 ,31 ,2080820 ,2350840 
2023,비뇨의학과,E76,3 ,8 ,8 ,46906000 ,52118560 
2023,비뇨의학과,E77,1 ,1 ,1 ,26850 ,29750 
2023,비뇨의학과,E78,432 ,822 ,1156 ,43955050 ,62240100 
2023,비뇨의학과,E79,44 ,119 ,119 ,2355270 ,5138970 
2023,비뇨의학과,E80,2 ,2 ,2 ,348070 ,550180 
2023,비뇨의학과,E83,84 ,167 ,166 ,8861070 ,17850320 
2023,비뇨의학과,E84,1 ,2 ,2 ,226220 ,238020 
2023,비뇨의학과,E85,45 ,156 ,224 ,51074600 ,68209520 
2023,비뇨의학과,E86,15 ,33 ,47 ,4714670 ,6367170 
2023,비뇨의학과,E87,65 ,97 ,217 ,57913280 ,73077930 
2023,비뇨의학과,E88,15 ,32 ,31 ,580450 ,1440210 
2023,비뇨의학과,E89,6 ,9 ,20 ,4230450 ,4894670 
2023,비뇨의학과,F00,2270 ,10186 ,217200 ,13403822560 ,17900213090 
2023,비뇨의학과,F01,54 ,179 ,3467 ,212163200 ,286395880 
2023,비뇨의학과,F02,10 ,29 ,507 ,35074170 ,44654750 
2023,비뇨의학과,F03,196 ,841 ,18380 ,1116815990 ,1509852620 
2023,비뇨의학과,F04,1 ,1 ,1 ,10850 ,16650 
2023,비뇨의학과,F05,10 ,29 ,287 ,18250900 ,24686630 
2023,비뇨의학과,F06,88 ,124 ,273 ,12896910 ,19634390 
2023,비뇨의학과,F07,31 ,33 ,87 ,4170640 ,5669230 
2023,비뇨의학과,F10,9 ,12 ,37 ,5609170 ,8007700 
2023,비뇨의학과,F20,21 ,52 ,255 ,19270210 ,23204240 
2023,비뇨의학과,F22,8 ,37 ,46 ,4320180 ,5580700 
2023,비뇨의학과,F25,3 ,5 ,5 ,180750 ,200650 
2023,비뇨의학과,F29,4 ,14 ,310 ,20617190 ,27661660 
2023,비뇨의학과,F30,1 ,1 ,1 ,2850 ,4250 
2023,비뇨의학과,F31,31 ,117 ,2114 ,123269810 ,169893040 
2023,비뇨의학과,F32,46 ,72 ,420 ,40318520 ,54843330 
2023,비뇨의학과,F33,12 ,29 ,736 ,45559300 ,61891380 
2023,비뇨의학과,F34,4 ,23 ,44 ,2341460 ,3305420 
2023,비뇨의학과,F38,1 ,1 ,1 ,22050 ,44050 
2023,비뇨의학과,F39,4 ,7 ,13 ,487290 ,864600 
2023,비뇨의학과,F40,2 ,5 ,5 ,123640 ,243040 
2023,비뇨의학과,F41,68 ,125 ,493 ,25216910 ,35066570 
2023,비뇨의학과,F42,2 ,4 ,4 ,22410 ,37210 
2023,비뇨의학과,F43,4 ,12 ,12 ,72980 ,334480 
2023,비뇨의학과,F45,36 ,46 ,46 ,2007370 ,3327740 
2023,비뇨의학과,F48,40 ,74 ,74 ,1746750 ,3490650 
2023,비뇨의학과,F50,4 ,8 ,8 ,103210 ,178810 
2023,비뇨의학과,F51,37 ,81 ,79 ,1285030 ,2275100 
2023,비뇨의학과,F52,345 ,613 ,611 ,14450050 ,32824550 
2023,비뇨의학과,F54,5 ,5 ,5 ,204560 ,355660 
2023,비뇨의학과,F60,8 ,36 ,999 ,62529510 ,83426030 
2023,비뇨의학과,F63,1 ,1 ,0 ,64940 ,68350 
2023,비뇨의학과,F64,31 ,81 ,81 ,1400570 ,2981370 
2023,비뇨의학과,F65,1 ,1 ,1 ,10770 ,21470 
2023,비뇨의학과,F66,1 ,2 ,2 ,25680 ,100080 
2023,비뇨의학과,F71,1 ,1 ,1 ,29110 ,30610 
2023,비뇨의학과,F79,2 ,12 ,306 ,19556390 ,22920730 
2023,비뇨의학과,F84,11 ,17 ,17 ,620640 ,1023870 
2023,비뇨의학과,F90,4 ,8 ,8 ,159130 ,406930 
2023,비뇨의학과,F95,1 ,4 ,4 ,29040 ,48240 
2023,비뇨의학과,F98,701 ,2516 ,2511 ,38952510 ,106976080 
2023,비뇨의학과,F99,3 ,3 ,4 ,4201310 ,6415680 
2023,비뇨의학과,G02,1 ,1 ,1 ,8130 ,25600 
2023,비뇨의학과,G03,4 ,4 ,13 ,4962730 ,7081760 
2023,비뇨의학과,G04,32 ,77 ,221 ,20038240 ,27395080 
2023,비뇨의학과,G05,34 ,58 ,68 ,3216390 ,4373160 
2023,비뇨의학과,G06,9 ,23 ,117 ,26999580 ,35014870 
2023,비뇨의학과,G07,1 ,1 ,1 ,9440 ,10940 
2023,비뇨의학과,G10,3 ,9 ,54 ,4341920 ,4505190 
2023,비뇨의학과,G11,85 ,298 ,654 ,47952780 ,56127990 
2023,비뇨의학과,G12,40 ,116 ,497 ,44015650 ,53273930 
2023,비뇨의학과,G13,4 ,17 ,17 ,1047290 ,1289230 
2023,비뇨의학과,G14,1 ,1 ,31 ,1753950 ,2358790 
2023,비뇨의학과,G20,914 ,3219 ,21838 ,1659310910 ,2045370100 
2023,비뇨의학과,G21,13 ,39 ,934 ,48484490 ,69604130 
2023,비뇨의학과,G22,15 ,49 ,598 ,36973460 ,51101100 
2023,비뇨의학과,G23,27 ,73 ,208 ,24055760 ,30193730 
2023,비뇨의학과,G24,2 ,2 ,2 ,13670 ,23770 
2023,비뇨의학과,G25,25 ,36 ,69 ,2949880 ,3961830 
2023,비뇨의학과,G30,90 ,303 ,6085 ,367605870 ,495678320 
2023,비뇨의학과,G31,25 ,52 ,99 ,8765110 ,12200780 
2023,비뇨의학과,G35,43 ,181 ,191 ,13412930 ,15633650 
2023,비뇨의학과,G36,25 ,98 ,115 ,8147400 ,9161900 
2023,비뇨의학과,G37,19 ,53 ,79 ,15964200 ,22976940 
2023,비뇨의학과,G40,76 ,195 ,1179 ,65027900 ,88851900 
2023,비뇨의학과,G41,25 ,70 ,742 ,63252650 ,71117190 
2023,비뇨의학과,G43,110 ,174 ,183 ,6495450 ,10507960 
2023,비뇨의학과,G44,44 ,62 ,177 ,8235770 ,11660270 
2023,비뇨의학과,G45,26 ,36 ,52 ,1222210 ,2190460 
2023,비뇨의학과,G46,3 ,3 ,2 ,54830 ,105730 
2023,비뇨의학과,G47,314 ,576 ,721 ,20411320 ,32118800 
2023,비뇨의학과,G50,13 ,31 ,31 ,588630 ,1219960 
2023,비뇨의학과,G51,20 ,35 ,47 ,3878880 ,5171560 
2023,비뇨의학과,G52,1 ,8 ,74 ,6727160 ,8516870 
2023,비뇨의학과,G53,886 ,2249 ,2667 ,87978920 ,134970300 
2023,비뇨의학과,G54,2 ,9 ,9 ,148110 ,198530 
2023,비뇨의학과,G55,4 ,7 ,5 ,410160 ,896460 
2023,비뇨의학과,G56,10 ,14 ,10 ,637060 ,1007780 
2023,비뇨의학과,G57,2 ,2 ,2 ,14950 ,41650 
2023,비뇨의학과,G58,17 ,26 ,26 ,671500 ,1498300 
2023,비뇨의학과,G60,2 ,4 ,4 ,530110 ,649430 
2023,비뇨의학과,G61,37 ,126 ,436 ,38178050 ,45509610 
2023,비뇨의학과,G62,25 ,34 ,63 ,2734920 ,4267860 
2023,비뇨의학과,G63,21 ,60 ,115 ,4057840 ,6500970 
2023,비뇨의학과,G64,5 ,6 ,6 ,51670 ,85370 
2023,비뇨의학과,G70,11 ,27 ,55 ,3305700 ,3996470 
2023,비뇨의학과,G71,22 ,56 ,63 ,6549140 ,7945990 
2023,비뇨의학과,G80,22 ,62 ,178 ,12474630 ,17134020 
2023,비뇨의학과,G81,255 ,1278 ,29246 ,2017797830 ,2661663190 
2023,비뇨의학과,G82,144 ,534 ,4595 ,313887740 ,417051450 
2023,비뇨의학과,G83,74 ,206 ,228 ,15919760 ,27967460 
2023,비뇨의학과,G90,31 ,120 ,119 ,4304590 ,6463910 
2023,비뇨의학과,G91,27 ,83 ,851 ,53730160 ,72166220 
2023,비뇨의학과,G93,14 ,37 ,492 ,37010980 ,45611860 
2023,비뇨의학과,G95,248 ,739 ,950 ,99010300 ,135942820 
2023,비뇨의학과,G96,2 ,4 ,4 ,595520 ,862420 
2023,비뇨의학과,G97,1 ,3 ,3 ,77890 ,155290 
2023,비뇨의학과,G99,53 ,137 ,137 ,3170280 ,7698100 
2023,비뇨의학과,H00,33 ,57 ,57 ,484620 ,917020 
2023,비뇨의학과,H01,42 ,57 ,57 ,477270 ,1197470 
2023,비뇨의학과,H02,16 ,18 ,18 ,163860 ,350160 
2023,비뇨의학과,H03,1 ,3 ,3 ,20470 ,31270 
2023,비뇨의학과,H04,50 ,67 ,63 ,1299120 ,2261770 
2023,비뇨의학과,H05,4 ,9 ,9 ,48310 ,214410 
2023,비뇨의학과,H06,3 ,22 ,22 ,213040 ,422840 
2023,비뇨의학과,H10,60 ,82 ,80 ,907550 ,2108580 
2023,비뇨의학과,H11,31 ,60 ,85 ,11279540 ,12806480 
2023,비뇨의학과,H13,5 ,15 ,15 ,117420 ,466320 
2023,비뇨의학과,H16,26 ,41 ,40 ,387820 ,870740 
2023,비뇨의학과,H19,4 ,4 ,11 ,32120 ,46790 
2023,비뇨의학과,H25,8 ,9 ,47 ,317150 ,544130 
2023,비뇨의학과,H26,4 ,8 ,8 ,52730 ,94530 
2023,비뇨의학과,H34,5 ,7 ,10 ,804260 ,1036680 
2023,비뇨의학과,H35,29 ,63 ,279 ,22252620 ,28763210 
2023,비뇨의학과,H36,14 ,15 ,60 ,14741420 ,19504740 
2023,비뇨의학과,H40,18 ,43 ,67 ,451520 ,702670 
2023,비뇨의학과,H44,1 ,1 ,28 ,9909790 ,13304760 
2023,비뇨의학과,H49,1 ,1 ,11 ,6773000 ,9410960 
2023,비뇨의학과,H50,2 ,2 ,1 ,657020 ,826650 
2023,비뇨의학과,H52,4 ,17 ,399 ,25673480 ,34555150 
2023,비뇨의학과,H53,1 ,1 ,0 ,124880 ,156090 
2023,비뇨의학과,H54,1 ,7 ,212 ,12269410 ,16849010 
2023,비뇨의학과,H57,4 ,5 ,5 ,7600 ,56900 
2023,비뇨의학과,H59,1 ,1 ,1 ,7860 ,12060 
2023,비뇨의학과,H60,38 ,55 ,55 ,871440 ,1634000 
2023,비뇨의학과,H61,9 ,12 ,11 ,136250 ,268090 
2023,비뇨의학과,H62,2 ,2 ,2 ,17630 ,50330 
2023,비뇨의학과,H65,3 ,3 ,3 ,49730 ,117330 
2023,비뇨의학과,H66,8 ,10 ,19 ,187790 ,321290 
2023,비뇨의학과,H67,1 ,1 ,1 ,8160 ,16260 
2023,비뇨의학과,H69,3 ,3 ,3 ,72530 ,144730 
2023,비뇨의학과,H70,1 ,1 ,1 ,9370 ,18670 
2023,비뇨의학과,H71,2 ,3 ,3 ,103800 ,207300 
2023,비뇨의학과,H73,1 ,1 ,1 ,9410 ,14410 
2023,비뇨의학과,H81,90 ,138 ,234 ,9953300 ,16150650 
2023,비뇨의학과,H82,1 ,4 ,4 ,38240 ,63440 
2023,비뇨의학과,H90,7 ,8 ,8 ,94960 ,207960 
2023,비뇨의학과,H91,18 ,38 ,37 ,1049210 ,1809550 
2023,비뇨의학과,H92,4 ,4 ,3 ,55760 ,83720 
2023,비뇨의학과,H93,26 ,35 ,29 ,1237170 ,1987710 
2023,비뇨의학과,I00,3 ,8 ,66 ,4873180 ,5580240 
2023,비뇨의학과,I05,3 ,3 ,3 ,459070 ,758590 
2023,비뇨의학과,I06,1 ,1 ,1 ,2410 ,5910 
2023,비뇨의학과,I07,1 ,1 ,1 ,3750 ,29750 
2023,비뇨의학과,I08,1 ,1 ,8 ,5400950 ,5970500 
2023,비뇨의학과,I10,1825 ,3779 ,11758 ,545523380 ,749725290 
2023,비뇨의학과,I11,63 ,126 ,302 ,11794490 ,15634220 
2023,비뇨의학과,I12,12 ,28 ,30 ,1454700 ,2833260 
2023,비뇨의학과,I13,3 ,4 ,4 ,39840 ,61140 
2023,비뇨의학과,I15,49 ,102 ,114 ,10401560 ,17169160 
2023,비뇨의학과,I20,91 ,182 ,1474 ,193757830 ,231366530 
2023,비뇨의학과,I21,24 ,48 ,358 ,75856400 ,88590630 
2023,비뇨의학과,I24,1 ,1 ,13 ,501670 ,628650 
2023,비뇨의학과,I25,46 ,102 ,469 ,71092940 ,85295860 
2023,비뇨의학과,I26,15 ,36 ,489 ,37606840 ,48614230 
2023,비뇨의학과,I27,6 ,40 ,39 ,2850280 ,3721130 
2023,비뇨의학과,I28,1 ,1 ,1 ,204690 ,343820 
2023,비뇨의학과,I30,1 ,1 ,1 ,2990 ,23190 
2023,비뇨의학과,I31,5 ,9 ,59 ,8553670 ,12005160 
2023,비뇨의학과,I33,4 ,6 ,15 ,12574300 ,14436270 
2023,비뇨의학과,I34,1 ,12 ,12 ,961470 ,1225890 
2023,비뇨의학과,I35,23 ,46 ,161 ,65575300 ,80027790 
2023,비뇨의학과,I42,33 ,87 ,443 ,44558040 ,53896120 
2023,비뇨의학과,I44,15 ,22 ,75 ,53684450 ,59063590 
2023,비뇨의학과,I46,4 ,6 ,35 ,64314550 ,69984800 
2023,비뇨의학과,I47,2 ,5 ,5 ,116170 ,159670 
2023,비뇨의학과,I48,47 ,107 ,729 ,57545090 ,74990320 
2023,비뇨의학과,I49,17 ,31 ,67 ,2451190 ,3253200 
2023,비뇨의학과,I50,85 ,198 ,2410 ,194782040 ,262755330 
2023,비뇨의학과,I51,4 ,6 ,99 ,6317690 ,8330780 
2023,비뇨의학과,I60,22 ,62 ,858 ,104231340 ,129756690 
2023,비뇨의학과,I61,85 ,339 ,5730 ,515551480 ,670709320 
2023,비뇨의학과,I62,14 ,33 ,291 ,25113920 ,32452770 
2023,비뇨의학과,I63,464 ,1429 ,20065 ,1457191530 ,1896846280 
2023,비뇨의학과,I64,12 ,26 ,335 ,21131350 ,29116270 
2023,비뇨의학과,I65,30 ,36 ,54 ,2626110 ,4531590 
2023,비뇨의학과,I66,7 ,11 ,40 ,7274080 ,9507770 
2023,비뇨의학과,I67,97 ,177 ,1092 ,90710980 ,116106610 
2023,비뇨의학과,I69,53 ,113 ,932 ,57443990 ,76512820 
2023,비뇨의학과,I70,24 ,59 ,123 ,13855950 ,19387470 
2023,비뇨의학과,I71,43 ,80 ,179 ,66733190 ,90558350 
2023,비뇨의학과,I72,115 ,235 ,350 ,126662110 ,168304740 
2023,비뇨의학과,I73,40 ,70 ,222 ,9146930 ,12551290 
2023,비뇨의학과,I74,6 ,18 ,74 ,4147410 ,5973470 
2023,비뇨의학과,I77,16 ,36 ,66 ,27158850 ,34362080 
2023,비뇨의학과,I78,15 ,25 ,25 ,237820 ,466650 
2023,비뇨의학과,I79,3 ,7 ,4 ,356360 ,491410 
2023,비뇨의학과,I80,13 ,31 ,359 ,18857700 ,25665230 
2023,비뇨의학과,I82,7 ,13 ,15 ,1836800 ,2830260 
2023,비뇨의학과,I83,39 ,48 ,47 ,769940 ,1767160 
2023,비뇨의학과,I85,2 ,3 ,3 ,92580 ,186580 
2023,비뇨의학과,I86,6477 ,15232 ,17735 ,2578033410 ,3781182410 
2023,비뇨의학과,I87,171 ,283 ,305 ,11265920 ,24782220 
2023,비뇨의학과,I88,100 ,146 ,172 ,12262290 ,19895080 
2023,비뇨의학과,I89,37 ,61 ,127 ,27120630 ,32641920 
2023,비뇨의학과,I95,14 ,21 ,77 ,9917410 ,14381550 
2023,비뇨의학과,I97,6 ,10 ,38 ,17419080 ,19400950 
2023,비뇨의학과,I99,2 ,3 ,3 ,0 ,0 
2023,비뇨의학과,J00,470 ,610 ,659 ,8650330 ,14010570 
2023,비뇨의학과,J01,16 ,19 ,17 ,399430 ,712000 
2023,비뇨의학과,J02,210 ,257 ,294 ,6273180 ,9584300 
2023,비뇨의학과,J03,101 ,134 ,136 ,3523360 ,5460720 
2023,비뇨의학과,J04,12 ,22 ,22 ,358350 ,637550 
2023,비뇨의학과,J05,7 ,18 ,18 ,317220 ,651790 
2023,비뇨의학과,J06,902 ,1017 ,1080 ,23821970 ,34339450 
2023,비뇨의학과,J09,1 ,1 ,1 ,461120 ,544210 
2023,비뇨의학과,J10,94 ,98 ,147 ,22744650 ,27541480 
2023,비뇨의학과,J11,130 ,135 ,158 ,8016640 ,10986180 
2023,비뇨의학과,J12,14 ,24 ,40 ,7201210 ,9388100 
2023,비뇨의학과,J13,1 ,2 ,2 ,0 ,0 
2023,비뇨의학과,J14,1 ,3 ,3 ,100850 ,201150 
2023,비뇨의학과,J15,51 ,88 ,1188 ,144812330 ,181043630 
2023,비뇨의학과,J16,2 ,2 ,2 ,37110 ,96310 
2023,비뇨의학과,J17,1 ,1 ,1 ,53770 ,134270 
2023,비뇨의학과,J18,327 ,637 ,5391 ,841960730 ,1043047560 
2023,비뇨의학과,J20,664 ,831 ,899 ,20354040 ,29947620 
2023,비뇨의학과,J21,31 ,57 ,88 ,2840150 ,4042250 
2023,비뇨의학과,J22,72 ,83 ,83 ,1199350 ,1800650 
2023,비뇨의학과,J30,283 ,435 ,460 ,7234120 ,12219460 
2023,비뇨의학과,J31,13 ,18 ,18 ,210430 ,437130 
2023,비뇨의학과,J32,14 ,24 ,23 ,763180 ,1127290 
2023,비뇨의학과,J33,4 ,4 ,3 ,948120 ,1347340 
2023,비뇨의학과,J34,20 ,31 ,36 ,2516560 ,3862940 
2023,비뇨의학과,J35,19 ,41 ,41 ,301880 ,1098480 
2023,비뇨의학과,J36,21 ,42 ,42 ,392760 ,729360 
2023,비뇨의학과,J37,6 ,9 ,9 ,66050 ,127750 
2023,비뇨의학과,J38,9 ,30 ,25 ,344110 ,769800 
2023,비뇨의학과,J39,43 ,89 ,88 ,971150 ,2482070 
2023,비뇨의학과,J40,224 ,317 ,392 ,16617120 ,24636030 
2023,비뇨의학과,J41,6 ,7 ,7 ,384610 ,438470 
2023,비뇨의학과,J42,36 ,45 ,112 ,7052360 ,9814670 
2023,비뇨의학과,J43,7 ,11 ,26 ,2747200 ,3556720 
2023,비뇨의학과,J44,82 ,187 ,2815 ,191348220 ,257386980 
2023,비뇨의학과,J45,80 ,148 ,849 ,44102770 ,60239490 
2023,비뇨의학과,J46,3 ,10 ,195 ,14102070 ,18948170 
2023,비뇨의학과,J47,4 ,11 ,231 ,14144530 ,18974180 
2023,비뇨의학과,J64,1 ,3 ,3 ,99920 ,281220 
2023,비뇨의학과,J67,1 ,2 ,2 ,63590 ,130790 
2023,비뇨의학과,J69,28 ,43 ,448 ,120477100 ,147534240 
2023,비뇨의학과,J80,2 ,4 ,24 ,16616420 ,17959770 
2023,비뇨의학과,J81,6 ,13 ,98 ,6086590 ,8303260 
2023,비뇨의학과,J84,34 ,60 ,320 ,46055850 ,56212020 
2023,비뇨의학과,J85,2 ,8 ,8 ,124140 ,192950 
2023,비뇨의학과,J86,2 ,3 ,3 ,115530 ,147330 
2023,비뇨의학과,J90,22 ,33 ,259 ,57854130 ,68393240 
2023,비뇨의학과,J93,8 ,18 ,55 ,13372090 ,14808550 
2023,비뇨의학과,J94,2 ,2 ,3 ,661830 ,832290 
2023,비뇨의학과,J96,26 ,46 ,505 ,136385450 ,161242690 
2023,비뇨의학과,J98,40 ,64 ,295 ,20977870 ,29760710 
2023,비뇨의학과,K01,1 ,1 ,1 ,2830 ,22830 
2023,비뇨의학과,K02,1 ,1 ,1 ,7860 ,12060 
2023,비뇨의학과,K04,1 ,1 ,0 ,88560 ,110690 
2023,비뇨의학과,K05,30 ,54 ,56 ,1357840 ,2498270 
2023,비뇨의학과,K06,3 ,5 ,5 ,51170 ,141070 
2023,비뇨의학과,K07,6 ,8 ,7 ,332970 ,727160 
2023,비뇨의학과,K08,13 ,16 ,13 ,1475550 ,1945980 
2023,비뇨의학과,K10,2 ,2 ,14 ,4968240 ,6561770 
2023,비뇨의학과,K11,4 ,7 ,7 ,153060 ,322560 
2023,비뇨의학과,K12,44 ,55 ,52 ,643140 ,1261510 
2023,비뇨의학과,K13,79 ,99 ,98 ,886100 ,1734300 
2023,비뇨의학과,K14,8 ,11 ,11 ,320040 ,761540 
2023,비뇨의학과,K20,17 ,25 ,25 ,480620 ,1027620 
2023,비뇨의학과,K21,617 ,965 ,977 ,38584040 ,67683980 
2023,비뇨의학과,K22,9 ,15 ,20 ,2798350 ,3817730 
2023,비뇨의학과,K25,47 ,73 ,548 ,73150130 ,95451600 
2023,비뇨의학과,K26,19 ,45 ,73 ,13551260 ,19127590 
2023,비뇨의학과,K27,13 ,16 ,16 ,268730 ,479430 
2023,비뇨의학과,K28,3 ,8 ,8 ,195830 ,583730 
2023,비뇨의학과,K29,765 ,1064 ,1210 ,48506000 ,80280830 
2023,비뇨의학과,K30,163 ,353 ,353 ,8465270 ,14794110 
2023,비뇨의학과,K31,20 ,36 ,55 ,4623100 ,6575490 
2023,비뇨의학과,K35,39 ,47 ,119 ,42309440 ,58793270 
2023,비뇨의학과,K36,4 ,4 ,7 ,2751090 ,4402600 
2023,비뇨의학과,K37,4 ,4 ,4 ,123630 ,246930 
2023,비뇨의학과,K38,1 ,1 ,1 ,10050 ,16650 
2023,비뇨의학과,K40,1384 ,2597 ,3069 ,524191640 ,693217750 
2023,비뇨의학과,K41,9 ,10 ,73 ,12414010 ,16256190 
2023,비뇨의학과,K42,8 ,10 ,15 ,7038120 ,9530430 
2023,비뇨의학과,K43,34 ,63 ,130 ,36826420 ,47401900 
2023,비뇨의학과,K44,3 ,6 ,76 ,4846010 ,6617560 
2023,비뇨의학과,K45,13 ,23 ,34 ,4713520 ,6608180 
2023,비뇨의학과,K46,42 ,55 ,62 ,5140350 ,7412440 
2023,비뇨의학과,K50,67 ,153 ,237 ,28290810 ,33404570 
2023,비뇨의학과,K51,23 ,53 ,138 ,19073180 ,22921640 
2023,비뇨의학과,K52,63 ,75 ,91 ,8808020 ,12422210 
2023,비뇨의학과,K55,6 ,16 ,25 ,4987930 ,5705360 
2023,비뇨의학과,K56,81 ,169 ,553 ,146614750 ,173206130 
2023,비뇨의학과,K57,40 ,58 ,113 ,20655640 ,27164500 
2023,비뇨의학과,K58,73 ,110 ,159 ,5148200 ,8179830 
2023,비뇨의학과,K59,358 ,535 ,620 ,28870880 ,44589060 
2023,비뇨의학과,K60,14 ,37 ,55 ,12303170 ,14023850 
2023,비뇨의학과,K61,65 ,173 ,237 ,28495060 ,40759840 
2023,비뇨의학과,K62,34 ,61 ,158 ,36336800 ,43188030 
2023,비뇨의학과,K63,36 ,67 ,519 ,104906180 ,132009910 
2023,비뇨의학과,K64,47 ,60 ,88 ,13876540 ,17101800 
2023,비뇨의학과,K65,87 ,229 ,852 ,347032510 ,422671040 
2023,비뇨의학과,K66,363 ,1187 ,1731 ,425843740 ,641942450 
2023,비뇨의학과,K70,32 ,53 ,189 ,8022960 ,13312970 
2023,비뇨의학과,K71,11 ,16 ,37 ,7962870 ,11136720 
2023,비뇨의학과,K72,4 ,5 ,10 ,4113090 ,4611030 
