"연령대","순위","상병코드","상병명","건수","癤우뿰"
"90세 이상","6","M48","기타 척추병증","875",NA
"90세 이상","7","N18","만성 콩팥(신장)기능상실","771",NA
"90세 이상","8","F03","상세불명의 치매","763",NA
"90세 이상","9","I20","협심증","556",NA
"90세 이상","10","M51","기타 추간판장애","493",NA
"90세 이상","11","C61","전립선의 악성 신생물","404",NA
"90세 이상","12","I48","심방세동 및 조동","366",NA
"90세 이상","13","J44","기타 만성 폐쇄성 폐질환","312",NA
"90세 이상","14","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","297",NA
"90세 이상","15","H25","노인성 백내장","285",NA
"90세 이상","16","N31","달리 분류되지 않은 방광의 신경근육기능장애","273",NA
"90세 이상","17","K08","치아 및 지지구조의 기타 장애","266",NA
"90세 이상","18","M17","윤충증","264",NA
"90세 이상","19","L29","소양증","244",NA
"90세 이상","20","R41","인지기능 및 자각에 관한 기타 증상 및 징후","234",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1635",NA
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","1435",NA
"59세 이하","3","K29","위염 및 십이지장염","1181",NA
"59세 이하","4","M54","배통","1109",NA
"59세 이하","5","I10","본태성(일차성)고혈압","979",NA
"59세 이하","6","E11","인슐린-비의존 당뇨병","971",NA
"59세 이하","7","M51","기타 추간판장애","816",NA
"59세 이하","8","K02","치아우식증","628",NA
"59세 이하","9","M15","진균증","614",NA
"59세 이하","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","568",NA
"59세 이하","11","N18","만성 콩팥(신장)기능상실","512",NA
"59세 이하","12","J30","혈관운동성 및 앨러지성 비염","449",NA
"59세 이하","13","M17","윤충증","398",NA
"59세 이하","14","M75","어깨병변","384",NA
"59세 이하","15","E86","체액용적고갈","375",NA
"59세 이하","16","K63","창자의 기타 질환","337",NA
"59세 이하","17","N40","전립선증식증","333",NA
"59세 이하","18","J98","기타 호흡장애","331",NA
"59세 이하","19","G82","하반신마비 및 사지마비","323",NA
"59세 이하","20","M48","기타 척추병증","315",NA
"60대","1","I10","본태성(일차성)고혈압","2723",NA
"60대","2","E11","인슐린-비의존 당뇨병","2627",NA
"60대","3","K05","치은염(잇몸염)및 치주 질환","2067",NA
"60대","4","N40","전립선증식증","1969",NA
"60대","5","M54","배통","1928",NA
"60대","6","K29","위염 및 십이지장염","1796",NA
"60대","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1675",NA
"60대","8","E86","체액용적고갈","1189",NA
"60대","9","M48","기타 척추병증","1180",NA
"60대","10","M17","윤충증","1113",NA
"60대","11","I69","대뇌혈관 질환의 후유증","874",NA
"60대","12","E78","지질단백질대사장애 및 기타 지질증","830",NA
"60대","13","K63","창자의 기타 질환","772",NA
"60대","14","K08","치아 및 지지구조의 기타 장애","745",NA
"60대","15","K02","치아우식증","744",NA
"60대","16","M75","어깨병변","734",NA
"60대","17","M15","진균증","714",NA
"60대","18","J30","혈관운동성 및 앨러지성 비염","703",NA
"60대","19","B35","피부사상균증","673",NA
"60대","20","M81","병적골절이 없는 골다공증","657",NA
"70대","1","N40","전립선증식증","19592",NA
"70대","2","E11","인슐린-비의존 당뇨병","12555",NA
"70대","3","I10","본태성(일차성)고혈압","10631",NA
"70대","4","K05","치은염(잇몸염)및 치주 질환","10282",NA
"70대","5","M54","배통","10274",NA
"70대","6","M48","기타 척추병증","9528",NA
"70대","7","I69","대뇌혈관 질환의 후유증","6850",NA
"70대","8","K08","치아 및 지지구조의 기타 장애","5748",NA
"70대","9","K29","위염 및 십이지장염","5232",NA
"70대","10","L29","소양증","5097",NA
"70대","11","K02","치아우식증","4777",NA
"70대","12","I20","협심증","4556",NA
"70대","13","M17","윤충증","4514",NA
"70대","14","E86","체액용적고갈","4173",NA
"70대","15","N18","만성 콩팥(신장)기능상실","3801",NA
"70대","16","F03","상세불명의 치매","3736",NA
"70대","17","J44","기타 만성 폐쇄성 폐질환","3674",NA
"70대","18","B35","피부사상균증","3633",NA
"70대","19","Z95","심장 및 혈관 삽입물 및 이식편의 존재","3539",NA
"70대","20","J30","혈관운동성 및 앨러지성 비염","3490",NA
"80대","1","N40","전립선증식증","3876",NA
"80대","2","F03","상세불명의 치매","2235",NA
"80대","3","M48","기타 척추병증","2215",NA
"80대","4","I10","본태성(일차성)고혈압","2187",NA
"80대","5","E11","인슐린-비의존 당뇨병","1954",NA
"80대","6","I69","대뇌혈관 질환의 후유증","1720",NA
"80대","7","E86","체액용적고갈","1408",NA
"80대","8","N18","만성 콩팥(신장)기능상실","1246",NA
"80대","9","K05","치은염(잇몸염)및 치주 질환","1046",NA
"80대","10","R42","현기 및 어지러움","941",NA
"80대","11","M17","윤충증","883",NA
"80대","12","K08","치아 및 지지구조의 기타 장애","852",NA
"80대","13","L29","소양증","839",NA
"80대","14","K29","위염 및 십이지장염","811",NA
"80대","15","M54","배통","690",NA
"80대","16","J44","기타 만성 폐쇄성 폐질환","669",NA
"80대","17","C61","전립선의 악성 신생물","629",NA
"80대","18","J98","기타 호흡장애","617",NA
"80대","19","R51","두통","612",NA
"80대","20","I48","심방세동 및 조동","574",NA
"90세 이상","1","N40","전립선증식증","1235",NA
"90세 이상","2","F03","상세불명의 치매","801",NA
"90세 이상","3","I10","본태성(일차성)고혈압","580",NA
"90세 이상","4","M48","기타 척추병증","531",NA
"90세 이상","5","E86","체액용적고갈","356",NA
"90세 이상","6","R42","현기 및 어지러움","342",NA
"90세 이상","7","E11","인슐린-비의존 당뇨병","341",NA
"90세 이상","8","I69","대뇌혈관 질환의 후유증","330",NA
"90세 이상","9","N18","만성 콩팥(신장)기능상실","293",NA
"90세 이상","10","M54","배통","286",NA
"90세 이상","11","K05","치은염(잇몸염)및 치주 질환","286",NA
"90세 이상","12","J40","급성인지 만성인지 명시되지 않은 기관지염","250",NA
"90세 이상","13","L29","소양증","243",NA
"90세 이상","14","K08","치아 및 지지구조의 기타 장애","238",NA
"90세 이상","15","K29","위염 및 십이지장염","200",NA
"90세 이상","16","M17","윤충증","195",NA
"90세 이상","17","J98","기타 호흡장애","195",NA
"90세 이상","18","K59","기타 기능적 창자 장애","193",NA
"90세 이상","19","J44","기타 만성 폐쇄성 폐질환","174",NA
"90세 이상","20","F51","비기질적 수면 장애","168",NA
"59세 이하","1","U07","U07의 응급사용","1582",NA
"59세 이하","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1412",NA
"59세 이하","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1200",NA
"59세 이하","4","K05","치은염 및 치주질환","1184",NA
"59세 이하","5","K29","위염 및 십이지장염","1165",NA
"59세 이하","6","Z29","기타 예방적 조치의 필요","1056",NA
"59세 이하","7","M54","등통증","998",NA
"59세 이하","8","E11","2형 당뇨병","923",NA
"59세 이하","9","I10","본태성(원발성) 고혈압","832",NA
"59세 이하","10","N18","만성 신장병","707",NA
"59세 이하","11","M51","기타 추간판장애","620",NA
"59세 이하","12","K02","치아우식","437",NA
"59세 이하","13","K63","장의 기타 질환","416",NA
"59세 이하","14","M15","다발관절증","402",NA
"59세 이하","15","M75","어깨병변","365",NA
"59세 이하","16","J30","혈관운동성 및 앨러지성 비염","351",NA
"59세 이하","17","G81","편마비","349",NA
"59세 이하","18","E86","용적고갈","325",NA
"59세 이하","19","B18","만성 바이러스간염","292",NA
"59세 이하","20","I69","뇌혈관질환의 후유증","286",NA
"60대","1","E11","2형 당뇨병","2548",NA
"60대","2","I10","본태성(원발성) 고혈압","2249",NA
"60대","3","K05","치은염 및 치주질환","1774",NA
"60대","4","K29","위염 및 십이지장염","1753",NA
"60대","5","N40","전립선증식증","1747",NA
"60대","6","M54","등통증","1210",NA
"60대","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1184",NA
"60대","8","M48","기타 척추병증","1137",NA
"60대","9","E86","용적고갈","1035",NA
"60대","10","K63","장의 기타 질환","1030",NA
"60대","11","M75","어깨병변","829",NA
"60대","12","M17","무릎관절증","779",NA
"60대","13","I69","뇌혈관질환의 후유증","730",NA
"60대","14","E78","지질단백질대사장애 및 기타 지질증","707",NA
"60대","15","M81","병적 골절이 없는 골다공증","658",NA
"60대","16","K08","치아 및 지지구조의 기타 장애","636",NA
"60대","17","R51","두통","604",NA
"60대","18","K02","치아우식","557",NA
"60대","19","M15","다발관절증","527",NA
"60대","20","B35","백선증","486",NA
"70대","1","N40","전립선증식증","19417",NA
"70대","2","E11","2형 당뇨병","12115",NA
"70대","3","M48","기타 척추병증","10162",NA
"70대","4","K05","치은염 및 치주질환","9856",NA
"70대","5","I10","본태성(원발성) 고혈압","9692",NA
"70대","6","M54","등통증","8878",NA
"70대","7","I69","뇌혈관질환의 후유증","6565",NA
"70대","8","K63","장의 기타 질환","5137",NA
"70대","9","K29","위염 및 십이지장염","5014",NA
"70대","10","E86","용적고갈","4621",NA
"70대","11","M17","무릎관절증","4435",NA
"70대","12","K08","치아 및 지지구조의 기타 장애","4406",NA
"70대","13","N18","만성 신장병","4390",NA
"70대","14","L29","가려움","4261",NA
"70대","15","J44","기타 만성 폐쇄성 폐질환","3728",NA
"70대","16","F03","상세불명의 치매","3559",NA
"70대","17","I20","협심증","3516",NA
"70대","18","K02","치아우식","3407",NA
"70대","19","M75","어깨병변","3227",NA
"70대","20","J30","혈관운동성 및 앨러지성 비염","3128",NA
"80대","1","N40","전립선증식증","3360",NA
"80대","2","M48","기타 척추병증","1892",NA
"80대","3","F03","상세불명의 치매","1812",NA
"80대","4","I10","본태성(원발성) 고혈압","1751",NA
"80대","5","E11","2형 당뇨병","1743",NA
"80대","6","I69","뇌혈관질환의 후유증","1457",NA
"80대","7","N18","만성 신장병","1414",NA
"80대","8","M54","등통증","1149",NA
"80대","9","E86","용적고갈","1101",NA
"80대","10","M17","무릎관절증","1064",NA
"80대","11","K05","치은염 및 치주질환","886",NA
"80대","12","R42","어지럼증 및 어지럼","732",NA
"80대","13","L29","가려움","700",NA
"80대","14","K29","위염 및 십이지장염","674",NA
"80대","15","K08","치아 및 지지구조의 기타 장애","617",NA
"80대","16","J44","기타 만성 폐쇄성 폐질환","589",NA
"80대","17","K63","장의 기타 질환","535",NA
"80대","18","J98","기타 호흡장애","505",NA
"80대","19","K59","기타 기능성 장장애","483",NA
"80대","20","R51","두통","481",NA
"90세 이상","1","N40","전립선증식증","1436",NA
"90세 이상","2","F03","상세불명의 치매","1010",NA
"90세 이상","3","I10","본태성(원발성) 고혈압","640",NA
"90세 이상","4","M48","기타 척추병증","548",NA
"90세 이상","5","I69","뇌혈관질환의 후유증","495",NA
"90세 이상","6","N18","만성 신장병","476",NA
"90세 이상","7","E11","2형 당뇨병","475",NA
"90세 이상","8","E86","용적고갈","402",NA
"90세 이상","9","R42","어지럼증 및 어지럼","351",NA
"90세 이상","10","L29","가려움","245",NA
"90세 이상","11","J98","기타 호흡장애","242",NA
"90세 이상","12","J44","기타 만성 폐쇄성 폐질환","234",NA
"90세 이상","13","K29","위염 및 십이지장염","232",NA
"90세 이상","14","K08","치아 및 지지구조의 기타 장애","229",NA
"90세 이상","15","M54","등통증","225",NA
"90세 이상","16","J18","상세불명 병원체의 폐렴","221",NA
"90세 이상","17","K59","기타 기능성 장장애","211",NA
"90세 이상","18","K05","치은염 및 치주질환","207",NA
"90세 이상","19","M17","무릎관절증","169",NA
"90세 이상","20","B35","백선증","155",NA
"59세 이하","1","U07","U07의 응급사용","5269",NA
"59세 이하","2","Z29","기타 예방적 조치의 필요","4093",NA
"59세 이하","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1626",NA
"59세 이하","4","K29","위염 및 십이지장염","1236",NA
"59세 이하","5","K05","치은염(잇몸염)및 치주 질환","1080",NA
"59세 이하","6","E11","인슐린-비의존 당뇨병","959",NA
"59세 이하","7","M54","배통","912",NA
"59세 이하","8","I10","본태성(일차성)고혈압","826",NA
"59세 이하","9","N18","만성 콩팥(신장)기능상실","738",NA
"59세 이하","10","M51","기타 추간판장애","578",NA
"59세 이하","11","K63","창자의 기타 질환","551",NA
"59세 이하","12","M75","어깨병변","467",NA
"59세 이하","13","M15","진균증","367",NA
"59세 이하","14","M17","윤충증","364",NA
"59세 이하","15","B18","만성 바이러스간염","314",NA
"59세 이하","16","J98","기타 호흡장애","310",NA
"59세 이하","17","K21","위-식도역류병","304",NA
"59세 이하","18","E78","지질단백질대사장애 및 기타 지질증","289",NA
"59세 이하","19","R51","두통","285",NA
"59세 이하","20","G81","편마비","283",NA
"60대","1","E11","인슐린-비의존 당뇨병","2273",NA
"60대","2","U07","U07의 응급사용","1990",NA
"60대","3","K05","치은염(잇몸염)및 치주 질환","1819",NA
"60대","4","I10","본태성(일차성)고혈압","1812",NA
"60대","5","K29","위염 및 십이지장염","1587",NA
"60대","6","N40","전립선증식증","1578",NA
"60대","7","K63","창자의 기타 질환","1293",NA
"60대","8","M17","윤충증","1039",NA
"60대","9","M54","배통","1028",NA
"60대","10","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1024",NA
"60대","11","M48","기타 척추병증","1012",NA
"60대","12","E86","체액용적고갈","948",NA
"60대","13","N18","만성 콩팥(신장)기능상실","881",NA
"60대","14","Z29","기타 예방적 조치의 필요","819",NA
"60대","15","M75","어깨병변","753",NA
"60대","16","E78","지질단백질대사장애 및 기타 지질증","668",NA
"60대","17","I69","대뇌혈관 질환의 후유증","501",NA
"60대","18","M81","병적골절이 없는 골다공증","495",NA
"60대","19","M15","진균증","470",NA
"60대","20","R51","두통","461",NA
"70대","1","N40","전립선증식증","18560",NA
"70대","2","E11","인슐린-비의존 당뇨병","13630",NA
"70대","3","M48","기타 척추병증","10703",NA
"70대","4","K05","치은염(잇몸염)및 치주 질환","9122",NA
"70대","5","I10","본태성(일차성)고혈압","9067",NA
"70대","6","M54","배통","7715",NA
"70대","7","K63","창자의 기타 질환","7082",NA
"70대","8","E86","체액용적고갈","5974",NA
"70대","9","M17","윤충증","5628",NA
"70대","10","I69","대뇌혈관 질환의 후유증","5595",NA
"70대","11","K29","위염 및 십이지장염","4350",NA
"70대","12","N18","만성 콩팥(신장)기능상실","4125",NA
"70대","13","I20","협심증","3627",NA
"70대","14","M75","어깨병변","3580",NA
"70대","15","L29","소양증","3307",NA
"70대","16","F03","상세불명의 치매","3100",NA
"70대","17","Z29","기타 예방적 조치의 필요","3015",NA
"70대","18","R42","현기 및 어지러움","2984",NA
"70대","19","J44","기타 만성 폐쇄성 폐질환","2893",NA
"70대","20","U07","U07의 응급사용","2825",NA
"80대","1","N40","전립선증식증","4278",NA
"80대","2","E11","인슐린-비의존 당뇨병","2578",NA
"80대","3","M48","기타 척추병증","2367",NA
"80대","4","I10","본태성(일차성)고혈압","2131",NA
"80대","5","M54","배통","1954",NA
"80대","6","I69","대뇌혈관 질환의 후유증","1712",NA
"80대","7","F03","상세불명의 치매","1706",NA
"80대","8","M17","윤충증","1639",NA
"80대","9","K05","치은염(잇몸염)및 치주 질환","1606",NA
"80대","10","N18","만성 콩팥(신장)기능상실","1584",NA
"80대","11","E86","체액용적고갈","1555",NA
"80대","12","K63","창자의 기타 질환","1070",NA
"80대","13","R42","현기 및 어지러움","941",NA
"80대","14","K29","위염 및 십이지장염","898",NA
"80대","15","L29","소양증","786",NA
"80대","16","U07","U07의 응급사용","768",NA
"80대","17","J44","기타 만성 폐쇄성 폐질환","720",NA
"80대","18","I20","협심증","710",NA
"80대","19","M75","어깨병변","647",NA
"80대","20","Z29","기타 예방적 조치의 필요","639",NA
"90세 이상","1","N40","전립선증식증","1701",NA
"90세 이상","2","F03","상세불명의 치매","958",NA
"90세 이상","3","I10","본태성(일차성)고혈압","844",NA
"90세 이상","4","N18","만성 콩팥(신장)기능상실","823",NA
"90세 이상","5","M48","기타 척추병증","689",NA
"90세 이상","6","E11","인슐린-비의존 당뇨병","578",NA
"90세 이상","7","I69","대뇌혈관 질환의 후유증","532",NA
"90세 이상","8","E86","체액용적고갈","493",NA
"90세 이상","9","R42","현기 및 어지러움","329",NA
"90세 이상","10","M17","윤충증","276",NA
"90세 이상","11","K05","치은염(잇몸염)및 치주 질환","276",NA
"90세 이상","12","J44","기타 만성 폐쇄성 폐질환","250",NA
"90세 이상","13","U07","U07의 응급사용","232",NA
"90세 이상","14","M54","배통","228",NA
"90세 이상","15","C61","전립선의 악성 신생물","224",NA
"90세 이상","16","J98","기타 호흡장애","223",NA
"90세 이상","17","K59","기타 기능적 창자 장애","216",NA
"90세 이상","18","K29","위염 및 십이지장염","214",NA
"90세 이상","19","J18","상세불명 병원체의 폐렴","189",NA
"90세 이상","20","I48","심방세동 및 조동","175",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1482",NA
"59세 이하","2","K29","위염 및 십이지장염","1207",NA
"59세 이하","3","K05","치은염(잇몸염)및 치주 질환","1031",NA
"59세 이하","4","M54","배통","1030",NA
"59세 이하","5","Z29","기타 예방적 조치의 필요","990",NA
"59세 이하","6","E11","인슐린-비의존 당뇨병","987",NA
"59세 이하","7","I10","본태성(일차성)고혈압","809",NA
"59세 이하","8","N18","만성 콩팥(신장)기능상실","727",NA
"59세 이하","9","M51","기타 추간판장애","686",NA
"59세 이하","10","G81","편마비","636",NA
"59세 이하","11","K63","창자의 기타 질환","620",NA
"59세 이하","12","U07","U07의 응급사용","614",NA
"59세 이하","13","M75","어깨병변","590",NA
"59세 이하","14","K21","위-식도역류병","373",NA
"59세 이하","15","M17","윤충증","372",NA
"59세 이하","16","E78","지질단백질대사장애 및 기타 지질증","361",NA
"59세 이하","17","F43","심한 스트레스에 대한 반응 및 적응장애","317",NA
"59세 이하","18","J98","기타 호흡장애","308",NA
"59세 이하","19","E86","체액용적고갈","299",NA
"59세 이하","20","M15","진균증","291",NA
"60대","1","E11","인슐린-비의존 당뇨병","2228",NA
"60대","2","K05","치은염(잇몸염)및 치주 질환","1740",NA
"60대","3","K29","위염 및 십이지장염","1634",NA
"60대","4","N40","전립선증식증","1588",NA
"60대","5","I10","본태성(일차성)고혈압","1583",NA
"60대","6","K63","창자의 기타 질환","1504",NA
"60대","7","N18","만성 콩팥(신장)기능상실","1210",NA
"60대","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1201",NA
"60대","9","M54","배통","1201",NA
"60대","10","E86","체액용적고갈","1158",NA
"60대","11","M17","윤충증","1024",NA
"60대","12","M48","기타 척추병증","838",NA
"60대","13","M75","어깨병변","798",NA
"60대","14","E78","지질단백질대사장애 및 기타 지질증","654",NA
"60대","15","Z29","기타 예방적 조치의 필요","629",NA
"60대","16","M51","기타 추간판장애","547",NA
"60대","17","J98","기타 호흡장애","523",NA
"60대","18","R51","두통","443",NA
"60대","19","I69","대뇌혈관 질환의 후유증","443",NA
"60대","20","M81","병적골절이 없는 골다공증","437",NA
"70대","1","N40","전립선증식증","17692",NA
"70대","2","E11","인슐린-비의존 당뇨병","13210",NA
"70대","3","M48","기타 척추병증","9543",NA
"70대","4","M54","배통","8625",NA
"70대","5","I10","본태성(일차성)고혈압","8168",NA
"70대","6","K05","치은염(잇몸염)및 치주 질환","8150",NA
"70대","7","K63","창자의 기타 질환","7416",NA
"70대","8","E86","체액용적고갈","6794",NA
"70대","9","I69","대뇌혈관 질환의 후유증","5360",NA
"70대","10","M17","윤충증","5258",NA
"70대","11","K29","위염 및 십이지장염","4459",NA
"70대","12","N18","만성 콩팥(신장)기능상실","4048",NA
"70대","13","M75","어깨병변","3396",NA
"70대","14","I20","협심증","3092",NA
"70대","15","L29","소양증","2895",NA
"70대","16","Z29","기타 예방적 조치의 필요","2749",NA
"70대","17","F03","상세불명의 치매","2747",NA
"70대","18","J44","기타 만성 폐쇄성 폐질환","2723",NA
"70대","19","R42","현기 및 어지러움","2717",NA
"70대","20","J98","기타 호흡장애","2592",NA
"80대","1","N40","전립선증식증","6225",NA
"80대","2","E11","인슐린-비의존 당뇨병","3488",NA
"80대","3","M48","기타 척추병증","3182",NA
"80대","4","I10","본태성(일차성)고혈압","2669",NA
"80대","5","E86","체액용적고갈","2539",NA
"80대","6","M54","배통","2440",NA
"80대","7","K05","치은염(잇몸염)및 치주 질환","2363",NA
"80대","8","N18","만성 콩팥(신장)기능상실","2212",NA
"80대","9","F03","상세불명의 치매","2150",NA
"80대","10","I69","대뇌혈관 질환의 후유증","2001",NA
"80대","11","M17","윤충증","1851",NA
"80대","12","K63","창자의 기타 질환","1778",NA
"80대","13","J44","기타 만성 폐쇄성 폐질환","1081",NA
"80대","14","K29","위염 및 십이지장염","1060",NA
"80대","15","R42","현기 및 어지러움","1041",NA
"80대","16","L29","소양증","1013",NA
"80대","17","I20","협심증","955",NA
"80대","18","J98","기타 호흡장애","936",NA
"80대","19","M75","어깨병변","920",NA
"80대","20","J30","혈관운동성 및 앨러지성 비염","815",NA
"90세 이상","1","N40","전립선증식증","1622",NA
"90세 이상","2","F03","상세불명의 치매","925",NA
"90세 이상","3","I10","본태성(일차성)고혈압","774",NA
"90세 이상","4","N18","만성 콩팥(신장)기능상실","769",NA
"90세 이상","5","M48","기타 척추병증","589",NA
"90세 이상","6","E86","체액용적고갈","565",NA
"90세 이상","7","I69","대뇌혈관 질환의 후유증","556",NA
"90세 이상","8","E11","인슐린-비의존 당뇨병","451",NA
"90세 이상","9","R42","현기 및 어지러움","339",NA
"90세 이상","10","M54","배통","313",NA
"90세 이상","11","J18","상세불명 병원체의 폐렴","295",NA
"90세 이상","12","J44","기타 만성 폐쇄성 폐질환","295",NA
"90세 이상","13","J98","기타 호흡장애","269",NA
"90세 이상","14","K05","치은염(잇몸염)및 치주 질환","269",NA
"90세 이상","15","M17","윤충증","267",NA
"90세 이상","16","S72","대퇴골의 골절","249",NA
"90세 이상","17","K59","기타 기능적 창자 장애","211",NA
"90세 이상","18","L29","소양증","185",NA
"90세 이상","19","I48","심방세동 및 조동","179",NA
"90세 이상","20","K29","위염 및 십이지장염","169",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2842",NA
"59세 이하","2","J18","상세불명 병원체의 폐렴","2376",NA
"59세 이하","3","J00","급성 코인두염[감기]","1098",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","939",NA
"59세 이하","5","J02","급성 인두염","783",NA
"59세 이하","6","I10","본태성(일차성)고혈압","719",NA
"59세 이하","7","K02","치아우식증","718",NA
"59세 이하","8","M17","윤충증","714",NA
"59세 이하","9","N18","만성 콩팥(신장)기능상실","663",NA
"59세 이하","10","K05","치은염(잇몸염)및 치주 질환","635",NA
"59세 이하","11","M54","배통","598",NA
"59세 이하","12","G82","하반신마비 및 사지마비","578",NA
"59세 이하","13","R52","달리 분류되지 않은 통증","555",NA
"59세 이하","14","L29","소양증","538",NA
"59세 이하","15","K30","소화불량","504",NA
"59세 이하","16","L30","기타 피부염","498",NA
"59세 이하","17","K29","위염 및 십이지장염","469",NA
"59세 이하","18","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","425",NA
"59세 이하","19","M51","기타 추간판장애","409",NA
"59세 이하","20","M96","달리 분류되지 않은 처치후 근육골격 장애","390",NA
"60대","1","E11","인슐린-비의존 당뇨병","3365",NA
"60대","2","M17","윤충증","2837",NA
"60대","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2702",NA
"60대","4","N40","전립선증식증","2595",NA
"60대","5","I10","본태성(일차성)고혈압","2466",NA
"60대","6","N18","만성 콩팥(신장)기능상실","2014",NA
"60대","7","K02","치아우식증","1433",NA
"60대","8","M54","배통","1393",NA
"60대","9","M48","기타 척추병증","1372",NA
"60대","10","K05","치은염(잇몸염)및 치주 질환","1363",NA
"60대","11","I20","협심증","1174",NA
"60대","12","M75","어깨병변","1092",NA
"60대","13","L29","소양증","1010",NA
"60대","14","F41","기타 불안장애","995",NA
"60대","15","B35","피부사상균증","965",NA
"60대","16","K30","소화불량","905",NA
"60대","17","J00","급성 코인두염[감기]","891",NA
"60대","18","K29","위염 및 십이지장염","877",NA
"60대","19","L30","기타 피부염","861",NA
"60대","20","H04","눈물기관의 장애","736",NA
"70대","1","N40","전립선증식증","33175",NA
"70대","2","E11","인슐린-비의존 당뇨병","19341",NA
"70대","3","I10","본태성(일차성)고혈압","15782",NA
"70대","4","M48","기타 척추병증","12487",NA
"70대","5","M17","윤충증","12329",NA
"70대","6","I20","협심증","11200",NA
"70대","7","L29","소양증","11014",NA
"70대","8","K05","치은염(잇몸염)및 치주 질환","10715",NA
"70대","9","M54","배통","9332",NA
"70대","10","N18","만성 콩팥(신장)기능상실","9081",NA
"70대","11","K02","치아우식증","8325",NA
"70대","12","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","7364",NA
"70대","13","L30","기타 피부염","7152",NA
"70대","14","F41","기타 불안장애","6898",NA
"70대","15","I63","뇌경색증","6576",NA
"70대","16","K08","치아 및 지지구조의 기타 장애","5642",NA
"70대","17","H25","노인성 백내장","5588",NA
"70대","18","J00","급성 코인두염[감기]","5478",NA
"70대","19","C61","전립선의 악성 신생물","5396",NA
"70대","20","H35","기타 망막장애","5350",NA
"80대","1","N40","전립선증식증","4525",NA
"80대","2","I10","본태성(일차성)고혈압","2822",NA
"80대","3","E11","인슐린-비의존 당뇨병","2817",NA
"80대","4","N18","만성 콩팥(신장)기능상실","2263",NA
"80대","5","M48","기타 척추병증","1851",NA
"80대","6","M17","윤충증","1783",NA
"80대","7","I20","협심증","1474",NA
"80대","8","F41","기타 불안장애","1293",NA
"80대","9","L29","소양증","1263",NA
"80대","10","I63","뇌경색증","1260",NA
"80대","11","K05","치은염(잇몸염)및 치주 질환","1111",NA
"80대","12","M54","배통","1069",NA
"80대","13","L30","기타 피부염","942",NA
"80대","14","C61","전립선의 악성 신생물","793",NA
"80대","15","R53","병감 및 피로","758",NA
"80대","16","J00","급성 코인두염[감기]","757",NA
"80대","17","H25","노인성 백내장","756",NA
"80대","18","K02","치아우식증","743",NA
"80대","19","H35","기타 망막장애","739",NA
"80대","20","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","735",NA
"90세 이상","1","N40","전립선증식증","1098",NA
"90세 이상","2","I10","본태성(일차성)고혈압","559",NA
"90세 이상","3","E11","인슐린-비의존 당뇨병","461",NA
"90세 이상","4","N18","만성 콩팥(신장)기능상실","293",NA
"90세 이상","5","M48","기타 척추병증","285",NA
"90세 이상","6","I20","협심증","279",NA
"90세 이상","7","L29","소양증","278",NA
"90세 이상","8","F03","상세불명의 치매","241",NA
"90세 이상","9","I63","뇌경색증","238",NA
"90세 이상","10","C61","전립선의 악성 신생물","237",NA
"90세 이상","11","M17","윤충증","218",NA
"90세 이상","12","R53","병감 및 피로","199",NA
"90세 이상","13","M50","목뼈원판 장애","184",NA
"90세 이상","14","K29","위염 및 십이지장염","180",NA
"90세 이상","15","K05","치은염(잇몸염)및 치주 질환","168",NA
"90세 이상","16","K08","치아 및 지지구조의 기타 장애","160",NA
"90세 이상","17","H35","기타 망막장애","154",NA
"90세 이상","18","H04","눈물기관의 장애","149",NA
"90세 이상","19","H25","노인성 백내장","146",NA
"90세 이상","20","K59","기타 기능적 창자 장애","141",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2536",NA
"59세 이하","2","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1916",NA
"59세 이하","3","U07","U07의 응급사용","1205",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","904",NA
"59세 이하","5","J18","상세불명 병원체의 폐렴","884",NA
"59세 이하","6","I10","본태성(원발성) 고혈압","742",NA
"59세 이하","7","N18","만성 콩팥(신장)기능상실","684",NA
"59세 이하","8","K02","치아우식증","680",NA
