"year","region","진료과","소속부서","보유장비","진료내용"
2022,"광주","내과","혈액종양내과","","각종 혈액 질환과 종양의 진단과 치료"
2022,"광주","내과","감염내과","","세균, 바이러스, 기생충 등 미생물의 인체 감염에 의한 질환 진료"
2022,"광주","내과","감염내과","","감기, 인플루엔자, 폐렴, 폐외 결핵, 패혈증, 신우신염, 매독, 에이즈, 말라리아, 쯔쯔가무시, 감염성 설사, 피부 감염 등의 감염질환"
2022,"광주","내과","감염내과","","증상으로는 발열, 오한, 전신통, 인후통, 기침, 배뇨통, 설사, 피부 발진, 피부 농양, 임파선 종대 등의 증상을 진료 "
2022,"광주","소아청소년과","클리닉(성 조숙증, 소아알레르기신생아 및 미숙아영유아, 소아발달장애비만 치 저신장, 소아당뇨)","","급성 호흡기 질환 및 소화기질환 치료"
2022,"광주","소아청소년과","클리닉(성 조숙증, 소아알레르기신생아 및 미숙아영유아, 소아발달장애비만 치 저신장, 소아당뇨)","","환경오염으로 점점 증가하는 알레르기 환자와 기후의 변화 , 환경호르몬 영향"
2022,"광주","소아청소년과","클리닉(성 조숙증, 소아알레르기신생아 및 미숙아영유아, 소아발달장애비만 치 저신장, 소아당뇨)","","으로 급속도로 증가 중인 성조숙증 환자 진료"
2022,"광주","소아청소년과","클리닉(성 조숙증, 소아알레르기신생아 및 미숙아영유아, 소아발달장애비만 치 저신장, 소아당뇨)","","비염, 천식, 중증 아토피 환자를 대상으로 알레르기 면역치료 시행"
2022,"광주","소아청소년과","클리닉(성 조숙증, 소아알레르기신생아 및 미숙아영유아, 소아발달장애비만 치 저신장, 소아당뇨)","","모세기관지염, 페렴, 장염 등의 급성질환 체계적 치료"
2022,"광주","소아청소년과","소아 심장학","심장초음파","소아심장질환 (심전도 및 심초음파실) 전문적 치료"
2022,"광주","소아청소년과","소아 신경학","뇌파검사","소아신경학 치료"
2022,"광주","소아청소년과","신생아실","인큐베이터실","신생아실은 미숙아를 집중 치료 "
2022,"광주","신경과","뇌신경센터","뇌 자기공명영상진단기(MRI)","인체의 신경계(중추 신경계, 말초신경계)와 관련된 질병 치료"
2022,"광주","신경과","뇌신경센터","뇌 단층촬영기","뇌혈관 의 이상에 의해 발샹하는 반산마비, 구언장애, 의식장애 등을 다루는 "
2022,"광주","신경과","뇌신경센터","뇌 양전자단층촬영(Pet-ct)","뇌졸증 분야,  뇌허혈에 의한 경색, 뇌출혈, 뇌혈관 기형 등 뇌에서 일어나는"
2022,"광주","신경과","뇌신경센터","비디오 안진검사","혈관과 관련된 질환 치료"
2022,"광주","신경과","뇌신경센터","뇌파검사","손발저림, 근육위약과 위축 등 말초신경계를 다루는 말초신경 및 근육질환 분야"
2022,"광주","신경과","뇌신경센터","자율신경검사기","파킨슨 병과 간은 운동장애를 다루는 운동질환 분야, 간질,  알츠하이머병,"
2022,"광주","신경과","뇌신경센터","근전도 검사","인지 기능 저하와 관련된 치매, 신경계 감염 분야와 어지러움증, 안과 이상 을 "
2022,"광주","신경과","뇌신경센터","경동맥초음파","다루는 신경이안과, 두통 등 신경계 종양 분야 치료"
2022,"광주","신경과","신경심리실","","임상심리사가 신경심리검사를 통해 신경계와 관련된 전문진단 검사 시행"
2022,"광주","정신건강의학과","","뇌파검사기","기분장애, 불안장애, 알코올 등 중독장애, 수면장애, 신경인지 장애 등의 정신"
2022,"광주","정신건강의학과","","","의학적 질환 치료"
2022,"광주","정신건강의학과","","","불면증(수면장애), 치매를 비롯한 신경인지장애에 대한 치료"
2022,"광주","정신건강의학과","","","공황장애, 불안장애, 우울증 등의 기분장애에 대한 진료"
2022,"광주","정신건강의학과","임상심리실","","신경인지장애 환자 및 정신의학적 질환에 대해 전문검사 시행"
2022,"광주","피부과","","","피부질환, 색소성 피부질환, 레이져치료, 알레르기 질환"
2022,"광주","피부과","","냉동치료기","광선각화증, 사마귀 등 치료"
2022,"광주","피부과","","Co2  laser","지루각화증, 모반, 피지샘 증식증 등을 치료"
2022,"광주","피부과","","","편평세포암, 기저세포암 등을 치료을 피부조직검사 및 양성종양 절제술 시행"
2022,"광주","가정의학과","","","가정의학과 질병의 예방적인 진료와 상담, 내,외과계를 포함한 전진료과에"
2022,"광주","가정의학과","","","대하여 폭넓은 진료 실시"
2022,"광주","가정의학과","노인의학 클리닉","","노화에 따른 신체적 및 정신적 기능의 변화, 노인성질환의 진단과 치료"
2022,"광주","가정의학과","노인의학 클리닉","","노인성 증후군의 예방과 관리"
2022,"광주","가정의학과","완화의료병동","29병상","말기암 환자의 마지막 순간을 편안하고 의미 있게 맞이 할 수 있도럭 완화의료"
2022,"광주","가정의학과","완화의료병동","","전담팀을 구성, 의학적 도움  및 남은 삶을 평화로운 가운데 의미 있게 보낼 수"
2022,"광주","가정의학과","완화의료병동","","있도록 총체적인 의료서비스 제공"
2022,"광주","한의과","치료실","","인체에 나타나는 여러증상에 대해 한의학적 관점을 기초로 침구 및 부황치료 시행"
2022,"광주","한의과","치료실","","근골격계질환 통증제어 침구치교, 뭉친근육을 풀어주는 부황치료"
2022,"광주","한의과","치료실","","뼈와 근육을 강화시켜주는 약물 치료"
2022,"광주","한의과","치료실","적외선 체열진단기","인체에서 자연적으로 방출되는 적외선을 감지하여 인체의 통증부위와 질병부위의 "
2022,"광주","한의과","치료실","","미세한 체열변화를 컬러 영상으로 나타내주어, 신경병증, 근육통증, 순환장애"
2022,"광주","한의과","치료실","","염증성 질환을 진단"
2022,"광주","재활의학과(재활센터)","운동치료실","초단파 치료기","뇌졸증재활, 근골격계통증재활, 척추손상재활, 노인재활 등 진단및 치료"
2022,"광주","재활의학과(재활센터)","작업치료실","초음파치료기","일반적으로 어떠한 질환의 합병증을 초기에 예방하고, 질병이나 부상으로 생긴 장애"
2022,"광주","재활의학과(재활센터)","열전기치료실","전기자극치료기","를 가진 환자의 기능적인 회복을 위해 재활치료 실시"
2022,"광주","재활의학과(재활센터)","근전도실","근전도검사기","중추신경 및 말초신경 등 근육 질환 진단하고 예후 판정"
2022,"광주","재활의학과(재활센터)","체외충격파 치료실","체외충격파 치료기","고에너지 충격파를 이용하여 최소침습, 비수술요법으로 근골격계 통증치료"
2022,"광주","재활의학과(재활센터)","가상체험치료실","가상운전재활시뮬레이터","가상현실의 운전재활 세뮬레이터 교육으로 환자 운동기능 및 인지능력 향상"
2022,"광주","재활의학과(재활센터)","상지로봇치료실","로봇상지재활치료시스템","저하된 상지기능을 정확하게 분석후 로봇을 활용하여 재활 치료"
2022,"광주","재활의학과(재활센터)","하지로봇치료실","워크봇, 엔젤렉스, 안다고","최첨단 보행로봇을 활용한 차별화된 보행 전문 재활 치료"
2022,"광주","재활의학과(재활센터)","언어치료실","","언어 의사소통에 어려움을 보이는 환자 대상 언어장애 평가 및 치료, 상담 시행"
2022,"광주","재활의학과(재활센터)","심리재활치료실","","재활과정에서 나타나는 심리적 어려움 파악 및 심리검사 진행"
2022,"광주","재활의학과(재활센터)","호흡재활치료실","","폐질환관련 호흡 증상 완화 및 일상생활기능 회복증진을 위한 호흡 재활 치료"
2022,"광주","진단검사의학과","임상검사실","화학검사기","환자로 부터 채취된 혈액, 골수, 혈장, 혈청, 소변, 대변, 흉수 등 각종검체에 대하여"
2022,"광주","진단검사의학과","","혈액검사기","임상병리사가 진단혈액, 임상미생물, 수혈의학, 진단면역, 분자진단 및 생리기능검사"
2022,"광주","진단검사의학과","","세균검사기","를 실사하며, 24시간 응급검사 및 혈액은행 검사 업무 시행"
2022,"광주","진단검사의학과","","전해질분석기",""
2022,"광주","진단검사의학과","","심전도검사기",""
2022,"광주","병리과","조직검사실","자동조직표본제작기","해부병리과 전문의가 조직검사 또는 세포검사를 통하여, 질병의 원인, 장기나 조직"
2022,"광주","병리과","","조직절편기","변화 등을 판독 진단"
2022,"광주","병리과","","동결조직절편기",""
2022,"광주","병리과","","조직포매기",""
2022,"광주","병리과","","자동염색기",""
2022,"광주","영상의학과","자기공명영상장치실(MRI)","자기공명영상장치","뇌충추신경계 및 척추신경 심맥관계 및 흉 복부 골반근골격계 및 사지 등의 진단장비"
2022,"광주","영상의학과","","(최신형 초전도 MRI 3.0 T)",""
2022,"광주","영상의학과","컴퓨터당층촬영기실(CT)","컴퓨터당층촬영기(CT)","두부외상 및 골절, 수두종, 뇌출혈 각종종양 등 질환 및 훙부, 복부, 근골계 등"
2022,"광주","영상의학과","","","뇌의 전신의 질환을 진단"
2022,"광주","영상의학과","초음파","초음파","복부, 간, 갑상선, 유방, 근골격계 등  부위 검사 시행"
2022,"광주","영상의학과","일반촬영","일반촬영","단순 흉부, 복부, 단순 골격, 단순 부비동, 단순경부 연조직, 유방 촬영 등 실시"
2022,"광주","영상의학과","특수촬영","","요로조영검사, 내시경적 역행성 담도췌관조영술 (ERCP) 시행"
2022,"광주","영상의학과","중재적시술","투시 및 혈관조영 엑스선기","TACE(간동맥화학색전술), RFA(고주파열치료), PICC(말초혈관둥심정맥유치술)"
2022,"광주","영상의학과","","","PCD(경피적카테터배액술) 등 시행"
2022,"광주","핵의학과","PET-CT 실","양전자단층촬영(PET-CT)","양전자방출 단층 촬영장치 는 암(종양) 진단, 전이 암이 발결된 환자에서 원발"
2022,"광주","핵의학과","","","병소 발견, 암의 범위 평가, 뇌질환 진단 및 심장 질환 진단"
2022,"광주","핵의학과","","","파킨슨병의 진단에 사용되는 F-18 FP-CIT PET-CT 실시"
2022,"광주","핵의학과","체내검사실","감마카메라","심근혈류, 뇌혈류, 전신 뼈, 신장기능, 갑상선, 소화기계 검사 등 검사 시행"
2022,"광주","외과","대장, 항문 클리닉","S상 결장경","소화기암(위암,대장암), 내분비계질환(갑상선암, 두경부 질환 및 종양)"
2022,"광주","외과","유방암 클리닉","초음파","간,담도, 취장질환, 복강경 수술,대장 항문질환,  혈관질환, 소아외과"
2022,"광주","외과","복강경 클리릭","유방촬영기","위장관 질환, 유방 질환 정맥질환  등을  수술 및 진단 치료"
2022,"광주","정형외과","관절센터","자기공명영상장치(MRI)","슬관절, 인공치환수술, 근골계질환, 스포츠손상, 사지마비 및 기형 교정"
2022,"광주","정형외과","","컴퓨터당층촬영기(CT)","고관절, 관절염치료 및 관절경 수술, 각종 골절 및 탈구 외상치료"
2022,"광주","정형외과","","초음파","각종 요통 및 척추질환의 진단과 치료"
2022,"광주","정형외과","","관절경","관절경을 이용하여 관절의 피부절개 없이 진단 및 치료(수술)가 가능"
2022,"광주","정형외과","","골밀도 측정기","골다골증애 대한 정말 진단 및 치료"
2022,"광주","정형외과","석고실","","석고를 이용한 고정치료"
2022,"광주","신경외과","척추센터","자기공명영상장치(MRI)","뇌하수체 종양, 뇌기저부 질환, 뇌혈관질환, 뇌출혈, 뇌경색, 척추신경질환"
2022,"광주","신경외과","","컴퓨터당층촬영기(CT)","(허리, 목 디스크), 두부외상, 혈과내 수술"
2022,"광주","신경외과","","적외선 체열진단기","인체에서 자연적으로 방출되는 적외선을 감지하여 인체의 통증부위와 질병부위의 "
2022,"광주","신경외과","","","미세한 체열변화를 컬러 영상으로 나타내주어, 신경병증, 근육통증, 순환장애"
2022,"광주","신경외과","","","염증성 질환을 진단"
2022,"광주","산부인과","","초음파 검사","여성의 생식 기능과 연관된 정상 생리 및 질병 진료"
2022,"광주","산부인과","","","골반염, 자궁내막증, 자궁근종, 자궁선근증, 난소낭종등 을 진료"
2022,"광주","산부인과","","","자궁 경부암(자궁확대경검사) 진단 및 치료"
2022,"광주","산부인과","","복강경","여성 불임환자와 남성 불임환자를 각종 특수검사 시행하여 불임 진단 및 치료"
2022,"광주","산부인과","","","복강경을 이용한 영구 피임시술 시행"
2022,"광주","산부인과","","","요실금(약물치료, TOT  수술) 부인과 성형수술 골다공증 폐경기클리닉"
2022,"광주","산부인과","","","상담 후 수술 및 진단과 치료"
2022,"광주","산부인과","","골밀도 검사","폐경을 전후한 여성은 여성호르몬의 감소 (골다공증, 심장질환, 우울증, 불면증"
2022,"광주","산부인과","","","불안증, 안면홍조, 기억력 및 집중력 감퇴) 로 인한 질병 관리"
2022,"광주","이비인후과","","","귀, 코, 목으로 불리는 5개의 구멍과 구멍들이 위치한 안면부와 목을 진료"
2022,"광주","이비인후과","난청클리닉","","귀, 코 목의 감각기관들의 청각검사, 전정기능검사, 후각검사, 수면간이 검사를 통해"
2022,"광주","이비인후과","어지러움 클리닉","안진검사기","질환들을 진단"
2022,"광주","이비인후과","청력검사실","청력검사기","이명, 노인성 난청, 어지러움증, 중이염, 안면신경마비, 만성부비동염, 비염"
2022,"광주","이비인후과","전정기능 검사실","","인후두 역류 질환 등 진료"
2022,"광주","안과","","IOL master","눈꺼풀과 눈물기관, 안와, 결막, 각막, 공막, 수정체, 포도막, 유리체, 망막의 질병들과"
2022,"광주","안과","","자동시야검사계","녹내장, 사시, 굴절이상, 시신겨으및 시각 경로의 질병 들, 전신질환과 관련하여"
2022,"광주","안과","","자동굴절검사계","눈에 생길수 있는 광범위한 질환들을 치료"
2022,"광주","안과","","각막두께측정기","백내장 수술시 최적의 인공수정체 도수결정을 위한 최첨담 장비 및 녹내장 등의"
2022,"광주","안과","","초음파 Ascan","심각한 안과 질환등을 진단하는 장비로 진단 및 치료 시행"
2022,"광주","안과","","자동안압계",""
2022,"광주","안과","","안구광학단층촬영기",""
2022,"광주","비뇨의학과","종양클리닉","내시경 수술기","소변을 만들고 운반하고 배설하는 기능을 담당하는 요로계( 신장, 요관, 방광, 요도),"
2022,"광주","비뇨의학과","전립선클리닉","고주파 수술기","남성 생식기관(고환, 부고환, 음낭, 음경) 및 부속성선(전립선, 정낭)과 부신에 생기는 "
2022,"광주","비뇨의학과","방광경검사실","방광경","질환을 진단하고 진료"
2022,"광주","비뇨의학과","배뇨기능검사실","가스방광내압측정기"," 종양클리닉(방광암, 전립선임, 신장암 등) 운영"
2022,"광주","비뇨의학과","체외충격파 쇄석실","체외충격파쇄석기","전립선 클리닉( 전립선 초음파 및 조직검사, 전립선 수술 등) 운영"
2022,"광주","비뇨의학과","","","여성 요실금 치 배뇨장애 클리닉(체외 자기장 치료기, 요실금 수술 등) 운영"
2022,"광주","비뇨의학과","","","요로결석 클리닉(체외 충격파 쇄석기, 요관경하 배석술 등) 운영"
2022,"광주","비뇨의학과","","","성기능 장애 클리닉 운영"
2022,"광주","치과","소수술실","Dental CT","치아와 그 주위 조직 및 구강을 포함한 악안면 영역의 질병이나 비정상적 상태 등을"
2022,"광주","치과","","Panoramic","예방하고 진단하며 치료"
2022,"광주","치과","","","외과적 처치(발치, 치주수술, 임플란트 시술 등)와 비외과적 처치(우식 와동 충전 처치,"
2022,"광주","치과","","","신경치료 , 보철수복 처치 등)  예방치료( 치석제거 등) "
2022,"광주","마취통증의학과","수술실","","수술에 대한 전신마취, 부위마취, 진정 시행, 수술 외 처치에 필요한 진정이나 마취"
2022,"광주","마취통증의학과","회복실","","요통, 오십견에 의한 어깨통증, 수술 후 통증치료, 대상;포진 후 신경통 진료"
2022,"광주","마취통증의학과","통증클리닉","",""
2022,"광주","마취통증의학과","외래환자 마취실","",""
2022,"광주","응급의학과","","초음파진단기(이동)","광주,전남/북권역에서 발생되는 응급환자 발생시 신속 정확한 초기단계의 진료를"
2022,"광주","응급의학과","","Automatic Blood "," 통해 응급환자의 생명을 보존하고 진료를 위한 타진료영역과 연계를 통하여 효율"
2022,"광주","응급의학과","","Gas Analyzer","적인 진료 응급환자들에게 양질의 진료를 제공하기 위해 24시간 진료체제로 운영"
2022,"광주","혈액종양내과","","Blood Warmer","각종 혈액 질환과 종양의 진단과 치료를 담당"
2022,"광주","혈액종양내과","","","급만성백혈병, 악성림프종, 골수형성이상증후군, 다발성골수증 등과 같은 혈액 질환을 치료"
2022,"광주","혈액종양내과","","","두경부암, 폐암, 식도암, 위암, 간암, 췌담도암 등과 같은 종양을 치료"
2022,"서울","소화기내과","간질환 클리닉","","급·만성 간염, 알콜성 및 비알콜성 지방간 및 지방간염, 간경변 및 합병증 간암 등을 진단·치료"
2022,"서울","소화기내과","위장간 클리닉","","식도질환(식도염, 식도궤양, 식도암)을 진단하여 치료, 위·십이지장 질환(기능성 위장 장애, 위염, 소화성 궤양, 협착, 위암) 등의 진단 및 치료, 소장 및 대장 질환(과민성 대장 증후군, 염증성 장질환, 허혈성 장질환, 대장게실, 감염성 대장염, 소장염소장마비, 대장염, 대장마비, 소장 및 대장암)등을 진단하고 치료"
2022,"서울","소화기내과","췌담도 클리닉","","담낭 및 담도결석, 담도암, 급·만성 췌장염, 췌장암 등을 진단·치료"
2022,"서울","소화기내과","췌담도 클리닉","치료 내시경","급성출혈의 내시경적 지혈, 조기 위암, 식도암, 대장암의 내시경적 절제술, 위 및 대장 용종절제술, 위장관 이물제거,위장관 협착 확장술"
2022,"서울","내분비내과","당뇨 클리닉","","당뇨병의 진단 및 추적 검사, 합병증 검사, 당뇨교육"
2022,"서울","내분비내과","갑상선 클리닉","","갑상선 기능 이상, 갑상선 결절의 진단 및 조직검사"
2022,"서울","내분비내과","골다공증 클리닉","","골다공증의 진단(골밀도 검사)과 진료"
2022,"서울","내분비내과","뇌하수체 및 부신 클리닉","","뇌하수체 및 부신 질환의 진료"
2022,"서울","순환기내과","고혈압 클리닉","24시간활동혈압측정기 7대","혈압측정, 고지혈증검사, 소변 혈당검사, 심초음파 등을 통한 고혈압 치료부터 교육"
2022,"서울","순환기내과","관상동맥질환  클리닉","운동부하검사기 1대","협심증과 심근경색증환자에 대한 심초음파, 운동부하 심전도 및 심혈관조영술, 성형 등을 통해 진단과 치료를 체계적 시행"
2022,"서울","순환기내과","관상동맥질환  클리닉","SPECT",""
2022,"서울","순환기내과","관상동맥질환  클리닉","Cardiac CT",""
2022,"서울","순환기내과","관상동맥질환  클리닉","심혈관 조영촬영기",""
2022,"서울","순환기내과","심장판막 클리닉","","심장판막의 협착과 폐쇄부전증에 대해 심초음파를 통한 진단과 판막 성형술 등의 시행"
2022,"서울","순환기내과","심혈관 조영실","심혈관조영 촬영기 2대","협심증 또는 급성심근경색증 환자에서심혈관조영술과 풍선확장술 및 그물망 삽입술"
2022,"서울","순환기내과","심혈관 조영실","혈관내 초음파기",""
2022,"서울","순환기내과","심장초음파실","심초음파 진단기 6대","심근경색증, 허혈성심질환, 선천성심질환, 판막질환, 심내막염 등 심장의 구조적, 기능적 이상을 확인"
2022,"서울","순환기내과","부정맥 클리닉","24시간 Holter 12대","부정맥 진단에 유요한 검사로 일상생활중 간헐적으로 발생되는 심계항진이나 호흡곤란, 흉통 등의 증상과 부정맥과의 연관성, "
2022,"서울","순환기내과","부정맥 클리닉","Event Recorder(간헐적 심전도 검사)","연관성, 항부정맥제의 효과 판정, 인공심박동기의 상태 판정 등에 유용한 검사"
2022,"서울","순환기내과","심전도실","심전도기 4대","다양한 심장질환의 진단과 치료에 기본이 되는 검사"
2022,"서울","순환기내과","심전도실","운동부하 심전도기",""
2022,"서울","순환기내과","심혈관센터","","경식도초음파, 경피적 관상동맥 중재술(PCI), 대동맥류 시술, 경피적 대동맥판막치환술(TAVI), 전극도자절제술(RFCA), 영구적심박동기삽입술(PPM) 시행"
2022,"서울","호흡기내과","폐암 클리닉","PFT","염증성 질환 - 폐렴, 폐결핵, 폐농양, 비결핵항산균 폐질환, 객혈"
2022,"서울","호흡기내과","결핵 클리닉","Bronchoscopy","기도 질환 - 만성폐쇄성폐질환(폐기종, 만성기관지염), 천식, 기관지확장증"
2022,"서울","호흡기내과","알레르기 클리닉","EBUS","늑막 질환 - 늑막염, 기흉, 농흉, 간질성 폐질환 - 특발성 폐섬유화증 및 면역질환 관련 간질성 폐질환, 종양 - 폐암, 양성폐종양 ,중환자실 - 급성호흡부전, 중환자치료, 알레르기 - 만성기침, 비염, 만성두드러기, 약물알레르기, 호산구증가증, 알레르기 질환, 폐기능검사실 - 다양한 호흡기 질환을 진단하기 위한 폐기능검사, 기관지내시경 - 폐암 및 각종 감염성 폐질환 진단, 초음파기관지내시경 - 폐암의 진단 및 병기결정, 악성질환의 종격동 림프절 전이 진단"
2022,"서울","신장내과","혈액투석실","혈액투석기 25대","유지혈액투석 및 응급투석"
2022,"서울","신장내과","혈액투석실","B.Braun 25대","타과 혈액투석 환자 관리, 혈관통로 관리"
2022,"서울","신장내과","복막투석실","","유지복막투석 시행, 외래환자 및 타과포함 병동 복막투석 환자 관리, 복막투석 수술 후 환자관리, 복막투석 환자의 정기적 도관 set 교환, 투석 전 환자 투석교육, 외래 환자들의 조혈제 사용 교육, 말기 신부전 환자 영양 교육, 신생검(biopsy) 실시, 체수분 검사"
2022,"서울","신장내과","사구체신염 클리닉","복부초음파기기","다양한 사구체신염의 진단 및 치료"
2022,"서울","신장내과","사구체신염 클리닉","Sosonite","진단을 위한 신장 조직검사 시행"
2022,"서울","신장내과","신장이식센터","","신이식전과 이식후 환자의 진료, 신이식 예정 환자의 관리"
2022,"서울","신장내과","만성콩팥병 클리닉","","만성 신장병 환자들의 단계별 관리 및 약물치료, 영양교육, 투석 전 단계 환자의 투석 전 관리"
2022,"서울","신장내과","중환자실 CRRT","CRRT 8대","중환자실 CRRT 운용 및 전공의 교육"
2022,"서울","신장내과","중환자실 CRRT","portable RO","이동없이 중환자실 내에서 투석 시행"
2022,"서울","신장내과","중환자실 CRRT","FMC 2대",""
2022,"서울","신장내과","중환자실 CRRT","Prismafles 6대",""
2022,"서울","감염내과","","","미생물에 의해 발생하는 모든 감염질환을 진단·치료하고, 예방 교육 실시, 각종 전염병의 진단·치료·예방 및 관리 교육 - 신종 인플루엔자의 진단·치료 및 교육 - COVID-19 의 진단·치료 및 교육, 병원 감염의 진단·치료 및 교육, 후천성면역결핍증 환자 등의 면역 저하자에게서 발생하는 기회감염 질환의 진료 및 치료"
2022,"서울","감염내과","예방접종","","성인 예방접종 상담 및 접종 실시"
2022,"서울","감염내과","예방접종 연구 클리닉","","연령에 따른 예방접종 연구를 통한 면역증진 강화"
2022,"서울","혈액종양내과","종양내과","","각종 암(폐암, 식도암, 위암, 대장암, 췌장암, 담관암, 간암, 신장암, 요관암, 방광암, 전립선암, 유방암, 두경부암, 육종암, 원발 미상암, 기타 고형암 등)의 진단, 보조항암화학요법 및 고식적 항암화학요법 IRB 승인 후 고형암의 임상실험 수행 보존적 치료"
2022,"서울","혈액종양내과","혈액질환","","혈액 질환의 진단 및 치료, 골수검사 시행, 급성 백혈병의 관해유도 항암화학요법, 만성 백혈병의 항암화학요법, 림프종의 항암화학요법, 다발성 골수종의 항암화학요법, 자가조혈모세포이식, 골수이형성 증후군의 항암화학요법, 빈혈 등 각종 양성 혈액질환의 치료, IRB 승인 후 혈액질환과 관련된 임상실험 수행, 보존적 치료"
2022,"서울","류마티스내과","관절염 클리닉","관절초음파","류마티스 관절염, 퇴행성 관절염(골관절염) 등 각종 관절염에 관한 진단 및 치료와 예방교육, 운동요법 교육"
2022,"서울","류마티스내과","루푸스 클리닉","","전신선 홍반성 루푸스 및 항인지질 항체 증후군 등의 진단과 치료 및 예방교육"
2022,"서울","류마티스내과","통풍 클리닉","편광 현미경","통풍 및 가성통풍의 진단과 치료 및 예방교육"
2022,"서울","류마티스내과","강직성 척추염 클리닉","","강직성 척추염 및 각종 말초척추관절염의 진단 및 치료와 예방교육, 운동요법 교육"
2022,"서울","류마티스내과","염증성 근육병 클리닉","","염증성 근육병의 진단 및 치료와 예방교육"
2022,"서울","류마티스내과","혈관염 클리닉","","베체트병 등 각종 혈관염의 진단 및 치료와 예방교육"
2022,"서울","류마티스내과","섬유근통 클리닉","","섬유근통의 진단 및 치료와 예방교육, 운동요법 교육"
2022,"서울","류마티스내과","그 밖의 자가면역 ","손톱모세혈관 현미경","류마티스성 다발성 근육통, 성인 스틸씨병, 재발성 류마티즘, 쇼그렌 증후군, 전신경화증 등의 진단 및 치료와 예방교육"
2022,"서울","류마티스내과","질환 클리닉","",""
2022,"서울","소아청소년과","진료실","","소아청소년의 질병의 진단과 치료, 관리 교육 선천성 기형 및 대사성 질환 조기진단"
2022,"서울","소아청소년과","상담실","신체계측기 및 놀이기구","영·유아의 성장과 발달 및 건강상태를 주기적으로 점검하고, 교육"
2022,"서울","소아청소년과","예방접종실","","예방접종 시행"
2022,"서울","소아청소년과","선천성심장질환상담","초음파 및 심전도","선천성 심장질환의 진단 및 추적관찰"
2022,"서울","소아청소년과","알레르기클리닉","최대호기속도측정기","알레르기 질환을 진단·치료하고 환자의 자기관리 및 환경관리 교육"
2022,"서울","소아청소년과","신생아실","인큐베이터","정상 신생아의 이행기 관리"
2022,"서울","소아청소년과","신생아실","광선요법기","신생아 질환의 조기 발견 및 치료"
2022,"서울","소아청소년과","신생아실","신체계측기","고위험 신생아 관리 황달치료"
2022,"서울","신경과","뇌졸중 클리닉","뇌파검사기","뇌경색, 뇌출혈, 뇌전증, 뇌종양, 퇴행성질환 (알쯔하이머, 치매, 혈관성 치매, 파킨슨병 및 증후군), 척수염, 경추 및 요추척추질환"
2022,"서울","신경과","치매 센터","뇌혈류검사기","운동신경핵질환(예, 근위축축삭경화증), 유전성신경질환 (예, 윌슨병), 척수소뇌실조증, 당뇨성신경증 및 여러 원인에 의한"
2022,"서울","신경과","보톡스 클리닉","유발전위검사기","말초신경병증, 두통, 어지러움, 수면장애, 선천적뇌혈관질환 (예, 모아모야병)등의 질환을 진료하고 있음"
2022,"서울","신경과","운동질환 클리닉","안진검사기",""
2022,"서울","신경과","수면장애,뇌전증클리닉","신경전도·근전도검사기",""
2022,"서울","신경과","수면장애,뇌전증클리닉","자율신경기능 검사기",""
2022,"서울","신경과","수면장애,뇌전증클리닉","경동맥 초음파 검사기",""
2022,"서울","신경과","수면장애,뇌전증클리닉","경두개 자기자극 치료기",""
2022,"서울","정신건강의학과","임상심리실","","전문적인 교육을 받은 임상심리사가 심리검사를 실시함으로써 개인이 경험하고 있는 심리·사회적 문제의 상태와 그 정도 및 원인을 밝히고, 각종 질병과 관련 있는 심리적 요인과 극복을 위한 중요한 정보 제공"
2022,"서울","정신건강의학과","외상후 스트레스","","전쟁, 대형사고, 천재지변, 화재, 성폭력 등으로 발생한 불안장애 중의 하나로 진단 및 치료, 이와 관련된 동반 정신질환의"
2022,"서울","정신건강의학과","장애 클리닉","","중의 하나로 진단 및 치료, 이와 관련된 동반 정신질환의 "
2022,"서울","정신건강의학과","우울장애 클리닉","","주요우울병, 감정부전장애 등 우울증에 대한 진단, 치료 및 교육 시행"
2022,"서울","정신건강의학과","불안장애 클리닉","","공황장애, 범불안장애,사회공포증 등의 불안장애의 진단, 치료 및 교육 시행"
2022,"서울","정신건강의학과","치매 및 기억력 장애클리닉","","알츠하이머치매, 혈관성 치매, 파킨슨 치매, 루이소체 치매 등의 진단, 치매 및 교육 시행"
2022,"서울","정신건강의학과","중독장애 클리닉","","알코올 및 기타 중독에 대한 치료와 예방, 재활 및 교육 시행"
2022,"서울","정신건강의학과","경두개 자기자극 치료실","","대뇌피질의 특정부위를 자기장으로 직접 자극하여 우울증, 조현병, 불안장애, 강박장애, 신체화 장애등의 질환에 대하여 약물치료에 효과가 없거나,  약물을 쓰기 어려운 경우, 비약물 치료를 원하는 경우 치료 방법을 제공"
2022,"서울","정신건강의학과","수면다원화검사실","수면다원검사기기(Grass)","수면무호흡, 불면증, 기면증, 하지불안증후군, 일주기리듬장애 등 다양한 수면장애 원인 질환에 대해서 수면의 질을 판정,치료 선택을 돕는 중요한 정보 제공"
2022,"서울","정신건강의학과","수면다원화검사실","C-PAP 기기",""
2022,"서울","정신건강의학과","수면장애클리닉","","불면증, 수면무호흡증, 수면과다증, 수면발작, 수면중 이상행동, 수면주기"
2022,"서울","피부과","레이저실","CO2 레이저","탄산가스 레이저를 이용하여 시술 및 치료할 수 있으며, 색소성모반(점) 등"
2022,"서울","피부과","레이저실","Nd-YAG laser","색소성 질환, 기미 치료"
