"구분","코드","상병명","연령별.합계","X59이하","X60.64","X65.69","X70.79","X80.89","X90이상","지역","년도","연령별.59이하.","연령별.60.64.","연령별.65.69.","연령별.70.79.","연령별.80.89.","연령별.90이상.","명칭","상병코드","상병명.명칭"
"입원(연인원)","E10~E14","당뇨병",NA,"57","235","48","1684","274","64","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","F00~F99, G40~G41","정신 및 행동장애",NA,"22","4","67","700","99","311","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","A15, A16, A19","호흡기결핵",NA,"0","0","0","117","15","15","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I05~I09, I20~I27, I30~I52","심장질환",NA,"119","184","466","5455","1814","906","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I60~I69","대뇌혈관질환",NA,"1008","751","1312","8786","1186","942","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","G00~G37, G43~G83","신경계질환",NA,"829","570","442","5699","976","22","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","C00~C97, D00~D09","악성신생물",NA,"1755","1404","1304","11398","5752","1570","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","E00~E07","갑상선의 장애",NA,"0","0","0","103","0","0","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","B18, B19, K70~K77","간의 질환",NA,"217","89","28","673","108","57","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","N18","만성신부전증",NA,"226","179","93","1414","369","75","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I10~I13, I15","고혈압",NA,"1676","1003","1687","11558","2290","729","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","E10~E14","당뇨병",NA,"1348","904","1456","11072","2049","324","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","F00~F99, G40~G41","정신 및 행동장애",NA,"2729","977","1195","8891","4797","2053","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","A15, A16, A19","호흡기결핵",NA,"0","0","1","18","4","0","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I05~I09, I20~I27, I30~I52","심장질환",NA,"1086","1026","1338","15153","3233","945","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I60~I69","대뇌혈관질환",NA,"1252","585","771","7817","2237","638","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","G00~G37, G43~G83","신경계질환",NA,"1561","1062","1165","7938","1512","282","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","C00~C97, D00~D09","악성신생물",NA,"878","492","617","9345","2362","562","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","E00~E07","갑상선의 장애",NA,"398","184","245","1237","235","44","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","B18, B19, K70~K77","간의 질환",NA,"854","351","401","2321","325","42","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","N18","만성신부전증",NA,"1494","488","885","4134","1614","176","광주",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"","","1","3","","","고혈압",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"15","5","4","170","32","14","당뇨병",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"78","21","22","65","15","","정신및행동장애",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"","","","15","3","3","호흡기결핵",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"46","30","56","941","334","104","심장질환",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"25","27","45","515","112","35","대뇌혈관질환",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"34","15","24","228","79","23","신경계질환",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"54","36","78","1477","357","124","악성신생물",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"4","1","","12","","1","갑상선의장애",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"5","","1","57","19","6","간의질환",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"13","8","3","126","39","14","만성신부전증",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"","","6","176","","","고혈압",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"259","168","62","2884","618","85","당뇨병",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"6009","1887","1815","3115","525","","정신및행동장애",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"","","","337","28","40","호흡기결핵",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"283","366","490","9759","3851","1296","심장질환",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"792","276","367","6971","1063","471","대뇌혈관질환",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"4490","737","2171","16501","5136","1574","신경계질환",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"560","604","1130","22557","5004","1643","악성신생물",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"23","9","","73","51","","갑상선의장애",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"80","","25","895","169","97","간의질환",NA,NA
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"260","133","75","2191","492","78","만성신부전증",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"1784","1594","3068","24751","6333","1601","고혈압",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"2954","2404","4225","41363","8643","1417","당뇨병",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"4431","1282","1949","17388","7338","2554","정신및행동장애",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"17","2","21","340","74","99","호흡기결핵",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"1244","1244","2542","38085","10463","2744","심장질환",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"1047","751","1928","22930","5923","1814","대뇌혈관질환",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"6965","2623","4282","34392","7512","1573","신경계질환",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"1548","1014","2617","42637","9768","2168","악성신생물",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"784","474","980","5380","1238","156","갑상선의장애",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"813","560","654","4706","701","94","간의질환",NA,NA
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2023,"1175","499","779","13566","4666","1300","만성신부전증",NA,NA
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I10~I13, I15","고혈압"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"E10~E14","당뇨병"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"F00~F99, G40~G41","정신 및 행동장애"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"A15, A16, A19","호흡기결핵"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I05~I09, I20~I27, I30~I52","심장질환"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I60~I69","대뇌혈관질환"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"G00~G37, G43~G83","신경계질환"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"C00~C97, D00~D09","악성신생물"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"E00~E07","갑상선의 장애"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"B18, B19, K70~K77","간의 질환"
"입원(실인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"N18","만성신부전증"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I10~I13, I15","고혈압"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"E10~E14","당뇨병"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"F00~F99, G40~G41","정신 및 행동장애"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"A15, A16, A19","호흡기결핵"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I05~I09, I20~I27, I30~I52","심장질환"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I60~I69","대뇌혈관질환"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"G00~G37, G43~G83","신경계질환"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"C00~C97, D00~D09","악성신생물"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"E00~E07","갑상선의 장애"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"B18, B19, K70~K77","간의 질환"
"입원(연인원)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"N18","만성신부전증"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I10~I13, I15","고혈압"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"E10~E14","당뇨병"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"F00~F99, G40~G41","정신 및 행동장애"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"A15, A16, A19","호흡기결핵"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I05~I09, I20~I27, I30~I52","심장질환"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"I60~I69","대뇌혈관질환"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"G00~G37, G43~G83","신경계질환"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"C00~C97, D00~D09","악성신생물"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"E00~E07","갑상선의 장애"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"B18, B19, K70~K77","간의 질환"
"외래",NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2023,NA,NA,NA,NA,NA,NA,NA,"N18","만성신부전증"
"입원(실인원)","I10~I13, I15","고혈압",NA,"1","4","","40","11","2","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","E10~E14","당뇨병",NA,"2","3","1","46","6","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","F00~F99, G40~G41","정신 및 행동장애",NA,"","","","4","1","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","A15, A16, A19","호흡기결핵",NA,"","","","12","","2","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","I05~I09, I20~I27, I30~I52","심장질환",NA,"18","11","28","761","142","57","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","I60~I69","대뇌혈관질환",NA,"10","4","3","110","30","3","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","G00~G37, G43~G83","신경계질환",NA,"13","","8","99","12","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","C00~C97, D00~D09","악성신생물",NA,"22","13","14","307","94","29","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","E00~E07","갑상선의 장애",NA,"","","","","","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","B18, B19, K70~K77","간의 질환",NA,"6","1","3","36","7","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","N18","만성신부전증",NA,"2","","","45","9","6","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I10~I13, I15","고혈압",NA,"2","82","","388","161","18","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","E10~E14","당뇨병",NA,"124","56","13","1866","155","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","F00~F99, G40~G41","정신 및 행동장애",NA,"","","","202","16","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","A15, A16, A19","호흡기결핵",NA,"","","","294","","46","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I05~I09, I20~I27, I30~I52","심장질환",NA,"72","43","230","5987","1505","718","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I60~I69","대뇌혈관질환",NA,"666","291","168","6263","2092","111","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","G00~G37, G43~G83","신경계질환",NA,"720","","610","6913","754","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","C00~C97, D00~D09","악성신생물",NA,"693","413","496","6929","2151","1156","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","E00~E07","갑상선의 장애",NA,"","","","","","","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","B18, B19, K70~K77","간의 질환",NA,"276","1","126","976","137","1516","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","N18","만성신부전증",NA,"29","","","2299","578","153","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I10~I13, I15","고혈압",NA,"729","513","984","10685","2040","473","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","E10~E14","당뇨병",NA,"845","766","1225","17485","2794","380","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","F00~F99, G40~G41","정신 및 행동장애",NA,"1487","553","1109","14294","3491","1032","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","A15, A16, A19","호흡기결핵",NA,"15","","","94","2","11","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I05~I09, I20~I27, I30~I52","심장질환",NA,"440","472","973","16903","3299","748","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I60~I69","대뇌혈관질환",NA,"682","262","523","9567","1964","359","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","G00~G37, G43~G83","신경계질환",NA,"904","479","555","7567","1089","191","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","C00~C97, D00~D09","악성신생물",NA,"219","127","213","11931","2037","301","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","E00~E07","갑상선의 장애",NA,"218","119","238","1601","276","47","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","B18, B19, K70~K77","간의 질환",NA,"518","211","356","2420","313","18","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","N18","만성신부전증",NA,"768","393","217","10250","1746","554","부산",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","I10~I13, I15","고혈압",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"1","","","23","5","7",NA,NA,NA
"입원(실인원)","E10~E14","당뇨병",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"8","2","10","147","52","2",NA,NA,NA
"입원(실인원)","F00~F99, G40~G41","정신 및 행동장애",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"2","","","6","1","2",NA,NA,NA
"입원(실인원)","A15, A16, A19","호흡기결핵",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"1","3","6","61","9","11",NA,NA,NA
"입원(실인원)","I05~I09, I20~I27, I30~I52","심장질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"3","2","2","58","33","10",NA,NA,NA
"입원(실인원)","I60~I69","대뇌혈관질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"14","5","4","68","14","1",NA,NA,NA
"입원(실인원)","G00~G37, G43~G83","신경계질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"36","15","60","165","96","34",NA,NA,NA
"입원(실인원)","C00~C97, D00~D09","악성신생물",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"2","","","1","","1",NA,NA,NA
"입원(실인원)","E00~E07","갑상선의 장애",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"4","2","1","25","1","",NA,NA,NA
"입원(실인원)","B18, B19, K70~K77","간의 질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"249","148","243","2905","703","212",NA,NA,NA
"입원(실인원)","N18","만성신부전증",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"6","2","3","74","35","9",NA,NA,NA
"입원(연인원)","I10~I13, I15","고혈압",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"5","","","430","18","328",NA,NA,NA
"입원(연인원)","E10~E14","당뇨병",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"66","59","260","2995","943","13",NA,NA,NA
"입원(연인원)","F00~F99, G40~G41","정신 및 행동장애",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"21","","","254","39","31",NA,NA,NA
"입원(연인원)","A15, A16, A19","호흡기결핵",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"1","7","11","227","41","352",NA,NA,NA
"입원(연인원)","I05~I09, I20~I27, I30~I52","심장질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"245","137","106","3048","1954","185",NA,NA,NA
"입원(연인원)","I60~I69","대뇌혈관질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"1064","150","85","3329","946","4",NA,NA,NA
"입원(연인원)","G00~G37, G43~G83","신경계질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"712","277","1050","2808","2514","1105",NA,NA,NA
"입원(연인원)","C00~C97, D00~D09","악성신생물",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"11","","","105","","3",NA,NA,NA
"입원(연인원)","E00~E07","갑상선의 장애",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"32","5","3","159","1","",NA,NA,NA
"입원(연인원)","B18, B19, K70~K77","간의 질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"2858","2299","2656","37572","12368","5018",NA,NA,NA
"입원(연인원)","N18","만성신부전증",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"10","2","9","1518","332","261",NA,NA,NA
"외래","I10~I13, I15","고혈압",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"925","698","1197","9109","2008","658",NA,NA,NA
"외래","E10~E14","당뇨병",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"1175","1051","1443","14118","2522","365",NA,NA,NA
"외래","F00~F99, G40~G41","정신 및 행동장애",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"1273","373","807","9105","3378","1098",NA,NA,NA
"외래","A15, A16, A19","호흡기결핵",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"6","","","29","","10",NA,NA,NA
"외래","I05~I09, I20~I27, I30~I52","심장질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"224","167","379","5987","1317","440",NA,NA,NA
"외래","I60~I69","대뇌혈관질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"412","314","751","10104","2531","609",NA,NA,NA
"외래","G00~G37, G43~G83","신경계질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"1347","378","500","5181","898","234",NA,NA,NA
"외래","C00~C97, D00~D09","악성신생물",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"305","248","506","4101","1534","327",NA,NA,NA
"외래","E00~E07","갑상선의 장애",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"315","125","180","1093","202","50",NA,NA,NA
"외래","B18, B19, K70~K77","간의 질환",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"816","284","385","1844","320","43",NA,NA,NA
"외래","N18","만성신부전증",NA,NA,NA,NA,NA,NA,NA,"대전",2023,"884","655","418","4529","1702","690",NA,NA,NA
"입원(실인원)","I10~I13, I15","고혈압","50","3","1"," ","25","10","11","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","E10~E14","당뇨병","227","14","11","6","151","39","6","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","F00~F99, G40~G41","정신 및 행동장애","2"," "," "," ","2"," "," ","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","A15, A16, A19","호흡기결핵","8"," "," "," ","4","2","2","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","I05~I09, I20~I27, I30~I52","심장질환","921","23","31","48","626","135","58","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","I60~I69","대뇌혈관질환","53"," "," ","2","34","9","8","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","G00~G37, G43~G83","신경계질환","73","3"," ","3","57","9","1","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","C00~C97, D00~D09","악성신생물","182","2","2","10","114","33","21","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","E00~E07","갑상선의 장애"," "," "," "," "," "," "," ","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","B18, B19, K70~K77","간의 질환","14","1"," ","1","7","3","2","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(실인원)","N18","만성신부전증","74","4","1","3","54","8","4","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I10~I13, I15","고혈압","1600","111","12"," ","789","134","554","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","E10~E14","당뇨병","10762","538","251","116","8317","1255","285","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","F00~F99, G40~G41","정신 및 행동장애","31"," "," "," ","31"," "," ","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","A15, A16, A19","호흡기결핵","261"," "," "," ","90","57","114","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I05~I09, I20~I27, I30~I52","심장질환","11027","42","95","274","6706","2570","1340","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","I60~I69","대뇌혈관질환","2228"," "," ","17","1506","280","425","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","G00~G37, G43~G83","신경계질환","3178","77"," ","147","2600","259","95","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","C00~C97, D00~D09","악성신생물","4003","14","2","244","1801","1236","706","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","E00~E07","갑상선의 장애"," "," "," "," "," "," "," ","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","B18, B19, K70~K77","간의 질환","614","13"," ","8","115","162","316","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"입원(연인원)","N18","만성신부전증","4667","223","64","53","3850","385","92","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I10~I13, I15","고혈압","18169","1085","851","1740","10852","2604","1037","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","E10~E14","당뇨병","21975","1199","1089","1783","14331","2864","709","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","F00~F99, G40~G41","정신 및 행동장애","16304","964","583","780","7361","4260","2356","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","A15, A16, A19","호흡기결핵","40"," "," "," ","28","12"," ","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I05~I09, I20~I27, I30~I52","심장질환","23401","745","696","1266","16209","3358","1127","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","I60~I69","대뇌혈관질환","12605","271","364","863","8089","2156","862","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","G00~G37, G43~G83","신경계질환","17729","1284","444","998","12962","1697","344","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","C00~C97, D00~D09","악성신생물","9157","218","79","307","6353","1570","630","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","E00~E07","갑상선의 장애","5121","405","322","524","3234","516","120","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","B18, B19, K70~K77","간의 질환","3210","602","301","322","1711","247","27","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"외래","N18","만성신부전증","10858","621","410","907","7060","1156","704","대구",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA
