"구분","순위","상병코드","상병명","실인원","연인원","진료비.천원.","X59이하","X60.64","X65.69","X70.79","X80.89","X90이상","지역","년도"
"입원연인원","4","  E11  ","   2형 당뇨병   ","190","3520","1377971","64","44","157","2793","447","15","대전",2022
"입원연인원","5","  I69  ","   뇌혈관질환의 후유증   ","39","3089","700721","365","11","97","1894","691","31","대전",2022
"입원연인원","6","  M75  ","   어깨병변   ","128","2592","1289799","36","11","297","1936","312","0","대전",2022
"입원연인원","7","  G82  ","   하반신마비 및 사지마비   ","20","2434","330053","649","0","0","1785","0","0","대전",2022
"입원연인원","8","  N18  ","   만성 신장병   ","126","1979","771613","2","3","1","1183","343","447","대전",2022
"입원연인원","9","  S06  ","   두개내손상   ","40","1939","631855","0","13","39","1183","453","251","대전",2022
"입원연인원","10","  M96  ","   달리 분류되지 않은 처치후 근골격장애   ","137","1918","1033882","5","17","24","1524","317","31","대전",2022
"입원연인원","11","  S72  ","   대퇴골의 골절   ","53","1874","787391","0","27","82","629","551","585","대전",2022
"입원연인원","12","  J18  ","   상세불명 병원체의 폐렴   ","48","1485","471802","5","0","29","395","780","276","대전",2022
"입원연인원","13","  I63  ","   뇌경색증   ","63","1482","354120","10","24","30","797","473","148","대전",2022
"입원연인원","14","  K63  ","   장의 기타 질환   ","355","1444","740633","18","37","19","1180","140","50","대전",2022
"입원연인원","15","  M51  ","   기타 추간판장애   ","147","1423","777204","45","7","81","1132","158","0","대전",2022
"입원연인원","16","  M54  ","   등통증   ","36","1233","302310","5","48","16","1023","135","6","대전",2022
"입원연인원","17","  C16  ","   위의 악성 신생물   ","70","1150","632746","102","13","19","534","315","167","대전",2022
"입원연인원","18","  C34  ","   기관지 및 폐의 악성 신생물   ","40","1147","517695","124","1","157","407","370","88","대전",2022
"입원연인원","19","  S32  ","  요추 및 골반의 골절  ","78","1091","415246","0","13","40","618","286","134","대전",2022
"입원연인원","20","  K80  ","   담석증   ","54","981","360447","28","14","3","843","59","34","대전",2022
"외래","1","  N40  ","  전립선증식증  ","26265","26265","1930406","305","576","1139","19647","3208","1390","대전",2022
"외래","2","  E11  ","  2형 당뇨병  ","19788","19788","1811203","1030","1028","1492","13961","1812","465","대전",2022
"외래","3","  M48  ","  기타 척추병증  ","14961","14961","2574374","286","397","830","11162","1744","542","대전",2022
"외래","4","  I10  ","  본태성(원발성) 고혈압  ","14592","14592","899525","883","716","1310","9273","1701","709","대전",2022
"외래","5","  K05  ","  치은염 및 치주질환  ","13738","13738","4550024","1127","728","1226","9272","1189","196","대전",2022
"외래","6","  M54  ","  등통증  ","11803","11803","1312582","960","454","633","8181","1365","210","대전",2022
"외래","7","  U07  ","  병인이 불확실한 신종질환의 임시적 지정이나 응급사용  ","10820","10820","591860","5317","1103","984","2662","614","140","대전",2022
"외래","8","  K63  ","  장의 기타 질환  ","9998","9998","1491421","586","581","805","7234","727","65","대전",2022
"외래","9","  E86  ","  용적고갈  ","9158","9158","259394","264","421","657","6145","1262","409","대전",2022
"외래","10","  Z29  ","  기타 예방적 조치의 필요   ","8828","8828","395597","4273","441","362","3138","524","90","대전",2022
"외래","11","  M17  ","  무릎관절증  ","8772","8772","1266850","395","359","779","5659","1354","226","대전",2022
"외래","12","  I69  ","  뇌혈관질환의 후유증  ","8529","8529","660335","247","167","436","5933","1375","371","대전",2022
"외래","13","  K29  ","  위염 및 십이지장염  ","8335","8335","767790","1377","803","863","4403","730","159","대전",2022
"외래","14","  N18  ","  만성 신장병  ","8090","8090","1229458","794","600","260","4510","1351","575","대전",2022
"외래","15","  F03  ","  상세불명의 치매  ","5843","5843","551397","1","46","164","3300","1624","708","대전",2022
"외래","16","  M75  ","  어깨병변  ","5518","5518","826708","505","261","571","3685","396","100","대전",2022
"외래","17","  R42  ","  어지럼증 및 어지럼  ","4965","4965","562031","204","156","378","3230","715","282","대전",2022
"외래","18","  I20  ","  협심증  ","4786","4786","496652","92","81","188","3774","520","131","대전",2022
"외래","19","  L29  ","  가려움  ","4698","4698","155315","196","119","185","3487","576","135","대전",2022
"외래","20"," Z26 "," 기타 단일 감염성 질환에 대한 예방접종의 필요 ","4405","4405","272943","1677","558","451","1510","182","27","대전",2022
"입원실인원","1"," U07 ",NA,"654","4730","1732179",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","2"," I20 ",NA,"591","3032","2610095",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","3"," M48 ",NA,"267","12912","3794079",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","4"," N40 ",NA,"259","1478","534901",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","5"," J18 ",NA,"181","4618","1683207",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","6"," I50 ",NA,"180","2270","793286",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","7"," M51 ",NA,"157","5938","1812237",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","8"," M17 ",NA,"129","5203","1782880",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","9"," C16 ",NA,"103","2235","703462",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","10"," M96 ",NA,"90","4452","1255811",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","11"," I63 ",NA,"87","4759","1325422",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","12"," K63 ",NA,"86","458","196428",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","13"," S46 ",NA,"76","3441","1248558",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","14"," C34 ",NA,"69","2329","1011117",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","15"," K29 ",NA,"68","1238","323214",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","16"," I73 ",NA,"63","498","492446",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","17"," K40 ",NA,"57","356","130539",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","18"," E11 ",NA,"55","2497","545543",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","19"," S32 ",NA,"54","1950","495413",NA,NA,NA,NA,NA,NA,"부산",2022
"입원실인원","20"," M75 ",NA,"54","2324","691320",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","1"," M48 ",NA,"267","12912","3794079",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","2"," M51 ",NA,"157","5938","1812237",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","3"," M17 ",NA,"129","5203","1782880",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","4"," I63 ",NA,"87","4759","1325422",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","5"," U07 ",NA,"654","4730","1732179",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","6"," J18 ",NA,"181","4618","1683207",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","7"," M96 ",NA,"90","4452","1255811",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","8"," S46 ",NA,"76","3441","1248558",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","9"," I20 ",NA,"591","3032","2610095",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","10"," G81 ",NA,"44","2902","823921",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","11"," E11 ",NA,"55","2497","545543",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","12"," C34 ",NA,"69","2329","1011117",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","13"," M75 ",NA,"54","2324","691320",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","14"," I50 ",NA,"180","2270","793286",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","15"," C16 ",NA,"103","2235","703462",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","16"," I69 ",NA,"34","2017","582828",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","17"," S32 ",NA,"54","1950","495413",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","18"," N18 ",NA,"47","1879","588709",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","19"," S06 ",NA,"33","1777","505687",NA,NA,NA,NA,NA,NA,"부산",2022
"입원연인원","20"," M50 ",NA,"34","1519","476027",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","1"," N40 ",NA,"28597","28597","2331293",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","2"," E11 ",NA,"22845","22845","2155582",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","3"," U07 ",NA,"22771","22771","1711673",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","4"," L30 ",NA,"18226","18226","707040",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","5"," M17 ",NA,"16286","16286","2476727",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","6"," I20 ",NA,"14956","14956","1750251",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","7"," M48 ",NA,"14638","14638","3073947",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","8"," I10 ",NA,"14087","14087","825945",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","9"," N18 ",NA,"12812","12812","3035632",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","10"," K05 ",NA,"11608","11608","1783414",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","11"," Z11 ",NA,"11209","11209","637376",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","12"," M54 ",NA,"8089","8089","625796",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","13"," K08 ",NA,"7767","7767","1784340",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","14"," K02 ",NA,"7266","7266","1252744",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","15"," I63 ",NA,"7054","7054","1044321",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","16"," K21 ",NA,"6533","6533","866313",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","17"," N31 ",NA,"6417","6417","672652",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","18"," M75 ",NA,"5689","5689","1046953",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","19"," R53 ",NA,"5331","5331","181796",NA,NA,NA,NA,NA,NA,"부산",2022
"외래","20","H25",NA,"5228","5228","420786",NA,NA,NA,NA,NA,NA,"부산",2022
"입원(실인원)","1"," N40 "," 전립선증식증 ","71","1584","382206","0","1","2","43","19","6","인천",2022
"입원(실인원)","2"," U07 "," U07의 응급사용 ","67","466","137462","25","6","13","14","7","2","인천",2022
"입원(실인원)","3"," M48 "," 기타 척추병증 ","62","813","267384","0","1","0","48","11","2","인천",2022
"입원(실인원)","4"," E11 "," 인슐린-비의존 당뇨병 ","56","864","201127","4","1","4","36","11","0","인천",2022
"입원(실인원)","5"," N31 "," 달리 분류되지 않은 방광의 신경근육기능장애 ","45","1243","290216","1","0","1","22","17","4","인천",2022
"입원(실인원)","6"," C67 "," 방광의 악성 신생물 ","41","626","185275","1","0","0","23","11","6","인천",2022
"입원(실인원)","7"," C61 "," 전립선의 악성 신생물 ","17","534","143682","0","0","0","2","8","7","인천",2022
"입원(실인원)","8"," M54 "," 배통 ","11","267","57679","0","2","0","3","6","0","인천",2022
"입원(실인원)","9"," M19 "," 연기, 불 및 화염에 노출 ","10","235","93727","0","0","2","8","0","0","인천",2022
"입원(실인원)","10"," M17 "," 윤충증 ","10","237","92746","0","0","2","6","2","0","인천",2022
"입원(실인원)","11"," C34 "," 기관지 및 폐의 악성 신생물 ","10","179","47763","0","5","0","3","2","0","인천",2022
"입원(실인원)","12"," J44 "," 기타 만성 폐쇄성 폐질환 ","10","185","37132","1","3","0","4","2","0","인천",2022
"입원(실인원)","13"," G81 "," 편마비 ","9","280","75110","0","0","1","6","2","0","인천",2022
"입원(실인원)","14"," E14 "," 상세불명의 당뇨병 ","9","234","51146","0","0","0","3","4","2","인천",2022
"입원(실인원)","15"," I63 "," 뇌경색증 ","8","197","56551","0","0","1","5","1","1","인천",2022
"입원(실인원)","16"," G95 "," 척수의 기타질환 ","8","191","45630","1","0","1","3","3","0","인천",2022
"입원(실인원)","17"," D17 "," 양성 지방종성 신생물 ","8","143","32907","1","0","1","6","0","0","인천",2022
"입원(실인원)","18"," A09 "," 감염성 및 상세불명 기원의 기타 위장염 및 대장염 ","8","78","22195","1","1","0","6","0","0","인천",2022
"입원(실인원)","19"," K29 "," 위염 및 십이지장염 ","8","63","15599","4","0","1","1","2","0","인천",2022
"입원(실인원)","20"," H25 "," 노인성 백내장 ","8","8","8859","0","1","0","5","2","0","인천",2022
"입원(연인원)","1"," N40 "," 전립선증식증 ","71","1584","382206","0","1","18","976","423","166","인천",2022
"입원(연인원)","2"," N31 "," 달리 분류되지 않은 방광의 신경근육기능장애 ","45","1243","290216","7","0","9","656","501","70","인천",2022
"입원(연인원)","3"," E11 "," 인슐린-비의존 당뇨병 ","56","864","201127","32","12","31","527","262","0","인천",2022
"입원(연인원)","4"," M48 "," 기타 척추병증 ","62","813","267384","0","1","0","583","217","12","인천",2022
"입원(연인원)","5"," C67 "," 방광의 악성 신생물 ","41","626","185275","2","0","0","235","202","187","인천",2022
"입원(연인원)","6"," C61 "," 전립선의 악성 신생물 ","17","534","143682","0","0","0","141","158","235","인천",2022
"입원(연인원)","7"," U07 "," U07의 응급사용 ","67","466","137462","151","25","73","146","64","7","인천",2022
"입원(연인원)","8"," G81 "," 편마비 ","9","280","75110","0","0","7","186","87","0","인천",2022
"입원(연인원)","9"," M54 "," 배통 ","11","267","57679","0","36","0","56","175","0","인천",2022
"입원(연인원)","10"," M17 "," 윤충증 ","10","237","92746","0","0","67","137","33","0","인천",2022
"입원(연인원)","11"," M19 "," 연기, 불 및 화염에 노출 ","10","235","93727","0","0","33","202","0","0","인천",2022
"입원(연인원)","12"," E14 "," 상세불명의 당뇨병 ","9","234","51146","0","0","0","70","63","101","인천",2022
"입원(연인원)","13"," M51 "," 기타 추간판장애 ","7","208","61251","11","15","40","76","9","57","인천",2022
"입원(연인원)","14"," I63 "," 뇌경색증 ","8","197","56551","0","0","13","157","7","20","인천",2022
"입원(연인원)","15"," G95 "," 척수의 기타질환 ","8","191","45630","79","0","6","27","79","0","인천",2022
"입원(연인원)","16"," J44 "," 기타 만성 폐쇄성 폐질환 ","10","185","37132","14","75","0","79","17","0","인천",2022
"입원(연인원)","17"," M50 "," 목뼈원판 장애 ","5","184","38509","0","0","0","31","0","153","인천",2022
"입원(연인원)","18"," C34 "," 기관지 및 폐의 악성 신생물 ","10","179","47763","0","71","0","53","55","0","인천",2022
"입원(연인원)","19"," I10 "," 본태성(일차성)고혈압 ","8","175","37855","0","0","0","24","0","151","인천",2022
"입원(연인원)","20"," S72 "," 대퇴골의 골절 ","5","158","42537","0","0","0","58","26","74","인천",2022
"외래","1"," N40 "," 전립선증식증 ","18383","","984046","265","504","791","13487","2374","962","인천",2022
"외래","2"," I10 "," 본태성(일차성)고혈압 ","10702","","805298","517","608","866","6583","1530","598","인천",2022
"외래","3"," M54 "," 배통 ","9310","","241820","775","621","953","5736","910","315","인천",2022
"외래","4"," K05 "," 치은염(잇몸염)및 치주 질환 ","7591","","1096520","563","300","516","5126","839","247","인천",2022
"외래","5"," E11 "," 인슐린-비의존 당뇨병 ","6625","","646091","471","338","618","4198","802","198","인천",2022
"외래","6"," Z26 "," 기타 단일 감염성 질환에 대한 예방접종의 필요 ","6359","","276561","2185","563","650","2540","373","48","인천",2022
"외래","7"," U07 "," U07의 응급사용 ","6025","","409785","1187","1393","1109","1639","609","88","인천",2022
"외래","8"," M48 "," 기타 척추병증 ","5575","","677078","128","182","327","3980","721","237","인천",2022
"외래","9"," M17 "," 윤충증 ","4225","","229407","228","223","343","3005","354","72","인천",2022
"외래","10"," M75 "," 어깨병변 ","3737","","172092","434","236","343","2425","288","11","인천",2022
"외래","11"," M51 "," 기타 추간판장애 ","3326","","110107","419","248","364","2030","216","49","인천",2022
"외래","12"," I63 "," 뇌경색증 ","2719","","290804","100","85","198","1670","551","115","인천",2022
"외래","13"," H04 "," 눈물기관의 장애 ","2706","","173130","156","145","182","1769","318","136","인천",2022
"외래","14"," K04 "," 치수 및 치근단주위조직의 질환 ","2605","","482598","163","71","132","1983","201","55","인천",2022
"외래","15"," M19 "," 연기, 불 및 화염에 노출 ","2526","","292733","64","116","205","1840","236","65","인천",2022
"외래","16"," B35 "," 피부사상균증 ","2457","","80236","163","138","161","1750","181","64","인천",2022
"외래","17"," G81 "," 편마비 ","2194","","143291","190","2","219","1656","105","22","인천",2022
"외래","18"," L24 "," 자극성 접촉피부염 ","2119","","53596","116","89","89","1433","311","81","인천",2022
"외래","19"," K29 "," 위염 및 십이지장염 ","1916","","169060","147","94","138","1285","192","60","인천",2022
"외래","20"," H25 "," 노인성 백내장 ","1415","","96176","18","44","114","1066","149","24","인천",2022
"입원실인원","1"," H25 "," Senile incipient cataract, ","1182","3987",NA,"14","33","51","877","178","29","서울",2022
"입원실인원","2"," U07 "," Emergency use of U07 ","897","8163",NA,"418","74","82","210","87","26","서울",2022
"입원실인원","3"," Z51 "," therapeutic radiology ","636","8214",NA,"47","51","23","381","100","34","서울",2022
"입원실인원","4"," M17 "," Osteoarthritis of patellofemoral joint, both ","426","8724",NA,"12","18","48","284","59","5","서울",2022
"입원실인원","5"," I25 "," Atherosclerotic cardiovascular disease ","421","4089",NA,"8","9","21","318","49","16","서울",2022
"입원실인원","6"," C34 "," lung cancer of hilus ","336","6350",NA,"2","2","14","253","47","18","서울",2022
"입원실인원","7"," M48 "," spinal stenosis ","321","4981",NA,"10","9","18","232","41","11","서울",2022
"입원실인원","8"," C61 "," Acinar Prostate Adenocarcinoma ","296","3985",NA,"3","2","11","261","13","6","서울",2022
"입원실인원","9"," I65 "," Occlusion and stenosis of vertebral artery ","289","1784",NA,"2","0","7","246","32","2","서울",2022
"입원실인원","10"," Z04 "," Examination and observation following work accident ","280","873",NA,"0","0","0","251","28","1","서울",2022
"입원실인원","11"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","234","3012",NA,"3","4","9","129","59","30","서울",2022
"입원실인원","12"," M75 "," periarthritis of shoulder ","233","3036",NA,"16","9","26","170","11","1","서울",2022
"입원실인원","13"," C22 "," Ruptured hepatocellular carcinoma ","223","2688",NA,"7","9","13","163","21","10","서울",2022
"입원실인원","14"," I67 "," Dissection intracranial ","214","1120",NA,"17","13","28","137","19","0","서울",2022
"입원실인원","15"," K80 "," gallstone(impacted) of cystic duct ","214","1815",NA,"13","11","15","127","34","14","서울",2022
"입원실인원","16"," J18 "," bronchopneumonia ","209","3010",NA,"7","1","3","107","49","42","서울",2022
"입원실인원","17"," N18 "," Chronic kidney disease, stage 1 ","204","5094",NA,"11","9","5","128","43","8","서울",2022
"입원실인원","18"," K40 "," Bilateral inguinal hernia, with obstruction, without gangrene ","200","669",NA,"1","4","6","147","34","8","서울",2022
"입원실인원","19"," I50 "," Right heart failure ","187","5945",NA,"3","1","0","76","62","45","서울",2022
"입원실인원","20"," C16 "," Malignant neoplasm of cardia of stomach ","184","2573",NA,"4","2","7","130","32","9","서울",2022
"입원연인원","1"," M17 "," Osteoarthritis of patellofemoral joint, both ","426","8724",NA,"251","355","973","5793","1248","104","서울",2022
"입원연인원","2"," Z51 "," therapeutic radiology ","636","8214",NA,"850","464","524","3706","1749","921","서울",2022
"입원연인원","3"," U07 "," Emergency use of U07 ","897","8163",NA,"3098","653","681","2471","1004","256","서울",2022
"입원연인원","4"," F20 "," Paranoid schizophrenia ","85","8057",NA,"4132","882","1070","1622","351","0","서울",2022
"입원연인원","5"," C34 "," lung cancer of hilus ","336","6350",NA,"34","6","258","4811","947","294","서울",2022
"입원연인원","6"," I50 "," Right heart failure ","187","5945",NA,"58","8","0","3677","1166","1036","서울",2022
"입원연인원","7"," G81 "," flaccid hemiplegia ","73","5163",NA,"30","216","0","3734","924","259","서울",2022
"입원연인원","8"," N18 "," Chronic kidney disease, stage 1 ","204","5094",NA,"240","105","185","3945","546","73","서울",2022
"입원연인원","9"," M48 "," spinal stenosis ","321","4981",NA,"104","140","233","3321","570","613","서울",2022
"입원연인원","10"," I25 "," Atherosclerotic cardiovascular disease ","421","4089",NA,"109","85","151","2914","644","186","서울",2022
"입원연인원","11"," H25 "," Senile incipient cataract, ","1182","3987",NA,"41","110","175","2964","599","98","서울",2022
"입원연인원","12"," C61 "," Acinar Prostate Adenocarcinoma ","296","3985",NA,"21","21","164","3482","207","90","서울",2022
"입원연인원","13"," J15 "," Pneumonia due to klebsiella pneumoniae ","76","3735",NA,"1758","0","95","805","690","387","서울",2022
"입원연인원","14"," S72 "," femur neck fracture Garden type III ","123","3342",NA,"123","74","26","1119","1541","459","서울",2022
"입원연인원","15"," E11 "," non0insulin0dependent diabetes mellitus with coma ","174","3293",NA,"266","160","62","2144","557","104","서울",2022
"입원연인원","16"," M75 "," periarthritis of shoulder ","233","3036",NA,"149","73","401","2210","173","30","서울",2022
"입원연인원","17"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","234","3012",NA,"12","25","82","1678","739","476","서울",2022
"입원연인원","18"," J18 "," bronchopneumonia ","209","3010",NA,"90","15","71","1491","863","480","서울",2022
"입원연인원","19"," T84 "," THR aseptic loosening ","78","2969",NA,"199","24","50","2320","330","46","서울",2022
"입원연인원","20"," S06 "," Cerebral concussion, without open intracranial wound ","83","2798",NA,"8","2","7","1674","543","564","서울",2022
"외래","1"," N40 "," benign prostate of hyperplasia(BPH) ","57720","57720",NA,"526","1134","2303","41658","8712","3387","서울",2022
"외래","2"," E11 "," non0insulin0dependent diabetes mellitus with coma ","55804","55804",NA,"2800","2221","3919","37582","7746","1536","서울",2022
"외래","3"," K05 "," Acute gingivitis ","49278","49278",NA,"3960","2783","4380","32118","5170","867","서울",2022
"외래","4"," I10 "," essential hypertension ","47553","47553",NA,"1881","1770","3550","30258","7837","2257","서울",2022
"외래","5"," K08 "," Other disorders of teeth and supporting  structures ","40172","40172",NA,"1930","1209","2900","28028","5049","1056","서울",2022
"외래","6"," L30 "," Nummular dermatitis ","27516","27516",NA,"1422","708","1137","20276","3172","801","서울",2022
"외래","7"," I20 "," Angina pectoris ","26133","26133",NA,"352","459","1023","18880","4227","1192","서울",2022
"외래","8"," M48 "," spinal stenosis ","24547","24547",NA,"603","537","1489","16480","4291","1147","서울",2022
"외래","9"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","22082","22082",NA,"290","342","962","14515","4265","1708","서울",2022
"외래","10"," N18 "," Chronic kidney disease, stage 1 ","20376","20376",NA,"1023","557","946","12364","4059","1427","서울",2022
"외래","11"," M51 "," Lumbar and other intervertebral disc disorders with myelopathy ","19706","19706",NA,"1452","403","996","13045","3429","381","서울",2022
"외래","12"," H35 "," radiation retinopathy ","17644","17644",NA,"192","269","659","12405","3078","1041","서울",2022
"외래","13"," Z11 "," Special screening examination for Coronavirus disease 2019[COVID019] ","17337","17337",NA,"6680","1496","1996","6115","925","125","서울",2022
"외래","14"," R42 "," psychophysiologic dizziness ","16810","16810",NA,"657","515","1122","10448","3136","932","서울",2022
"외래","15"," G81 "," flaccid hemiplegia ","17313","17313",NA,"2324","668","1455","10994","1558","314","서울",2022
"외래","16"," R52 "," acute pain ","16023","16023",NA,"2668","1055","1058","9163","1480","599","서울",2022
"외래","17"," C61 "," Acinar Prostate Adenocarcinoma ","16056","16056",NA,"19","71","277","12188","2815","686","서울",2022
"외래","18"," H42 "," Glaucoma in endocrine, nutritional and metabolic diseases ","14462","14462",NA,"366","372","767","9809","2523","625","서울",2022
"외래","19"," K02 "," Caries limited to enamel ","14323","14323",NA,"1871","515","1109","8916","1662","250","서울",2022
"외래","20","K04","suppurative pulpitis","14094","14094",NA,"1084","557","911","9913","1431","198","서울",2022
"입원실인원","1"," I20 "," 협심증 ","734","4709","4790358736","23","40","38","530","90","13","광주",2023
"입원실인원","2"," N40 "," 전립선증식증 ","707","4185","2075643473","13","33","45","540","71","5","광주",2023
"입원실인원","3"," H25 "," 노인성 백내장 ","586","696","892137393","4","8","28","479","62","5","광주",2023
"입원실인원","4"," M48 "," 기타 척추병증 ","349","7956","2752516225","8","10","15","262","48","6","광주",2023
"입원실인원","5"," I63 "," 뇌경색증 ","243","9469","3508147339","10","4","14","156","41","18","광주",2023
"입원실인원","6"," C61 "," 전립선의 악성 신생물 ","225","3845","2447154337","1","7","6","179","29","3","광주",2023
"입원실인원","7"," C67 "," 방광의 악성 신생물 ","134","1332","660945756","13","5","6","84","20","6","광주",2023
"입원실인원","8"," C22 "," 간 및 간내담관의 악성 신생물 ","125","3214","1428828791","12","10","4","71","27","1","광주",2023
"입원실인원","9"," K80 "," 담석증 ","120","2010","974673417","19","5","4","51","31","10","광주",2023
"입원실인원","10"," E11 "," 인슐린-비의존 당뇨병 ","120","1955","636859198","9","7","4","89","10","1","광주",2023
"입원실인원","11"," I10 "," 본태성(원발성) 고혈압 ","118","1062","474745450","11","5","6","69","24","3","광주",2023
"입원실인원","12"," M51 "," 기타 추간판장애 ","117","3196","982302125","22","6","11","70","8","0","광주",2023
"입원실인원","13"," R42 "," 현기 및 어지러움 ","117","1080","492144667","10","3","4","72","19","9","광주",2023
"입원실인원","14"," I48 "," 심방세동 및 조동 ","106","1406","603889718","5","0","1","65","25","10","광주",2023
"입원실인원","15"," C25 "," 췌장의 악성신생물 ","92","1955","808021071","6","7","5","40","32","2","광주",2023
"입원실인원","16"," C16 "," 위의 악성 신생물 ","89","2634","1041347480","17","4","12","36","19","1","광주",2023
"입원실인원","17"," N18 "," 만성 콩팥(신장)기능상실 ","87","2356","954116196","9","6","6","43","19","4","광주",2023
"입원실인원","18"," C18 "," 결장의 악성 신생물 ","84","2133","924940442","5","2","2","51","17","7","광주",2023
"입원실인원","19"," J18 "," 상세불명 병원체의 폐렴 ","80","1481","683615710","1","0","5","35","16","23","광주",2023
"입원실인원","20"," C34 "," 기관지 및 폐의 악성 신생물 ","79","2237","1004837124","5","2","6","38","26","2","광주",2023
"입원연인원","1"," I63 "," 뇌경색증 ","243","9469","3508147339","460","195","488","6764","996","566","광주",2023
"입원연인원","2"," M48 "," 기타 척추병증 ","349","7956","2752516225","143","180","422","6112","962","137","광주",2023
"입원연인원","3"," I20 "," 협심증 ","734","4709","4790358736","80","198","228","3272","781","150","광주",2023
"입원연인원","4"," N40 "," 전립선증식증 ","707","4185","2075643473","41","127","182","3172","586","77","광주",2023
"입원연인원","5"," C61 "," 전립선의 악성 신생물 ","225","3845","2447154337","37","85","83","2923","426","291","광주",2023
"입원연인원","6"," L89 "," 욕창성 및 압박부위 궤양 ","13","3318","970836460","0","0","0","1879","1376","63","광주",2023
"입원연인원","7"," C22 "," 간 및 간내담관의 악성 신생물 ","125","3214","1428828791","226","330","69","1455","737","397","광주",2023
"입원연인원","8"," M51 "," 기타 추간판장애 ","117","3196","982302125","406","44","226","1882","638","0","광주",2023
"입원연인원","9"," C16 "," 위의 악성 신생물 ","89","2634","1041347480","250","167","204","1146","805","62","광주",2023
"입원연인원","10"," S72 "," 대퇴골의 골절 ","72","2559","805227495","0","0","0","1112","1114","333","광주",2023
"입원연인원","11"," G20 "," 파킨슨병 ","41","2531","942553965","118","38","11","2225","128","11","광주",2023
"입원연인원","12"," I61 "," 뇌내출혈 ","36","2414","743687614","198","489","377","1244","101","5","광주",2023
"입원연인원","13"," N18 "," 만성 콩팥(신장)기능상실 ","87","2356","954116196","226","179","93","1493","290","75","광주",2023
"입원연인원","14"," C34 "," 기관지 및 폐의 악성 신생물 ","79","2237","1004837124","130","28","119","883","1005","72","광주",2023
"입원연인원","15"," C18 "," 결장의 악성 신생물 ","84","2133","924940442","209","50","72","910","659","233","광주",2023
