년도,지역,구분,순위,상병코드,상병명,실인원,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원),진료과
2021,인천,입원(실인원),17.0, K56 , 헤르니아가 없는 마비성 장폐색증 및 창자폐쇄 ,23.0,602.0,2.0,0.0,0.0,11,6.0,4.0,125347.0,내과
2021,인천,입원(실인원),18.0, K29 , 위염 및 십이지장염 ,21.0,367.0,1.0,1.0,3.0,8,5.0,3.0,98917.0,내과
2021,인천,입원(실인원),19.0, D41 , 비뇨기관의 행동양식 불명 또는 미상의 신생물 ,19.0,146.0,0.0,0.0,2.0,12,4.0,1.0,51916.0,외과
2021,인천,입원(실인원),20.0, A09 , 감염성 및 상세불명 기원의 기타 위장염 및 대장염 ,18.0,200.0,5.0,0.0,0.0,8,5.0,0.0,46245.0,내과
2021,인천,입원(연인원),1.0, E11 , 인슐린-비의존 당뇨병 ,184.0,2993.0,157.0,29.0,281.0,1752,563.0,211.0,723447.0,내과
2021,인천,입원(연인원),2.0, N31 , 달리 분류되지 않은 방광의 신경근육기능장애 ,93.0,2443.0,0.0,0.0,0.0,1537,605.0,301.0,524355.0,비뇨의학과
2021,인천,입원(연인원),3.0, M17 , 윤충증 ,64.0,2292.0,60.0,106.0,90.0,1754,256.0,26.0,910136.0,정형외과
2021,인천,입원(연인원),4.0, M48 , 기타 척추병증 ,138.0,1946.0,22.0,36.0,54.0,1198,583.0,53.0,718612.0,정형외과
2021,인천,입원(연인원),5.0, M19 , 기타관절증 ,46.0,1587.0,18.0,213.0,169.0,898,289.0,0.0,515792.0,정형외과
2021,인천,입원(연인원),6.0, J44 , 기타 만성 폐쇄성 폐질환 ,53.0,1424.0,127.0,0.0,133.0,749,14.0,401.0,345166.0,내과
2021,인천,입원(연인원),7.0, N40 , 전립선증식증 ,79.0,1317.0,21.0,7.0,8.0,1093,82.0,106.0,306321.0,비뇨의학과
2021,인천,입원(연인원),8.0, C61 , 전립선의 악성 신생물 ,30.0,1013.0,0.0,0.0,0.0,470,470.0,73.0,240299.0,비뇨의학과
2021,인천,입원(연인원),9.0, M75 , 어깨병변 ,46.0,903.0,35.0,46.0,200.0,562,60.0,0.0,370505.0,정형외과
2021,인천,입원(연인원),10.0, I10 , 본태성(일차성)고혈압 ,38.0,772.0,5.0,0.0,1.0,120,203.0,443.0,161420.0,내과
2021,인천,입원(연인원),11.0, C67 , 방광의 악성 신생물 ,36.0,767.0,3.0,0.0,0.0,186,529.0,49.0,187054.0,비뇨의학과
2021,인천,입원(연인원),12.0, K56 , 헤르니아가 없는 마비성 장폐색증 및 창자폐쇄 ,23.0,602.0,23.0,0.0,0.0,175,172.0,232.0,125347.0,내과
2021,인천,입원(연인원),13.0, J45 , 천식 ,23.0,549.0,0.0,0.0,7.0,455,0.0,87.0,132476.0,내과
2021,인천,입원(연인원),14.0, J21 , 급성 세기관지염 ,41.0,526.0,7.0,0.0,0.0,201,261.0,57.0,146585.0,내과
2021,인천,입원(연인원),15.0, J18 ," 상세불명 병원체의 폐렴, 제외: 보통간질(J84.1) ",12.0,518.0,0.0,0.0,0.0,251,214.0,53.0,142812.0,내과
2021,인천,입원(연인원),16.0, G81 , 편마비 ,10.0,506.0,0.0,44.0,0.0,304,142.0,16.0,101753.0,신경과
2021,인천,입원(연인원),17.0, M96 , 달리 분류되지 않은 처치후 근육골격 장애 ,27.0,502.0,26.0,0.0,66.0,387,23.0,0.0,135751.0,정형외과
2021,인천,입원(연인원),18.0, H25 , 노인성 백내장 ,264.0,448.0,5.0,18.0,30.0,353,38.0,4.0,544945.0,안과
2021,인천,입원(연인원),19.0, K81 , 담낭염 ,3.0,402.0,0.0,0.0,0.0,7,0.0,395.0,112787.0,내과
2021,인천,입원(연인원),20.0, K59 , 기타 기능적 창자 장애 ,10.0,373.0,0.0,0.0,0.0,22,351.0,0.0,99208.0,내과
2021,인천,외래,1.0, N40 , 전립선증식증 ,2172.0,0.0,160.0,100.0,169.0,1529,170.0,44.0,808529.0,비뇨의학과
2021,인천,외래,2.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,6555.0,0.0,478.0,341.0,638.0,4086,848.0,164.0,421245.0,내과
2021,인천,외래,3.0, I10 , 본태성(일차성)고혈압 ,4035.0,0.0,303.0,226.0,308.0,2547,508.0,143.0,734597.0,내과
2021,인천,외래,4.0, K05 , 치은염(잇몸염)및 치주 질환 ,3138.0,0.0,68.0,142.0,281.0,2357,251.0,39.0,1053060.0,내과
2021,인천,외래,5.0, E11 , 인슐린-비의존 당뇨병 ,1816.0,0.0,46.0,50.0,54.0,1241,347.0,78.0,615718.0,내과
2021,인천,외래,6.0, M48 , 기타 척추병증 ,10461.0,0.0,591.0,679.0,883.0,6153,1630.0,525.0,660695.0,정형외과
2021,인천,외래,7.0, H04 , 눈물기관의 장애 ,2096.0,0.0,13.0,43.0,74.0,1545,342.0,79.0,261023.0,안과
2021,인천,외래,8.0, M19 ," 연기, 불 및 화염에 노출 ",1942.0,0.0,218.0,30.0,88.0,1498,96.0,12.0,577122.0,정형외과
2021,인천,외래,9.0, H25 , 노인성 백내장 ,2422.0,0.0,189.0,109.0,144.0,1776,158.0,46.0,264370.0,안과
2021,인천,외래,10.0, M54 , 배통 ,8292.0,0.0,667.0,386.0,675.0,5647,787.0,130.0,92629.0,정형외과
2021,인천,외래,11.0, L24 , 자극성 접촉피부염 ,1800.0,0.0,122.0,71.0,121.0,1283,173.0,30.0,61807.0,피부과
2021,인천,외래,12.0, K04 , 치수 및 치근단주위조직의 질환 ,2077.0,0.0,180.0,130.0,177.0,1334,210.0,46.0,459074.0,내과
2021,인천,외래,13.0, B35 , 피부사상균증 ,2517.0,0.0,197.0,95.0,153.0,1718,301.0,53.0,75233.0,"내과, 피부과"
2021,인천,외래,14.0, I63 , 뇌경색증 ,3298.0,0.0,216.0,250.0,285.0,2139,331.0,77.0,303895.0,내과
2021,인천,외래,15.0, K29 , 위염 및 십이지장염 ,4512.0,0.0,153.0,122.0,362.0,3003,702.0,170.0,197367.0,내과
2021,인천,외래,16.0, R52 , 달리 분류되지 않은 통증 ,2984.0,0.0,151.0,218.0,167.0,2187,237.0,24.0,248360.0,내과
2021,인천,외래,17.0, K02 , 치아우식증 ,1663.0,0.0,190.0,94.0,191.0,1066,117.0,5.0,317502.0,내과
2021,인천,외래,18.0, H90 , 전음성 및 감각신경성 청력소실 ,16228.0,0.0,273.0,444.0,780.0,11694,2356.0,681.0,105192.0,이비인후과
2021,인천,외래,19.0, K21 , 위-식도역류병 ,1967.0,0.0,267.0,172.0,174.0,1101,198.0,55.0,94475.0,내과
2021,인천,외래,20.0, M75 , 어깨병변 ,12292.0,0.0,5154.0,1528.0,1347.0,3718,452.0,93.0,134659.0,정형외과
2022,인천,입원(실인원),1.0, N40 , 전립선증식증 ,71.0,1584.0,0.0,1.0,2.0,43,19.0,6.0,382206.0,비뇨의학과
2022,인천,입원(실인원),2.0, U07 , U07의 응급사용 ,67.0,466.0,25.0,6.0,13.0,14,7.0,2.0,137462.0,내과
2022,인천,입원(실인원),3.0, M48 , 기타 척추병증 ,62.0,813.0,0.0,1.0,0.0,48,11.0,2.0,267384.0,정형외과
2022,인천,입원(실인원),4.0, E11 , 인슐린-비의존 당뇨병 ,56.0,864.0,4.0,1.0,4.0,36,11.0,0.0,201127.0,내과
2022,인천,입원(실인원),5.0, N31 , 달리 분류되지 않은 방광의 신경근육기능장애 ,45.0,1243.0,1.0,0.0,1.0,22,17.0,4.0,290216.0,비뇨의학과
2022,인천,입원(실인원),6.0, C67 , 방광의 악성 신생물 ,41.0,626.0,1.0,0.0,0.0,23,11.0,6.0,185275.0,비뇨의학과
2022,인천,입원(실인원),7.0, C61 , 전립선의 악성 신생물 ,17.0,534.0,0.0,0.0,0.0,2,8.0,7.0,143682.0,비뇨의학과
2022,인천,입원(실인원),8.0, M54 , 배통 ,11.0,267.0,0.0,2.0,0.0,3,6.0,0.0,57679.0,정형외과
2022,인천,입원(실인원),9.0, M19 ," 연기, 불 및 화염에 노출 ",10.0,235.0,0.0,0.0,2.0,8,0.0,0.0,93727.0,정형외과
2022,인천,입원(실인원),10.0, M17 , 윤충증 ,10.0,237.0,0.0,0.0,2.0,6,2.0,0.0,92746.0,정형외과
2022,인천,입원(실인원),11.0, C34 , 기관지 및 폐의 악성 신생물 ,10.0,179.0,0.0,5.0,0.0,3,2.0,0.0,47763.0,흉부외과
2022,인천,입원(실인원),12.0, J44 , 기타 만성 폐쇄성 폐질환 ,10.0,185.0,1.0,3.0,0.0,4,2.0,0.0,37132.0,내과
2022,인천,입원(실인원),13.0, G81 , 편마비 ,9.0,280.0,0.0,0.0,1.0,6,2.0,0.0,75110.0,신경과
2022,인천,입원(실인원),14.0, E14 , 상세불명의 당뇨병 ,9.0,234.0,0.0,0.0,0.0,3,4.0,2.0,51146.0,내과
2022,인천,입원(실인원),15.0, I63 , 뇌경색증 ,8.0,197.0,0.0,0.0,1.0,5,1.0,1.0,56551.0,내과
2022,인천,입원(실인원),16.0, G95 , 척수의 기타질환 ,8.0,191.0,1.0,0.0,1.0,3,3.0,0.0,45630.0,신경과
2022,인천,입원(실인원),17.0, D17 , 양성 지방종성 신생물 ,8.0,143.0,1.0,0.0,1.0,6,0.0,0.0,32907.0,외과
2022,인천,입원(실인원),18.0, A09 , 감염성 및 상세불명 기원의 기타 위장염 및 대장염 ,8.0,78.0,1.0,1.0,0.0,6,0.0,0.0,22195.0,내과
2022,인천,입원(실인원),19.0, K29 , 위염 및 십이지장염 ,8.0,63.0,4.0,0.0,1.0,1,2.0,0.0,15599.0,내과
2022,인천,입원(실인원),20.0, H25 , 노인성 백내장 ,8.0,8.0,0.0,1.0,0.0,5,2.0,0.0,8859.0,안과
2022,인천,입원(연인원),1.0, N40 , 전립선증식증 ,71.0,1584.0,0.0,1.0,18.0,976,423.0,166.0,382206.0,비뇨의학과
2022,인천,입원(연인원),2.0, N31 , 달리 분류되지 않은 방광의 신경근육기능장애 ,45.0,1243.0,7.0,0.0,9.0,656,501.0,70.0,290216.0,비뇨의학과
2022,인천,입원(연인원),3.0, E11 , 인슐린-비의존 당뇨병 ,56.0,864.0,32.0,12.0,31.0,527,262.0,0.0,201127.0,내과
2022,인천,입원(연인원),4.0, M48 , 기타 척추병증 ,62.0,813.0,0.0,1.0,0.0,583,217.0,12.0,267384.0,정형외과
2022,인천,입원(연인원),5.0, C67 , 방광의 악성 신생물 ,41.0,626.0,2.0,0.0,0.0,235,202.0,187.0,185275.0,비뇨의학과
2022,인천,입원(연인원),6.0, C61 , 전립선의 악성 신생물 ,17.0,534.0,0.0,0.0,0.0,141,158.0,235.0,143682.0,비뇨의학과
2022,인천,입원(연인원),7.0, U07 , U07의 응급사용 ,67.0,466.0,151.0,25.0,73.0,146,64.0,7.0,137462.0,내과
2022,인천,입원(연인원),8.0, G81 , 편마비 ,9.0,280.0,0.0,0.0,7.0,186,87.0,0.0,75110.0,신경과
2022,인천,입원(연인원),9.0, M54 , 배통 ,11.0,267.0,0.0,36.0,0.0,56,175.0,0.0,57679.0,정형외과
2022,인천,입원(연인원),10.0, M17 , 윤충증 ,10.0,237.0,0.0,0.0,67.0,137,33.0,0.0,92746.0,정형외과
2022,인천,입원(연인원),11.0, M19 ," 연기, 불 및 화염에 노출 ",10.0,235.0,0.0,0.0,33.0,202,0.0,0.0,93727.0,정형외과
2022,인천,입원(연인원),12.0, E14 , 상세불명의 당뇨병 ,9.0,234.0,0.0,0.0,0.0,70,63.0,101.0,51146.0,내과
2022,인천,입원(연인원),13.0, M51 , 기타 추간판장애 ,7.0,208.0,11.0,15.0,40.0,76,9.0,57.0,61251.0,정형외과
2022,인천,입원(연인원),14.0, I63 , 뇌경색증 ,8.0,197.0,0.0,0.0,13.0,157,7.0,20.0,56551.0,내과
2022,인천,입원(연인원),15.0, G95 , 척수의 기타질환 ,8.0,191.0,79.0,0.0,6.0,27,79.0,0.0,45630.0,신경과
2022,인천,입원(연인원),16.0, J44 , 기타 만성 폐쇄성 폐질환 ,10.0,185.0,14.0,75.0,0.0,79,17.0,0.0,37132.0,내과
2022,인천,입원(연인원),17.0, M50 , 목뼈원판 장애 ,5.0,184.0,0.0,0.0,0.0,31,0.0,153.0,38509.0,정형외과
2022,인천,입원(연인원),18.0, C34 , 기관지 및 폐의 악성 신생물 ,10.0,179.0,0.0,71.0,0.0,53,55.0,0.0,47763.0,흉부외과
2022,인천,입원(연인원),19.0, I10 , 본태성(일차성)고혈압 ,8.0,175.0,0.0,0.0,0.0,24,0.0,151.0,37855.0,내과
2022,인천,입원(연인원),20.0, S72 , 대퇴골의 골절 ,5.0,158.0,0.0,0.0,0.0,58,26.0,74.0,42537.0,외과
2022,인천,외래,1.0, N40 , 전립선증식증 ,18383.0,,265.0,504.0,791.0,13487,2374.0,962.0,984046.0,비뇨의학과
2022,인천,외래,2.0, I10 , 본태성(일차성)고혈압 ,10702.0,,517.0,608.0,866.0,6583,1530.0,598.0,805298.0,내과
2022,인천,외래,3.0, M54 , 배통 ,9310.0,,775.0,621.0,953.0,5736,910.0,315.0,241820.0,정형외과
2022,인천,외래,4.0, K05 , 치은염(잇몸염)및 치주 질환 ,7591.0,,563.0,300.0,516.0,5126,839.0,247.0,1096520.0,내과
2022,인천,외래,5.0, E11 , 인슐린-비의존 당뇨병 ,6625.0,,471.0,338.0,618.0,4198,802.0,198.0,646091.0,내과
2022,인천,외래,6.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,6359.0,,2185.0,563.0,650.0,2540,373.0,48.0,276561.0,내과
2022,인천,외래,7.0, U07 , U07의 응급사용 ,6025.0,,1187.0,1393.0,1109.0,1639,609.0,88.0,409785.0,내과
2022,인천,외래,8.0, M48 , 기타 척추병증 ,5575.0,,128.0,182.0,327.0,3980,721.0,237.0,677078.0,정형외과
2022,인천,외래,9.0, M17 , 윤충증 ,4225.0,,228.0,223.0,343.0,3005,354.0,72.0,229407.0,정형외과
2022,인천,외래,10.0, M75 , 어깨병변 ,3737.0,,434.0,236.0,343.0,2425,288.0,11.0,172092.0,정형외과
2022,인천,외래,11.0, M51 , 기타 추간판장애 ,3326.0,,419.0,248.0,364.0,2030,216.0,49.0,110107.0,정형외과
2022,인천,외래,12.0, I63 , 뇌경색증 ,2719.0,,100.0,85.0,198.0,1670,551.0,115.0,290804.0,내과
2022,인천,외래,13.0, H04 , 눈물기관의 장애 ,2706.0,,156.0,145.0,182.0,1769,318.0,136.0,173130.0,안과
2022,인천,외래,14.0, K04 , 치수 및 치근단주위조직의 질환 ,2605.0,,163.0,71.0,132.0,1983,201.0,55.0,482598.0,내과
2022,인천,외래,15.0, M19 ," 연기, 불 및 화염에 노출 ",2526.0,,64.0,116.0,205.0,1840,236.0,65.0,292733.0,정형외과
2022,인천,외래,16.0, B35 , 피부사상균증 ,2457.0,,163.0,138.0,161.0,1750,181.0,64.0,80236.0,"내과, 피부과"
2022,인천,외래,17.0, G81 , 편마비 ,2194.0,,190.0,2.0,219.0,1656,105.0,22.0,143291.0,신경과
2022,인천,외래,18.0, L24 , 자극성 접촉피부염 ,2119.0,,116.0,89.0,89.0,1433,311.0,81.0,53596.0,피부과
2022,인천,외래,19.0, K29 , 위염 및 십이지장염 ,1916.0,,147.0,94.0,138.0,1285,192.0,60.0,169060.0,내과
2022,인천,외래,20.0, H25 , 노인성 백내장 ,1415.0,,18.0,44.0,114.0,1066,149.0,24.0,96176.0,안과
2023,인천,입원(실인원),1.0,M48,기타 척추병증,309.0,1939.0,3.0,6.0,5.0,238,49.0,8.0,973729.965,정형외과
2023,인천,입원(실인원),2.0,N40,전립선증식증,112.0,3027.0,0.0,1.0,1.0,83,11.0,16.0,857832.837,비뇨의학과
2023,인천,입원(실인원),3.0,M17,윤충증,59.0,2529.0,4.0,1.0,10.0,38,5.0,1.0,742317.371,정형외과
2023,인천,입원(실인원),4.0,M75,어깨병변,74.0,1723.0,4.0,5.0,6.0,55,4.0,0.0,638796.708,정형외과
2023,인천,입원(실인원),5.0,C67,방광의 악성 신생물,70.0,1366.0,0.0,1.0,0.0,36,11.0,22.0,417298.582,비뇨의학과
2023,인천,입원(실인원),6.0,C61,전립선의 악성 신생물,26.0,1306.0,0.0,0.0,0.0,8,6.0,12.0,369346.544,비뇨의학과
2023,인천,입원(실인원),7.0,E11,인슐린-비의존 당뇨병,72.0,1406.0,0.0,1.0,7.0,38,14.0,12.0,336459.804,내과
2023,인천,입원(실인원),8.0,I63,뇌경색증,39.0,1098.0,0.0,0.0,1.0,25,9.0,4.0,321773.812,내과
2023,인천,입원(실인원),9.0,N31,달리 분류되지 않은 방광의 신경근육기능장애,41.0,1111.0,1.0,0.0,0.0,22,9.0,9.0,273214.609,비뇨의학과
2023,인천,입원(실인원),10.0,H25,노인성 백내장,117.0,117.0,0.0,1.0,4.0,105,7.0,0.0,255214.848,안과
2023,인천,입원(실인원),11.0,J18,"상세불명 병원체의 폐렴, 제외: 보통간질(J84.1)",43.0,778.0,2.0,0.0,6.0,21,10.0,4.0,238309.359,내과
2023,인천,입원(실인원),12.0,G81,편마비,16.0,859.0,0.0,0.0,0.0,9,6.0,1.0,213927.209,신경과
2023,인천,입원(실인원),13.0,M17,알츠하이머병에서의 치매(G30.-+),36.0,274.0,0.0,0.0,0.0,22,12.0,2.0,127217.849,정형외과
2023,인천,입원(실인원),14.0,M51,기타 추간판장애,26.0,385.0,5.0,0.0,0.0,16,4.0,1.0,124325.402,정형외과
2023,인천,입원(실인원),15.0,M54,배통,14.0,412.0,0.0,0.0,0.0,6,6.0,2.0,101194.043,정형외과
2023,인천,입원(실인원),16.0,S22,늑골. 흉골 및 흉추골의 골절,16.0,387.0,0.0,1.0,0.0,8,4.0,3.0,101176.246,외과
2023,인천,입원(실인원),17.0,M17,기타 및 상세불명 부위의 제자리암종,17.0,17.0,0.0,0.0,0.0,9,5.0,3.0,72806.257,정형외과
2023,인천,입원(실인원),18.0,N31,방광염,14.0,308.0,0.0,0.0,0.0,6,4.0,4.0,62798.684,비뇨의학과
2023,인천,입원(실인원),19.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,16.0,16.0,1.0,1.0,2.0,8,4.0,0.0,38117.025,내과
2023,인천,입원(실인원),20.0,D09,서혜헤르니아,14.0,14.0,0.0,0.0,0.0,13,1.0,0.0,28582.957,외과
2023,인천,입원(연인원),1.0,M48,기타 척추병증,309.0,1939.0,8.0,30.0,23.0,1268,482.0,128.0,973729.965,정형외과
2023,인천,입원(연인원),2.0,N40,전립선증식증,112.0,3027.0,0.0,8.0,9.0,2403,126.0,481.0,857832.837,비뇨의학과
2023,인천,입원(연인원),3.0,M17,윤충증,59.0,1723.0,56.0,54.0,254.0,1283,76.0,0.0,742317.371,정형외과
2023,인천,입원(연인원),4.0,M75,어깨병변,74.0,1723.0,56.0,54.0,254.0,1283,76.0,0.0,638796.708,정형외과
2023,인천,입원(연인원),5.0,C67,방광의 악성 신생물,70.0,1366.0,0.0,3.0,0.0,442,193.0,728.0,417298.582,비뇨의학과
2023,인천,입원(연인원),6.0,C61,전립선의 악성 신생물,26.0,1406.0,0.0,5.0,173.0,671,229.0,328.0,369346.544,비뇨의학과
2023,인천,입원(연인원),7.0,E11,인슐린-비의존 당뇨병,72.0,1406.0,0.0,5.0,173.0,671,229.0,328.0,336459.804,내과
2023,인천,입원(연인원),8.0,I63,뇌경색증,39.0,1098.0,0.0,0.0,67.0,469,453.0,109.0,321773.812,내과
2023,인천,입원(연인원),9.0,N31,달리 분류되지 않은 방광의 신경근육기능장애,41.0,1111.0,31.0,0.0,0.0,574,172.0,334.0,273214.609,비뇨의학과
2023,인천,입원(연인원),10.0,J18,"상세불명 병원체의 폐렴, 제외: 보통간질(J84.1)",43.0,778.0,18.0,0.0,38.0,243,234.0,245.0,238309.359,내과
2023,인천,입원(연인원),11.0,G81,편마비,16.0,859.0,0.0,0.0,0.0,445,353.0,61.0,213927.209,신경과
2023,인천,입원(연인원),12.0,F00,알츠하이머병에서의 치매(G30.-+),36.0,274.0,0.0,0.0,0.0,155,76.0,43.0,127217.849,정신건강의학과
2023,인천,입원(연인원),13.0,M51,기타 추간판장애,26.0,385.0,19.0,0.0,0.0,319,35.0,12.0,124325.402,정형외과
2023,인천,입원(연인원),14.0,I61,뇌내출혈,14.0,431.0,104.0,0.0,0.0,327,0.0,0.0,117652.579,내과
2023,인천,입원(연인원),15.0,S72,대퇴골의 골절,13.0,420.0,0.0,0.0,0.0,231,57.0,132.0,112976.226,외과
2023,인천,입원(연인원),16.0,M54,배통,14.0,412.0,0.0,0.0,0.0,95,185.0,132.0,101194.043,정형외과
2023,인천,입원(연인원),17.0,S22,늑골. 흉골 및 흉추골의 골절,13.0,387.0,0.0,67.0,0.0,170,73.0,77.0,101176.246,외과
2023,인천,입원(연인원),18.0,S82,발목을 포함한 아래다리의 골절,11.0,352.0,0.0,39.0,0.0,262,51.0,0.0,91950.551,외과
2023,인천,입원(연인원),19.0,S32,허리뼈 및 골반의 골절,9.0,284.0,0.0,0.0,0.0,198,81.0,5.0,72406.906,외과
2023,인천,입원(연인원),20.0,N30,방광염,14.0,308.0,0.0,0.0,0.0,183,65.0,60.0,62798.684,비뇨의학과
2023,인천,외래,1.0,N40,전립선증식증,18554.0,18554.0,255.0,464.0,809.0,13304,2651.0,1071.0,1083800.054,비뇨의학과
2023,인천,외래,2.0,K05,치은염(잇몸염)및 치주 질환,5592.0,5592.0,437.0,220.0,439.0,3582,697.0,217.0,835414.156,내과
2023,인천,외래,3.0,M48,기타 척추병증,4839.0,4839.0,115.0,146.0,219.0,3372,766.0,221.0,795123.902,정형외과
2023,인천,외래,4.0,E11,인슐린-비의존 당뇨병,7490.0,7490.0,513.0,340.0,659.0,4730,983.0,265.0,778950.128,내과
2023,인천,외래,5.0,I10,본태성(일차성)고혈압,10177.0,10177.0,535.0,543.0,841.0,6172,1445.0,641.0,724835.778,내과
2023,인천,외래,6.0,M17,윤충증,7013.0,7013.0,420.0,320.0,674.0,4654,777.0,168.0,614351.702,정형외과
2023,인천,외래,7.0,M75,어깨병변,7161.0,7161.0,1272.0,453.0,568.0,4142,492.0,234.0,469530.658,정형외과
2023,인천,외래,8.0,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,7920.0,7920.0,2141.0,728.0,935.0,3520,490.0,106.0,403394.263,내과
2023,인천,외래,9.0,M54,배통,13303.0,13303.0,978.0,645.0,1375.0,8091,1794.0,420.0,385932.525,정형외과
2023,인천,외래,10.0,K04,"연기, 불 및 화염에 노출",2042.0,2042.0,92.0,86.0,127.0,1359,310.0,68.0,350968.274,내과
2023,인천,외래,11.0,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",3805.0,3805.0,402.0,148.0,262.0,2310,520.0,163.0,293245.549,내과
2023,인천,외래,12.0,H25,노인성 백내장,2555.0,2555.0,15.0,50.0,209.0,2035,219.0,27.0,259161.219,안과
2023,인천,외래,13.0,I63,뇌경색증,2872.0,2872.0,252.0,22.0,290.0,1400,713.0,195.0,233008.709,내과
2023,인천,외래,14.0,G81,편마비,2188.0,2188.0,281.0,1.0,235.0,1391,217.0,63.0,220890.911,신경과
2023,인천,외래,15.0,H04,눈물기관의 장애,2263.0,2263.0,166.0,97.0,149.0,1435,301.0,115.0,180182.052,안과
2023,인천,외래,16.0,M51,기타 추간판장애,2103.0,2103.0,299.0,49.0,298.0,995,324.0,138.0,129497.396,정형외과
2023,인천,외래,17.0,H90,전음성 및 감각신경성 청력소실,2395.0,2395.0,50.0,64.0,85.0,1664,400.0,132.0,124156.02,이비인후과
2023,인천,외래,18.0,M50,목뼈원판 장애,3238.0,3238.0,500.0,274.0,230.0,1924,270.0,40.0,101707.895,정형외과
2023,인천,외래,19.0,B35,피부사상균증,2597.0,2597.0,202.0,113.0,169.0,1744,308.0,61.0,93975.869,"내과, 피부과"
2023,인천,외래,20.0,L23,알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear),2215.0,2215.0,147.0,79.0,110.0,1539,266.0,74.0,60184.308,피부과
2021,대구,입원(실인원),1.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,801.0,7164.0,729.0,12.0,20.0,26,14.0,,,내과
2021,대구,입원(실인원),2.0, I20 , 협심증 ,617.0,6529.0,9.0,17.0,46.0,468,62.0,15.0,,내과
2021,대구,입원(실인원),3.0, H25 , 노년백내장 ,554.0,723.0,9.0,11.0,44.0,437,42.0,11.0,,안과
2021,대구,입원(실인원),4.0, M48 , 기타 척추병증 ,255.0,9712.0,,9.0,12.0,183,35.0,16.0,,정형외과
2021,대구,입원(실인원),5.0, E11 , 2형 당뇨병 ,232.0,11123.0,10.0,9.0,8.0,170,31.0,4.0,,내과
2021,대구,입원(실인원),6.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,190.0,5229.0,18.0,11.0,22.0,72,48.0,19.0,,내과
2021,대구,입원(실인원),7.0, M51 , 기타 추간판장애 ,188.0,5806.0,10.0,7.0,8.0,149,11.0,3.0,,정형외과
2021,대구,입원(실인원),8.0, M17 , 무릎관절증 ,154.0,4883.0,2.0,7.0,16.0,118,11.0,,,정형외과
2021,대구,입원(실인원),9.0, I48 , 심방세동 및 조동 ,137.0,1764.0,1.0,7.0,7.0,107,12.0,3.0,,내과
2021,대구,입원(실인원),10.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",122.0,151.0,3.0,10.0,9.0,88,12.0,,,가정의학과
2021,대구,입원(실인원),11.0, S32 , 요추 및 골반의 골절 ,115.0,4033.0,3.0,2.0,5.0,62,33.0,10.0,,외과
2021,대구,입원(실인원),12.0, R07 , 목구멍 및 가슴의 통증 ,111.0,297.0,11.0,4.0,13.0,72,8.0,3.0,,내과
2021,대구,입원(실인원),13.0, N18 , 만성 신장병 ,102.0,11137.0,4.0,7.0,6.0,58,14.0,13.0,,내과
2021,대구,입원(실인원),14.0, C61 , 전립선의 악성 신생물 ,97.0,453.0,2.0,1.0,5.0,81,6.0,2.0,,비뇨의학과
2021,대구,입원(실인원),15.0, M75 , 어깨병변 ,94.0,2159.0,4.0,5.0,8.0,74,3.0,,,정형외과
2021,대구,입원(실인원),16.0, J18 , 상세불명 병원체의 폐렴 ,91.0,7103.0,,,1.0,47,20.0,23.0,,내과
2021,대구,입원(실인원),17.0, K80 , 담석증 ,75.0,685.0,7.0,3.0,5.0,50,8.0,2.0,,내과
2021,대구,입원(실인원),18.0, I50 , 심부전 ,67.0,3022.0,2.0,,1.0,20,32.0,12.0,,내과
2021,대구,입원(실인원),19.0, D13 , 기타 및 부위불명의 소화계통의 양성 신생물 ,65.0,354.0,1.0,1.0,7.0,50,6.0,,,외과
2021,대구,입원(실인원),20.0, I63 , 뇌경색증 ,63.0,1770.0,3.0,2.0,2.0,27,19.0,10.0,,내과
2021,대구,입원(연인원),1.0, N18 , 만성 신장병 ,102.0,11137.0,154.0,307.0,2196.0,5601,2119.0,760.0,,내과
2021,대구,입원(연인원),2.0, E11 , 2형 당뇨병 ,232.0,11123.0,250.0,465.0,180.0,8998,879.0,351.0,,내과
2021,대구,입원(연인원),3.0, M48 , 기타 척추병증 ,255.0,9712.0,,159.0,290.0,6464,1806.0,993.0,,정형외과
2021,대구,입원(연인원),4.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,801.0,7164.0,6492.0,99.0,214.0,232,127.0,,,내과
2021,대구,입원(연인원),5.0, J18 , 상세불명 병원체의 폐렴 ,91.0,7103.0,,,12.0,1938,4432.0,721.0,,내과
