"대분류","중분류","소분류","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","탄성 의치상 이장술","-","Direct denture soft reline","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임시 의치, 단순","-","Flipper (simple)","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","레진 가공 의치 (1치당)","-","Resin temporary crown","30000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","안면 체형","-","Face mask impression","200000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치태조절 및 예방술식","-","plaque control","","10000","30000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","잇솔질 교습, 회당","-","T.B.I","30000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아 표백술","-","Teeth bleaching","","30000","50000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","유구치 가공 치관","-","S.S crown","150000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","모형 분석용 인상/1악당","-","Study impression/1악당","30000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","교합안정장치(1악당), 단순","-","Occlusal splint (1악당), simple","300000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","교합안정장치 관리","-","Occlusal splint 관리","30000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","불소 도포 (1악당)","-","Fluorid therapy (1악당)","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","Resin facing 수리 (1치당)","-","Resin facing repair (1치당)","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","구강 검사및 상담","-","Oral exam, consult.","30000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아 매식 진단료","-","Dx of implant","","50000","100000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","피.알.피","-","P.R.P.","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아지지 가철성 의치 클립 교환","-","Over denture clip 교환","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아지지 가철성 의치 오-링&이알에이 교환","-","Over denture O-ring & ERA 교환","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아지지 가철성 의치 자석체 교환","-","Over denture magnetic 교환","200000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아매식, 자석체 교환","-","Implant, magnetic change fee","300000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아매식, 지대체 교환","-","Implant, abutment change fee","300000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아매식, 코핑 스크류 교환","-","Implant, coping screw change fee","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아매식, 유씨엘에이 스크류 교환","-","Implant, UCLA screw change fee","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아매식 수리, 단순","-","implant repair, simple","","50000","100000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치아매식, 임시 레진치","-","Implant, temporary resin Cr.","50000","50000","200000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","골 이식술","-","bone graft","","200000","1000000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치면 열구 전색","-","Pit & fissure sealant","30000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","교정 월정비","-","Orthodontics, Morthly fee","60000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","Scaling 치석제거","-","Scaling 치석제거","80000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","Laser 충치예방치료(1치당)","-","Laser 충치예방치료(1치당)","10000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","Laser 미백치료(1치당)","-","Laser 미백치료(1치당)","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","구취측정검사","-","구취측정검사","30000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","기성금관","-","Sp cr","60000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","Cornus Denture(내관 & 외관)","-","Cornus Denture(내관 & 외관)","500000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","Milling 비","-","Milling 비","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임플란트목적/상악동거상술,측방접근","-","임플란트목적/상악동거상술,측방접근","1000000","1000000","1500000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","레이져 솔더","-","Laser Solder","60000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임플란트 주위염 치료","-","Peri implantitis treatment","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임플란트 2차 수술","-","Implant  second surgery","","100000","500000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치주 테스트(인공치아 개당)","-","Perio test(인공치아 개당)","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","서지컬 스텐트(수술용 스텐트)","-","Surgical stent,(임플란트)","","50000","100000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임플란트목적 레이저치료","-","임플란트목적 레이저치료","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임플란트목적/상악동거상술(편측)","-","임플란트목적/상악동거상술(편측)","300000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임플란트목적/하치조측방전위술(편측)","-","임플란트목적/하치조측방전위술(편측)","1000000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","임플란트목적/하치조측방전위술(양측)","-","임플란트목적/하치조측방전위술(양측)","1500000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","악안면골재건정복술","-","MANDIBULAR RECONSTRUCTION","","1000000","5000000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","악안면기형안골교정술A","-","FIXED ORTHODONTIC TX A","","1000000","4000000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","골증대술","-","골증대술","500000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","보철 치료(CHECK UP)중","-","보철 치료(CHECK UP)중","10000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","치관노출술(1치당)SURGICAL UNCOVERING","-","SURGICAL UNCOVERING(1치당)치관노출술","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","보격장치(고정식)","-","보격장치(고정식)","50000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","보격장치(가철식)","-","보격장치(가철식)","100000","","","","","-"
"행위","치과의 보철료","-","치과보철료","ERA,1ea","-","ERA,1ea","300000","","","","","-"
"행위","치과의 보철료","-","치과보철료","F.D. Temporary","-","F.D. Temporary","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","F.D., resin plate,G (완전틀니-레진)","-","F.D., resin plate,G (완전틀니-레진)","800000","","","","","-"
"행위","치과의 보철료","-","치과보철료","Flexible denture (비귀금속),단순","-","Flexible denture","","500000","900000","","","-"
"행위","치과의 보철료","-","치과보철료","Laser를 이용한 인공치아 매식술","-","Implant first surgery in laser,G","1000000","","","","","-"
"행위","치과의 보철료","-","치과보철료","Locator","-","Locator","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","Magnetic,1ea","-","Magnetic,1ea","400000","","","","","-"
"행위","치과의 보철료","-","치과보철료","MDL mini Implant","-","MDL mini Implant","1200000","","","","","-"
"행위","치과의 보철료","-","치과보철료","Riegal att.","-","Riegal att.","600000","","","","","-"
"행위","치과의 보철료","-","치과보철료","Spark elosin","-","Spark elosin","150000","","","","","-"
"행위","치과의 보철료","-","치과보철료","가철성 국소의치, 고주파 비귀금속","-","R.P.D., electronic non-Prec.,G","1200000","","","","","-"
"행위","치과의 보철료","-","치과보철료","가철성 국소의치, 귀금속","-","R.P.D., Prec.,G","2500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","가철성 국소의치, 비귀금속","-","R.P.D.,non-Prec.,G","1000000","","","","","-"
"행위","치과의 보철료","-","치과보철료","가철성 의치용 금속 교합면 인공치 (S-gold)","-","Atrficial gold crown for RD,G","200000","","","","","-"
"행위","치과의 보철료","-","치과보철료","가철성브리지, 귀금속","-","Clasp Bridge,  Prec.,G","","600000","800000","","","-"
"행위","치과의 보철료","-","치과보철료","가철성브리지, 비귀금속","-","Clasp Bridge, non-Prec.,G","400000","","","","","-"
"행위","치과의 보철료","-","치과보철료","교정, Fixed type","-","Orthodontics, fixed type","","300000","1500000","","","-"
"행위","치과의 보철료","-","치과보철료","교합안정장치, 복잡","-","Occlusal splint, complex,G","550000","","","","","-"
"행위","치과의 보철료","-","치과보철료","금주조관, 메리랜드, 귀금속","-","Crown, Maryland, Prec.,G","300000","","","","","-"
"행위","치과의 보철료","-","치과보철료","도재소부전장관, 귀금속","-","Crown, PFG","","350000","450000","","","-"
"행위","치과의 보철료","-","치과보철료","도재소부전장관, 무깃, 귀금속","-","Crown, collarless PFG,G","450000","","","","","-"
"행위","치과의 보철료","-","치과보철료","도재소부전장관, 무깃, 비귀금속","-","Crown, collarless PFM,G","350000","","","","","-"
"행위","치과의 보철료","-","치과보철료","도재소부전장관, 비귀금속","-","Crown, PFM,G","","250000","300000","","","-"
"행위","치과의 보철료","-","치과보철료","로케이터,G","-","Locator,G","600000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, MDI","-","Implant, MDI,G","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 밀드바,Gold,Fixtur","-","Implant, milled bar,G","","1500000","3000000","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 밀드바,Titanium,Fixture","-","Implant, milled bar,Titanium,Fixture ,G","1000000","1000000","1800000","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 오-링, E.R.A.,","-","Implant, O-ring, E.R.A.,G","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 임시 MDI","-","Implant, Tem. MDI,G","200000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 자성체","-","Implant, Magnetic,G","600000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 헤더바","-","Implant, hader bar,G","","1000000","2000000","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 혼합형틀니","-","Implant, Hybrid denture,,G","3000000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 혼합형틀니 ,Gold,Fixture","-","Implant, Hybrid denture,Gold,Fixture,G","","2500000","3500000","","","-"
"행위","치과의 보철료","-","치과보철료","매식술, 혼합형틀니 ,Titanium,Fixture","-","Implant, Hybrid denture,Titanium,Fixture ,G","","1500000","2200000","","","-"
"행위","치과의 보철료","-","치과보철료","매식술,MDL(그룹)","-","Implant,MDL,(G)","1400000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식술,국산,G","-","Implant,국산,G","1400000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식치  A-gold 도재관","-","Implant crown, A-gold,G","550000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식치 귀금속 도재관","-","Implant crown, PFG,G","700000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식치 비귀금속 도재관","-","Implant crown, PFM,G","550000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식치금관, 백금가공","-","Implant crown, Pt-gold,G","650000","","","","","-"
"행위","치과의 보철료","-","치과보철료","매식치금관, 슈퍼골드","-","Implant crown, Super-gold,G","600000","","","","","-"
"행위","치과의 보철료","-","치과보철료","부착장치","-","Attachment,G","","300000","500000","","","-"
"행위","치과의 보철료","-","치과보철료","세미리지드 연결체","-","Semirigid joint,G","100000","","","","","-"
"행위","치과의 보철료","-","치과보철료","어태치먼트 국소 의치","-","R.P.D., Attachment,G","","1200000","1400000","","","-"
"행위","치과의 보철료","-","치과보철료","의치 이장술, 간접법","-","Rebase, indirect,G","","100000","200000","","","-"
"행위","치과의 보철료","-","치과보철료","인레이, 귀금속","-","Inlay, Prec. Gold ,G","","200000","250000","","","-"
"행위","치과의 보철료","-","치과보철료","인레이, 포세라인 or  레진","-","Inlay, Por. or resin,G","","200000","250000","","","-"
"행위","치과의 보철료","-","치과보철료","임시 가철성 국소의치","-","R.P.D., Temporary,G","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","임시치, 복잡","-","Flipper, complex,G","50000","","","","","-"
"행위","치과의 보철료","-","치과보철료","임플란트 지지의치, 단순","-","Implant overdenture,G","","1500000","1800000","","","-"
"행위","치과의 보철료","-","치과보철료","자석장치","-","Attachment, Magnetic,G","400000","","","","","-"
"행위","치과의 보철료","-","치과보철료","전부도재관, 순면버니어","-","Crown, Laminate veneer,G","400000","","","","","-"
"행위","치과의 보철료","-","치과보철료","전부도재관, 전세라믹","-","Crown, all ceramic,G","450000","","","","","-"
"행위","치과의 보철료","-","치과보철료","주조관, N-C 합금","-","Crown, Metal,G","150000","","","","","-"
"행위","치과의 보철료","-","치과보철료","주조관, 메리랜드, 비귀금속","-","Crown, Maryland, non-Prec.,G","250000","","","","","-"
"행위","치과의 보철료","-","치과보철료","주조금관, Pd 합금","-","Crown, Palladium,G","250000","","","","","-"
"행위","치과의 보철료","-","치과보철료","주조금관, 금합금","-","Crown, Super - Gold,G","370000","","","","","-"
"행위","치과의 보철료","-","치과보철료","주조금관, 백금합금","-","Crown, Gold - Pt,G","400000","","","","","-"
"행위","치과의 보철료","-","치과보철료","즉시 or 임시폐쇄장치","-","Interrim or immediate obturator,G","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","즉시총의치,망사","-","F.D., Immediate, mesh,G","1000000","","","","","-"
"행위","치과의 보철료","-","치과보철료","즉치총의치,레진상","-","F.D., Immediate, resin plate,G","800000","","","","","-"
"행위","치과의 보철료","-","치과보철료","총의치, 귀금속편","-","F.D., Prec., base metal,G","2000000","","","","","-"
"행위","치과의 보철료","-","치과보철료","총의치, 비귀금속편, 망사 (완전틀니-티타늄)","-","F.D., Mesh or base metal,G (완전틀니-티타늄)","1200000","","","","","-"
"행위","치과의 보철료","-","치과보철료","최종폐쇄장치","-","Definitive obturator, metal base,G","1500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","치아 매식술, 단순","-","Implant, simple,G","1800000","","","","","-"
"행위","치과의 보철료","-","치과보철료","치아 매식술, 복잡, ASTRA","-","Implant, complex,G","1900000","","","","","-"
"행위","치과의 보철료","-","치과보철료","치아 매식술, 복잡, NOBEL","-","Implant, complex,G","1900000","","","","","-"
"행위","치과의 보철료","-","치과보철료","치아지지가철성의치","-","R.P.D., Overdenture,G","","1400000","1600000","","","-"
"행위","치과의 보철료","-","치과보철료","캐드캠 세라믹 크라운","-","CAD-CAM Ceramic crown,G","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","캐드캠 세라믹 크라운,임플란트용","-","CAD-CAM Ceramic crown,임플란트용,G","","700000","800000","","","-"
"행위","치과의 보철료","-","치과보철료","코누스 텔레스코픽 내,외관 PD합금","-","Konus Teles. crown, inner&outer,Palladium,G","500000","","","","","-"
"행위","치과의 보철료","-","치과보철료","코누스 텔레스코픽 내,외관 귀금속","-","Konus Teles. crown, inner&outer,PFG,G","800000","","","","","-"
"행위","치과의 보철료","-","치과보철료","코누스 텔레스코픽 내,외관 금합금","-","Konus Teles. crown, inner&outer,Super G.,G","700000","","","","","-"
"행위","치과의 보철료","-","치과보철료","코누스 텔레스코픽 내,외관 백금합금","-","Konus Teles. crown, inner&outer,PT.G.,G","800000","","","","","-"
"행위","치과의 보철료","-","치과보철료","코누스 텔레스코픽 내,외관 비귀금속","-","Konus Teles. crown, inner&outer,PFM,G","600000","","","","","-"
"행위","치과의 보철료","-","치과보철료","테레스코픽 국소 의치","-","R.P.D., Telescopic,G","","1200000","1500000","","","-"
"행위","치과의 보철료","-","치과보철료","편측가철성국소의치, 고주파비귀금속","-","R.P.D., Half, non-Prec. Elect.,G","800000","","","","","-"
"행위","치과의 보철료","-","치과보철료","편측가철성국소의치, 귀금속","-","R.P.D., Half, Prec.,G","1200000","","","","","-"
"행위","치과의 보철료","-","치과보철료","편측가철성국소의치, 비귀금속","-","R.P.D., Half, non-Prec.,G","600000","","","","","-"
"행위","치과의 보철료","-","치과보철료","포스트관, 귀금속, 단순","-","Post&Core, gold,G","","150000","200000","","","-"
"행위","치과의 보철료","-","치과보철료","포스트관, 그래스화이버","-","Post&Core, glassfiber,G","120000","","","","","-"
"행위","치과의 보철료","-","치과보철료","포스트관, 파라 포스트","-","Post&Core, Para,G","100000","","","","","-"
"행위","치과의 보철료","-","치과보철료","가철성 의치 어테치먼트 교환, 재료대","-","R.D, Attachment Change, Mat","150000","","","","","-"
"행위","치과의 보철료","-","치과보철료","가철성 의치, 자석 교환, 재료대","-","R.D, Magnetic change, Mat","150000","","","","","-"
"행위","치과의 보철료","-","치과보철료","인공치매식, 자석 교환, 재료대","-","Implant, Magnetic change, Mat","200000","","","","","-"
"행위","치과의 보철료","-","치과보철료","인공치매식, 지대치 교환,재료대","-","Implant, abutment change, Mat","","200000","400000","","","-"
"행위","치과의 보철료","-","치과보철료","인공치매식, 코핑 스크류 교환, 재료대","-","Implant, coping screw change, Mat","30000","","","","","-"
"행위","치과의 보철료","-","치과보철료","인공치매식, 유씨엘에이 스크류 교환, 재료대","-","Implant, UCLA screw change, Mat","50000","","","","","-"
"행위","치과의 보철료","-","치과보철료","인공치매식, 크라운 재제작비,재료대","-","Implant, Cr. Remake fee, Mat","","100000","200000","","","-"
"행위","치과의 보철료","-","치과보철료","오버덴쳐 클립 교환, 재료대","-","Overdenture clip change, Mat","10000","","","","","-"
"행위","치과의 보철료","-","치과보철료","오버덴쳐 오-링 교환, 재료대","-","Overdenture O-ring change, Mat","20000","","","","","-"
"행위","치과의 보철료","-","치과보철료","경질 레진 전치, 재료대","-","Endura resin, ant. Teeth, Mat","20000","","","","","-"
"행위","치과의 보철료","-","치과보철료","경질 레진 구치, 재료대","-","Endura resin, post. Teeth, Mat","30000","","","","","-"
"행위","치과의 보철료","-","치과보철료","코너스 텔레스코픽 크라운 밀링 기공비","-","Konus Telescopic Milling fee","100000","","","","","-"
"행위","치과의 보철료","-","치과보철료","Pressure Injection Resin System","-","Pressure Injection Resin System","100000","","","","","-"
"행위","치과의 보철료","-","치과보철료","노벨가이드(서지컬템플레이트)","-","Novel Guide(FinishedSurgicalTemplate임플란트","","1000000","1500000","","","-"
"행위","치과의 보철료","-","치과보철료","전체 티타늄 브릿지(8개이상)","-","Full Titanium Bridge(8개이상)","2000000","","","","","-"
"행위","치과의 보철료","-","치과보철료","부분 티타늄 브릿지(8개미만)","-","Partial Titanium Bridge(8개미만)","1400000","","","","","-"
"치료재료","-","-","창상봉합용 액상접착제","HISTOACRYL 1050060","BB3001BP","-","55000","","","","","-"
"치료재료","-","-","피부봉합용 봉합기","PROXIMATE PLUS MULTI- DIRECTIONAL SKIN STAPLER","BB3102EE","-","13172","","","","","-"
"치료재료","-","-","의료용가아드","NEOVEIL SHEET TYPE","BB3302MX","-","165000","","","","","-"
"치료재료","-","-","의료용가아드","NEOVEIL SHEET TYPE","BB3303MX","-","290400","","","","","-"
"치료재료","-","-","인체조직유래 2차 가공뼈","DBX PUTTY","BC0101AT","-","","229680","772200","","","-"
"치료재료","-","-","발톱고정용 재료","K-D CLAMP","BC1301PE","-","138000","","","","","-"
"치료재료","-","-","CRANIOFACIAL IMPLANTS","MEDPOR SHEET","BC7001BW","-","850000","","","","","-"
"치료재료","-","-","CRANIOFACIAL IMPLANTS","MEDPOR CRANIAL PRODUCT","BC7005BW","-","2400000","","","","","-"
"치료재료","-","-","척추고정용","MOBI-C","BF0002GZ","-","3400000","","","","","-"
"치료재료","-","-","척추고정용","BAGUERA C","BF0003GZ","-","4224000","","","","","-"
"치료재료","-","-","인조안구체","MEDPOR EYE SPHERE","BI0301BW","-","1380000","","","","","-"
"치료재료","-","-","배액관 고정용판","FSD","BJ1001OI","-","8500","","","","","-"
"치료재료","-","-","배액관 고정용판","ACE GRIP","BJ1002CO","-","1980","","","","","-"
"치료재료","-","-","배액관 고정용판","이지락반창고","BJ1003DC","-","2530","","","","","-"
"치료재료","-","-","배액관 고정용판","MULTIFIX EF","BJ1006GA","-","1980","","","","","-"
"치료재료","-","-","배액관 고정용판","MULTIFIX L-1","BJ1009GA","-","1980","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","ANGIOGUARD RX EMBOLI CAPTURE GUIDEWIRE SYSTEM","BJ4101EE","-","1710000","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","EXPORT ASPIRATION CATHETER","BJ4102AW","-","424763","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","FILTERWIRE EZ EMBOLIC PROTECTION SYSTEM","BJ4102BM","-","1659322","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","EMBOSHIELD NAV6 EMBOLIC PROTECTION SYSTEM","BJ4102EC","-","1833000","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","SPIDER FX EMBOLIC PROTECTION DEVICE","BJ4102KV","-","1776193","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","MO.MA ULTRA PROXIMAL CEREBRAL PROTECTION DEVICE","BJ4103AW","-","1862400","","","","","-"
"치료재료","-","-","부정맥의 냉각도자절제술용(관혈적)","SURGIFROST-CRYOPROBE","BJ4221KU","-","2750000","","","","","-"
"치료재료","-","-","정맥류제거용","TRIVEX RESECTOR KIT","BJ4311CD","-","528000","","","","","-"
"치료재료","-","-","혈전제거용 카테터","FOGARTY ARTERIAL CATHETER (3~7Fr)","BJ4412CN","-","125300","","","","","-"
"치료재료","-","-","혈전제거용 카테터","FOGARTY THRU-LUMEN EMBOLECTOMY CATHETER","BJ4414CN","-","","75000","86240","","","-"
"치료재료","-","-","혈관내영상카테타","ATLANTIS SR IMAGING CATHETER","BJ4502BM","-","919624","","","","","-"
"치료재료","-","-","OSTOMY용 ACCESSORY","CORSAIR","BJ4604JI","-","999990","","","","","-"
"치료재료","-","-","고주파 자궁근종용해술용","RF MYOLYSIS ELECTRODE","BJ4711KY","-","792000","","","","","-"
"치료재료","-","-","경막외강 신경박리술 및 감압 신경성형술용","EDEN EPIDURAL CATHETER","BJ4801GV","-","420000","","","","","-"
"치료재료","-","-","경막외강 신경박리술 및 감압 신경성형술용","ABEL EPIDURAL CATHETER","BJ4801GZ","-","510000","","","","","-"
"치료재료","-","-","경막외강 신경박리술용","MYELOTEC NAVICATH STEERABLE CATHETER","BJ4801IU","-","880000","","","","","-"
"치료재료","-","-","경막외강 신경박리술용","ST REED","BJ4801RA","-","510000","","","","","-"
"치료재료","-","-","척추경막외 마취를 위한 COMBINED SPINO-EPIDURAL SET","PORTEX CSE","BJ4810LD","-","40000","","","","","-"
"치료재료","-","-","이물제거용","FOREIGNBODY REMOVING FORCEPS","BJ5001FH","-","32500","","","","","-"
"치료재료","-","-","이물제거용","AMPLATZ GOOSE NECK SNARE","BJ5001KV","-","626894","","","","","-"
"치료재료","-","-","이물제거용","AMPLATZ GOOSE NECK MICROSNARE","BJ5002KV","-","1099834","","","","","-"
"치료재료","-","-","이물제거용","RETRIEVAL NET","BJ5003FM","-","29663","","","","","-"
"치료재료","-","-","혈관 중재적 시술후 지혈용","ANGIO-SEAL HEMOSTATIC PUNCTURE CLOSURE DEVICE","BJ7001BZ","-","321957","","","","","-"
"치료재료","-","-","혈관 중재적 시술후 지혈용","NEPTUNE PAD","BJ7001IJ","-","","7889","71000","","","-"
"치료재료","-","-","혈관 중재적 시술후 지혈용","CLO-SUR PLUS P.A.D","BJ7001OO","-","","9990","89900","","","-"
"치료재료","-","-","바이스펙트랄 지수(BISPECTRAL INDEX) 감시용 SENSOR","BIS SENSOR","BK5001NF","-","64900","","","","","-"
"치료재료","-","-","자착성(탄력)붕대","PEHA-HAFT","BK7101DQ","-","2700","","","","","-"
"치료재료","-","-","자착성(탄력)붕대","3M COBAN SELF-ADHERENT WRAP","BK7101EA","-","","571","2968","","","-"
"치료재료","-","-","자착성(탄력)붕대","CEB IDEAL COHESIVE","BK7101IK","-","13950","","","","","-"
"치료재료","-","-","자착성(탄력)붕대","PEHA-HAFT","BK7102DQ","-","3230","","","","","-"
"치료재료","-","-","자착성(탄력)붕대","PEHA-HAFT","BK7103DQ","-","3750","","","","","-"
"치료재료","-","-","자착성(탄력)붕대","PEHA-HAFT","BK7104DQ","-","13000","","","","","-"
"치료재료","-","-","자착성(탄력)붕대","PEHA-HAFT","BK7105DQ","-","17879","","","","","-"
"치료재료","-","-","BREAST SUPPORT용 (FOR MASTECTOMY)","COMFORT SURGI BRA","BK7201AU","-","19200","","","","","-"
"치료재료","-","-","BREAST SUPPORT용 (FOR MASTECTOMY)","BREAST SUPPORT BRA","BK7202AU","-","90000","","","","","-"
"치료재료","-","-","혈전방지용 압박스타킹","COMPRESSION STOCKING THIGH LENGTH","BK7305IK","-","22550","","","","","-"
"치료재료","-","-","혈전방지용 압박스타킹","RELIEF COMPRESSION STOCKINGS","BK7305TK","-","62000","","","","","-"
"치료재료","-","-","혈전방지용 압박스타킹","COMPRINET FORTE STOCKINGS","BK7306JY","-","44000","","","","","-"
"치료재료","-","-","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL1(손목-어깨)","BK7315AU","-","50000","","","","","-"
"치료재료","-","-","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL1(손등-어깨)","BK7316AU","-","80000","","","","","-"
"치료재료","-","-","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL2(손목-어깨)","BK7317AU","-","60000","","","","","-"
"치료재료","-","-","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL2(손등-어깨)","BK7318AU","-","90000","","","","","-"
"치료재료","-","-","OSTOMY용 ACCESSORY","CONVACARE PROTECTIVE BARRIER WIPES","BL3001BQ","-","33400","","","","","-"
"치료재료","-","-","OSTOMY용 ACCESSORY","STOMAHESIVE PROTECTIVE POWDER","BL3003BQ","-","9700","","","","","-"
"치료재료","-","-","OSTOMY용 ACCESSORY","STOMAHESIVE PASTE","BL3004BQ","-","9108","","","","","-"
"치료재료","-","-","OSTOMY용 ACCESSORY","3M NO STING BARRIER FILM","BL3004EA","-","6820","","","","","-"
"치료재료","-","-","기타근관충전재(MTA)","PRO ROOT MTA","BL7601NM","-","36710","","","","","-"
"치료재료","-","-","심음,폐음, 체온감시용","ESOPHAGEAL STETHOSCOPE","BL9001PC","-","17100","","","","","-"
"치료재료","-","-","유방 생검용","ATEC(PROBE & VACCUM SET)","BM0001MT","-","450000","","","","","-"
"치료재료","-","-","이식형 사건 기록기 삽입용","CONFIRM","BM0801BZ","-","3300000","","","","","-"
"치료재료","-","-","척수강내 약물주입용","SYNCHROMED INFUSER PUMP","BM1201AW","-","13580000","","","","","-"
"치료재료","-","-","척수강내 약물주입용","INDURA CATHTER","BM1202AW","-","970000","","","","","-"
"치료재료","-","-","척수강내 약물주입용","CATHTER ACCESS PORT KIT","BM1203AW","-","339500","","","","","-"
"치료재료","-","-","척수강내 약물주입용","REFILL KIT","BM1204AW","-","194000","","","","","-"
"치료재료","-","-","척수강내 약물주입용","CATHTER PASSER","BM1205AW","-","194000","","","","","-"
"치료재료","-","-","의약품주입여과기","ELD96LYL","BM1302EY","-","8360","","","","","-"
"치료재료","-","-","의약품주입여과기","일회용여과기부착침","BM1302QG","-","605","","","","","-"
