대분류,중분류,소분류,EDI코드,EDI명칭,수가코드,수가명칭,구분,비용,최저비용,최고비용,치료재료대 포함여부,약제비포함여부,특이사항
행위료,검사료,신경계 기능검사,,,SFB04001,신경인지기능검사-개별검사-유형Ⅳ-서울언어학습검사,신경인지기능검사,51330,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB04002,신경인지기능검사-개별검사-유형Ⅳ-벤톤 신경심리검사,신경인지기능검사,51330,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB06001,신경인지기능검사-개별검사-유형Ⅵ-웨스턴 실어증 검사,신경인지기능검사,83820,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10109,신경인지기능검사-각성도 및 주의력 검사-선로잇기검사,신경인지기능검사,20000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10201,신경인지기능검사-기억력 검사-Corsi 단기기억력검사,신경인지기능검사,30000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10204,신경인지기능검사-기억력 검사-캘리포니아언어학습검사,신경인지기능검사,30000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10208,신경인지기능검사-기억력검사-자서전적 기억평가면접,신경인지기능검사,30000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10303,신경인지기능검사-언어능력검사-어휘력검사,신경인지기능검사,15000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10406,신경인지기능검사-지각 및 시공간 능력검사-구성능력검사,신경인지기능검사,20000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10607,신경인지기능검사-전두엽 및 고위인지기능검사-단어색채검사,신경인지기능검사,20000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ10802,발음 및 발성검사,,50000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ11304,증상 및 행동 평가 척도(기타)-이화방어기제 검사,,20000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ11500,언어전반진단검사,,25000,,,N,N,
행위료,검사료,약물·중독검사,,,LW91344,TBPE검사,,2836,,,N,N,
행위료,검사료,자가면역질환검사,,,LWCZ261,항GM1항체 [IgG],,26333,,,N,N,
행위료,검사료,자가면역질환검사,,,LWCZ262,항GM1항체 [IgM],,26233,,,N,N,
행위료,기본진료료,기본진료료,,,HZGT00100,만성신부전증환자교육,교육및상담료 [투석교육],100000,,,N,N,
행위료,입원환자 식대,입원환자 식대,,,WZ00100,"보호자식대 (일반식,1식)",,6000,,,N,N,
행위료,입원환자 식대,입원환자 식대,,,WZ00200,"보호자식대 (공기밥 ,1개)",,1000,,,N,N,
행위료,기타,기타,,,AQH501,종합검진(여자)(위장조영포함),,240000,,,N,N,
행위료,기타,기타,,,AQH502,종합검진(남자)(위장조영포함),,200000,,,N,N,
행위료,영상진단 및 방사선치료료,핵의학영상진단 및 골밀도검사료,,,RPHZ331B,Toros(PET)종합검진용(직원추천),,534190,,,N,N,
행위료,초음파 검사료,초음파 검사료,,,SZ05101~10,체온열검사,,,50000,100000,N,N,
행위료,영상진단 및 방사선치료료,핵의학영상진단 및 골밀도검사료,,,RPHZ3341B,전신(PET)종합검진용(직원추천),,795810,,,N,N,
행위료,영상진단 및 방사선치료료,핵의학영상진단 및 골밀도검사료,,,RPHZ3341C,전신(PET)종합검진용(KBS 방송국용),,784000,,,N,N,
행위료,영상진단 및 방사선치료료,핵의학영상진단 및 골밀도검사료,,,RPHZ334C,전신(PET)종합검진용,,946000,,,N,N,
행위료,영상진단 및 방사선치료료,핵의학영상진단 및 골밀도검사료,,,RPHZ336B,Toros+brain (PET)종합검진용(직원추천),,758370,,,N,N,
행위료,영상진단 및 방사선치료료,핵의학영상진단 및 골밀도검사료,,,RPHZ336C,토르소+뇌 PET-CT 촬영(종합검진용),,906000,,,N,N,
행위료,상급병실료(차액),상급병실료(차액),,,A2Z00102,입원료(1인실:병실차액)-기존 병실차액,,70000,,,N,N,
행위료,상급병실료(차액),상급병실료(차액),,,A2Z00201A2Z0010203~4,입원료(1인실:병실차액)-간호간병 일반과,,263280,,,N,N,
행위료,상급병실료(차액),상급병실료(차액),,,A2Z00102A2Z0010105~6,입원료(1인실:병실차액)-간호간병 내소정,,278840,,,N,N,
행위료,이학요법료(물리치료료),기본물리치료료,,,FZ00301~6,FIMS(Functional intramuscular Stimulation),한분절~ 다발부위,,5000,10000,N,N,
행위료,이학요법료(물리치료료),기타 이학요법료,,,FZ00400,도수치료 [1일당],,40000,,,N,N,
행위료,처치 및 수술료 등,비뇨기,,,HZURO1601,"체외골반 자기장 치료(발기능,사정력강화,전림선동통)",,30000,,,N,N,
행위료,처치 및 수술료 등,비뇨기,,,HZUR01602,체외골반자기장치료(배뇨통및골반통증),,20000,,,N,N,
행위료,처치 및 수술료 등,비뇨기,,,HZUR01603,체외골반자기장치료 [요실금] [1일당],,30000,,,N,N,
행위료,이학요법료(물리치료료),기타 이학요법료,,,FZ01301,증식치료 [사지관절부위],,20000,,,N,N,
행위료,이학요법료(물리치료료),기타 이학요법료,,,FZ01302,증식치료 [척추부위],,30000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ03401,언어장애치료 [기본30분까지],,25000,,,N,N,
행위료,검사료,신경계 기능검사,,,SZ03402,언어장애치료 [기본 30분 초과10분당]1일1시간초과안됨,,10000,,,N,N,
행위료,이학요법료(물리치료료),기타 이학요법료,,,FZ01600,전산화인지 재활치료,,35000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE115,견관절-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE116,주관절-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE117,수관절-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE118,고관절-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE119,천장골관절-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE120,슬관절-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE121,발목관절-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE122,관절외 상지-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE123,관절외 하지-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE215,"견관절-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE216,"주관절-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE217,"수관절-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE218,"고관절-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE219,"천장골관절-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE220,"슬관절-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE221,"발목관절-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE222,"관절외 상지-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),근골격계,,,RMHE223,"관절외 하지-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE127,복부-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE128,골반-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE129,췌장-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE130,신장 및 부신-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE131,음낭 및 음경-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE132,간-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE133,담췌관-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE134,전립선-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE227,"복부-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE228,"골반-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE229,"췌장-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE230,"신장 및 부신-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE231,"음낭 및 음경-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE232,"간-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE233,"담췌관-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),복부,,,RMHE234,"전립선-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE109,경추-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE110,흉추-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE111,요천추-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE112,척추강-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE114,"척추강-경추, 흉추, 요천추와 동시 촬영-일반",,705000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE209,"경추-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE210,"흉추-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE211,"요천추-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),척추,,,RMHE212,"척추강-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE137,흉부혈관-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE138,복부혈관-일반,,400000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE139,사지혈관-일반,,400000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE140,심혈관-일반,,400000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE237,"흉부혈관-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE238,"복부혈관-조영제 주입 전,후 촬영판독",,400000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE239,"사지혈관-조영제 주입 전,후 촬영판독",,400000,,,N,N,
행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],,,RMHE240,"심혈관-조영제 주입 전,후 촬영판독",,400000,,,N,N,
행위료,자기공명영상진단료(MRI),흉부,,,RMHE124,심장-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),흉부,,,RMHE125,흉부-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),흉부,,,RMHE126,유방-일반,,470000,,,N,N,
행위료,자기공명영상진단료(MRI),흉부,,,RMHE224,"심장-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),흉부,,,RMHE225,"흉부-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,자기공명영상진단료(MRI),흉부,,,RMHE226,"유방-조영제 주입 전,후 촬영판독",,470000,,,N,N,
행위료,처치 및 수술료 등,코,,,HZEN00900,코골이수술-고주파온열이용(Somnoplasty),,100000,,,N,N,
행위료,처치 및 수술료 등,감각기,,,HZOP01700,안구표면의 양막 이식술(재료대 별도산정),,250000,,,N,N,
행위료,처치 및 수술료 등,근골,,,HZRM00200,체외충격파치료 [근골격계질환],,50000,,,N,N,
행위료,처치 및 수술료 등,코,,,HZEN00201,비변형 교정술 [대],,500000,,,N,N,
행위료,처치 및 수술료 등,코,,,HZEN00202,비변형 교정술 [중],,300000,,,N,N,
행위료,처치 및 수술료 등,코,,,HZEN00203,비변형 교정술 [소],,200000,,,N,N,
행위료,기타,기타,,,HZFM00100,"메조테라피 [비만, 1회당]",,14000,,,N,N,
행위료,기타,기타,,,HZFM00200,비만치료 [주사],,8000,,,N,N,
행위료,기타,기타,,,HZFM00301,비만치료 [복잡],,5000,,,N,N,
행위료,기타,기타,,,HZFM00302,비만치료 [중등도],,4000,,,N,N,
행위료,처치 및 수술료 등,"여성 생식기, 임신과 분만",,,HZOG00100,난관결찰술(양측),,300000,,,N,N,
행위료,처치 및 수술료 등,"여성 생식기, 임신과 분만",,,HZOG00800,자궁내장치(IUD)삽입술,,30000,,,N,N,
행위료,처치 및 수술료 등,보조생식술,,,HZUR00501,음경 이물질 제거술 A,,500000,,,N,N,
행위료,처치 및 수술료 등,보조생식술,,,HZUR00502,음경 이물질 제거술 B,,800000,,,N,N,
행위료,처치 및 수술료 등,보조생식술,,,HZUR00503,음경 이물질 제거술 C,,1000000,,,N,N,
행위료,처치 및 수술료 등,보조생식술,,,HZUR00801,음경보형물 삽입술 A,,1000000,,,N,N,
행위료,처치 및 수술료 등,남성 생식기,,,HZUR01300,정관절제술 [결찰술],,200000,,,N,N,
행위료,처치 및 수술료 등,근골,,,HZNS00400,추간판내 고주파열 치료술,,500000,,,N,N,재료대 별도 (치료재료에따라 상이함 )
행위료,처치 및 수술료 등,신경,,,HZNS00500,경피적 경막외강 신경성형술,,500000,,,N,N,재료대 별도 (치료재료에따라 상이함 )
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE00102,"기미,주근깨,점 제거술 [중]",,20000,,,N,N,부가세별도
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE01901,박피술 [화학] [대],,100000,,,N,N,부가세별도
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE01902,박피술 [화학] [중],,50000,,,N,N,부가세별도
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE01903,박피술 [화학] [소],,30000,,,N,N,부가세별도
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02101,"병변내주입요법,A",,5000,,,N,N,
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02102,"병변내주입요법,B",,10000,,,N,N,
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02201,사마귀제거 [대],,10000,,,N,N,
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02202,사마귀제거 [소],,5000,,,N,N,
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02301,여드름 치료 [대],,10000,,,N,N,부가세별도
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02302,여드름 치료 [중],,5000,,,N,N,부가세별도
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02303,여드름 치료 [소],,3000,,,N,N,부가세별도
행위료,처치 및 수술료 등,기타,,,HZOP01200A,보톡스주입술(시술건당)(재활미용성형만처방),,100000,,,N,N,부가세별도
행위료,처치 및 수술료 등,기타,,,HZOP01301,쌍거풀수술(대),편측,300000,,,N,N,부가세별도
행위료,처치 및 수술료 등,기타,,,HZOP01302,쌍거풀수술(소),편측,250000,,,N,N,부가세별도
행위료,처치 및 수술료 등,코,,,HZEN00501,코골음성형술 [단순],,200000,,,N,N,
행위료,처치 및 수술료 등,코,,,HZEN00502,코골음성형술 [복잡],,400000,,,N,N,
행위료,처치 및 수술료 등,남성 생식기,,,HZUR00200,고환삽입술,,500000,,,N,N,
행위료,처치 및 수술료 등,남성 생식기,,,HZUR01800,포경수술(배면절개),,150000,,,N,N,
행위료,처치 및 수술료 등,남성 생식기,,,HZUR01801,포경수술(환상절개),,200000,,,N,N,
행위료,처치 및 수술료 등,근골,,,HZNS00700,풍선확장기능을 포함한 경막외강내 유착부위 박리시술,,300000,,,N,N,
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE00101,"기미,주근깨,점 제거술 [대]",,30000,,,N,N,부가세별도
행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE00103,"기미,주근깨,점 제거술 [소]",,10000,,,N,N,부가세별도
행위료,처치 및 수술료 등,기타,,,HZPS02103,모발이식술 [소],,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0001M,"R.D, Attachment Change, Mat 가철성 의치 어테치먼트 교환 [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0002M,"R.D, Magnetic change, Mat 가철성 의치, 자석 교환 [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0003M,"Implant, Magnetic change, Mat 인공치매식, 자석 교환 [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0004M,"Implant, abutment change, A, Mat 인공치매식, 지대치 교환, A [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0005M,"Implant, abutment change, B, Mat 인공치매식, 지대치 교환, B [재료]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0006M,"Implant, coping screw change, Mat 인공치매식, 코핑 스크류 교환 [재료]",,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0007M,"Implant, UCLA screw change, Mat 인공치매식, 유씨엘에이 스크류 교환 [재료]",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0008M,"Implant, Cr. Remake fee, A, Mat 인공치매식, 크라운 재제작비, A [재료]",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0009M,"Implant, Cr. Remake fee, B, Mat 인공치매식, 크라운 재제작비, B [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0010M,"Overdenture clip change, Mat 오버덴쳐 클립 교환 [재료]",,10000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0011M,"Overdenture O-ring change, Mat 오버덴쳐 오-링 교환 [재료]",,20000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0012M,"Endura resin, ant. Teeth, Mat 경질 레진 전치 [재료]",,20000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0013M,"Endura resin, post. Teeth, Mat 경질 레진 구치 [재료]",,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0014M,Konus Telescopic Milling fee 코너스 텔레스코픽 크라운 밀링 기공비 [재료],,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0015M,Pressure Injection Resin System [재료],,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0016M,"Novel Guide [Finished Surgical Template 5 Implants and more] 노벨가이드 [서지컬템플레이트,임플란트5개이상]",,1500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JK0017M,"Novel Guide [Finished Surgical Template 1-4 Implants] 노벨가이드 [서지컬 템플레이트,임플란트4개이하]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0001T,Composite resin filling (light curing) 광중합 복합 레진 충전,,80000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0002T,Esthetic resin filling 심미 레진 충전 미용 목적 시술시 국비/감면 환자 공히 전액 본인부담,,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0003T,Light curing G.I filling 광중합 G.I 충전,,80000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0004T,"P.F.M repair, simple 포세린관 수리, 단순",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0005T,"P.F.M repair, complex 포세린관 수리, 복잡",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0006T,Screw post 나선형 합정,,70000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0007T,Pin 핀,,10000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0008T,"Denture repair, simple 의치수리, 단순",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0009T,"Denture repair, complex 의치수리, 복잡",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0010T,"Direct denture reline, simple 의치 직접 이장술, 단순",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0011T,"Direct denture reline, complex 의치 직접 이장술, 복잡",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0012T,Direct denture soft reline 탄성 의치상 이장술,,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0013T,"Flipper, simple 임시 의치, 단순",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0014T,Resin temporary crown 레진 가공 의치 [1치당],,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0015T,Face mask impression 안면 체형,,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0016T,"plaque control,simple 치태조절 및 예방술식, 단순",,10000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0017T,"plaque control, complex 치태조절 및 예방술식, 복잡",,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0018T,T.B.I 잇솔질 교습 [회당] 예방목적시술 1인 1회(평생) 국비대상자 국비 산정,,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0019T,"Teeth bleaching, simple 치아 표백술, 단순 미용 목적시술 국비/감면 환자 공히 전액 본인부담",,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0020T,"Teeth bleaching, complex 치아 표백술, 복잡 미용 목적시술 국비/감면 환자 공히 전액 본인부담",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0021T,S.S crown 유구치 가공 치관,,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0022T,Study impression [1악당] 모형 분석용 인상 [1악당],,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0023T,"Occlusal splint, simple [1악당] 교합안정장치, 단순 [1악당]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0024T,Occlusal splint 관리 교합안정장치 관리,,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0025T,Fluorid therapy [1악당] 불소 도포 [1악당] 예방목적시술 국비/감면 환자 공히 감면부담,,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0026T,Resin facing repair [1치당] Resin facing 수리 [1치당],,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0027T,"Oral exam, consult. 구강 검사 및 상담 치료기간중 1회산정",,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0028T,"Dx of implant, simple 치아 매식 진단료, 단순",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0029T,"Dx of implant, complex 치아 매식 진단료, 복잡",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0031T,P.R.P . 피.알.피,,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0032T,Over denture clip 교환 치아지지 가철성 의치 클립 교환,,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0033T,Over denture O-ring & ERA 교환 치아지지 가철성 의치 오-링&이알에이 교환,,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0034T,Over denture magnetic 교환 치아지지 가철성 의치 자석체 교환,,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0035T,"Implant, magnetic change fee 치아매식, 자석체 교환",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0036T,"Implant, abutment change fee 치아매식, 지대체 교환",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0037T,"Implant, coping screw change fee 치아매식, 코핑 스크류 교환",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0038T,"Implant, UCLA screw change fee 치아매식, 유씨엘에이 스크류 교환",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0039T,"implant repair, simple 치아매식 수리, 단순",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0040T,"implant repair, complex 치아매식 수리, 복잡",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0041T,"Implant, temporary resin Cr., simple 치아매식, 임시 레진치, 단순",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0042T,"Implant, temporary resin Cr., complex 치아매식, 임시 레진치, 복잡",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0043T,"bone graft, simple 골 이식술, 단순",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0044T,"bone graft, complex 골 이식술, 복잡",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0045T,Pit & fissure sealant 치면 열구 전색,,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0046T,"Orthodontics, Morthly fee 교정 월정비",,60000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0047T,Scaling 치석제거,,80000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0048T,Laser 충치예방치료 [1치당] 예방 목적시술 국비/감면 환자 공히 감면 부담,,10000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0049T,Laser 미백치료 [1치당] 미용목적 국비/감면 환자 공히 본인부담,,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0050T,"구취측정 검사 구취 측정기 사용 측정시 적용, 치료기간중 1회 산정",,30000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0051T,Sp cr 기성금관,,60000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0052T,Cornus Denture [내관 & 외관],,500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0053T,Milling 비,,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0054T,"임플란트목적 상악동거상술,측방접근 [단순]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0055T,"임플란트목적 상악동거상술,측방접근 [복잡]",,1500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0056T,Laser Solder 레이져 솔더,,60000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0057T,Peri implantitis treatment 임플란트 주위염 치료 주: 임플란트 1차 및 2차 수술 기간중 발생된 염증 치료는 별도 산정하지 않는다.,,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0058T,"Implant second surgery,Simple 임플란트 2차 수술, 간단",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0059T,"Implant second surgery, Complex [연조직] 임플란트 2차 수술, 복잡 [연조직]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0060T,"Implant second surgery, Complex [경조직] 임플란트 2차 수술, 복잡 [경조직]",,500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0061T,Perio test [인공치아 개당] 치주 테스트 [인공치아 개당],,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0062T,"Surgical stent, 단순 [임플란트3개이하] 서지컬 스텐트(수술용 스텐트), 단순 [임플란트3개이하]",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0063T,"Surgical stent, 복잡 [임플란트4개이상] 서지컬 스텐트(수술용 스텐트), 복잡 [임플란트4개이상]",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0064T,임플란트목적 레이저치료,,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0065T,임플란트목적 상악동거상술 [편측],,300000,,,N,N,
