"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함","약제비포함여부","특이사항"
"서울","치과보철료","도재소부전장관, 귀금속","-","Crown, PFG","","350000","520000","","","-"
"서울","치과보철료","도재소부전장관, 무깃, 귀금속","-","Crown, collarless PFG,G","520000","","","","","-"
"서울","치과보철료","도재소부전장관, 무깃, 비귀금속","-","Crown, collarless PFM,G","380000","","","","","-"
"서울","치과보철료","도재소부전장관, 비귀금속","-","Crown, PFM,G","","350000","370000","","","-"
"서울","치과보철료","로케이터,G","-","Locator,G","600000","","","","","-"
"서울","치과보철료","매식술, MDI","-","Implant, MDI,G","460000","","","","","-"
"서울","치과보철료","매식술, 밀드바,Gold,Fixtur","-","Implant, milled bar,G","","1900000","2700000","","","-"
"서울","치과보철료","매식술, 밀드바,Titanium,Fixture","-","Implant, milled bar,Titanium,Fixture ,G","","1200000","1600000","","","-"
"서울","치과보철료","매식술, 오-링, E.R.A.,","-","Implant, O-ring, E.R.A.,G","450000","","","","","-"
"서울","치과보철료","매식술, 임시 MDI","-","Implant, Tem. MDI,G","230000","","","","","-"
"서울","치과보철료","매식술, 자성체","-","Implant, Magnetic,G","500000","","","","","-"
"서울","치과보철료","매식술, 헤더바","-","Implant, hader bar,G","","1200000","1800000","","","-"
"서울","치과보철료","매식술, 혼합형틀니","-","Implant, Hybrid denture,,G","2500000","","","","","-"
"서울","치과보철료","매식술, 혼합형틀니 ,Titanium,Fixture","-","Implant, Hybrid denture,Titanium,Fixture ,G","","1500000","2200000","","","-"
"서울","치과보철료","매식술,국산,G","-","Implant,국산,G","1000000","","","","","-"
"서울","치과보철료","매식치  A-gold 도재관","-","Implant crown, A-gold,G","570000","","","","","-"
"서울","치과보철료","매식치 귀금속 도재관","-","Implant crown, PFG,G","800000","","","","","-"
"서울","치과보철료","매식치 비귀금속 도재관","-","Implant crown, PFM,G","600000","","","","","-"
"서울","치과보철료","매식치금관, 백금가공","-","Implant crown, Pt-gold,G","660000","","","","","-"
"서울","치과보철료","매식치금관, 슈퍼골드","-","Implant crown, Super-gold,G","620000","","","","","-"
"서울","치과보철료","부착장치","-","Attachment,G","","300000","500000","","","-"
"서울","치과보철료","세미리지드 연결체","-","Semirigid joint,G","150000","","","","","-"
"서울","치과보철료","어태치먼트 국소 의치","-","R.P.D., Attachment,G","","1400000","1600000","","","-"
"서울","치과보철료","의치 이장술, 간접법","-","Rebase, indirect,G","","190000","300000","","","-"
"서울","치과보철료","인레이, 귀금속","-","Inlay, Prec. Gold ,G","","300000","350000","","","-"
"서울","치과보철료","인레이, 포세라인 or  레진","-","Inlay, Por. or resin,G","","270000","280000","","","-"
"서울","치과보철료","임시 가철성 국소의치","-","R.P.D., Temporary,G","430000","","","","","-"
"서울","치과보철료","임시치, 복잡","-","Flipper, complex,G","150000","","","","","-"
"서울","치과보철료","임플란트 지지의치, 단순","-","Implant overdenture,G","","1500000","1800000","","","-"
"서울","치과보철료","자석장치","-","Attachment, Magnetic,G","340000","","","","","-"
"서울","치과보철료","전부도재관, 순면버니어","-","Crown, Laminate veneer,G","400000","","","","","-"
"서울","치과보철료","전부도재관, 전세라믹","-","Crown, all ceramic,G","470000","","","","","-"
"서울","치과보철료","주조관, N-C 합금","-","Crown, Metal,G","250000","","","","","-"
"서울","치과보철료","주조관, 메리랜드, 비귀금속","-","Crown, Maryland, non-Prec.,G","290000","","","","","-"
"서울","치과보철료","주조금관, Pd 합금","-","Crown, Palladium,G","350000","","","","","-"
"서울","치과보철료","주조금관, 금합금","-","Crown, Super - Gold,G","420000","","","","","-"
"서울","치과보철료","주조금관, 백금합금","-","Crown, Gold - Pt,G","460000","","","","","-"
"서울","치과보철료","즉시 or 임시폐쇄장치","-","Interrim or immediate obturator,G","500000","","","","","-"
"서울","치과보철료","즉시총의치,망사","-","F.D., Immediate, mesh,G","600000","","","","","-"
"서울","치과보철료","즉치총의치,레진상","-","F.D., Immediate, resin plate,G","500000","","","","","-"
"서울","치과보철료","총의치, 귀금속편","-","F.D., Prec., base metal,G","1600000","","","","","-"
"서울","치과보철료","총의치, 비귀금속편, 망사 (완전틀니-티타늄)","-","F.D., Mesh or base metal,G (완전틀니-티타늄)","1400000","","","","","-"
"서울","치과보철료","최종폐쇄장치","-","Definitive obturator, metal base,G","1500000","","","","","-"
"서울","치과보철료","치아 매식술, 단순","-","Implant, simple,G","1350000","","","","","-"
"서울","치과보철료","치아 매식술, 복잡, ASTRA","-","Implant, complex,G","1450000","","","","","-"
"서울","치과보철료","치아 매식술, 복잡, NOBEL","-","Implant, complex,G","1500000","","","","","-"
"서울","치과보철료","치아지지가철성의치","-","R.P.D., Overdenture,G","","1600000","1800000","","","-"
"서울","치과보철료","캐드캠 세라믹 크라운","-","CAD-CAM Ceramic crown,G","550000","","","","","-"
"서울","치과보철료","캐드캠 세라믹 크라운,임플란트용","-","CAD-CAM Ceramic crown,임플란트용,G","","700000","800000","","","-"
"서울","치과보철료","코누스 텔레스코픽 내,외관 PD합금","-","Konus Teles. crown, inner&outer,Palladium,G","500000","","","","","-"
"서울","치과보철료","코누스 텔레스코픽 내,외관 귀금속","-","Konus Teles. crown, inner&outer,PFG,G","650000","","","","","-"
"서울","치과보철료","코누스 텔레스코픽 내,외관 금합금","-","Konus Teles. crown, inner&outer,Super G.,G","600000","","","","","-"
"서울","치과보철료","코누스 텔레스코픽 내,외관 백금합금","-","Konus Teles. crown, inner&outer,PT.G.,G","700000","","","","","-"
"서울","치과보철료","코누스 텔레스코픽 내,외관 비귀금속","-","Konus Teles. crown, inner&outer,PFM,G","550000","","","","","-"
"서울","치과보철료","테레스코픽 국소 의치","-","R.P.D., Telescopic,G","","880000","1100000","","","-"
"서울","치과보철료","편측가철성국소의치, 고주파비귀금속","-","R.P.D., Half, non-Prec. Elect.,G","700000","","","","","-"
"서울","치과보철료","편측가철성국소의치, 귀금속","-","R.P.D., Half, Prec.,G","1200000","","","","","-"
"서울","치과보철료","편측가철성국소의치, 비귀금속","-","R.P.D., Half, non-Prec.,G","600000","","","","","-"
"서울","치과보철료","포스트관, 귀금속, 단순","-","Post&Core, gold,G","","230000","260000","","","-"
"서울","치과보철료","포스트관, 그래스화이버","-","Post&Core, glassfiber,G","220000","","","","","-"
"서울","치과보철료","포스트관, 파라 포스트","-","Post&Core, Para,G","180000","","","","","-"
"서울","치과보철료","가철성 의치 어테치먼트 교환, 재료대","-","R.D, Attachment Change, Mat","150000","","","","","-"
"서울","치과보철료","가철성 의치, 자석 교환, 재료대","-","R.D, Magnetic change, Mat","150000","","","","","-"
"서울","치과보철료","인공치매식, 자석 교환, 재료대","-","Implant, Magnetic change, Mat","200000","","","","","-"
"서울","치과보철료","인공치매식, 지대치 교환,재료대","-","Implant, abutment change, Mat","","200000","400000","","","-"
"서울","치과보철료","인공치매식, 코핑 스크류 교환, 재료대","-","Implant, coping screw change, Mat","30000","","","","","-"
"서울","치과보철료","인공치매식, 유씨엘에이 스크류 교환, 재료대","-","Implant, UCLA screw change, Mat","50000","","","","","-"
"서울","치과보철료","인공치매식, 크라운 재제작비,재료대","-","Implant, Cr. Remake fee, Mat","","100000","200000","","","-"
"서울","치과보철료","오버덴쳐 클립 교환, 재료대","-","Overdenture clip change, Mat","10000","","","","","-"
"서울","치과보철료","오버덴쳐 오-링 교환, 재료대","-","Overdenture O-ring change, Mat","20000","","","","","-"
"서울","치과보철료","경질 레진 전치, 재료대","-","Endura resin, ant. Teeth, Mat","20000","","","","","-"
"서울","치과보철료","경질 레진 구치, 재료대","-","Endura resin, post. Teeth, Mat","30000","","","","","-"
"서울","치과보철료","코너스 텔레스코픽 크라운 밀링 기공비","-","Konus Telescopic Milling fee","100000","","","","","-"
"서울","치과보철료","Pressure Injection Resin System","-","Pressure Injection Resin System","100000","","","","","-"
"서울","치과보철료","노벨가이드(서지컬템플레이트)","-","Novel Guide(FinishedSurgicalTemplate임플란트","","1000000","1500000","","","-"
"서울","창상봉합용 액상접착제","HISTOACRYL 1050060","BB3001BP","-","55000","","","","","-"
"서울","보수 및 강화용","NEOVEIL SHEET TYPE","BB3302MX","-","165000","","","","","-"
"서울","보수 및 강화용","NEOVEIL SHEET TYPE","BB3303MX","-","290400","","","","","-"
"서울","인체조직유래 2차 가공뼈","DBX PUTTY","BC0101AT","-","","278000","772200","규격별 실거래가","","-"
"서울","발톱고정용 재료","K-D CLAMP","BC1301PE","-","138000","","","","","-"
"서울","CRANIOFACIAL IMPLANTS","MEDPOR SHEET","BC7001BW","-","","706500","850000","규격별 실거래가","","-"
"서울","CRANIOFACIAL IMPLANTS","MEDPOR CRANIAL PRODUCT","BC7005BW","-","2400000","","","","","-"
"서울","척추고정용","MOBI-C","BF0002GZ","-","3400000","","","","","-"
"서울","척추고정용","BAGUERA C","BF0003GZ","-","4224000","","","","","-"
"서울","인조안구체","MEDPOR EYE SPHERE","BI0301BW","-","1380000","","","","","-"
"서울","배액관 고정용판","FSD","BJ1001OI","-","8500","","","","","-"
"서울","배액관 고정용판","ACE GRIP","BJ1002CO","-","1980","","","","","-"
"서울","배액관 고정용판","이지락반창고","BJ1003DC","-","2530","","","","","-"
"서울","배액관 고정용판","MULTIFIX EF","BJ1006GA","-","5940","","","","","-"
"서울","배액관 고정용판","MULTIFIX L-1","BJ1009GA","-","1980","","","","","-"
"서울","정맥류제거용","TRIVEX RESECTOR KIT","BJ4311CD","-","528000","","","","","-"
"서울","혈관내영상카테타","OPTICROSS CORONARY IMAGING CATHETER","BJ4503BM","-","1090400","","","","","-"
"서울","고주파 자궁근종용해술용","RF MYOLYSIS ELECTRODE","BJ4711KY","-","792000","","","","","-"
"서울","경막외강 신경박리술 및 감압 신경성형술용","EDEN EPIDURAL CATHETER","BJ4801GV","-","420000","","","","","-"
"서울","경막외강 신경박리술 및 감압 신경성형술용","ABEL EPIDURAL CATHETER","BJ4801GZ","-","510000","","","","","-"
"서울","풍선확장 경막외강 유착박리술용","ASAN-ZINEU BALLOON CATHETER","BJ4801NX","-","792000","","","","","-"
"서울","경막외강 신경박리술용","ST REED","BJ4801RA","-","490000","","","","","-"
"서울","경막외강 신경박리술 및 감압 신경성형술용","BIOVISION","BJ4802IU","-","800000","","","","","-"
"서울","혈관 중재적 시술후 지혈용","NEPTUNE PAD","BJ7001IJ","-","","7889","71000","규격별 실거래가","","-"
"서울","혈관 중재적 시술후 지혈용","CLO-SUR PLUS P.A.D","BJ7001OO","-","","9990","89900","규격별 실거래가","","-"
"서울","자착성(탄력)붕대","3M COBAN SELF-ADHERENT WRAP","BK7101EA","-","","571","2968","규격별 실거래가","","-"
"서울","자착성(탄력)붕대","CEB IDEAL COHESIVE","BK7101IK","-","13950","","","","","-"
"서울","혈전방지용 압박스타킹","COMPRESSION STOCKING THIGH LENGTH","BK7305IK","-","22550","","","","","-"
"서울","혈전방지용 압박스타킹","RELIEF COMPRESSION STOCKINGS","BK7305TK","-","62000","","","","","-"
"서울","혈전방지용 압박스타킹","COMPRINET FORTE STOCKINGS","BK7306JY","-","44000","","","","","-"
"서울","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL1(손목-어깨)","BK7315AU","-","50000","","","","","-"
"서울","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL1(손등-어깨)","BK7316AU","-","80000","","","","","-"
"서울","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL2(손목-어깨)","BK7317AU","-","60000","","","","","-"
"서울","혈전방지용 압박스타킹","MEDI ARMSLEEVE CCL2(손등-어깨)","BK7318AU","-","90000","","","","","-"
"서울","혈전방지용 압박스타킹","VENEX DUR MICRO LIGHT COMPRESSION STOCKINGS (FULL THIGH-LENGTH KKL2)","BK7320IK","-","60000","","","","","-"
"서울","OSTOMY용 ACCESSORY","CONVACARE PROTECTIVE BARRIER WIPES","BL3001BQ","-","33400","","","","","-"
"서울","OSTOMY용 ACCESSORY","3M NO STING BARRIER FILM","BL3004EA","-","6820","","","","","-"
"서울","기타근관충전재(MTA)","PRO ROOT MTA","BL7601NM","-","56667","","","","","-"
"서울","심음,폐음, 체온감시용","TOP PROBE","BL9001WG","-","15950","","","","","-"
"서울","유방 생검용","ATEC(PROBE & VACCUM SET)","BM0001MT","-","450000","","","","","-"
"서울","기관지내시경 초음파를 이용한 세침흡인술용","VIZISHOT","BM0004LV","-","213400","","","","","-"
"서울","의약품주입여과기","일회용여과기부착침","BM1302QG","-","600","","","","","-"
"서울","상처고정 및 보호용","텐드라메피텔","BM2001JQ","-","","6270","20900","규격별 실거래가","","-"
"서울","콜라겐 등 드레싱류","BIOPAD","BM2001KA","-","20000","","","","","-"
"서울","창상피복제","NASOPORE","BM2201IE","-","","74690","138710","규격별 실거래가","","-"
"서울","인공유방","의료용 실리콘 인조유방","BM3011AU","-","","330000","480000","규격별 실거래가","","-"
"서울","건조 드레싱류","스카클리닉","BM5001ED","-","","28500","52250","규격별 실거래가","","-"
"서울","건조 드레싱류","SECUEX","BM5001GA","-","","900","1300","규격별 실거래가","","-"
"서울","건조 드레싱류","STERI STRIP REINFORCED SKIN CLOSURE","BM5003EM","-","1220","","","","","-"
"서울","건조 드레싱류","엘라반멸균반창고","BM5008JK","-","1120","","","","","-"
"서울","드레싱 고정류","3M SOFT CLOTH WITH LINER","BM5101LX","-","459","","","","","-"
"서울","호흡회로(가온·가습용)","HUMID TUBE(HEATED CIRCUIT KIT)","BM6001CO","-","","79113","80000","규격별 실거래가","","-"
"서울","호흡회로(가온·가습용)","HEATED WICK CIRCUIT","BM6001LG","-","74900","","","","","-"
"서울","호흡회로(가온·가습용)","ADULT EVAQUA 2 BREATHING CIRCUIT","BM6002TF","-","77000","","","","","-"
"서울","척추전용형 동종골(MACHINED ALLOGRAFT BONE SPACER)","ALLOSPINE(LAMINAR SPACER)","BTB01013","-","450000","","","","","-"
"서울","동종진피(IMPLANT용-유방재건술용 제외)","SUREDERM","BTS01314","-","220000","","","","","-"
"서울","치과보철재료","Screw ①wide head screw","-","-","25500","","","","","-"
"서울","치과보철재료","Screw ②Tenting screw","-","-","32300","","","","","-"
"서울","치과보철재료","임플란트/GORE-regenerative membrane TR9W(TITANIUM)","-","-","360000","","","","","-"
"서울","치과보철재료","임플란트/GORE-TEX,TR6Y,TR6T(TITANIUM)","-","-","336568","","","","","-"
"서울","치과보철재료","Tutoplast pericardium(15*15)","-","-","","145167","183878","규격별 실거래가","","-"
"서울","치과보철재료","Titanium Micro Mesh(cytoflex)","-","-","130000","","","","","-"
"서울","치과보철재료","CTS FDB bone 0.25cc","-","-","","53000","64630","규격별 실거래가","","-"
"서울","치과보철재료","ICB block (5*10*10)","-","-","280000","","","","","-"
"서울","치과보철재료","Cowell  BMP 0.25cc","-","-","","88000","198000","규격별 실거래가","","-"
"서울","치과보철재료","Mesh single/double mesh","-","-","","56100","81600","형태별 실거래가","","-"
"서울","치과보철재료","Mesh L/U shape bending mesh","-","-","134300","","","","","-"
"서울","치과보철재료","BioXclude 10*25","-","-","180000","","","","","-"
"서울","치과보철재료","mega-derm","-","-","","89560","110000","","","-"
"서울","치과보철재료","MBCP 0.5g","-","-","72000","","","","","-"
"서울","치과보철재료","TUTOPLAST SPONGIOSA MICROCHIP 0.5cc","-","-","","118702","217805","","","-"
"서울","기타보조기류","ELBOW HINGE","-","-","","19000","38500","규격별 실거래가","","-"
"서울","기타보조기류","KNEE HINGE","-","-","","20600","50000","규격별 실거래가","","-"
"서울","기타보조기류","CRUTCH WOODEN(With Gum Arm and Hand Cover)","-","-","","9328","9343","규격별 실거래가","","-"
"서울","기타보조기류","ARM SLING","-","-","","650","815","규격별 실거래가","","-"
"서울","기타보조기류","CAST SHOES","-","-","","3630","3740","","","-"
"서울","보형물류(비성형)","Fascia Lata","-","-","400000","","","","","-"
"서울","보형물류(비성형)","NASAL IMPLANT","-","-","21000","","","","","-"
"서울","보형물류(연골부위)","costal cartilage","-","-","1150000","","","","","-"
"서울","보형물류(유방성형)","MAMMARY IMPLANT","-","-","478500","","","","","-"
"서울","보형물류(인공고환류)","Artificial testis/Alliedbiomedical","-","-","440000","","","","","-"
"서울","보형물류(음경보형물류)","보형물 AMS700 PENILE PROSTHESIS(3/PIECE)","-","-","6259705","","","","","-"
"서울","보형물류(음경보형물류)","AMS spectra Concealable","-","-","","660000","2640000","1차 &2차 시행에 따른 실거래가","","-"
"서울","초음파용","SonoVue inj(소노뷰주)","-","-","83814","","","","","-"
"서울","초음파용","소나조이드/Sonazoid","-","-","132967","","","","","-"
"서울","초음파용","SonoVue inj(소노뷰,Echo)","-","-","83814","","","","","-"
"서울","체외형의료용 전극","Disposable Electrode (BCM 전용)","BK001001","-","2200","","","신의료기술","","-"
"서울","FP-CIT용","F-18 FP-CIT","-","-","352400","","","","","-"
"서울","-","액티피드정","643900900","-","10","","","","","-"
"서울","-","타스나정500mg","662501680","-","5","","","","","-"
"서울","-","이소바이드액  500ml/bottle","652602860","-","39500","","","","","-"
"서울","-","바네포연고 20g/tub","645101440","-","80","","","","","-"
"서울","-","프록토세딜연고 (15g)","652101560","-","285","","","","","-"
"서울","-","로타텍액","655500030","-","100000","","","","","-"
"서울","-","스티바에이크림0.025% 25g/tube","650002650","-","2875","","","","","-"
"서울","-","스티바에이크림0.05%(10g/tub)","650002570","-","5340","","","","","-"
"서울","-","박타주(A형간염백신)(MSD)","665900110","-","40000","","","","","-"
"서울","-","경피용 건조 B.C.G 백신 12mg","686500010","-","50000","","","","","-"
"서울","-","수두박스주(수두생바이러스백신)","643601160","-","29000","","","","","-"
"서울","-","박시그리프주 0.25ml (소아용독감백신)","665900020","-","20000","","","","","-"
"서울","-","가다실주 백신(MSD)","655500020","-","200000","","","","","-"
"서울","-","서바릭스프리필드시린지백신","650001880","-","180000","","","","","-"
"서울","-","아박심160U성인용주 A형간염백신","665900180","-","70000","","","","","-"
"서울","-","에취라제주사1500IU","646801020","-","15950","","","","","-"
"서울","-","엠엠알II 백신 (한국엠에스디)/홍역볼거리풍진","655500270","-","26000","","","","","-"
"서울","-","예나스테론주","659600290","-","4607","","","","","-"
"서울","-","레비트라정 10mg","641100030","-","","","","","","원외처방전용"
"서울","-","레비트라정 20mg","641100040","-","","","","","","원외처방전용"
"서울","-","레비트라정 5mg","641100050","-","","","","","","원외처방전용"
"서울","-","야즈정(28정/set)","641104750","-","","","","","","원외처방전용"
"서울","-","멜라논크림(23g)","642501690","-","","","","","","원외처방전용"
"서울","-","자이데나정 100mg","642503020","-","","","","","","원외처방전용"
"서울","-","자이데나정 200mg","642503030","-","","","","","","원외처방전용"
"서울","-","엠빅스정 100mg","644701810","-","","","","","","원외처방전용"
"서울","-","엠빅스정 50mg","644701820","-","","","","","","원외처방전용"
"서울","-","엠빅스에스구강붕해필름50mg","644703730","-","","","","","","원외처방전용"
"서울","-","엠빅스에스구강붕해필름100mg","644703870","-","","","","","","원외처방전용"
"서울","-","제피드정200밀리그램","644913330","-","","","","","","원외처방전용"
"서울","-","제니칼캅셀120mg","645000380","-","","","","","","원외처방전용"
"서울","-","프릴리지정30mg","646901090","-","","","","","","원외처방전용"
"서울","-","프릴리지정60mg","646901100","-","","","","","","원외처방전용"
"서울","-","챔픽스정 0.5mg","648900910","-","","","","","","원외처방전용"
"서울","-","챔픽스정 1mg","648900920","-","","","","","","원외처방전용"
"서울","-","카버젝트주사20mcg","648901020","-","","","","","","원외처방전용"
"서울","-","프로페시아정1mg","655500630","-","","","","","","원외처방전용"
"서울","-","디페린겔(30g)","655700040","-","","","","","","원외처방전용"
"서울","-","디페린겔(15g)","655700040","-","","","","","","원외처방전용"
"서울","-","시알리스 10mg","670800100","-","6011","","","","","-"
"서울","-","시알리스 20mg","670800110","-","7124","","","","","-"
"서울","-","시알리스정 5mg","670800500","-","4335","","","","","-"
"서울","-","팔팔정50mg(실데나필시트르산염)(한미약품)","643506250","-","","","","","","원외처방전용"
"서울","-","헤라그라정100mg(씨제이헬스케어)","640006370","-","","","","","","원외처방전용"
"서울","-","아보다트연질캡슐0.5mg","650000780","-","","","","","","원외처방전용"
"서울","-","트리루마크림(15g)","671701610","-","","","","","","원외처방전용"
"서울","-","듀악겔(Duacgel)(글락소)","650002460","-","","","","","","원외처방전용"
"서울","-","헤파박스진티에프주 (B형간염백신,성인)(녹십자)","655800150","-","23000","","","","","-"
"서울","-","헤파박스진티에프주10μg/0.5ml(소아)/B형간염백신","655800140","-","18000","","","","","-"
"서울","-","유히브주(프리필드시린지)/뇌수막염백신(LG생명과학)","668901890","-","41000","","","","","-"
"서울","-","코박스폴리오PF주(프리필드시린지)(한국백신)","647400280","-","25000","","","","","-"
"서울","-","보령일본뇌염백신주  1cc","670500090","-","20000","","","","","-"
"서울","-","디피티트리프리필드주 (백신)","644701250","-","32000","","","","","-"
"서울","-","에스케이티디백신주(프리필드시린지)","644701660","-","30000","","","","","-"
"서울","-","프로디악스-23(폐렴구균백신)(MSD)","655500610","-","40000","","","","","-"
"서울","-","스카이셀플루프리필드시린지(SK케미칼)백신","644704290","-","25000","","","","","-"
"서울","-","무수에탄올주(바이알) /제이텍팜","645100650","-","9097","","","","","-"
"서울","-","프리베나주13 백신0.5ml(소아용)(와이어스)/폐렴구균","646500900","-","150000","","","","","-"
"서울","-","프리베나주13 백신0.5ml(성인용)(와이어스)/폐렴구균","646500900","-","100000","","","","","-"
"서울","-","헤파빅 백신 200IU(1cc)(녹십자)","643601900","-","31221","","","","","-"
"서울","-","테트락심주(사노피파스퇴르)(DTP&소아마비 백신)","665900120","-","47000","","","","","-"
"서울","-","세포배양일본뇌염백신주 0.4㎖(녹십자)","643605040","-","29650","","","","","-"
"서울","-","세포배양일본뇌염백신주 0.7㎖(녹십자)","643605000","-","29450","","","","","-"
"서울","-","조스타박스주(대상포진생바이러스백신)","655500900","-","190000","","","","","-"
"서울","-","플루아릭스테트라프리필드시린지(백신)","650003030","-","40000","","","","","-"
"서울","-","FLOSEAL Hemostatic Matrix","646601400","-","143889","","","","","-"
"서울","-","코네티비나/CONNETTIVINA","643500070","-","7695","","","","","-"
"서울","-","액티피드정","643900900","-","10","","","","","DACT"
"서울","-","타스나정500mg","662501680","-","9","","","","","DBIVONT"
"서울","-","이소바이드액　500ml/bottle","652602860","-","40000","","","","","DISOS"
"서울","-","바네포연고 20g/tub","645101440","-","120","","","","","DPOBA"
"서울","-","프록토세딜연고 (15g)","652101560","-","885","","","","","DPROO"
"서울","-","로타텍액","655500030","-","100000","","","","","영아에서 혈청형 로타바이러스에 의한 위장관염예방/DROTAV"
"서울","-","스티바에이크림0.025% 25g/tube","650002650","-","2400","","","","","DTRE2.5"
"서울","-","부스트릭스프리필드시린지 백신(글락소)","650001960","-","40000","","","","","디프테리아,파상풍 및 백일해예방/MADAC"
"서울","-","경피용 건조 B.C.G 백신 12mg","686500010","-","50000","","","","","결핵의 예방/MBCGP"
"서울","-","바리-엘백신(비알바이오텍)(수두생바이러스백신)","650400010","-","29000","","","","","수두생바이러스백신/MBIKEN"
"서울","-","소아용박씨그리프주(독감3가백신)(사노피파스퇴르)","665900020","-","20000","","","","","소아용독감3가백신/MFLU25"
"서울","-","가다실 백신(자궁경부암)","655500020","-","200000","","","","","자궁경부암/MGDS"
"서울","-","일양실데나필정100mg(일양약품)","641704360","-","1780","","","","","원외처방전용/DSILDE100"
"서울","-","코박스폴리오PF주(프리필드시린지)(소아마비백신)","647400280","-","25000","","","","","소아마비백신/MIMOPV"
"서울","-","테트락심주(사노피파스퇴르)(DTP&소아마비 백신)","665900120","-","47000","","","","","DTP&소아마비 백신/MTETRA"
"서울","-","스티바에이크림0.05%(25g/tub)","650002570","-","18275","","","","","DTRE5"
"서울","-","예나스테론주","659600290","-","3134","","","","","MTESTOE"
"서울","-","박타프리필드시린지(A형간염백신)(MSD)","665900030","-","40000","","","","","A형간염백신(소아용)/MHAVC"
"서울","-","박타프리필드시린지(A형간염백신)(MSD)","665900180","-","70000","","","","","A형간염백신(성인용)/MHAV1"
"서울","-","하이알라제주(휴온스)","670602610","-","2767","","","","","MHLASE"
"서울","-","서바릭스프리필드시린지백신(자궁경부암)","650001880","-","180000","","","","","자궁경부암/MSVR"
"서울","-","유히브주(프리필드시린지)/뇌수막염백신(LG생명과학)","668901890","-","41000","","","","","뇌수막염백신/MHPIB"
"서울","-","보령일본뇌염백신주　1cc","670500090","-","20000","","","","","일본뇌염의 예방/MJBE"
"서울","-","디피티트리프리필드주 (백신)","644701250","-","32000","","","","","백일해 디프테리아 파상풍의 예방/MPDT05"
"서울","-","티디백신주(SK케미칼)","644701660","-","30000","","","","","디프테리아 파상풍예방백신/MTD"
"서울","-","뉴모-23 폐렴구균백신주사(사노피파스퇴르)","665900010","-","40000","","","","","폐렴구균백신/MPNEUMO"
"서울","-","지씨플루프리필드시린지주(3가백신)(녹십자)독감3가백신","643603630","-","25000","","","","","독감3가백신/MFLU05"
"서울","-","무수에탄올주(바이알) /제이텍팜","645100650","-","11094","","","","","MEOH1"
"서울","-","프리베나13주 0.5ml(소아용백신)(화이자제약)폐렴구균","648902270","-","150000","","","","","폐렴구균/MPVENAR13"
"서울","-","프리베나주13 백신0.5ml(성인용)(와이어스)/폐렴구균폐렴구균","646500900","-","100000","","","","","폐렴구균/MPVENAR-A"
"서울","-","세포배양일본뇌염백신주 0.4㎖(녹십자)","670500570","-","29650","","","","","일본뇌염/MJBEC04"
"서울","-","세포배양일본뇌염백신주 0.7㎖(녹십자)","643605000","-","29450","","","","","일본뇌염/MJBEC"
"서울","-","플루아릭스테트라프리필드(독감4가백신)","650003030","-","40000","","","","","독감 4가 백신/MFLU4"
"서울","-","히아로겔15g/tube","643500070","-","7695","","","","","DCONNETTI"
"서울","-","플로실헤모스태틱매트릭스","646601400","-","145968","","","","","DFLOS"
"서울","-","조스타박스주(대상포진생바이러스백신)","655500900","-","190000","","","","","대상포진/MZOSTA"
"서울","-","헤파빅백신200IU(1cc)신생아B형간염","643601900","-","34600","","","","","신생아B형간염/MHBIG"
"서울","-","유박스비주(성인 B형간염백신)(엘지생명과학)","655800150","-","23000","","","","","B형간염(성인)/MHBV"
"서울","-","엠엠알II 백신/홍역볼거리풍진","655500270","-","26000","","","","","홍역볼거리풍진/MMMR2"
"서울","-","헤파박스진티에프주10μg/0.5ml(소아)/B형간염","655800140","-","18000","","","","","B형간염(소아)/MHBVC"
"서울","-","진단서(일반진단서)","PDZ01","일반진단서(1부)","10000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"서울","-","진단서(일반진단서)","PDZ01","일반진단서(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"서울","-","진단서(근로능력평가용)","PDZ01","근로능력평가용진단서(1부)","10000","","","","","-"
"서울","-","진단서(근로능력평가용)","PDZ01","근로능력평가용진단서(재발행)","1000","","","","","-"
"서울","-","상해진단서","PDZ02","상해 진단서<3주이상> (1부)","100000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"서울","-","상해진단서","PDZ02","상해 진단서<3주이상>(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"서울","-","상해진단서","PDZ02","상해 진단서<3주미만> (1부)","50000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"서울","-","상해진단서","PDZ02","상해 진단서<3주미만>(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"서울","-","사망진단서","PDZ03","사망진단서(1부)","10000","","","","","의료법 시행규칙 제10조 [서식6]"
"서울","-","사망진단서","PDZ03","사망진단서 [재발행 1부]","1000","","","","","의료법 시행규칙 제10조 [서식6]"
"서울","-","사망진단서","PDZ03","사망진단서 [영문 1부]","15000","","","","","의료법 시행규칙 제10조 [서식6]"
"서울","-","시체검안서","PDZ04","사체검안서 (1부)","30000","","","","","의료법 시행규칙 제10조 [서식6]"
