"대분류","EDI코드","EDI명칭","원내코드","원내명칭","비용"
"행위료","-","-","JM0067T","임플란트목적 하치조측방전위술 [양측]","1500000"
"행위료","-","-","JM0066T","임플란트목적 하치조측방전위술 [편측]","1000000"
"행위료","-","-","HZFM00100","메조테라피 [비만, 1회당]","14000"
"행위료","-","-","SZ03010","발기부전사전검사(평가 ,심전도,활력증상)국비1급1항및2항만지원","15000"
"행위료","-","-","HZFM00303","비만치료 [간단]","2000"
"행위료","-","-","HZFM00301","비만치료 [복잡]","5000"
"행위료","-","-","SZ05300","체성분 분석검사 [정밀]","15000"
"행위료","-","-","HZFM00302","비만치료 [중등도]","4000"
"행위료","-","-","AQH502","종합검진(남자)(위장조영포함)","200000"
"행위료","-","-","AQH501","종합검진(여자)(위장조영포함)","240000"
"행위료","-","-","HZFM00200","비만치료 [주사]","8000"
"치료재료대","-","-","QD6831","표준형","58000"
"치료재료대","-","-","QD5141","표준형(국)","69000"
"약제비","-","-","DCAST","피마자유 - 1ml","2"
"치료재료대","-","-","QD4211","피혁","80000"
"치료재료대","-","-","3012300040","필라델피아칼라(Cervical)-대","11981"
"치료재료대","-","-","3012300041","필라델피아칼라(Cervical)-소","11601"
"치료재료대","-","-","3012300042","필라델피아칼라(Cervical)-중","13291"
"치료재료대","-","-","QD4556","하지의지/실리콘류/프로실라이너","427000"
"치료재료대","-","-","QD4724","하퇴","798000"
"치료재료대","-","-","QD4734","하퇴","146000"
"치료재료대","-","-","QD2144","하퇴용","2000"
"치료재료대","-","-","QA21011","한쪽편골반의지(골격/회전)","7126000"
"치료재료대","-","-","QA21012","한쪽편골반의지(재래/국산)","2215000"
"치료재료대","-","-","QD6923","핸드림","31000"
"치료재료대","-","-","QD5161","허리반도","28000"
"치료재료대","-","-","QD5111","허리장식","173000"
"치료재료대","-","-","QD4266","헤리","23000"
"치료재료대","-","-","QD3232","호스머형(재래식)","239000"
"치료재료대","-","-","QA13015","짧은위팔의지(국-재래/국-PVC미용수)","866000"
"치료재료대","-","-","QA13016","짧은위팔의지(국-재래/국-실리콘미용수)","1924000"
"치료재료대","-","-","QA13017","짧은위팔의지(국-재래/독-기능수/미-작업수)","2260000"
"치료재료대","-","-","QA25023","짧은종아리의지(골격/표준/기능1/장식)","3138000"
"치료재료대","-","-","QA25022","짧은종아리의지(실리콘/장식)","3116000"
"치료재료대","-","-","QA25024","짧은종아리의지(실리콘고급/장식)","3138000"
"치료재료대","-","-","QA25021","짧은종아리의지(표준/장식)","2615000"
"치료재료대","-","-","QA31031","짧은팔보조기(전박골절보조기)","233000"
"치료재료대","-","-","QD6832","책상형","58000"
"치료재료대","-","-","QD6812","책상형","80000"
"치료재료대","-","-","QA32023","척추보조기(나이트테일러형)","194000"
"치료재료대","-","-","QA32021","척추보조기(나이트형보조기)","188000"
"치료재료대","-","-","QA32028","척추보조기(나이트형보조기)-기성품","106000"
"치료재료대","-","-","QA32026","척추보조기(노턴브라운형)","251000"
"치료재료대","-","-","QA32027","척추보조기(보스톤형)","444000"
"치료재료대","-","-","QA32018","척추보조기(사이버택형)(신설)-기성품","33000"
"치료재료대","-","-","QA32025","척추보조기(윌리암스형)","182000"
"치료재료대","-","-","QA32024","척추보조기(쥬웨트형)","270000"
"치료재료대","-","-","QA32022","척추보조기(테일러형보조기)","182000"
"치료재료대","-","-","QA32029","척추보조기(테일러형보조기)-기성품","123000"
"치료재료대","-","-","QD4121","카나디안식","416000"
"약제비","-","-","DCERUOD","카바시드 점이액(삼공)","987"
"치료재료대","-","-","QD6312","카터","61000"
"치료재료대","-","-","QD6351","카터","23000"
"치료재료대","-","-","QD6911","카터","32000"
"약제비","-","-","DCALAM","칼라민로오션(성광) -비급여","1"
"치료재료대","-","-","QD8501","커버","22000"
"치료재료대","-","-","QD5163","커프","24000"
"약제비","-","-","DCONNETTI","코네티비나","21630"
"치료재료대","-","-","QA32041","콜셋(등,허리.엉치뼈형)","162000"
"치료재료대","-","-","QA32043","콜셋(허,엉치뼈형,건보용)","32000"
"치료재료대","-","-","QA32045","콜셋(허리,엉치뼈형,건보용)-기성품","21500"
"치료재료대","-","-","QA32042","콜셋(허리.엉치뼈형)","108000"
"치료재료대","-","-","QA32044","콜셋(허리.엉치뼈형)-기성품","18000"
"치료재료대","-","-","QA32047","콜셋(허리.엉치뼈형, 다기능)-기성품","63000"
"치료재료대","-","-","QD6924","퀵릴리즈","55000"
"치료재료대","-","-","QD5143","크렌쟉(국)","89000"
"치료재료대","-","-","QD6921","크로스브레이스","51000"
"약제비","-","-","DBIVONT","탄산수소나트륨(국전약품) 1G","19"
"약제비","-","-","DPZM","파자임95이중정(부광약품)-비급여","31"
"치료재료대","-","-","QD2141","판타롱","400"
"치료재료대","-","-","QA14014","팔꿈치관절의지(국-재래/국-PVC미용수)","945000"
"치료재료대","-","-","QA14015","팔꿈치관절의지(국-재래/국-실리콘미용수)","1957000"
"치료재료대","-","-","QA14016","팔꿈치관절의지(국-재래/독-기능수/미-작업수)","2279000"
"치료재료대","-","-","QA14011","팔꿈치관절의지(독-재래/국-PVC미용수)","1719000"
"치료재료대","-","-","QA14012","팔꿈치관절의지(독-재래/국-실리콘미용수)","2404000"
"치료재료대","-","-","QA14013","팔꿈치관절의지(독-재래/독-기능수/미-작업수)","2726000"
"치료재료대","-","-","QA13026","표준위팔의지(국-재래/국-PVC미용수)","866000"
"치료재료대","-","-","QA13027","표준위팔의지(국-재래/국-실리콘미용수)","1924000"
"치료재료대","-","-","QA13033","표준위팔의지(국-재래/국-실리콘미용수/실리콘)","2649000"
"치료재료대","-","-","QA13028","표준위팔의지(국-재래/독-기능수/미-작업수)","2260000"
"치료재료대","-","-","QA13034","표준위팔의지(국-재래/독-기능수/미-작업수/실리콘)","2985000"
"치료재료대","-","-","QA13021","표준위팔의지(독-골격/국-PVC미용수)","1662000"
"치료재료대","-","-","QA13022","표준위팔의지(독-골격/국-실리콘미용수)","2375000"
"치료재료대","-","-","QA13030","표준위팔의지(독-골격/국-실리콘미용수/실리콘)","3101000"
"치료재료대","-","-","QA13023","표준위팔의지(독-재래/국-PVC미용수)","1576000"
"치료재료대","-","-","QA13024","표준위팔의지(독-재래/국-실리콘미용수)","2284000"
"치료재료대","-","-","QA13031","표준위팔의지(독-재래/국-실리콘미용수/실리콘)","3010000"
"치료재료대","-","-","QA13025","표준위팔의지(독-재래/독-기능수/미-작업수)","2583000"
"치료재료대","-","-","QA13032","표준위팔의지(독-재래/독-기능수/미-작업수/실리콘)","3309000"
"치료재료대","-","-","QD6811","표준형","80000"
"치료재료대","-","-","QD2225","족부용","6000"
"치료재료대","-","-","QD4443","족선고무","315000"
"치료재료대","-","-","QA25017","종아리굴곡체중부하의지(건보용)","1614000"
"치료재료대","-","-","QA25018","종아리굴곡체중부하의지(건보용/실리콘형)","1941000"
"치료재료대","-","-","QD4559","종아리용(표준형)","2018000"
"치료재료대","-","-","QA25071","종아리의지(골격/건보용)","1328000"
"치료재료대","-","-","QA25072","종아리의지(골격/건보용/실리콘)","1829000"
"치료재료대","-","-","QA25032","종아리의지(골격/기능1)","3028000"
"치료재료대","-","-","QA25052","종아리의지(골격/기능1/고급형실리콘)","3705000"
"치료재료대","-","-","QA25096","종아리의지(골격/기능1/맞춤형실리콘)","4210000"
"치료재료대","-","-","QA25092","종아리의지(골격/기능1/씰인형실리콘)","3537000"
"치료재료대","-","-","QA25042","종아리의지(골격/기능1/표준형실리콘)","3373000"
"치료재료대","-","-","QA25033","종아리의지(골격/기능2)","3475000"
"치료재료대","-","-","QA25053","종아리의지(골격/기능2/고급형실리콘)","4149000"
"치료재료대","-","-","QA25097","종아리의지(골격/기능2/맞춤형실리콘)","4653000"
"치료재료대","-","-","QA25093","종아리의지(골격/기능2/씰인형실리콘)","4010000"
"치료재료대","-","-","QA25043","종아리의지(골격/기능2/표준형실리콘)","3820000"
"치료재료대","-","-","QA25034","종아리의지(골격/기능3)","4399000"
"치료재료대","-","-","QA25054","종아리의지(골격/기능3/고급형실리콘)","5086000"
"치료재료대","-","-","QA25098","종아리의지(골격/기능3/맞춤형실리콘)","5590000"
"치료재료대","-","-","QA25094","종아리의지(골격/기능3/씰인형실리콘)","4935000"
"치료재료대","-","-","QA25044","종아리의지(골격/기능3/표준형실리콘)","4745000"
"치료재료대","-","-","QA25061","종아리의지(골격/기능3/하모니형)","9037000"
"치료재료대","-","-","QA25035","종아리의지(골격/기능4)","4965000"
"치료재료대","-","-","QA25055","종아리의지(골격/기능4/고급형실리콘)","5652000"
"치료재료대","-","-","QA25099","종아리의지(골격/기능4/맞춤형실리콘)","6156000"
"치료재료대","-","-","QA25095","종아리의지(골격/기능4/씰인형실리콘)","5501000"
"치료재료대","-","-","QA25045","종아리의지(골격/기능4/표준형실리콘)","5311000"
"치료재료대","-","-","QA25062","종아리의지(골격/기능4/하모니형)","9783000"
"치료재료대","-","-","QA25031","종아리의지(골격/표준)","2869000"
"치료재료대","-","-","QA25076","종아리의지(골격/표준) 어린이용","2235000"
"치료재료대","-","-","QA25051","종아리의지(골격/표준/고급형실리콘)","3547000"
"치료재료대","-","-","QA25041","종아리의지(골격/표준/보급형실리콘)","3215000"
"치료재료대","-","-","QA25091","종아리의지(골격/표준/씰인형실리콘)","3405000"
"치료재료대","-","-","QA25073","종아리의지(재래)","1446000"
"치료재료대","-","-","QA25075","종아리의지(재래/수영용)","1935000"
"치료재료대","-","-","QA25074","종아리의지(재래/장식)","1666000"
"치료재료대","-","-","QD3113","주관절","627000"
"치료재료대","-","-","QD2312","중","500"
"치료재료대","-","-","QD4218","중반도","31000"
"치료재료대","-","-","QD7122","중창/선심/월형","23000"
"치료재료대","-","-","QA33081","짧은다리금속형보조기(국산/고정형,90도 고정형)","251000"
"치료재료대","-","-","QA33083","짧은다리금속형보조기(국산/크렌자크식)","302000"
"치료재료대","-","-","QA33082","짧은다리금속형보조기(외산/고정형,90도 고정형)","420000"
"치료재료대","-","-","QA33084","짧은다리금속형보조기(외산/크렌자크식)","486000"
"치료재료대","-","-","QA33071","짧은다리보조기(PTB형/국산)","418000"
"치료재료대","-","-","QA33072","짧은다리보조기(PTB형/외산)","656000"
"치료재료대","-","-","QA33073","짧은다리플라스틱보조기(고정형,90도 고정형)","283000"
"치료재료대","-","-","QA33074","짧은다리플라스틱보조기(일체형)","135000"
"치료재료대","-","-","QA33075","짧은다리플라스틱보조기(일체형)-기성품","67000"
"치료재료대","-","-","QA33079","짧은다리플라스틱보조기(일체형,워크부츠)-기성품","76000"
"치료재료대","-","-","QD6952","의자차기타/밧데리충전기(GC-0082)","521000"
"치료재료대","-","-","QD6931","의자차기타/호크(CW 2/9)","25000"
"치료재료대","-","-","QA26012","의족(재래/실리콘)","1812000"
"치료재료대","-","-","QA26011","의족(재래/피혁)","564000"
"치료재료대","-","-","QD3233","이중장식(재래식","118000"
"치료재료대","-","-","QD6521","인바케어","65000"
"치료재료대","-","-","QD6311","인바케어","61000"
"치료재료대","-","-","QD6313","인바케어","272000"
"치료재료대","-","-","QD6321","인바케어","165000"
"치료재료대","-","-","QD6353","인바케어","47000"
"치료재료대","-","-","QD6932","인바케어","24000"
"치료재료대","-","-","QD6912","인바케어","47000"
"치료재료대","-","-","QD6511","인바케어","48000"
"치료재료대","-","-","QA46011","인솔(경증)","78000"
"치료재료대","-","-","QA46012","인솔(중증)","138000"
"치료재료대","-","-","QD9827","일레이션발(기능3)","1727000"
"제증명수수료","-","-","AW401601G","일반건강진단서 A형","28000"
"제증명수수료","-","-","AQA01501","일반소견서.보험회사제출용(1부)","10000"
"제증명수수료","-","-","AQA01503","일반소견서.영문.보험회사 제출용[1부]","15000"
"치료재료대","-","-","QD8223","일반형","61000"
"치료재료대","-","-","QD8213","일반형","59000"
"약제비","-","-","DSILDE100","일양실데나필정100mg_발기부전(국비1급1항및2항지원)","3120"
"치료재료대","-","-","QD4412","일자식","51000"
"제증명수수료","-","-","AW400501","자동차운전면허신체검사(1종보통,2종)","4000"
"제증명수수료","-","-","AW400500","자동차운전면허신체검사(특수,대형)","5000"
"치료재료대","-","-","QD4560","자체제작","279000"
"치료재료대","-","-","QD3121","작업의수반도","35000"
"제증명수수료","-","-","AW402100","장기복무제대군인건강검진","27830"
"치료재료대","-","-","QD4331","장식싸게","23000"
"치료재료대","-","-","QD4411","장식용","68000"
"치료재료대","-","-","QD3424","전극센서","898000"
"치료재료대","-","-","QD6623","전동용12""","50000"
"치료재료대","-","-","QD9811","전동의자차/기 타/등받이쇼파(퀵키/300NX11-)","240000"
"치료재료대","-","-","QD9822","전동의자차/기 타/보조바퀴(퀵키)","71000"
"치료재료대","-","-","QD9221","전동의자차/발걸이/발  판(퀵키/)","77000"
"치료재료대","-","-","QD9222","전동의자차/발걸이/발  판(퀵키/엘리베이팅)","498000"
"치료재료대","-","-","QD9212","전동의자차/발걸이/발걸이(인바케어/P904A)","111000"
"치료재료대","-","-","QD9211","전동의자차/발걸이/발걸이(인바케어/PW93)","59000"
"치료재료대","-","-","QD9213","전동의자차/발걸이/발걸이(퀵키/)","101000"
"치료재료대","-","-","QD9231","전동의자차/발걸이/발판고정장치(퀵키)","9000"
"치료재료대","-","-","QD9111","전동의자차/밧데리/밧데리(인바케어)","243000"
"치료재료대","-","-","QD9112","전동의자차/밧데리/밧데리(퀵키)","237000"
"치료재료대","-","-","QD9121","전동의자차/밧데리/밧데리충전기(인바케어/220V)","513000"
"치료재료대","-","-","QD9122","전동의자차/밧데리/밧데리충전기(퀵키)","450000"
"치료재료대","-","-","QD9131","전동의자차/밧데리/밧데리케이스(퀵키)","438000"
"치료재료대","-","-","QD9711","전동의자차/팔걸이/암베이스(인바케어)","76000"
"치료재료대","-","-","QD9721","전동의자차/팔걸이/팔걸이(퀵키)","284000"
"치료재료대","-","-","QD9741","전동의자차/팔걸이/팔걸이리시버(퀵키)","89000"
"치료재료대","-","-","QD9751","전동의자차/팔걸이/팔걸이판넬(퀵키)","20000"
"치료재료대","-","-","QD9732","전동의자차/팔걸이/팔걸이패드(인바케어)","37000"
"치료재료대","-","-","QD9731","전동의자차/팔걸이/팔걸이패드(퀵키)","41000"
"치료재료대","-","-","QD6813","전동형","173000"
"치료재료대","-","-","QD3114","전박","446000"
"치료재료대","-","-","QD3125","전박반도","55000"
"치료재료대","-","-","QD2212","전박용","2000"
"치료재료대","-","-","QD8214","절약형","59000"
"제증명수수료","-","-","AQA02101","정신감정서","100000"
"약제비","-","-","DTALIV","제로바액(한국콜마)","5505"
"치료재료대","-","-","QD4222","외제(호스머)","349000"
"치료재료대","-","-","QD4261","요부가죽","10000"
"약제비","-","-","DTAMI","유락신연고1g (상아)　 비급여","750"
"치료재료대","-","-","QD3234","의수고정장식(재래식)","59000"
"치료재료대","-","-","QD3122","의수반도","36000"
"치료재료대","-","-","QD3411","의수비죠","6000"
"치료재료대","-","-","QA51012","의안(동작)","1687000"
"치료재료대","-","-","QA52000","의이","3312000"
"치료재료대","-","-","QD9661","의자차/감지조절기(인바케어/)","5000"
"치료재료대","-","-","QD9321","의자차/모 터/기어박스(인바케어/)","513000"
"치료재료대","-","-","QD9331","의자차/모 터/모   터(인바케어/)","589000"
"치료재료대","-","-","QD9311","의자차/모 터/모터기어박스(인바케어/1107110)","1026000"
"치료재료대","-","-","QD9312","의자차/모 터/모터기어박스(퀵키/499204)","1268000"
"치료재료대","-","-","QD9341","의자차/모 터/모터브레이크(인바케어/)","122000"
"치료재료대","-","-","QD9351","의자차/모 터/브러시(인바케어/)","45000"
"치료재료대","-","-","QD6342","의자차/발받침/LEGREST(16-20-L)","95000"
"치료재료대","-","-","QD6332","의자차/발받침/SWINGAWAY(60/L)","87000"
"치료재료대","-","-","QD6331","의자차/발받침/SWINGAWAY(60/R)","87000"
"치료재료대","-","-","QD6352","의자차/발받침/발판스프링(카터)","21000"
"치료재료대","-","-","QD6132","의자차/베아링/호크(285*126*8)","22000"
"치료재료대","-","-","QD9651","의자차/속도조절기(인바케어/)","5000"
"치료재료대","-","-","QD9671","의자차/스위치(인바케어/A Switch)","25000"
"치료재료대","-","-","QD9672","의자차/스위치(인바케어/Rll Switch)","30000"
"치료재료대","-","-","QD9431","의자차/씨 트/등받이지지대(퀵키/Back Tube)","47000"
"치료재료대","-","-","QD9411","의자차/씨 트/빽 씨 트(인바케어)","87000"
"치료재료대","-","-","QD9412","의자차/씨 트/빽 씨 트(퀵키)","86000"
"치료재료대","-","-","QD9421","의자차/씨 트/빽손잡이(인바케어/)","45000"
"치료재료대","-","-","QD9441","의자차/씨 트/씨  트(인바케어)","62000"
"치료재료대","-","-","QD9442","의자차/씨 트/씨  트(퀵키)","86000"
"치료재료대","-","-","QD9512","의자차/씨 트/포  크(인바케어/1104410)","70000"
"치료재료대","-","-","QD9513","의자차/씨 트/포  크(퀵키/8""X2"")","101000"
"치료재료대","-","-","QD6222","의자차/앞바퀴/휠+통타이어(대성)","43000"
"치료재료대","-","-","QD6221","의자차/앞바퀴/휠+통타이어(대세)","43000"
"치료재료대","-","-","QD6913","의자차/의자차/모터브레이크(1055872)","122000"
"치료재료대","-","-","QD6908","의자차/의자차/전동의자차(Motor/Gear box)","1896000"
"치료재료대","-","-","QD6904","의자차/의자차/전동의자차(Wheel 12/14"")","87000"
"치료재료대","-","-","QD6411","의자차/의자차씨트/대  성(41)","31000"
"치료재료대","-","-","QD6412","의자차/의자차씨트/대  성(43)","31000"
"치료재료대","-","-","QD6413","의자차/의자차씨트/대  성(45)","31000"
"치료재료대","-","-","QD6414","의자차/의자차씨트/대  성(48)","31000"
"치료재료대","-","-","QD6415","의자차/의자차씨트/대  성(51)","31000"
"치료재료대","-","-","QD6421","의자차/의자차씨트/대  세(38)","31000"
"치료재료대","-","-","QD6422","의자차/의자차씨트/대  세(41)","31000"
"치료재료대","-","-","QD6425","의자차/의자차씨트/대  세(43)","31000"
"치료재료대","-","-","QD6423","의자차/의자차씨트/대  세(43)","31000"
"치료재료대","-","-","QD6424","의자차/의자차씨트/대  세(45)","31000"
"치료재료대","-","-","QD6426","의자차/의자차씨트/대  세(51)","31000"
"치료재료대","-","-","QD6433","의자차/의자차씨트/인바케어(51)","73000"
"치료재료대","-","-","QD6441","의자차/의자차씨트/카  터(41)","73000"
"치료재료대","-","-","QD6442","의자차/의자차씨트/카  터(46)","73000"
"치료재료대","-","-","QD6443","의자차/의자차씨트/카  터(51)","73000"
"치료재료대","-","-","QD9641","의자차/조정기지지대(퀵키)","320000"
"치료재료대","-","-","QD9621","의자차/죠이스틱(인바케어/A형)","699000"
"치료재료대","-","-","QD9622","의자차/죠이스틱(인바케어/Rll형)","489000"
"치료재료대","-","-","QD9623","의자차/죠이스틱(퀵키/JACK)","1114000"
"치료재료대","-","-","QD9631","의자차/죠이스틱케이블(퀵키)","130000"
"치료재료대","-","-","QD9681","의자차/친  컵(인바케어/)","50000"
"치료재료대","-","-","QD9611","의자차/콘트롤박스(인바케어)","1114000"
"치료재료대","-","-","QD9612","의자차/콘트롤박스(퀵키)","2370000"
"치료재료대","-","-","QD6624","의자차/타이어/뒷바퀴(14"")","38000"
"치료재료대","-","-","QD6723","의자차/튜브/뒷바퀴(12 1/2* 2 1/4)","23000"
"치료재료대","-","-","QD6825","의자차/튜브/뒷바퀴(14"")","32000"
"치료재료대","-","-","QD6821","의자차/팔걸이/스텐판(DA 6/12)","26000"
"치료재료대","-","-","QD6951","의자차기타/밧데리(NF형(2EA)1셋트)","533000"
"치료재료대","-","-","QD4244","슬관절공기압식","928000"
"약제비","-","-","DTADA20","시알리스20mg(국비1급1항및2항 지원대상자용)","16000"
"치료재료대","-","-","XX22SEAT","시트(대)/1EA(귀가용)-전액본인부담","7073"
"치료재료대","-","-","QD3312","실리콘 미용수","236000"
"치료재료대","-","-","QD3314","실리콘 손가락의지","160000"
"치료재료대","-","-","QD3313","실리콘 수부","236000"
"치료재료대","-","-","QD4514","실리콘라이너 6Y81(프로실라이너)","421000"
"치료재료대","-","-","QD4513","실리콘라이너 오써(3mm/대퇴)","537000"
"치료재료대","-","-","QD8111","실리콘몰드","25000"
"치료재료대","-","-","QA25084","싸임식발목관절의지(골격/일반형)(단축,4R41)","2746000"
"치료재료대","-","-","QD4622","싸임용","83000"
"치료재료대","-","-","QD4628","싸임용볼트","28000"
"치료재료대","-","-","QD2224","싸임하퇴용","7000"
"치료재료대","-","-","QD4421","싸켓교환(필라이트)","144000"
"치료재료대","-","-","QA15011","아주짧은아래팔의지(국-재래/국-PVC미용수)","745000"
"치료재료대","-","-","QA15012","아주짧은아래팔의지(국-재래/국-실리콘미용수)","1664000"
"치료재료대","-","-","QA15013","아주짧은아래팔의지(국-재래/독-기능수/미-작업수)","1984000"
"치료재료대","-","-","QA33022","아트란타","505000"
"치료재료대","-","-","QD4267","안전받침","45000"
"치료재료대","-","-","QD4216","앞고무반도","26000"
"치료재료대","-","-","QD4415","앞반도","51000"
"치료재료대","-","-","QD4311","앞반도","29000"
"약제비","-","-","DACT","액티피드정(삼일) 비급여","22"
"치료재료대","-","-","QA33051","양쪽긴다리보조기(국산/표준)","553000"
"치료재료대","-","-","QA33053","양쪽긴다리보조기(외산/반자동)","1306000"
"치료재료대","-","-","QA33052","양쪽긴다리보조기(외산/표준)","1295000"
"치료재료대","-","-","QD4214","어깨","27000"
"치료재료대","-","-","QA11012","어깨가슴의지(국-재래/국-PVC미용수)","951000"
"치료재료대","-","-","QA11011","어깨가슴의지(국-재래/국-실리콘미용수)","2150000"
"치료재료대","-","-","QA11015","어깨가슴의지(독-골격/국-PVC미용수)","1993000"
"치료재료대","-","-","QA11014","어깨가슴의지(독-골격/국-실리콘미용수)","2755000"
"치료재료대","-","-","QA12012","어깨관절의지(국-재래/국-PVC미용수)","951000"
"치료재료대","-","-","QA12011","어깨관절의지(국-재래/국-실리콘미용수)","2150000"
"치료재료대","-","-","QA12015","어깨관절의지(독-골격/국-PVC미용수)","1975000"
"치료재료대","-","-","QA12014","어깨관절의지(독-골격/국-실리콘미용수)","2730000"
"치료재료대","-","-","QA31011","어깨뼈외전보조기(견관절외전보조기)","423000"
"치료재료대","-","-","QA31012","어깨뼈외전보조기(견관절외전필로우)","73000"
"치료재료대","-","-","QA31014","어깨뼈외전보조기(견관절탈구슬링)","93000"
"치료재료대","-","-","QA31017","어깨뼈외전보조기(견관절탈구슬링)-기성품","32000"
"치료재료대","-","-","QA31013","어깨뼈외전보조기(쇄골지지보조기)","69000"
"치료재료대","-","-","QA31016","어깨뼈외전보조기(암슬링)","29000"
"치료재료대","-","-","QA31019","어깨뼈외전보조기(암슬링)-기성품","13000"
"치료재료대","-","-","QA31015","어깨뼈외전보조기(울트라슬링)","63000"
"치료재료대","-","-","QA31018","어깨뼈외전보조기(울트라슬링)-기성품","25000"
"치료재료대","-","-","QA22021","엉덩이관절의지(골격/회전)","7111000"
"치료재료대","-","-","QA22022","엉덩이관절의지(골격/회전/기압/기능1)","8360000"
"치료재료대","-","-","QA22020","엉덩이관절의지(골격/회전/유압/기능1)","10434000"
"치료재료대","-","-","QA22032","엉덩이관절의지(재래/국산)","2215000"
"제증명수수료","-","-","AQA01401","연령감정서","20000"
"치료재료대","-","-","QD2412","연질스폰지","11000"
"제증명수수료","-","-","AW400400","영문, 중문신체검사서","35000"
"치료재료대","-","-","QD4442","옆/뒷고리","9000"
"약제비","-","-","DOMECLEAN","오메크린 크림 30g","7167"
"치료재료대","-","-","QD4554","오써","94000"
"치료재료대","-","-","QD4544","오써(3mm/6mm,하퇴)","411000"
"치료재료대","-","-","QD4549","오써(대퇴용,실인)","217000"
"치료재료대","-","-","QD4547","오써(씰인X/대퇴)","687000"
"치료재료대","-","-","QD4546","오써(씰인X/하퇴)","587000"
"치료재료대","-","-","QD4545","오써(특수피부용)","478000"
"치료재료대","-","-","QD4548","오써(하퇴용,실인)","188000"
"치료재료대","-","-","QD4611","오토복(4R57)","437000"
"치료재료대","-","-","QA55018","보청기(최고급형/SoundLens-P11110/초소형고막형)","2598000"
"치료재료대","-","-","QA55016","보청기(최고급형/X Series-P 110/소형 귀속형)","3099000"
"치료재료대","-","-","QA55017","보청기(최고급형/XSeries-P110/고막형)","2511000"
"치료재료대","-","-","QA55015","보청기(최고급형/XSeries-P110/귀속형)","2392000"
"치료재료대","-","-","QA56006","보청기(최고급형/Xino110/개방형)","2324000"
"치료재료대","-","-","QD8313","보청기/보청기타부품(I.C)","263000"
"치료재료대","-","-","QD8316","보청기/보청기타부품(스위치)","74000"
"치료재료대","-","-","QD8311","보청기/보청기타부품(저항)","29000"
"치료재료대","-","-","QD8312","보청기/보청기타부품(콘덴서)","29000"
"치료재료대","-","-","QA33011","보행보조벨트","80000"
"치료재료대","-","-","4010600015","보형물 AMS700 PENILE PROSTHESIS(3/PIECE)","6258206"
"치료재료대","-","-","QD2002","복잡수리1","10000"
"치료재료대","-","-","QD2003","복잡수리2","100000"
"치료재료대","-","-","QD8314","볼륨조절부","60000"
"치료재료대","-","-","QD4333","볼베아링/보도","24000"
"치료재료대","-","-","QD4711","부분수리","231000"
"약제비","-","-","DDULCO","비사코딜 5mg(신일)","18"
"치료재료대","-","-","QD4265","비죠고리","23000"
"약제비","-","-","DBC","삐콤정(유한) - (감면적용)비급여","16"
"치료재료대","-","-","QA25083","사임식발목관절의지(골격/고급형)","4240000"
"치료재료대","-","-","QA25081","사임식발목관절의지(재래)","1358000"
"치료재료대","-","-","QA25082","사임식발목관절의지(재래/실리콘형)","2309000"
"치료재료대","-","-","QD3112","상박","583000"
"치료재료대","-","-","QD3126","상박반도","34000"
"치료재료대","-","-","QD2211","상박용","2000"
"치료재료대","-","-","QD3231","상박장식(재래식","118000"
"치료재료대","-","-","QD3321","상지의지/작업수/작업수(중국제)","260000"
"제증명수수료","-","-","AQA01101","성별감정서","10000"
"약제비","-","-","DZYRS","세노바액 1mg(일동)비급여","15"
"치료재료대","-","-","QD3431","센서연결선(BE)","296000"
"치료재료대","-","-","QD4515","셔틀락 6A30=10(하퇴용,액)","209000"
"치료재료대","-","-","QD2313","소","400"
"치료재료대","-","-","QD5123","소아용","117000"
"치료재료대","-","-","QD5172","속신","226000"
"치료재료대","-","-","QA31043","손가락관절보조기(고정형)","97000"
"치료재료대","-","-","QA31042","손가락관절보조기(운동형)","125000"
"치료재료대","-","-","QA31044","손가락관절보조기(유텐실홀더형)","26000"
"치료재료대","-","-","QA17011","손가락의지(국-PVC미용수)","46000"
"치료재료대","-","-","QA17012","손가락의지(국-실리콘미용수)","325000"
"치료재료대","-","-","QA15028","손목관절의지","1139000"
"치료재료대","-","-","QA16011","손의지(국-PVC미용수)","115000"
"치료재료대","-","-","QA16012","손의지(국-실리콘미용수)","858000"
"치료재료대","-","-","QA16013","손의지(채움형)","1308000"
"치료재료대","-","-","QD3428","수부(8E39)","7134000"
"치료재료대","-","-","QD3429","수부(BE)","2877000"
"치료재료대","-","-","QD2213","수부용","2000"
"제증명수수료","-","-","AQA03001","수술확인서","10000"
"치료재료대","-","-","QD2223","순모하퇴용","7000"
"치료재료대","-","-","QD5153","스티럽(베커형)","81000"
"치료재료대","-","-","QD5144","스티럽(베커형)","158000"
"약제비","-","-","DTRE2.5","스티바에이크림0.025%(트레티노인)()그락소)","22325"
"치료재료대","-","-","QD6722","스포츠형","23000"
"치료재료대","-","-","QD6622","스포츠형","47000"
"치료재료대","-","-","QD7121","스폰지창","24000"
"치료재료대","-","-","QD6922","스핀들","21000"
"치료재료대","-","-","QD4733","슬관절","206000"
"치료재료대","-","-","QD2222","슬관절","8000"
"치료재료대","-","-","QD4723","슬관절","980000"
"치료재료대","-","-","QD9542","바퀴의자차/타이어(인바케어/12-1/2"")","31000"
"치료재료대","-","-","QD9544","바퀴의자차/타이어(인바케어/200x50)","9000"
