"구분","코드","명 ","국비","사비","계"
"질병","M06949"," 상세불명 상세불명의 류마티스관절염, 손 ","","4","4"
"질병","M06969"," 상세불명 상세불명의 류마티스관절염, 아래다리 ","1","","1"
"질병","M06990"," 경도 상세불명의 류마티스관절염, 상세불명 부분 ","","1","1"
"질병","M06999"," 상세불명 상세불명의 류마티스관절염, 상세불명 부분 ","","2","2"
"질병","M1000"," 특발성 통풍, 여러 부위 ","2","","2"
"질병","M1003"," 특발성 통풍, 아래팔 ","1","","1"
"질병","M1006"," 특발성 통풍, 아래다리 ","1","3","4"
"질병","M1007"," 특발성 통풍, 발목 및 발 ","7","4","11"
"질병","M1009"," 특발성 통풍, 상세불명 부분 ","1","2","3"
"질병","M1022"," 약물-유발 통풍, 위팔 ","","1","1"
"질병","M1037"," 신장기능장애로 인한 통풍, 발목 및 발 ","1","","1"
"질병","M109"," 상세불명의 통풍 ","1","","1"
"질병","M1092"," 상세불명의 통풍, 위팔 ","2","","2"
"질병","M1093"," 상세불명의 통풍, 아래팔 ","1","","1"
"질병","M1094"," 상세불명의 통풍, 손 ","3","3","6"
"질병","M1095"," 상세불명의 통풍, 골반 부분 및 대퇴 ","1","","1"
"질병","M1096"," 상세불명의 통풍, 아래다리 ","5","2","7"
"질병","M1097"," 상세불명의 통풍, 발목 및 발 ","17","8","25"
"질병","M1099"," 상세불명의 통풍, 상세불명 부분 ","3","","3"
"질병","M1181"," 기타 명시된 결정관절병증, 어깨부분 ","","1","1"
"질병","M1183"," 기타 명시된 결정관절병증, 아래팔 ","1","","1"
"질병","M1186"," 기타 명시된 결정관절병증, 아래다리 ","2","2","4"
"질병","M1192"," 상세불명의 결정관절병증, 위팔 ","1","","1"
"질병","M1221"," (착색) 융모결절성 윤활막염, 어깨부분 ","1","","1"
"질병","M1230"," 재발성 류마티즘, 여러 부위 ","","1","1"
"질병","M1234"," 재발성 류마티즘, 손 ","1","","1"
"질병","M130"," 상세불명의 다발관절염 ","1","","1"
"질병","M1381"," 기타 명시된 관절염, 어깨부분 ","","1","1"
"질병","M1384"," 기타 명시된 관절염, 손 ","","2","2"
"질병","M1386"," 기타 명시된 관절염, 아래다리 ","1","","1"
"질병","M1390"," 상세불명의 관절염, 여러 부위 ","1","","1"
"질병","M1394"," 상세불명의 관절염, 손 ","2","1","3"
"질병","M1396"," 상세불명의 관절염, 아래다리 ","1","","1"
"질병","M1399"," 상세불명의 관절염, 상세불명 부분 ","1","1","2"
"질병","M144"," 아밀로이드증에서의 관절병증(E85.-†) ","1","","1"
"질병","M150"," 원발성 전신(골)관절증 ","1","","1"
"질병","M160"," 양쪽 원발성 고관절증 ","1","1","2"
"질병","M161"," 기타 원발성 고관절증 ","3","6","9"
"질병","M165"," 기타 외상후 고관절증 ","1","1","2"
"질병","M167"," 기타 이차성 고관절증 ","","1","1"
"질병","M170"," 양쪽 원발성 무릎관절증 ","72","173","245"
"질병","M171"," 기타 원발성 무릎관절증 ","95","188","283"
"질병","M173"," 기타 외상후 무릎관절증 ","4","1","5"
"질병","M175"," 기타 이차성 무릎관절증 ","","1","1"
"질병","M179"," 상세불명의 무릎관절증 ","1","3","4"
"질병","M181"," 제1수근중수관절의 기타 원발성 관절증 ","1","","1"
"질병","M183"," 제1수근중수관절의 기타 외상후 관절증 ","1","","1"
"질병","M184"," 제1수근중수관절의 기타 양쪽 이차성 관절증 ","1","","1"
"질병","M189"," 상세불명의 제1수근중수관절의 관절증 ","","1","1"
"질병","M1901"," 기타 관절의 원발성 관절증, 어깨부분 ","3","6","9"
"질병","M1902"," 기타 관절의 원발성 관절증, 위팔 ","1","4","5"
"질병","M1903"," 기타 관절의 원발성 관절증, 아래팔 ","2","1","3"
"질병","M1904"," 기타 관절의 원발성 관절증, 손 ","4","3","7"
"질병","M1905"," 기타 관절의 원발성 관절증, 골반 부분 및 대퇴 ","","1","1"
"질병","M1907"," 기타 관절의 원발성 관절증, 발목 및 발 ","7","3","10"
"질병","M1911"," 기타 관절의 외상후 관절증, 어깨부분 ","","1","1"
"질병","M1915"," 기타 관절의 외상후 관절증, 골반 부분 및 대퇴 ","1","","1"
"질병","M1917"," 기타 관절의 외상후 관절증, 발목 및 발 ","4","2","6"
"질병","M1921"," 기타 이차성 관절증, 어깨부분 ","1","","1"
"질병","M1927"," 기타 이차성 관절증, 발목 및 발 ","1","","1"
"질병","M1982"," 기타 명시된 관절증, 위팔 ","","2","2"
"질병","M1987"," 기타 명시된 관절증, 발목 및 발 ","1","1","2"
"질병","M1991"," 상세불명의 관절증, 어깨부분 ","3","5","8"
"질병","M1992"," 상세불명의 관절증, 위팔 ","1","1","2"
"질병","M1993"," 상세불명의 관절증, 아래팔 ","1","1","2"
"질병","M1994"," 상세불명의 관절증, 손 ","5","3","8"
"질병","M1996"," 상세불명의 관절증, 아래다리 ","3","","3"
"질병","M1997"," 상세불명의 관절증, 발목 및 발 ","2","10","12"
"질병","M1999"," 상세불명의 관절증, 상세불명 부분 ","2","2","4"
"질병","M201"," 외반무지(후천성) ","9","30","39"
"질병","M204"," 기타 망치발가락(후천성) ","1","2","3"
"질병","M205"," 발가락의 기타 변형(후천성) ","1","6","7"
"질병","M206"," 상세불명의 발가락의 후천성 변형 ","","1","1"
"질병","M2117"," 달리 분류되지 않은 내반변형, 발목 및 발 ","3","5","8"
"질병","M214"," 편평족(후천성) ","1","2","3"
"질병","M2157"," 후천성 갈퀴손, 만곡수, 독수리발 및 만곡족, 발목 및 발 ","1","","1"
"질병","M2197"," 사지의 상세불명의 후천변형, 발목 및 발 ","1","","1"
"질병","M222"," 무릎뼈대퇴골의 장애 ","1","","1"
"질병","M2312"," 원반모양반달연골(선천성), 외측반달연골 ","1","","1"
"질병","M2321"," 오래된 찢김 또는 손상으로 인한 반달연골의 장애, 내측반달연골 ","12","25","37"
"질병","M2322"," 오래된 찢김 또는 손상으로 인한 반달연골의 장애, 외측반달연골 ","15","7","22"
"질병","M234"," 무릎안의 유리체 ","1","6","7"
"질병","M2353"," 무릎의 만성 불안정, 전십자인대 ","","1","1"
"질병","M2357"," 무릎의 만성 불안정, 후외측 구조물 ","1","","1"
"질병","M2383"," 무릎의 기타 내부장애, 전십자인대 ","2","","2"
"질병","M2402"," 관절안의 유리체, 위팔 ","","1","1"
"질병","M2421"," 인대장애, 어깨부분 ","1","","1"
"질병","M2427"," 인대장애, 발목 및 발 ","1","1","2"
"질병","M2441"," 관절의 재발성 탈구 및 불완전탈구, 어깨부분 ","3","","3"
"질병","M2445"," 관절의 재발성 탈구 및 불완전탈구, 골반 부분 및 대퇴 ","1","","1"
"질병","M2448"," 관절의 재발성 탈구 및 불완전탈구, 기타 부분 ","1","1","2"
"질병","M2460"," 관절의 강직증, 여러 부위 ","1","","1"
"질병","M2537"," 관절의 기타 불안정, 발목 및 발 ","1","2","3"
"질병","M2546"," 관절의 삼출액, 아래다리 ","","1","1"
"질병","M2551"," 관절통, 어깨부분 ","5","","5"
"질병","M2552"," 관절통, 위팔 ","1","","1"
"질병","M2553"," 관절통, 아래팔 ","1","","1"
"질병","M2554"," 관절통, 손 ","2","","2"
"질병","M2555"," 관절통, 골반 부분 및 대퇴 ","1","","1"
"질병","M2556"," 관절통, 아래다리 ","5","1","6"
"질병","M2557"," 관절통, 발목 및 발 ","1","","1"
"질병","M2560"," 달리 분류되지 않은 관절의 경직, 여러 부위 ","1","","1"
"질병","M2566"," 달리 분류되지 않은 관절의 경직, 아래다리 ","1","","1"
"질병","M2577"," 골증식체, 발목 및 발 ","1","","1"
"질병","M2578"," 골증식체, 기타 부분 ","","1","1"
"질병","M2583"," 기타 명시된 관절장애, 아래팔 ","","1","1"
"질병","M316"," 기타 거대세포동맥염 ","","1","1"
"질병","M317"," 현미경적 다발혈관염 ","","9","9"
"질병","M318"," 기타 명시된 괴사성 혈관병증 ","2","","2"
"질병","M321"," 기관 또는 계통 침범을 동반한 전신홍반루푸스 ","2","1","3"
"질병","M331"," 기타 피부근염 ","1","","1"
"질병","M348"," 기타 형태의 전신경화증 ","","1","1"
"질병","M349"," 상세불명의 전신경화증 ","1","","1"
"질병","M350"," 건조증후군[쉐그렌] ","","2","2"
"질병","M352"," 베체트병 ","1","1","2"
"질병","M3521"," 위장증상을 동반한 베체트병 ","1","","1"
"질병","M3529"," 상세불명의 베체트병 ","1","","1"
"질병","M353"," 류마티스성 다발근통 ","","4","4"
"질병","M4019"," 기타 이차성 척주후만증, 상세불명의 부위 ","1","","1"
"질병","M4022"," 기타 및 상세불명의 척주후만증, 경부 ","1","1","2"
"질병","M4025"," 기타 및 상세불명의 척주후만증, 흉요추부 ","","1","1"
"질병","M4195"," 상세불명의 척주측만증, 흉요추부 ","","1","1"
"질병","M4196"," 상세불명의 척주측만증, 요추부 ","4","1","5"
"질병","M4302"," 척추분리증, 경부 ","1","","1"
"질병","M4306"," 척추분리증, 요추부 ","3","4","7"
"질병","M4312"," 척추전방전위증, 경부 ","5","2","7"
"질병","M4316"," 척추전방전위증, 요추부 ","67","78","145"
"질병","M4317"," 척추전방전위증, 요천부 ","10","4","14"
"질병","M4318"," 척추전방전위증, 천추 및 천미추부 ","","1","1"
"질병","M4319"," 척추전방전위증, 상세불명의 부위 ","1","","1"
"질병","M4326"," 척추의 기타 유합, 요추부 ","","1","1"
"질병","M4628"," 척추의 골수염, 천추 및 천미추부 ","1","","1"
"질병","M4633"," 추간판의 (화농성) 감염, 경흉추부 ","","1","1"
"질병","M4637"," 추간판의 (화농성) 감염, 요천부 ","","1","1"
"질병","M4649"," 상세불명의 추간판염, 상세불명의 부위 ","","1","1"
"질병","M4652"," 기타 감염성 척추병증, 경부 ","3","","3"
"질병","M4654"," 기타 감염성 척추병증, 흉추부 ","","2","2"
"질병","M4655"," 기타 감염성 척추병증, 흉요추부 ","1","1","2"
"질병","M4656"," 기타 감염성 척추병증, 요추부 ","6","7","13"
"질병","M4657"," 기타 감염성 척추병증, 요천부 ","2","1","3"
"질병","M4659"," 기타 감염성 척추병증, 상세불명의 부위 ","1","","1"
"질병","M4686"," 기타 명시된 염증성 척추병증, 요추부 ","","2","2"
"질병","M4692"," 상세불명의 염증성 척추병증, 경부 ","1","","1"
"질병","M4696"," 상세불명의 염증성 척추병증, 요추부 ","1","","1"
"질병","M4697"," 상세불명의 염증성 척추병증, 요천부 ","1","","1"
"질병","M4709"," 전척수 또는 척추 동맥압박증후군(G99.2*), 상세불명의 부위 ","","1","1"
"질병","M4712"," 척수병증을 동반한 기타 척추증, 경부 ","3","7","10"
"질병","M4713"," 척수병증을 동반한 기타 척추증, 경흉추부 ","1","","1"
"질병","M4714"," 척수병증을 동반한 기타 척추증, 흉추부 ","1","1","2"
"질병","M4716"," 척수병증을 동반한 기타 척추증, 요추부 ","2","","2"
"질병","M4722"," 신경뿌리병증을 동반한 기타 척추증, 경부 ","","1","1"
"질병","M4723"," 신경뿌리병증을 동반한 기타 척추증, 경흉추부 ","1","","1"
"질병","M4726"," 신경뿌리병증을 동반한 기타 척추증, 요추부 ","4","1","5"
"질병","M4727"," 신경뿌리병증을 동반한 기타 척추증, 요천부 ","2","","2"
"질병","M4782"," 기타 척추증, 경부 ","3","5","8"
"질병","M4785"," 기타 척추증, 흉요추부 ","1","","1"
"질병","M4786"," 기타 척추증, 요추부 ","20","13","33"
"질병","M4787"," 기타 척추증, 요천부 ","","1","1"
"질병","M4796"," 상세불명의 척추증, 요추부 ","1","2","3"
"질병","M4797"," 상세불명의 척추증, 요천부 ","1","1","2"
"질병","M4799"," 상세불명의 척추증, 상세불명의 부위 ","","1","1"
"질병","M4802"," 척추협착, 경부 ","55","34","89"
"질병","M4803"," 척추협착, 경흉추부 ","3","1","4"
"질병","M4804"," 척추협착, 흉추부 ","3","1","4"
"질병","M4805"," 척추협착, 흉요추부 ","6","3","9"
"질병","M4806"," 척추협착, 요추부 ","321","288","609"
"질병","M4807"," 척추협착, 요천부 ","14","13","27"
"질병","M4808"," 척추협착, 천추 및 천미추부 ","","1","1"
"질병","M4809"," 척추협착, 상세불명의 부위 ","3","2","5"
"질병","M4810"," 강직성 과다골화증[포레스티어], 척추의 여러 부위 ","","1","1"
"질병","M4812"," 강직성 과다골화증[포레스티어], 경부 ","2","","2"
"질병","M4836"," 외상성 척추병증, 요추부 ","2","4","6"
"질병","M4854"," 달리 분류되지 않은 허탈척추, 흉추부 ","5","7","12"
"질병","M4855"," 달리 분류되지 않은 허탈척추, 흉요추부 ","8","7","15"
"질병","M4856"," 달리 분류되지 않은 허탈척추, 요추부 ","42","45","87"
"질병","M4857"," 달리 분류되지 않은 허탈척추, 요천부 ","","1","1"
"질병","M4858"," 달리 분류되지 않은 허탈척추, 천추 및 천미추부 ","","2","2"
"질병","M4882"," 기타 명시된 척추병증, 경부 ","9","8","17"
"질병","M4888"," 기타 명시된 척추병증, 천추 및 천미추부 ","1","","1"
"질병","M4889"," 기타 명시된 척추병증, 상세불명의 부위 ","1","","1"
"질병","M4892"," 상세불명의 척추병증, 경부 ","","1","1"
"질병","M4894"," 상세불명의 척추병증, 흉추부 ","","1","1"
"질병","M4922"," 엔테로박터척추염(A01-A04†), 경부 ","1","","1"
"질병","M4954"," 달리 분류된 질환에서의 허탈척추, 흉추부 ","4","3","7"
"질병","M4955"," 달리 분류된 질환에서의 허탈척추, 흉요추부 ","2","","2"
"질병","M4956"," 달리 분류된 질환에서의 허탈척추, 요추부 ","1","3","4"
"질병","M500"," 척수병증을 동반한 경추간판장애(G99.2*) ","15","9","24"
"질병","M501"," 신경뿌리병증을 동반한 경추간판장애 ","23","5","28"
"질병","M502"," 기타 경추간판전위 ","17","12","29"
"질병","M510"," 척수병증을 동반한 요추 및 기타 추간판장애(G99.2*) ","12","9","21"
"질병","M511"," 신경뿌리병증을 동반한 요추 및 기타 추간판장애(G55.1*) ","100","73","173"
"질병","M512"," 기타 명시된 추간판전위 ","93","75","168"
"질병","M513"," 기타 명시된 추간판변성 ","3","4","7"
"질병","M514"," 쉬몰결절 ","1","","1"
"질병","M519"," 상세불명의 추간판장애 ","2","1","3"
"질병","M5322"," 척추불안정, 경부 ","1","2","3"
"질병","M5326"," 척추불안정, 요추부 ","4","11","15"
"질병","M5386"," 기타 명시된 등병증, 요추부 ","3","2","5"
"질병","M5387"," 기타 명시된 등병증, 요천부 ","1","1","2"
"질병","M5412"," 신경뿌리병증, 경부 ","5","5","10"
"질병","M5414"," 신경뿌리병증, 흉추부 ","1","","1"
"질병","M5415"," 신경뿌리병증, 흉요추부 ","1","","1"
"질병","M5416"," 신경뿌리병증, 요추부 ","5","3","8"
"질병","M5417"," 신경뿌리병증, 요천부 ","4","2","6"
"질병","M5418"," 신경뿌리병증, 천추 및 천미추부 ","","1","1"
"질병","M5419"," 신경뿌리병증, 상세불명의 부위 ","1","","1"
"질병","M5456"," 요통, 요추부 ","7","10","17"
"질병","M5459"," 요통, 상세불명의 부위 ","1","1","2"
"질병","M6002"," 감염성 근염, 위팔 ","1","","1"
"질병","M6005"," 감염성 근염, 골반 부분 및 대퇴 ","3","","3"
"질병","M6007"," 감염성 근염, 발목 및 발 ","1","","1"
"질병","M6008"," 감염성 근염, 기타 부분 ","1","","1"
"질병","M6028"," 달리 분류되지 않은 연조직의 이물육아종, 기타 부분 ","1","","1"
"질병","M6095"," 상세불명의 근염, 골반 부분 및 대퇴 ","","1","1"
"질병","M6096"," 상세불명의 근염, 아래다리 ","1","1","2"
"질병","M6098"," 상세불명의 근염, 기타 부분 ","1","","1"
"질병","M6148"," 근육의 기타 석회화, 기타 부분 ","","1","1"
"질병","M6259"," 달리 분류되지 않은 근육 소모 및 위축, 상세불명 부분 ","1","","1"
"질병","M6286"," 근육의 기타 명시된 장애, 아래다리 ","","1","1"
"질병","M6288"," 근육의 기타 명시된 장애, 기타 부분 ","4","","4"
"질병","M6289"," 근육의 기타 명시된 장애, 상세불명 부분 ","7","7","14"
"질병","M6511"," 기타 감염성 (힘줄)윤활막염, 어깨부분 ","1","","1"
"질병","M6516"," 기타 감염성 (힘줄)윤활막염, 아래다리 ","1","","1"
"질병","M6525"," 석회성 힘줄염, 골반 부분 및 대퇴 ","","1","1"
"질병","M6534"," 방아쇠손가락, 손 ","5","6","11"
"질병","M654"," 요골붓돌기힘줄윤활막염[드퀘르벵] ","1","","1"
"질병","M6591"," 상세불명의 윤활막염 및 힘줄윤활막염, 어깨부분 ","2","2","4"
"질병","M6592"," 상세불명의 윤활막염 및 힘줄윤활막염, 위팔 ","1","","1"
"질병","M6596"," 상세불명의 윤활막염 및 힘줄윤활막염, 아래다리 ","1","4","5"
"질병","M6597"," 상세불명의 윤활막염 및 힘줄윤활막염, 발목 및 발 ","1","1","2"
"질병","M6599"," 상세불명의 윤활막염 및 힘줄윤활막염, 상세불명 부분 ","","1","1"
"질병","M6622"," 신근힘줄의 자연파열, 위팔 ","1","","1"
"질병","M6647"," 기타 힘줄의 자연파열, 발목 및 발 ","","1","1"
"질병","M6717"," 힘줄(집)의 기타 구축, 발목 및 발 ","","1","1"
"질병","M6741"," 결절종, 어깨부분 ","1","1","2"
"질병","M6743"," 결절종, 아래팔 ","","3","3"
"질병","M6744"," 결절종, 손 ","2","1","3"
"질병","M6747"," 결절종, 발목 및 발 ","2","6","8"
"질병","M6786"," 윤활막 및 힘줄의 기타 명시된 장애, 아래다리 ","1","","1"
"질병","M6787"," 윤활막 및 힘줄의 기타 명시된 장애, 발목 및 발 ","1","","1"
"질병","M6797"," 윤활막 및 힘줄의 상세불명 장애, 발목 및 발 ","","1","1"
"질병","M7003"," 손 및 손목의 만성 염발음윤활막염, 아래팔 ","1","","1"
"질병","M702"," 주두윤활낭염 ","3","3","6"
"질병","M703"," 팔꿈치의 기타 윤활낭염 ","1","2","3"
"질병","M705"," 무릎의 기타 윤활낭염 ","1","1","2"
"질병","M707"," 고관절의 기타 윤활낭염 ","2","1","3"
"질병","M7111"," 기타 감염성 윤활낭염, 어깨부분 ","1","","1"
"질병","M7117"," 기타 감염성 윤활낭염, 발목 및 발 ","2","1","3"
"질병","M712"," 오금의 윤활막낭[베이커] ","","1","1"
"질병","M7137"," 기타 윤활낭낭, 발목 및 발 ","","1","1"
"질병","M7138"," 기타 윤활낭낭, 기타 부분 ","4","3","7"
"질병","M7156"," 달리 분류되지 않은 기타 윤활낭염, 아래다리 ","1","","1"
"질병","M7157"," 달리 분류되지 않은 기타 윤활낭염, 발목 및 발 ","6","2","8"
"질병","M7159"," 달리 분류되지 않은 기타 윤활낭염, 상세불명 부분 ","1","","1"
"질병","M7191"," 상세불명의 윤활낭병증, 어깨부분 ","","1","1"
"질병","M722"," 발바닥근막성 섬유종증 ","4","1","5"
"질병","M7260"," 괴사성 근막염, 여러 부위 ","","1","1"
"질병","M7265"," 괴사성 근막염, 골반 부분 및 대퇴 ","1","","1"
"질병","M7266"," 괴사성 근막염, 아래다리 ","2","","2"
"질병","M7267"," 괴사성 근막염, 발목 및 발 ","2","2","4"
"질병","M72900"," 근막염 NOS, 여러 부위 ","3","1","4"
"질병","M72990"," 근막염 NOS, 상세불명 부분 ","","1","1"
"질병","M750"," 어깨의 유착성 관절낭염 ","6","4","10"
"질병","M751"," 회전근개증후군 ","147","177","324"
"질병","M753"," 어깨의 석회성 힘줄염 ","4","2","6"
"질병","M754"," 어깨의 충격증후군 ","1","1","2"
"질병","M755"," 어깨의 윤활낭염 ","4","4","8"
"질병","M758"," 기타 어깨병변 ","1","1","2"
"질병","M7685"," 발을 제외한 다리의 기타 골부착부병증, 골반 부분 및 대퇴 ","","1","1"
"질병","M7687"," 발을 제외한 다리의 기타 골부착부병증, 발목 및 발 ","2","","2"
"질병","M770"," 내측상과염 ","2","1","3"
"질병","M771"," 외측상과염 ","1","3","4"
"질병","M774"," 중족골통 ","1","","1"
"질병","M7791"," 상세불명의 골부착부병증, 어깨부분 ","1","","1"
"질병","M7792"," 상세불명의 골부착부병증, 위팔 ","","1","1"
"질병","M7798"," 상세불명의 골부착부병증, 기타 부분 ","1","","1"
"질병","M7900"," 상세불명의 류마티스, 여러 부위 ","1","","1"
"질병","M7909"," 상세불명의 류마티스, 상세불명 부분 ","1","","1"
"질병","M79100"," 근근막통증후군, 여러 부위 ","5","3","8"
"질병","M79108"," 기타 근통, 여러 부위 ","","2","2"
"질병","M79110"," 근근막통증후군, 어깨부분 ","2","","2"
"질병","M79150"," 근근막통증후군, 골반 부분 및 대퇴 ","3","1","4"
"질병","M79160"," 근근막통증후군, 아래다리 ","1","1","2"
"질병","M79180"," 근근막통증후군, 기타 부분 ","1","2","3"
"질병","M79190"," 근근막통증후군, 상세불명 부분 ","2","","2"
"질병","M79198"," 기타 근통, 상세불명 부분 ","","1","1"
"질병","M7939"," 상세불명의 지방층염, 상세불명 부분 ","","2","2"
"질병","M7955"," 연조직내의 잔류이물, 골반 부분 및 대퇴 ","1","","1"
"질병","M7957"," 연조직내의 잔류이물, 발목 및 발 ","","1","1"
"질병","M7958"," 연조직내의 잔류이물, 기타 부분 ","1","1","2"
"질병","M7960"," 사지의 통증, 여러 부위 ","","1","1"
"질병","M7962"," 사지의 통증, 위팔 ","1","","1"
"질병","M7965"," 사지의 통증, 골반 부분 및 대퇴 ","1","","1"
"질병","M7966"," 사지의 통증, 아래다리 ","","1","1"
"질병","M7967"," 사지의 통증, 발목 및 발 ","","1","1"
"질병","M7985"," 기타 명시된 연조직장애, 골반 부분 및 대퇴 ","","2","2"
"질병","M8085"," 병적 골절을 동반한 기타 골다공증, 골반 부분 및 대퇴 ","1","1","2"
"질병","M8088"," 병적 골절을 동반한 기타 골다공증, 기타 부분 ","7","4","11"
"질병","M8108"," 폐경후골다공증, 기타 부분 ","","2","2"
"질병","M8158"," 특발성 골다공증, 기타 부분 ","","1","1"
"질병","M8159"," 특발성 골다공증, 상세불명 부분 ","","3","3"
"질병","M8180"," 기타 골다공증, 여러 부위 ","1","1","2"
"질병","M8185"," 기타 골다공증, 골반 부분 및 대퇴 ","64","135","199"
"질병","M8186"," 기타 골다공증, 아래다리 ","1","","1"
"질병","M8188"," 기타 골다공증, 기타 부분 ","28","110","138"
"질병","M8189"," 기타 골다공증, 상세불명 부분 ","","2","2"
"질병","M8195"," 상세불명의 골다공증, 골반 부분 및 대퇴 ","23","23","46"
"질병","M8198"," 상세불명의 골다공증, 기타 부분 ","2","4","6"
"질병","M8199"," 상세불명의 골다공증, 상세불명 부분 ","3","13","16"
"질병","M8405"," 골절의 부정유합, 골반 부분 및 대퇴 ","","1","1"
"질병","M8408"," 골절의 부정유합, 기타 부분 ","1","","1"
"질병","M8409"," 골절의 부정유합, 상세불명 부분 ","1","","1"
"질병","M8411"," 골절불유합(가관절증), 어깨부분 ","1","2","3"
"질병","M8415"," 골절불유합(가관절증), 골반 부분 및 대퇴 ","3","2","5"
"질병","M8416"," 골절불유합(가관절증), 아래다리 ","","1","1"
"질병","M8435"," 달리 분류되지 않은 스트레스골절, 골반 부분 및 대퇴 ","","1","1"
"질병","M8584"," 골밀도 및 구조의 기타 명시된 장애, 손 ","1","","1"
"질병","M8585"," 골밀도 및 구조의 기타 명시된 장애, 골반 부분 및 대퇴 ","","1","1"
"질병","M8588"," 골밀도 및 구조의 기타 명시된 장애, 기타 부분 ","1","1","2"
"질병","M8589"," 골밀도 및 구조의 기타 명시된 장애, 상세불명 부분 ","1","1","2"
"질병","M8617"," 기타 급성 골수염, 발목 및 발 ","1","","1"
"질병","M8646"," 배농관을 동반한 만성 골수염, 아래다리 ","","1","1"
"질병","M8665"," 기타 만성 골수염, 골반 부분 및 대퇴 ","1","2","3"
"질병","M8666"," 기타 만성 골수염, 아래다리 ","5","3","8"
"질병","M8667"," 기타 만성 골수염, 발목 및 발 ","5","","5"
"질병","M8668"," 기타 만성 골수염, 기타 부분 ","1","","1"
"질병","M8694"," 상세불명의 골수염, 손 ","","1","1"
"질병","M8695"," 상세불명의 골수염, 골반 부분 및 대퇴 ","2","","2"
"질병","M8697"," 상세불명의 골수염, 발목 및 발 ","12","2","14"
"질병","M8698"," 상세불명의 골수염, 기타 부분 ","2","1","3"
"질병","M8705"," 뼈의 특발성 무균괴사, 골반 부분 및 대퇴 ","1","","1"
"질병","M8706"," 뼈의 특발성 무균괴사, 아래다리 ","1","","1"
"질병","M8725"," 이전의 외상에 의한 골괴사, 골반 부분 및 대퇴 ","","1","1"
"질병","M8726"," 이전의 외상에 의한 골괴사, 아래다리 ","","1","1"
"질병","M8736"," 기타 이차성 골괴사, 아래다리 ","1","","1"
"질병","M8788"," 기타 골괴사, 기타 부분 ","1","","1"
"질병","M8795"," 상세불명의 골괴사, 골반 부분 및 대퇴 ","4","8","12"
"질병","M8796"," 상세불명의 골괴사, 아래다리 ","1","3","4"
"질병","M8797"," 상세불명의 골괴사, 발목 및 발 ","","1","1"
"질병","M8903"," 통증신경디스트로피, 아래팔 ","1","","1"
"질병","M8904"," 통증신경디스트로피, 손 ","","1","1"
"질병","M8909"," 통증신경디스트로피, 상세불명 부분 ","3","6","9"
"질병","M8983"," 뼈의 기타 명시된 장애, 아래팔 ","2","2","4"
"질병","M9078"," 신생물질환에서의 뼈의 골절(C00-D48†), 기타 부분 ","1","","1"
"질병","M938"," 기타 명시된 골연골병증 ","1","","1"
"질병","M939"," 상세불명의 골연골병증 ","1","","1"
"질병","M940"," 연골늑골접합부증후군[티체] ","","1","1"
"질병","M9487"," 연골의 기타 명시된 장애, 발목 및 발 ","","1","1"
"질병","M950"," 코의 후천성 변형 ","18","11","29"
"질병","M958"," 근골격계통의 기타 명시된 후천성 변형 ","1","","1"
"질병","M961"," 달리 분류되지 않은 척추후궁절제후증후군 ","114","67","181"
"질병","M966"," 정형외과적 삽입물, 인공관절 또는 골판의 삽입에 따른 뼈의 골절 ","1","4","5"
"질병","M968"," 기타 처치후 근골격장애 ","26","8","34"
"질병","M9943"," 신경관의 결합조직협착, 요추부위 ","2","","2"
"질병","M9971"," 추간공의 결합조직 및 원반 협착, 경추부위 ","2","","2"
"질병","M9973"," 추간공의 결합조직 및 원반 협착, 요추부위 ","23","13","36"
"질병","N008"," 기타 급성 신염증후군 ","2","","2"
"질병","N017"," 미만성 반월형 사구체신염을 동반한 급속 진행성 신염증후군 ","1","","1"
"질병","N019"," 상세불명의 급속 진행성 신염증후군 ","","5","5"
"질병","N022"," 미만성 막성 사구체신염을 동반한 재발성 및 지속성 혈뇨 ","1","2","3"
"질병","N025"," 미만성 메산지음 모세혈관성 사구체신염을 동반한 재발성 및 지속성 혈뇨 ","","1","1"
"질병","N026"," 고밀도침착병을 동반한 재발성 및 지속성 혈뇨 ","1","","1"
"질병","N028"," 기타 재발성 및 지속성 혈뇨 ","2","1","3"
"질병","N029"," 상세불명의 재발성 및 지속성 혈뇨 ","2","","2"
"질병","N039"," 상세불명의 만성 신염증후군 ","1","","1"
"질병","N049"," 상세불명의 신증후군 ","","2","2"
"질병","N051"," 초점성 및 분절성 사구체병변을 동반한 상세불명의 신염증후군 ","","3","3"
"질병","N052"," 미만성 막성 사구체신염을 동반한 상세불명의 신염증후군 ","2","","2"
"질병","N055"," 미만성 메산지음 모세혈관성 사구체신염을 동반한 상세불명의 신염증후군 ","5","","5"
"질병","N057"," 미만성 반월형 사구체신염 동반한 상세불명의 신염증후군 ","1","","1"
"질병","N059"," 상세불명의 상세불명의 신염증후군 ","1","2","3"
"질병","N083"," 당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†) ","1239","450","1689"
"질병","N085"," 전신결합조직장애에서의 사구체장애 ","3","1","4"
"질병","N10"," 급성 세뇨관-간질신장염 ","42","34","76"
"질병","N111"," 만성 폐색성 신우신염 ","1","","1"
"질병","N119"," 상세불명의 만성 세뇨관-간질신장염 ","4","","4"
