"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대","약제비포함여부","특이사항"
"대전","혈관[동맥 또는 정맥]","뇌혈관-조영제 주입 전·후 촬영 판독-촬영료 등","HI235+HJ235","","","530330","561870","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","혈관[동맥 또는 정맥]","뇌혈관-일반-촬영료 및 판독료 등","HI135+ HJ135","","","399830","420260","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","내분비검사","프로인슐린","CZ206","","55123","","","N","N",""
"대전","내분비검사","PAPP-A [정밀면역검사](정량)","CZ212","","32259","","","N","N",""
"대전","내분비진단검사","항뮬러관호르몬[불임,폐경]","CZ214","","50200","","","N","N",""
"대전","자가면역질환검사","항CCP항체[IgG]","CZ432","","19729","","","N","N",""
"대전","평형 및 청각 기능검사","비디오전기안진검사","SZ01707","냉온교대 검사","31010","","","N","N",""
"대전","평형 및 청각 기능검사","비디오전기안진검사","SZ01503","정밀 : 신경과 (자발안진, 주진, 주시, 체위변환)","","31010","103500","N","N",""
"대전","신경계 기능검사","신경인지기능검사-개별검사-유형Ⅲ-레이복합도형검사","SFB030","","29940","","","N","N",""
"대전","기타 이학요법료","증식치료 척추부위","FZ01302","척추부위","30000","","","N","N",""
"대전","기타 이학요법료","증식치료 사지관절부위","FZ01301","사지관절부위","20000","","","N","N",""
"대전","기타 이학요법료","도수치료","FZ00400","1일당","40000","","","N","N",""
"대전","근골","체외충격파치료[근골격계질환]","HZRM00200","근골격계질환","50000","","","N","N",""
"대전","두경부","부비동-일반-촬영료  판독료 등","HI104+HJ104","","","398740","422400","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","안면-일반-촬영료  판독료 등","HI103+HJ103","","","398740","422400","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","경부-조영제 주입 전·후 촬영 판독-촬영료 등","HI208+ HJ208","","","528780","560220","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","경부-일반-촬영료 판독료 등","HI108+HJ108","","","398740","422400","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","안면-조영제 주입 전·후 촬영 판독-촬영료 등","HI203+HJ203","","","528780","560220","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","안와-일반-촬영료, 판독료  등","HI105+HJ105","","","398740","422400","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","측두골-일반-촬영료,판독료 등","HI106+HJ106","","","398740","422400","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","부비동-조영제 주입 전·후 촬영 판독-촬영료 등","HI204+HJ204","","","528780","560220","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","안와-조영제 주입 전·후 촬영 판독-촬영료 등","HI205+HJ205","","","528780","560220","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","측두하악관절-일반-촬영료,판독료 등","HI107+HJ107","","","398740","422400","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","측두하악관절-조영제 주입 전·후 촬영 판독-촬영료 등","HI207+HJ207","","","528780","560220","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","두경부","측두골-조영제 주입 전·후 촬영 판독-촬영료 등","HI206+HJ206","","","528780","560220","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","상급병실료(차액)","특실","atACT000002","","","231380","245870","N","N",""
"대전","상급병실료(차액)","1인실","atACT000001","","","70000","165870","N","N",""
"대전","보조기류","바디쟈켓(복잡형/TLSO형)  기성품","QA32034","","87000","","","N","N",""
"대전","보조기류","바디쟈켓(단순형/TLSO형)  기성품","QA32033","","76000","","","N","N",""
"대전","보조기류","척추보조기(테일러형보조기)  기성품","QA32029","","120000","","","N","N",""
"대전","보조기류","척추보조기(나이트형보조기) 기성품","QA32028","","104000","","","N","N",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능3/실리콘)","QA23046","","9821000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능2/실리콘)","QA23045","","8904000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능1/실리콘)","QA23044","","8602000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기압/기능2/실리콘)","QA23043","","7191000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기압/기능1/실리콘)","QA23042","","6889000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기계/ 표준/실리콘)","QA23041","","5652000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/C-leg/기능4/진공/구형)","QA23039","","26540000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/C-leg/기능4/진공/신형)","QA23038","","30565000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능4/진공)","QA23037","","10090000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능3/진공)","QA23036","","9396000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능2/진공)","QA23035","","8475000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능1/진공)","QA23034","","8173000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기압/기능2/진공)","QA23033","","6758000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기압/기능1/진공)","QA23032","","6456000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기계/표준/진공)","QA23031","","5353000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능2/허리반도)","QA23025","","8313000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/유압/기능1/허리반도)","QA23024","","8010000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기압/기능2/허리반도)","QA23023","","6600000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기압/기능1/허리반도)","QA23022","","6298000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기계/ 표준/허리반도)","QA23021","","5061000","","","","",""
"대전","보조기류","대퇴의지(골격/회전/기계/표준/골반대)","QA23000","","5434000","","","","",""
"대전","보조기류","엉덩이관절의지(재래/국산)","QA22032","","1977000","","","","",""
"대전","보조기류","엉덩이관절의지(골격/회전)","QA22021","","6409000","","","","",""
"대전","보조기류","한쪽편골반의지(재래/국산)","QA21012","","1977000","","","","",""
"대전","보조기류","한쪽편골반의지(골격/회전)","QA21011","","6419000","","","","",""
"대전","보조기류","손가락의지(국-실리콘미용수)","QA17012","","290000","","","","",""
"대전","보조기류","손가락의지(국-PVC미용수)","QA17011","","43000","","","","",""
"대전","보조기류","손의지(국-실리콘미용수)","QA16012","","768000","","","","",""
"대전","보조기류","손의지(국-PVC미용수)","QA16011","","103000","","","","",""
"대전","보조기류","(짧은)표준아래팔의지(독일-전자의수)","QA15025","","10892000","","","","",""
"대전","보조기류","(짧은)표준아래팔의지(국-재래/중-작업수)","QA15024","","883000","","","","",""
"대전","보조기류","(짧은)표준아래팔의지(국-재래/독-기능수/미-작업수)","QA15023","","1503000","","","","",""
"대전","보조기류","(짧은)표준아래팔의지(국-재래/국-실리콘미용수)","QA15022","","1463000","","","","",""
"대전","보조기류","(짧은)표준아래팔의지(국-재래/국-PVC미용수)","QA15021","","595000","","","","",""
"대전","보조기류","아주짧은아래팔의지(국-재래/중-작업수)","QA15014","","890000","","","","",""
"대전","보조기류","아주짧은아래팔의지(국-재래/독-기능수/미-작업수)","QA15013","","1510000","","","","",""
"대전","보조기류","아주짧은아래팔의지(국-재래/국-실리콘미용수)","QA15012","","1477000","","","","",""
"대전","보조기류","아주짧은아래팔의지(국-재래/국-PVC미용수)","QA15011","","610000","","","","",""
"대전","보조기류","팔꿈치관절의지(국-재래/중-작업수)","QA14017","","1058000","","","","",""
"대전","보조기류","팔꿈치관절의지(국-재래/독-기능수/미-작업수)","QA14016","","1779000","","","","",""
"대전","보조기류","팔꿈치관절의지(국-재래/국-실리콘미용수)","QA14015","","1750000","","","","",""
"대전","보조기류","팔꿈치관절의지(국-재래/국-PVC미용수)","QA14014","","801000","","","","",""
"대전","보조기류","팔꿈치관절의지(독-재래/독-기능수/미-작업수)","QA14013","","1897000","","","","",""
"대전","보조기류","팔꿈치관절의지(독-재래/국-실리콘미용수)","QA14012","","1867000","","","","",""
"대전","보조기류","팔꿈치관절의지(독-재래/국-PVC미용수)","QA14011","","1202000","","","","",""
"대전","보조기류","표준위팔의지(국-재래/중-작업수)","QA13029","","975000","","","","",""
"대전","보조기류","표준위팔의지(국-재래/독-기능수/미-작업수)","QA13028","","1790000","","","","",""
"대전","보조기류","표준위팔의지(국-재래/국-실리콘미용수)","QA13027","","1748000","","","","",""
"대전","보조기류","표준위팔의지(국-재래/국-PVC미용수)","QA13026","","760000","","","","",""
"대전","보조기류","표준위팔의지(독-재래/독-기능수/미-작업수)","QA13025","","2161000","","","","",""
"대전","보조기류","표준위팔의지(독-재래/국-실리콘미용수)","QA13024","","2087000","","","","",""
"대전","보조기류","표준위팔의지(독-재래/국-PVC미용수)","QA13023","","1402000","","","","",""
"대전","보조기류","표준위팔의지(독-골격/국-실리콘미용수)","QA13022","","2180000","","","","",""
"대전","보조기류","표준위팔의지(독-골격/국-PVC미용수)","QA13021","","1491000","","","","",""
"대전","보조기류","짧은위팔의지(국-재래/독-기능수/미-작업수)","QA13017","","1790000","","","","",""
"대전","보조기류","짧은위팔의지(국-재래/국-실리콘미용수)","QA13016","","1748000","","","","",""
"대전","보조기류","짧은위팔의지(국-재래/국-PVC미용수)","QA13015","","760000","","","","",""
"대전","보조기류","짧은위팔의지(국-재래/중-작업수)","QA13014","","1038000","","","","",""
"대전","보조기류","어깨관절의지(독-골격/국-PVC미용수)","QA12015","","1742000","","","","",""
"대전","보조기류","어깨관절의지(독-골격/국-실리콘미용수)","QA12014","","2468000","","","","",""
"대전","보조기류","어깨관절의지(국-재래/중-작업수)","QA12013","","1142000","","","","",""
"대전","보조기류","어깨관절의지(국-재래/국-PVC미용수)","QA12012","","828000","","","","",""
"대전","보조기류","어깨관절의지(국-재래/국-실리콘미용수)","QA12011","","1939000","","","","",""
"대전","보조기류","어깨가슴의지(독-골격/국-PVC미용수)","QA11015","","1742000","","","","",""
"대전","보조기류","어깨가슴의지(독-골격/국-실리콘미용수)","QA11014","","2468000","","","","",""
"대전","보조기류","어깨가슴의지(국-재래/중-작업수)","QA11013","","1142000","","","","",""
"대전","보조기류","어깨가슴의지(국-재래/국-PVC미용수)","QA11012","","828000","","","","",""
"대전","보조기류","어깨가슴의지(국-재래/국-실리콘미용수)","QA11011","","1939000","","","","",""
"대전","보조기류","홍채렌즈","QA69002","","","","","","",""
"대전","보조기류","팩시밀리","QA69001","","","","","","",""
"대전","보조기류","욕창매트리스","QA68002","","","","","","",""
"대전","보조기류","욕창방석","QA68001","","","","","","",""
"대전","보조기류","독서확대기","QA66001","","","","","","",""
"대전","보조기류","브레일라이트","QA65002","","","","","","",""
"대전","보조기류","맹인용컴퓨터","QA65001","","","","","","",""
"대전","보조기류","인공뇨장","QA64002","","","","","","",""
"대전","보조기류","인공후두","QA64001","","","","","","",""
"대전","보조기류","맹인용시계(음성)","QA63002","","","","","","",""
"대전","치료재료대","(DT)Tutoplast spongiosa microchip 1.0 cc","BL701016","","217805","","","","",""
"대전","치료재료대","(DT) BIO-GIDE 25*25mm","L7414221","","206000","","","","",""
"대전","치료재료대","(DT)Tutoplast pericardium(20*30) 거인씨앤아이","BL702012","","183878","","","","",""
"대전","치료재료대","(DT) BIO-GIDE　13*25mm","L7414220","","161450","","","","",""
"대전","치료재료대","(DT)Tutoplast spongiosa microchip 0.5cc","BL701015","","121003","","","","",""
"대전","치료재료대","(DT)Tutoplast spongiosa microchip 0.3 cc zimmer","BL701017","","109000","","","","",""
"대전","치료재료대","(DT) BIO-OSS 0.25-1mm 0.25G","L7401220","","73854","","","","",""
"대전","치료재료대","(DT)Tutoplast pericardium(15*15) 거인씨앤아이","BL702011","","145167","","","","",""
"대전","치료재료대","(DT) BIO-OSS 0.25-1mm 0.5G","L7401221","","113300","","","","",""
"대전","치료재료대","치과용 MINOCLINE DENTAL OINT","BL705001","","10000","","","","",""
"대전","척추고정용","DISCOCERV","BF0001DB","","4300000","","","","",""
"대전","자착성(탄력)붕대","PEHA-HAFT","BK7104DQ","","1045","","","","",""
"대전","인체조직유래 2차 가공뼈","DYNAGRAFT Ⅱ","BC0202IE","","","384957","919899","","",""
"대전","인체조직유래 2차 가공뼈","XGEN GRAFT, CAREFUSE-C","BC0105ED","","400000","","","","",""
"대전","인체조직유래 2차 가공뼈","ORTHOBLAST ∥ PASTE","BC0101IE","","","388987","886210","","",""
"대전","인체조직유래 2차 가공뼈","RAFUGEN DBM GEL","BC0101BU","","","404080","1400000","","",""
"대전","치료재료대","(OR)음경보형물 Malleable 600 (Road형) 한스무역","4011100002","","1644252","","","","",""
"대전","치료재료대","All Silastic Foley Cathe. 24Fr","K5001009","","4020","","","","",""
"대전","치료재료대","Chest Tube(신생아용)-12Fr silcon 중앙메디칼","K3007011","","5312","","","","",""
"대전","치료재료대","Chest tube 28fr","K3006011","","5880","","","","",""
"대전","치료재료대","(DT)COLLA TAPE/ 한국 바이텍","BL702005","","20636","","","","",""
"대전","치료재료대","(OR)음경보형물 700 CXM Penile Prosthesis 아시안메디칼","4011100001","","6259705","","","","",""
"대전","드레싱 고정류","웰픽스롤 반창고","BM5101BY","","235","","","","",""
"대전","합성거즈 드레싱류","엘라반멸균반창고","BM5008JK","","1070","","","","",""
"대전","치료재료대","목발(소)","3011200032","","7628","","","","",""
"대전","치료재료대","Thomas collar 소","3011200082","","2572","","","","",""
"대전","치료재료대","종아리의지(골격/표준)","QA25077","","2249000","","","","",""
"대전","치료재료대","넓적다리의지(골격/회전/기계/표준/허리반도)","QA23065","","4492000","","","","",""
"대전","치료재료대","고관절외전보조기","QA33021","","271000","","","","",""
"대전","치료재료대","골반보조기","QA33012","","83000","","","","",""
"대전","치료재료대","보행보조벨트","QA33011","","86000","","","","",""
"대전","치료재료대","디스크닥터","QA32051","","239000","","","","",""
"대전","보조기류","콜셋(건보형)","QA32043","","75000","","","","",""
"대전","보조기류","콜셋(허리.엉치뼈형)","QA32042","","96000","","","","",""
"대전","보조기류","콜셋(등,허리.엉치뼈형)","QA32041","","144000","","","","",""
"대전","보조기류","바디쟈켓(복잡형/LSO형)","QA32032","","336000","","","","",""
"대전","보조기류","바디쟈켓(단순형/LSO형)","QA32031","","334000","","","","",""
"대전","보조기류","척추보조기(보스톤형)","QA32027","","395000","","","","",""
"대전","보조기류","척추보조기(노턴브라운형)","QA32026","","223000","","","","",""
"대전","보조기류","척추보조기(윌리암스형)","QA32025","","182000","","","","",""
"대전","보조기류","척추보조기(쥬웨트형)","QA32024","","242000","","","","",""
"대전","보조기류","척추보조기(나이트테일러형)","QA32023","","172000","","","","",""
"대전","보조기류","척추보조기(테일러형보조기)","QA32022","","160000","","","","",""
"대전","보조기류","척추보조기(나이트형보조기)","QA32021","","166000","","","","",""
"대전","보조기류","목뼈보조기(몰딩경추 보조기)","QA32016","","338000","","","","",""
"대전","보조기류","목뼈보조기(미네르바경추보조기)","QA32015","","394000","","","","",""
"대전","보조기류","목뼈보조기(4지주경추보조기)","QA32014","","97000","","","","",""
"대전","보조기류","목뼈보조기(SOMI형 경추보조기)","QA32013","","94000","","","","",""
"대전","보조기류","목뼈보조기(토마스소프트칼라)","QA32012","","31000","","","","",""
"대전","보조기류","목뼈보조기(필라델피아)","QA32011","","28000","","","","",""
"대전","보조기류","손가락관절보조기(유텐실홀더형)","QA31044","","23000","","","","",""
"대전","보조기류","손가락관절보조기(고정형)","QA31043","","85000","","","","",""
"대전","보조기류","손가락관절보조기(운동형)","QA31042","","110000","","","","",""
"대전","보조기류","짧은팔보조기(전박골절보조기)","QA31031","","205000","","","","",""
"대전","보조기류","긴팔보조기(일반형/각도조절형)","QA31023","","240000","","","","",""
"대전","보조기류","긴팔보조기(일반형/팔꿈치고정형)","QA31022","","189000","","","","",""
"대전","보조기류","긴팔보조기(일반형/상박고정형)","QA31021","","225000","","","","",""
"대전","보조기류","어깨뼈외전보조기(암슬링)","QA31016","","30000","","","","",""
"대전","보조기류","어깨뼈외전보조기(울트라슬링)","QA31015","","63000","","","","",""
"대전","보조기류","어깨뼈외전보조기(견관절탈구슬링)","QA31014","","95000","","","","",""
"대전","보조기류","어깨뼈외전보조기(쇄골지지 보조기)","QA31013","","71000","","","","",""
"대전","보조기류","어깨뼈외전보조기(견관절외전필로우)","QA31012","","74000","","","","",""
"대전","보조기류","어깨뼈외전보조기(견관절외전보조기)","QA31011","","389000","","","","",""
"대전","보조기류","실리콘커버","QA28011","","1040000","","","","",""
"대전","보조기류","발가락의지(재래/실리콘)","QA27014","","1207000","","","","",""
"대전","보조기류","발가락의지(재래/피혁)","QA27013","","422000","","","","",""
"대전","보조기류","의족(재래/실리콘)","QA26012","","1645000","","","","",""
"대전","보조기류","의족(재래/피혁)","QA26011","","498000","","","","",""
"대전","보조기류","싸임식발목관절의지(골격/고급형)","QA25083","","3464000","","","","",""
"대전","보조기류","싸임식발목관절의지(재래/실리콘형)","QA25082","","1961000","","","","",""
"대전","보조기류","싸임식발목관절의지(재래/일반형)","QA25081","","1111000","","","","",""
"대전","보조기류","종아리의지(골격/표준) 아동용","QA25076","","2235000","","","","",""
"대전","보조기류","종아리의지(재래/수영용)","QA25075","","1686000","","","","",""
"대전","보조기류","종아리의지(재래/장식)","QA25074","","1495000","","","","",""
"대전","보조기류","종아리의지(재래/표준)","QA25073","","1291000","","","","",""
"대전","보조기류","종아리의지(골격/건보용/실리콘)","QA25072","","1672000","","","","",""
"대전","보조기류","종아리의지(골격/건보용/일반)","QA25071","","1195000","","","","",""
"대전","보조기류","종아리의지(골격/기능4/하모니형)","QA25062","","9157000","","","","",""
"대전","보조기류","종아리의지(골격/기능3/하모니형)","QA25061","","8553000","","","","",""
"대전","보조기류","종아리의지(골격/기능4/고급형실리콘)","QA25055","","4928000","","","","",""
"대전","보조기류","종아리의지(골격/기능3/고급형실리콘)","QA25054","","4323000","","","","",""
"대전","보조기류","종아리의지(골격/기능2/고급형실리콘)","QA25053","","3396000","","","","",""
"대전","보조기류","종아리의지(골격/기능1/고급형실리콘)","QA25052","","3097000","","","","",""
"대전","보조기류","종아리의지(골격/표준/고급형실리콘)","QA25051","","2941000","","","","",""
"대전","보조기류","종아리의지(골격/기능4/표준형실리콘)","QA25045","","4864000","","","","",""
"대전","보조기류","종아리의지(골격/기능3/표준형실리콘)","QA25044","","4260000","","","","",""
"대전","보조기류","종아리의지(골격/기능2/표준형실리콘)","QA25043","","3343000","","","","",""
"대전","보조기류","종아리의지(골격/기능1/표준형실리콘)","QA25042","","3041000","","","","",""
"대전","보조기류","종아리의지(골격/표준/보급형실리콘)","QA25041","","2885000","","","","",""
"대전","보조기류","종아리의지(골격/기능4)","QA25035","","4521000","","","","",""
"대전","보조기류","종아리의지(골격/기능3)","QA25034","","3916000","","","","",""
"대전","보조기류","종아리의지(골격/기능2)","QA25033","","3000000","","","","",""
"대전","보조기류","종아리의지(골격/기능1)","QA25032","","2697000","","","","",""
"대전","보조기류","종아리의지(골격/표준)","QA25031","","2541000","","","","",""
"대전","보조기류","짧은종아리의지(실리콘/장식)","QA25022","","2812000","","","","",""
"대전","보조기류","짧은종아리의지(표준/장식)","QA25021","","2327000","","","","",""
"대전","보조기류","종아리굴곡체중부하의지(건보용/실리콘형)","QA25018","","1767000","","","","",""
"대전","보조기류","종아리굴곡체중부하의지(건보용/일반형)","QA25017","","1456000","","","","",""
"대전","보조기류","무릎관절의지(골격/유압1/표준)","QA24027","","5028000","","","","",""
"대전","보조기류","무릎관절의지(골격/건보용/실리콘)","QA24023","","2649000","","","","",""
"대전","보조기류","무릎관절의지(골격/건보용/일반)","QA24022","","2110000","","","","",""
"대전","보조기류","맹인용시계(점자)","QA63001","","","","","","",""
"대전","보조기류","저시력보조안경","QA62003","","","","","","",""
"대전","보조기류","변색안경","QA62002","","","","","","",""
"대전","보조기류","맹인용안경","QA62001","","","","","","",""
"대전","보조기류","흰지팡이","QA61005","","","","","","",""
"대전","보조기류","지팡이(듀랄루민제)","QA61004","","","","","","",""
"대전","보조기류","목발(목)","QA61003","","","","","","",""
"대전","보조기류","철크럿치(알루미늄/중량)","QA61002","","","","","","",""
"대전","보조기류","철크럿치(알루미늄/경량)","QA61001","","","","","","",""
"대전","보조기류","보청기(귀걸이/디지털/DESTINY 1200 BTE)","QA54084","","1367000","","","","",""
"대전","보조기류","보청기(귀걸이/디지털/DESTINY 800 BTE)","QA54083","","1162000","","","","",""
"대전","보조기류","보청기(귀걸이/디지털/DESTINY 200 BTE)","QA54082","","902000","","","","",""
"대전","보조기류","보청기(귀걸이/디지털/DESTINY 200 BTE)","QA54081","","519000","","","","",""
"대전","보조기류","보청기(귀걸이/디지털/DP 7 BTE)","QA54076","","451000","","","","",""
"대전","보조기류","보청기(귀걸이/디지털/DAVINCI PSP)","QA54075","","969000","","","","",""
"대전","보조기류","보청기(귀걸이/디지털/DAVINCI PXP)","QA54074","","1010000","","","","",""
"대전","보조기류","보청기(귀걸이/압축형/A675SEQ AV)","QA54073","","696000","","","","",""
"대전","보조기류","보청기(귀걸이/파워형/A675TSP)","QA54072","","448000","","","","",""
"대전","보조기류","보청기(귀걸이/파워형/A13HDP)","QA54071","","433000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 1200 CIC)","QA53064","","3642000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 800 CIC)","QA53063","","2831000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 200 CIC)","QA53062","","2344000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 200 CIC)","QA53061","","1574000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 1200 M-ITC)","QA53054","","3419000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 800 M-ITC)","QA53053","","2619000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 400 M-ITC)","QA53052","","2154000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 200 M-ITC)","QA53051","","1444000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 1200 ITC)","QA53044","","2168000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 800 ITC)","QA53043","","1628000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 400 ITC)","QA53042","","1335000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DESTINY 200 ITC)","QA53041","","970000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/DXW)","QA53038","","1283000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/ENDEAVOUR INTRA)","QA53037","","825000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/ENDEAVOUR INTRA)","QA53036","","825000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/ENDEAVOUR TYM)","QA53035","","959000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/SEQUEL II)","QA53034","","1507000","","","","",""
"대전","보조기류","보청기(귀속형/디지털/AXENT)","QA53033","","1744000","","","","",""
"대전","보조기류","보청기(귀속형/파워형/MEGA X)","QA53032","","1278000","","","","",""
"대전","보조기류","보청기(귀속형/압축형/SECRET)","QA53031","","1266000","","","","",""
"대전","보조기류","의이","QA52000","","2918000","","","","",""
"대전","보조기류","의안(동작)","QA51012","","1612000","","","","",""
"대전","보조기류","의안(고정)","QA51011","","435000","","","","",""
"대전","보조기류","인솔","QA46011","","71000","","","","",""
"대전","보조기류","정형외과용구두(정형제화/보험)","QA45051","","209000","","","","",""
"대전","보조기류","정형외과용구두(수제장화/기능3)","QA44044","","366000","","","","",""
"대전","보조기류","정형외과용구두(수제장화/기능2)","QA44043","","312000","","","","",""
"대전","보조기류","정형외과용구두(수제장화/기능1)","QA44042","","285000","","","","",""
"대전","보조기류","정형외과용구두(수제장화/표준)","QA44041","","238000","","","","",""
"대전","보조기류","정형외과용구두(수제정형화/기능3)","QA43034","","303000","","","","",""
"대전","보조기류","정형외과용구두(수제정형화/기능2)","QA43033","","289000","","","","",""
"대전","보조기류","정형외과용구두(수제정형화/기능1)","QA43032","","221000","","","","",""
"대전","보조기류","정형외과용구두(수제정형화/표준)","QA43031","","215000","","","","",""
"대전","보조기류","정형외과용구두(수제단화/표준)","QA43030","","148000","","","","",""
"대전","보조기류","정형외과용구두(수제단화/기능3)","QA42024","","276000","","","","",""
"대전","보조기류","정형외과용구두(수제단화/기능2)","QA42023","","243000","","","","",""
"대전","보조기류","정형외과용구두(수제단화/기능1)","QA42022","","175000","","","","",""
"대전","보조기류","정형외과용구두(기성장화/표준)","QA41020","","74000","","","","",""
"대전","보조기류","정형외과용구두(기성정형화/표준)","QA41019","","71000","","","","",""
"대전","보조기류","정형외과용구두(기성단화/표준)","QA41018","","63000","","","","",""
"대전","보조기류","발목관절보조기(연성)","QA33086","","32000","","","","",""
"대전","보조기류","발목관절보조기(경성)","QA33085","","48000","","","","",""
"대전","보조기류","발목관절보조기(외산/크렌쟉식)","QA33084","","330000","","","","",""
"대전","보조기류","발목관절보조기(국산/크렌쟉식)","QA33083","","224000","","","","",""
"대전","보조기류","발목관절보조기(외산/고정형)","QA33082","","358000","","","","",""
"대전","보조기류","발목관절보조기(국산/고정형)","QA33081","","204000","","","","",""
"대전","보조기류","짧은다리플라스틱보조기(일반형)","QA33074","","119000","","","","",""
"대전","보조기류","짧은다리플라스틱보조기(기능형)","QA33073","","212000","","","","",""
"대전","보조기류","짧은다리보조기(PTB형/외산)","QA33072","","594000","","","","",""
"대전","보조기류","짧은다리보조기(PTB형/국산)","QA33071","","359000","","","","",""
"대전","보조기류","무릎관절보조기(갤텍스)","QA33065","","89000","","","","",""
"대전","보조기류","무릎관절보조기(니써포트)","QA33064","","82000","","","","",""
"대전","보조기류","무릎관절보조기(슬관절보조기)","QA33063","","231000","","","","",""
"대전","보조기류","무릎관절보조기(레녹스힐)","QA33062","","236000","","","","",""
"대전","보조기류","무릎관절보조기(각도조절/돈죠이/A/P/M/LCL brace)","QA33061","","157000","","","","",""
"대전","보조기류","양쪽긴다리보조기(외산/반자동)","QA33053","","1306000","","","","",""
"대전","보조기류","양쪽긴다리보조기(외산/표준)","QA33052","","1295000","","","","",""
"대전","보조기류","양쪽긴다리보조기(국산/표준)","QA33051","","553000","","","","",""
"대전","보조기류","긴다리보조기(보우레그형)","QA33048","","318000","","","","",""
"대전","보조기류","긴다리보조기(프라스틱형)","QA33047","","487000","","","","",""
"대전","보조기류","긴다리보조기(외산/반자동)","QA33046","","730000","","","","",""
"대전","보조기류","긴다리보조기(외산/표준)","QA33045","","719000","","","","",""
