상태,대분류,중분류,소분류,항목코드,항목명칭,의료기관사용코드,의료기관사용명칭,구분,비용,최저비용,최고비용,치료재료대포함여부,약제비포함여부,특이사항,최종변경일,고지시작일,고지종료일,등록일
고지중,행위료,검사료,호흡기 기능검사,FZ671,후각기능(인지 및 역치)검사,SZ09700,후각기능(인지 및 역치)검사,,20000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,호흡기 기능검사,FZ672,호기 산화질소 측정,SZ09701,호기 산화질소 측정,,50000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,신경계 기능검사,FZ688,발음 및 발성검사,SZ10802,발음 및 발성검사,,50000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,신경계 기능검사,FZ689,언어전반진단검사,SZ11500,언어전반진단검사,,25000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,신경계 기능검사,FZ714,초음파를 활용한 뇌혈류 기능검사,SFZ714,Bubble test-미세기포를 이용한 우좌 단락 검사,,80000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,평형 및 청각 기능검사,FZ731,동적체평형검사,FZ00300,동적체평형검사,,30000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,평형 및 청각 기능검사,FZ733,비디오전기안진검사,SZ01703,비디오전기안진검사,,,31010,103500,,,검사방법애 따라,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,영상진단 및 방사선치료료,전산화단층영상진단,HA496,Cone beam 전산화단층영상진단-일반,RCHA496A,Cone beam 전산화단층영상진단-일반,,53900,,,,,촬영료+PACS,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,영상진단 및 방사선치료료,전산화단층영상진단,HA497,"Cone beam 전산화단층영상진단-3차원 CT, 관절강내조영촬영",RCHA497A,"Cone beam 전산화단층영상진단-3차원 CT, 관절강내조영촬영",,68820,,,,,촬영료+PACS,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE115,기본자기공명영상진단-근골격계-견관절-일반,RMHE115,견관절-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE116,기본자기공명영상진단-근골격계-주관절-일반,RMHE116,주관절-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE117,기본자기공명영상진단-근골격계-수관절-일반,RMHE117,수관절-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE118,기본자기공명영상진단-근골격계-고관절-일반,RMHE118,고관절-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE119,기본자기공명영상진단-근골격계-천장골관절-일반,RMHE119,천장골관절-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE120,기본자기공명영상진단-근골격계-슬관절-일반,RMHE120,슬관절-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE121,기본자기공명영상진단-근골격계-발목관절-일반,RMHE121,발목관절-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE122,기본자기공명영상진단-근골격계-관절외상지-일반,RMHE122,관절외 상지-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE123,기본자기공명영상진단-근골격계-관절외하지-일반,RMHE123,관절외 하지-일반,,470000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HE139,기본자기공명영상진단-혈관-사지혈관-일반,RMHE139,사지혈관-일반,,400000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE215,기본자기공명영상진단-근골격계-견관절-조영제주입전·후 촬영판독,RMHE215,견관절-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE216,기본자기공명영상진단-근골격계-주관절-조영제주입전·후 촬영판독,RMHE216,주관절-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE217,기본자기공명영상진단-근골격계-수관절-조영제주입전·후 촬영판독,RMHE217,수관절-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE218,기본자기공명영상진단-근골격계-고관절-조영제주입전·후 촬영판독,RMHE218,고관절-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE219,기본자기공명영상진단-근골격계-천장골관절-조영제주입전·후 촬영판독,RMHE219,천장골관절-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE220,기본자기공명영상진단-근골격계-슬관절-조영제주입전·후 촬영판독,RMHE220,슬관절-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE221,기본자기공명영상진단-근골격계-발목관절-조영제주입전·후 촬영판독,RMHE221,발목관절-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE222,기본자기공명영상진단-근골격계-관절외상지-조영제주입전·후 촬영판독,RMHE222,관절외 상지-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),근골격계,HE223,기본자기공명영상진단-근골격계-관절외하지-조영제주입전·후 촬영판독,RMHE223,관절외 하지-조영제주입전·후 촬영판독,,470000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HE239,기본자기공명영상진단-혈관-사지혈관-조영제주입전·후 촬영판독,RMHE239,사지혈관-조영제주입전·후 촬영판독,,400000,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),특수검사,HF101,특수자기공명영상진단-확산,RMHF101,확산,,235410,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),특수검사,HF102,특수자기공명영상진단-관류[3차원자기공명영상포함],RMHF102,관류[3차원자기공명영상포함],,360700,,,,,조영제별도,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),특수검사,HF103,특수자기공명영상진단-분광영상,RMHF103,분광영상,,236420,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),특수검사,HF104,특수자기공명영상진단-영화 [기본검사 및 3차원자기공명영상 포함],RMHF104,영화 [기본검사 및 3차원자기공명영상 포함],,529790,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),특수검사,HF105,특수자기공명영상진단-Dynamic [기본검사 포함],RMHF105,Dynamic [기본검사 포함],,416180,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),특수검사,HF107,특수자기공명영상진단-기능적 [기본검사 및 3차원자기공명영상 포함] ,RMHF107,기능적 [기본검사 및 3차원자기공명영상 포함],,607440,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),뇌,HI101,자기공명영상진단-기본검사-뇌-일반-촬영료 등,RMHI10103,3T-B-MRI     [테슬라3.0이상+품질관리적합],,403390,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),뇌,HI101,자기공명영상진단-기본검사-뇌-일반-촬영료 등,RMHI10102,(1.5-3T) B-MRI    [테슬라1.5-3.0미만+품질관리적합],,380630,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI103,자기공명영상진단-기본검사-두경부-안면-일반-촬영료 등,RMHI103G,MRI 안면 Face 촬영료 [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI103,자기공명영상진단-기본검사-두경부-안면-일반-촬영료 등,RMHI10303,MRI 안면 Face 촬영료 [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI104,자기공명영상진단-기본검사-두경부-부비동-일반-촬영료 등,RMHI104G,MRI 부비동 PNS 촬영료 [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI104,자기공명영상진단-기본검사-두경부-부비동-일반-촬영료 등,RMHI10403,MRI 부비동 PNS  촬영료 [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI105,자기공명영상진단-기본검사-두경부-안와-일반-촬영료 등,RMHI105G,MRI 안와 Orbit  촬영료 [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI105,자기공명영상진단-기본검사-두경부-안와-일반-촬영료 등,RMHI10503,MRI 안와 Orbit 일반 촬영료[테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI106,자기공명영상진단-기본검사-두경부-측두골-일반-촬영료 등,RMHI10603,MRI 측두골 Temporal Bone 일반 촬영료[테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI106,자기공명영상진단-기본검사-두경부-측두골-일반-촬영료 등,RMHI106G,MRI 측두골 Temporal Bone  촬영료  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI107,자기공명영상진단-기본검사-두경부-측두하악관절-일반-촬영료 등,RMHI107G,MRI 측두하악관절 TM-Joint 일반 촬영료  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI107,자기공명영상진단-기본검사-두경부-측두하악관절-일반-촬영료 등,RMHI10703,MRI 측두하악관절 TM-Joint 일반 촬영료[테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI108,자기공명영상진단-기본검사-두경부-경부-일반-촬영료 등,RMHI10803,MRI 경부 Neck 일반 촬영료[테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI108,자기공명영상진단-기본검사-두경부-경부-일반-촬영료 등,RMHI108G,MRI 경부 Neck  촬영료 [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI109,자기공명영상진단-기본검사-척추-경추-일반-촬영료 등,RMHI10903,MRI 1.5T C-Spine,,358000,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI109,자기공명영상진단-기본검사-척추-경추-일반-촬영료 등,RMHI10902,MRI 3T C-spine,,381430,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI110,자기공명영상진단-기본검사-척추-흉추-일반-촬영료 등,RMHI11004,MRI 1.5T T-Spine,,358000,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI110,자기공명영상진단-기본검사-척추-흉추-일반-촬영료 등,RMHI11002,MRI 3T T-Spine,,381430,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI111,자기공명영상진단-기본검사-척추-요천추-일반-촬영료 등,RMHI11102,MRI 3T L-Spine,,381430,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI111,자기공명영상진단-기본검사-척추-요천추-일반-촬영료 등,RMHI11103,MRI 1.5T L-Spine,,358000,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI113,자기공명영상진단-기본검사-척추-전척추-일반-촬영료 등,RMHI11303,MR 1.5TI Whole-spine  View,,644400,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI113,자기공명영상진단-기본검사-척추-전척추-일반-촬영료 등,RMHI11302,MRI 3T Whole-spine  View,,686560,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),심장,HI124,자기공명영상진단-기본검사-심장-일반-촬영료 등,RMHI12403,MRI 심장 Heart  [테슬라3.0이상+품질관리적합],,656940,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),심장,HI124,자기공명영상진단-기본검사-심장-일반-촬영료 등,RMHI12402,MRI 심장 Heart  [테슬라1.5-3.0미만+품질관리적합],,619860,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI125,자기공명영상진단-기본검사-흉부-흉부-일반-촬영료 등,RMHI12502,MRI 흉부 Chest  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI125,자기공명영상진단-기본검사-흉부-흉부-일반-촬영료 등,RMHI12503,MRI 흉부 Chest  [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI126,자기공명영상진단-기본검사-흉부-유방-일반-촬영료 등,RMHI12603,MRI 유방 Breast  [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI126,자기공명영상진단-기본검사-흉부-유방-일반-촬영료 등,RMHI12602,MRI 유방 Breast  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI127,자기공명영상진단-기본검사-복부-복부-일반-촬영료 등,RMHI12703,MRI 복부 Abdomen  [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI127,자기공명영상진단-기본검사-복부-복부-일반-촬영료 등,RMHI12702,MRI 복부 Abdomen  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI128,자기공명영상진단-기본검사-복부-골반-일반-촬영료 등,RMHI12803,MRI 골반 Pelvis  [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI128,자기공명영상진단-기본검사-복부-골반-일반-촬영료 등,RMHI12802,MRI 골반 Pelvis  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI129,자기공명영상진단-기본검사-복부-췌장-일반-촬영료 등,RMHI12903,MRI 췌장 Pancreas  [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI129,자기공명영상진단-기본검사-복부-췌장-일반-촬영료 등,RMHI12902,MRI 췌장 Pancreas  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI130,자기공명영상진단-기본검사-복부-신장 및 부신-일반-촬영료 등,RMHI13002,MRI 신장 및 부신 Kidney and Adrenal  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI130,자기공명영상진단-기본검사-복부-신장 및 부신-일반-촬영료 등,RMHI13003,MRI 신장 및 부신 Kidney and Adrenal  [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI131,자기공명영상진단-기본검사-복부-음낭 및 음경-일반-촬영료 등,RMHI13103,MRI 음낭 및 음경 Scrotum and Penile [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI131,자기공명영상진단-기본검사-복부-음낭 및 음경-일반-촬영료 등,RMHI13102,MRI 음낭 및 음경 Scrotum and Penile  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI132,자기공명영상진단-기본검사-복부-간-일반-촬영료 등,RMHI13203,MRI 간 Liver  [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI132,자기공명영상진단-기본검사-복부-간-일반-촬영료 등,RMHI13202,MRI 간 Liver  [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI133,자기공명영상진단-기본검사-복부-담췌관-일반-촬영료 등,RMHI13303,MRI 담췌관 Cholangiogram [테슬라3.0이상+품질관리적합]MRCP,,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI133,자기공명영상진단-기본검사-복부-담췌관-일반-촬영료 등,RMHI13302,MRI 담췌관 Cholangiogram [테슬라1.5-3.0미만+품질관리적합]MRCP,,413620,,,,,장비별(테슬라) 금액상이,2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI134,자기공명영상진단-기본검사-복부-전립선-일반-촬영료 등,RMHI13403,MRI 전립선 Prostate [테슬라3.0이상+품질관리적합],,438370,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI134,자기공명영상진단-기본검사-복부-전립선-일반-촬영료 등,RMHI13402,MRI 전립선 Prostate [테슬라1.5-3.0미만+품질관리적합],,413620,,,,,장비별(테슬라) 금액상이,2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI135,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-뇌혈관-일반-촬영료 등,RMHI13502,(1.5-3T) brain-MRA   [테슬라1.5-3.0미만+품질관리적합],,414750,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI135,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-뇌혈관-일반-촬영료 등,RMHI13503,3T-brain-MRA  [테슬라3.0이상+품질관리적합],,439570,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI136,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-경부혈관-일반-촬영료 등,RMHI13602,(1.5-3T) neck -MRA    [테슬라1.5-3.0미만+품질관리적합],,414750,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI136,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-경부혈관-일반-촬영료 등,RMHI13603,3T-neck -MRA     [테슬라3.0이상+품질관리적합],,439570,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI137,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-흉부혈관-일반-촬영료 등,RMHI13702,MRI 흉부혈관 Thoracic MRA [테슬라1.5-3.0미만+품질관리적합],,414750,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI137,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-흉부혈관-일반-촬영료 등,RMHI13703,MRI 흉부혈관 Thoracic MRA [테슬라3.0이상+품질관리적합],,439570,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI138,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-복부혈관-일반-촬영료 등,RMHI13802,MRI 복부혈관 Abdominal MRA [테슬라1.5-3.0미만+품질관리적합],,414750,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI138,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-복부혈관-일반-촬영료 등,RMHI13803,MRI 복부혈관 Abdominal MRA [테슬라3.0이상+품질관리적합],,439570,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI140,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-심혈관-일반-촬영료 등,RMHI14002,MRI 심혈관 Cardiovascular MRA [테슬라1.5-3.0미만+품질관리적합],,414750,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI140,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-심혈관-일반-촬영료 등,RMHI14003,MRI 심혈관 Cardiovascular  MRA [테슬라3.0이상+품질관리적합],,439570,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),전신,HI141,자기공명영상진단-기본검사-전신-일반-촬영료 등,RMHI14103,MRI 전신 Whole body  [테슬라3.0이상+품질관리적합],,755740,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),전신,HI141,자기공명영상진단-기본검사-전신-일반-촬영료 등,RMHI14102,MRI 전신 Whole body  [테슬라1.5-3.0미만+품질관리적합],,713090,,,,,장비별(테슬라) 금액상이,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),뇌,HI201,자기공명영상진단-기본검사-뇌-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20102,(1.5-3T) B-MRI(조영제사용)    [테슬라1.5-3.0미만+품질관리적합],,505920,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),뇌,HI201,자기공명영상진단-기본검사-뇌-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20103,3T-B-MRI(조영제) [테슬라3.0이상+품질관리적합],,536190,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI203,자기공명영상진단-기본검사-두경부-안면-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20303,MRI 안면 Face 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI203,자기공명영상진단-기본검사-두경부-안면-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI203G,MRI 안면 Face 조영제 주입 전후 촬영료 [테슬라1.5-3.0미만+품질관리적합],,549630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI204,자기공명영상진단-기본검사-두경부-부비동-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI204G,MRI 부비동 PNS 조영제 주입 전후 촬영료  [테슬라1.5-3.0미만+품질관리적합],,549630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI204,자기공명영상진단-기본검사-두경부-부비동-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20403,MRI 부비동 PNS 조영제 주입 전후 촬영료 [테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI205,자기공명영상진단-기본검사-두경부-안와-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20503,MRI 안와 Orbit 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI205,자기공명영상진단-기본검사-두경부-안와-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI205G,MRI 안와 Orbit 조영제 주입 전후 촬영료  [테슬라1.5-3.0미만+품질관리적합],,549630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
