"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항"
"279","[행위]자기공명영상진단료(MRI)","두경부-부비동","MRI 부비동 PNS /촬영+판독/조영제 사용 [테슬라1.5-3.0미만+품질관리적합]","HI204+HJ204+HB021","RMHI20402","544050","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"280","[행위]자기공명영상진단료(MRI)","두경부-부비동","MRI 부비동 PNS /촬영+판독/조영제 사용 [테슬라3.0이상+품질관리적합]","HI204+HJ204+HB021","RMHI20403","576410","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"281","[행위]자기공명영상진단료(MRI)","두경부-부비동","MRI 부비동 PNS 촬영+판독[테슬라1.5-3.0미만+품질관리적합","HI104+HJ104+HB021","RMHI10402","410260","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"282","[행위]자기공명영상진단료(MRI)","두경부-부비동","MRI 부비동 PNS 촬영+판독[테슬라3.0이상+품질관리적합]","HI104+HJ104+HB021","RMHI10403","434590","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"283","[행위]자기공명영상진단료(MRI)","혈관-심혈관","MRI 심혈관Cardiovascular MRA 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI240+HJ240+HB021","RMHI24002","545650","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"284","[행위]자기공명영상진단료(MRI)","혈관-심혈관","MRI 심혈관Cardiovascular MRA 조영제사용 [테슬라3.0이상+품질관리적합]","HI240+HJ240+HB021","RMHI24003","578080","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"285","[행위]자기공명영상진단료(MRI)","혈관-심혈관","MRI 심혈관Cardiovascular MRA　[테슬라1.5-3.0미만+품질관리적합]","HI140+HJ140+HB021","RMHI14002","411370","","","","","급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"286","[행위]자기공명영상진단료(MRI)","혈관-심혈관","MRI 심혈관Cardiovascular MRA　[테슬라3.0이상+품질관리적합]","HI140+HJ140+HB021","RMHI14003","435780","","","","","급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"287","[행위]자기공명영상진단료(MRI)","두경부-안면","MRI 안면 Face /촬영+판독/조영제 사용 [테슬라3.0이상+품질관리적합]","HI203+HJ203+HB021","RMHI20303","576410","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"288","[행위]자기공명영상진단료(MRI)","두경부-안면","MRI 안면 Face /촬영+판독/조영제 사용[테슬라1.5-3.0미만+품질관리적합]","HI203+HJ203+HB021","RMHI20302","544050","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"289","[행위]자기공명영상진단료(MRI)","두경부-안면","MRI 안면 Face 촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI103+HJ103+HB021","RMHI10302","410260","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"290","[행위]자기공명영상진단료(MRI)","두경부-안면","MRI 안면 Face 촬영+판독[테슬라3.0이상+품질관리적합]","HI103+HIJ03+HB021","RMHI10303","434590","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"291","[행위]자기공명영상진단료(MRI)","두경부-안와","MRI 안와 Orbit /촬영+판독/조영제 사용　[테슬라1.5-3.0미만+품질관리적합]","HI205+HJ205+HB021","RMHI20502","544050","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"292","[행위]자기공명영상진단료(MRI)","두경부-안와","MRI 안와 Orbit /촬영+판독/조영제 사용　[테슬라3.0이상+품질관리적합]","HI205+HJ205+HB021","RMHI20503","576410","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"293","[행위]자기공명영상진단료(MRI)","두경부-안와","MRI 안와 Orbit　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI105+HJ105+HB021","RMHI10502","410260","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"294","[행위]자기공명영상진단료(MRI)","두경부-안와","MRI 안와 Orbit　촬영+판독 [테슬라3.0이상+품질관리적합]","HI105+HJ105+HB021","RMHI10503","434590","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라 3.0+품질관리적합/PACS영상저장및전송비용 포함"
"295","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone /촬영+판독/조영제 사용 [테슬라3.0이상+품질관리적합]","HI206+HJ206+HB021","RMHI20603","576410","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"296","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone /촬영+판독/조영제 사용[테슬라1.5-3.0미만+품질관리적합]","HI206+HJ206+HB021","RMHI20602","544050","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"297","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone 촬영+판독 [테슬라3.0이상+품질관리적합]","HI106+HJ106+HB021","RMHI10603","434590","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"298","[행위]자기공명영상진단료(MRI)","두경부-측두골","MRI 측두골 Temporal Bone　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI106+HIJ06+HB021","RMHI10602","410260","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"299","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI 측두하악관절 TM-Joint /촬영료+판독/조영제 사용[테슬라3.0이상+품질관리적합]","HI207+HJ207+HB021","RMHI20703","576410","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"300","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI 측두하악관절 TM-Joint　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI107+HJ107+HB021","RMHI10702","410260","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합/PACS영상저장및전송비용 포함"
"301","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI 측두하악관절 TM-Joint　촬영+판독[테슬라3.0이상+품질관리적합]","HI107+HJ107+HB021","RMHI10703","434590","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"302","[행위]자기공명영상진단료(MRI)","복부-간","MRI　Liver 조영제사용 [테슬라1.5-3.0미만+품질관리적합]]+ 프리모비스트주사10ml 조영제 포함","HI232+HJ232+HB021","RMHI23202","544000","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"303","[행위]자기공명영상진단료(MRI)","복부-간","MRI　Liver 조영제사용 [테슬라3.0이상+품질관리적합]]++ 프리모비스트주사10ml 조영제 포함","HI232+HJ232+HB021","RMHI23203","576350","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"304","[행위]자기공명영상진단료(MRI)","척추","MRI 경추 [테슬라 1.5이상-3.0미만+품질관리적합]","HI109+HJ109+HB021","RMHI10902","388450","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"305","[행위]자기공명영상진단료(MRI)","척추","MRI 경추 [테슬라 3.0이상+품질관리적합]","HI109+HJ109+HB021","RMHI10903","411490","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"306","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI209+HJ209+HB021","RMHI20902","514990","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"307","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/조영제사용 [테슬라 3.0이상+품질관리적합]","HI209+HJ209+HB021","RMHI20903","545600","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"308","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/제한적 [테슬라 1.5이상-3.0미만+품질관리적합]","HI409+HJ409+HB021","RMHI40902","209110","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"309","[행위]자기공명영상진단료(MRI)","척추","MRI 경추/제한적 [테슬라 3.0이상+품질관리적합]","HI409+HJ409+HB021","RMHI40903","221420","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"310","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추 [테슬라 3.0이상+품질관리적합]","HI110+HJ110+HB021","RMHI11003","411490","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"311","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추 [테슬라 1.5이상-3.0미만+품질관리적합]","HI110+HJ110+HB021","RMHI11002","388450","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"312","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추 [테슬라 3.0이상+품질관리적합]","HI110+HJ110+HB021","RMHI11003","411490","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"313","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI220+HJ220+HB021","RMHI21002","514990","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"314","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/조영제사용 [테슬라 3.0이상+품질관리적합]","HI210+HJ210+HB021","RMHI21003","545600","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"315","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/제한적 [테슬라 1.5이상-3.0미만+품질관리적합]","HI410+HJ410+HB021","RMHI41002","209110","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"316","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추/제한적 [테슬라 3.0이상+품질관리적합]","HI410+HJ410+HB021","RMHI41003","221420","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"317","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추 [테슬라 1.5이상-3.0미만+품질관리적합]","HI111+HJ111+HB021","RMHI11102","388450","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"318","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추 [테슬라 3.0이상+품질관리적합]","HI111+HJ111+HB021","RMHI11103","411490","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"319","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI211+HJ211+HB021","RMHI21102","514990","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"320","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/조영제사용 [테슬라 3.0이상+품질관리적합]","HI211+HJ211+HB021","RMHI21103","545600","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"321","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/제한적 [테슬라 1.5이상-3.0미만+품질관리적합]","HI411+HJ411+HB021","RMHI41102","209110","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"322","[행위]자기공명영상진단료(MRI)","척추","MRI 요천추/제한적 [테슬라 3.0이상+품질관리적합]","HI411+HJ411+HB021","RMHI41103","221420","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"323","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추+요천추 동시/조영제사용 [테슬라 1.5이상-3.0미만+품질관리적합]","HI210+HJ210+HI211등","RMHI21004","770800","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"324","[행위]자기공명영상진단료(MRI)","척추","MRI 흉추+요천추 동시/조영제사용 [테슬라 3.0이상+품질관리적합]","HI210+HJ210+HI211등","RMHI21005","816710","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"325","[행위]자기공명영상진단료(MRI)","척추","맥동파순서열 추가촬영 1개(척추 MRI)","HH001","RMHH001","65820","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"326","[행위]자기공명영상진단료(MRI)","척추","맥동파순서열 추가촬영 2개(척추 MRI)","HH002","RMHH002","131650","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"327","[행위]자기공명영상진단료(MRI)","척추","맥동파순서열 추가촬영 3개(척추MRI)","HH003","RMHH003","164560","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"328","[행위]자기공명영상진단료(MRI)","척추","MRI 척추강/일반 [테슬라 3.0이상+품질관리적합]","HI112+HJ112+HB021","RMHI11203","411490","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"329","[행위]자기공명영상진단료(MRI)","척추","MRI 척추강/일반 [테슬라 1.5이상-3.0미만+품질관리적합]","HI112+HJ112+HB021","RMHI11202","388450","","","X","X","급여 인정기준 외 실시한 경우, PACS 전송비용포함"
"330","[행위]자기공명영상진단료(MRI)","두경부-측두하악관절","MRI측두하악관절 TM-Joint /촬영+판독/조영제사용[테슬라1.5-3.0미만+품질관리적합]","HI207+HJ207+HB021","RMHI20702","544050","","","","","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합/PACS영상저장및전송비용 포함"
"331","[행위]자기공명영상진단료(MRI)","근골격계-견관절","견관절-일반","HE115","RMHE11501R/RMHE11501L","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"332","[행위]자기공명영상진단료(MRI)","근골격계-견관절","견관절-조영제 주입 전/후 촬영판독","HE215","RMHE21501L-R/RMHE14202-11","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"333","[행위]자기공명영상진단료(MRI)","근골격계-고관절","고관절-일반","HE118","RMHE11801B/RMHE11801L-R","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"334","[행위]자기공명영상진단료(MRI)","근골격계-고관절","고관절-조영제 주입 전/후 촬영판독","HE218","RMHE21801B-RMHE218L-R","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"335","[행위]자기공명영상진단료(MRI)","MRI-특수검사","관류 [3차원자기공명영상 포함]","HF102+HB021","RMHF10201","358200","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"336","[행위]자기공명영상진단료(MRI)","MRI-특수검사","관류 [3차원자기공명영상 포함]-기본검사 동시","HF202+HB021","RMHF20201","203510","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"337","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 상지","관절외 상지-일반","HE122","RMHE12201-RMHE12204","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"338","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 상지","관절외 상지-조영제 주입 전/후 촬영판독","HE222","RMHE22201-RMHE22204","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"339","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 하지","관절외 하지-일반","HE123","RMHE12301-RMHE12304","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"340","[행위]자기공명영상진단료(MRI)","근골격계-관절 외 하지","관절외 하지-조영제 주입 전/후 촬영판독","HE223","RMHE22301-RMHE22304","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"341","[행위]자기공명영상진단료(MRI)","MRI-특수검사","기능적 [3차원자기공명영상 포함]","HF107+HB021","RMHF10701","600920","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"342","[행위]자기공명영상진단료(MRI)","근골격계-슬관절","무릎관절-일반","HE120","RMHE12001L/RMHE12001R","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"343","[행위]자기공명영상진단료(MRI)","근골격계-슬관절","무릎관절-조영제 주입 전/후 촬영판독","HE220","RMHE22001L/RMHE22001R","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"344","[행위]자기공명영상진단료(MRI)","근골격계-발목관절","발목관절-일반","HE121","RMHE12101","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"345","[행위]자기공명영상진단료(MRI)","근골격계-발목관절","발목관절-조영제 주입 전/후 촬영판독","HE221","RMHE22101","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"346","[행위]자기공명영상진단료(MRI)","MRI-특수검사","분광영상","HF103+HB021","RMHF10301","235940","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"347","[행위]자기공명영상진단료(MRI)","MRI-특수검사","분광영상-기본검사 동시","HF203+HB021","RMHF20301","140760","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"348","[행위]자기공명영상진단료(MRI)","혈관-사지혈관","사지혈관-일반","HE139","RMHE13901","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"349","[행위]자기공명영상진단료(MRI)","MRI-특수검사","사지혈관-조영제 주입 전/후 촬영판독","HE239","RMHE11501L","400000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"350","[행위]자기공명영상진단료(MRI)","근골격계-수관절","손목관절-일반","HE117","RMHE21701","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"351","[행위]자기공명영상진단료(MRI)","근골격계-수관절","손목관절-조영제 주입 전/후 촬영판독","HE217","RMHE12001L/RMHE12001R","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"352","[행위]자기공명영상진단료(MRI)","MRI-특수검사","영화 [3차원자기공명영상 포함]","HF104+HB021","RMHF10401","524530","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"353","[행위]자기공명영상진단료(MRI)","근골격계-주관절","주관절-일반","HE116","RMHE11601","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"354","[행위]자기공명영상진단료(MRI)","근골격계-주관절","주관절-조영제 주입 전/후 촬영판독","HE216","RMHE21601","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"355","[행위]자기공명영상진단료(MRI)","근골격계-천장골관절","천장골관절-일반","HE119","RMHE11901","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"356","[행위]자기공명영상진단료(MRI)","근골격계-천장골관절","천장골관절-조영제 주입 전/후 촬영판독","HE219","RMHE21901","470000","","","","X","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"357","[행위]자기공명영상진단료(MRI)","MRI-특수검사","확산","HF101+HB021","RMHF10101","234950","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"358","[행위]자기공명영상진단료(MRI)","MRI-특수검사","확산-기본검사 동시","HF201+HB021","RMHF20101","131890","","","","","급여 인정기준 외 실시한 경우 비급여/PACS영상저장및전송비용 포함"
"359","[행위]이학요법료(물리치료료)","이학요법","도수치료 [1일당]","MX122","FZ00400","40000","","","","",""
"360","[행위]이학요법료(물리치료료)","이학요법료","비침습적 무통증 신호요법","MZ012","FZ02200","100000","","","X","X",""
"361","[행위]이학요법료(물리치료료)","","신장분사치료(1일당)","MZ007","FZ02100","18000","","","","",""
"362","[행위]이학요법료(물리치료료)","언어치료","언어장애치료(인지장애동반)","MZ006","SZ03403","10000","","","","",""
"363","[행위]이학요법료(물리치료료)","언어치료","언어장애치료/기본30분까지","MZ006","SZ03401","35000","","","","",""
"364","[행위]이학요법료(물리치료료)","언어치료","언어장애치료/초과10분당","MZ006","SZ03402","10000","","","","",""
"365","[행위]이학요법료(물리치료료)","이학요법료","전산화 인지재활치료[주의·기억]","MZ009","FZ01600","35000","","","X","",""
"366","[행위]이학요법료(물리치료료)","이학요법","증식치료(사지관절부위)","MY142","FZ01301","20000","","","","",""
"367","[행위]이학요법료(물리치료료)","이학요법","증식치료(척추부위)","MY143","FZ01302","30000","","","","",""
"368","[행위]정신요법료","","광치료","NZ001","GZ00700","15000","","","","",""
"369","[행위]정신요법료","","안구운동 민감소실 및 재처리요법","NZ005","GZ00600","150000","","","","",""
"370","[행위]처치 및 수술료 등","처치 및 수술료(기타)","경두개 자기자극술(반복적)","QZ962","HZGT01100","60000","","","","",""
"371","[행위]처치 및 수술료 등","처치 및 수술료(신경)","경피적 경막외강 신경성형술","SZ634","HZNS00500","700000","","","","",""
"372","[행위]처치 및 수술료 등","처치 및 수술료(신경)","경피적 풍선확장 경막외강 신경성형","SZ641","HZNS00700","300000","","","","",""
"373","[행위]처치 및 수술료 등","처치 및 수술료(입, 이하선)","고주파 설근부 축소술","QZ371","HZEN00100","100000","","","","",""
"374","[행위]처치 및 수술료 등","치과 처치· 수술료","광중합형 복합레진 충전 (1치당 1면, 2면, 3면이상)","U0239-U0241","JU0239,JU0240,JU0241","80000","","","","",""
"375","[행위]처치 및 수술료 등","처치 및 수술료(신경)","내시경적 경막외강 신경근성형술","SZ631","HZNS00800","500000","","","X","","진료과 : 신경외과, 정형외과, 마취통증의학과"
"376","[행위]처치 및 수술료 등","","양수및융모막검사를위한 검사채취(검사료별도)","","SZ03200","300000","","","","",""
"377","[행위]처치 및 수술료 등","처치 및 수술료(근골)","체외충격파치료[근골격계질환]","SZ084","HZRM00200","50000","","","","",""
"378","[행위]처치 및 수술료 등","처치 및 수술료(근골)","추간판내고주파열응고술 [Nucleoplasty]","SZ083","HZOS00100","700000","","","X","",""
"379","[행위]처치 및 수술료 등","피부 및 연부조직","피부 국소 광역동 치료","SZ034","HZDE02701-05","","10000","150000","","","Topical Photodynamic Therapy for Skin Cancer E"
"380","[행위]처치 및 수술료 등","처치 및 수술료(순환기)","하지정맥류 고주파정맥내막폐쇄술","OY201,OY202","HZGS00100A/HZGS00100B(양측)","800000","800000","1300000","X","","양측-1,300,000원"
"381","[행위]처치 및 수술료 등","처치 및 수술료(순환기)","하지정맥류레이저정맥폐쇄술","OZ304","HZCS00400","1000000","","","X","",""
"382","[행위]치과 처치 및 수술료","","Cornus Denture(내관 & 외관)","","JM0052T","500000","","","","",""
"383","[행위]치과 처치 및 수술료","","Laser 미백치료(1치당)","","JM0049T","50000","","","","",""
"384","[행위]치과 처치 및 수술료","","Laser 충치예방치료(1치당)","","JM0048T","10000","","","","",""
"385","[행위]치과 처치 및 수술료","","Milling 비","","JM0053T","100000","","","","",""
"386","[행위]치과 처치 및 수술료","","Resin facing 수리 (1치당)","","JM0026T","50000","","","","","Resin facing repair (1치당)"
"387","[행위]치과 처치 및 수술료","치석제거","Scaling 치석제거[전악]","UW3021047","JM0047T","80000","","","","",""
"388","[행위]한방 시술 및 처치료","약침술","약침술","490100000","ZZ00200","15000","","","X","X","약침액명(오공약참액, 소염약침액, 척유약침액)"
"389","[행위]한방 시술 및 처치료","자율훈련법","자율훈련법","591040000","ZZ00100","30000","","","X","X",""
"390","[행위]치과 처치 및 수술료","","골 이식술","","JM0043T/JM0044T","","200000","1000000","","","bone graft"
"391","[행위]치과 처치 및 수술료","","골증대술","","JM0082T","500000","","","","",""
"392","[행위]치과 처치 및 수술료","","광중합 G.I 충전","","JM0003T","80000","","","","","Light curing G.I filling"
"393","[행위]치과 처치 및 수술료","광중합형 복합레진충전-마모","Light curing G.I filling(광중합 G.I 충전)","UZ0050001","JM0003T","80000","","","X","X",""
"394","[행위]치과 처치 및 수술료","광중합형 복합레진충전-파절 등","Light curing G.I filling(광중합 G.I 충전)","UZ0050002","JM0003T","80000","","","X","X",""
"395","[행위]치과 처치 및 수술료","","교정 월정비","","JM0046T","60000","","","","","Orthodontics, Morthly fee"
"396","[행위]치과 처치 및 수술료","","교합안정장치 관리","","JM0024T","30000","","","","","Occlusal splint 관리"
"397","[행위]치과 처치 및 수술료","","교합안정장치(1악당), 단순","","JM0023T","300000","","","","","Occlusal splint (1악당), simple"
"398","[행위]치과 처치 및 수술료","","구강 검사및 상담","","JM0027T","30000","","","","","Oral exam, consult."
"399","[행위]치과 처치 및 수술료","","구취측정검사","","JM0050T","30000","","","","",""
"400","[행위]치과 처치 및 수술료","","기성금관","","JM0051T","60000","","","","","Sp cr"
"401","[행위]치과 처치 및 수술료","","나선형 합정","","JM0006T","70000","","","","","Screw post"
"402","[행위]치과 처치 및 수술료","","레이져 솔더","","JM0056T","60000","","","","","Laser Solder"
"403","[행위]치과 처치 및 수술료","","레진 가공 의치 (1치당)","","JM0014T","30000","","","","","Resin temporary crown"
"404","[행위]치과 처치 및 수술료","","모형 분석용 인상/1악당","","JM0022T","30000","","","","","Study impression/1악당"
"405","[행위]치과 처치 및 수술료","","보격장치(가철식)","","JM0086T","100000","","","","",""
"406","[행위]치과 처치 및 수술료","","보격장치(고정식)","","JM0085T","50000","","","","",""
"407","[행위]치과 처치 및 수술료","","보철 치료(CHECK UP)중","","JM0083T","10000","","","","",""
"408","[행위]치과 처치 및 수술료","","불소 도포 (1악당)","","JM0025T","100000","","","","","Fluorid therapy (1악당)"
"409","[행위]치과 처치 및 수술료","","서지컬 스텐트(수술용 스텐트)","","JM0062T/JM0063T","","50000","100000","","","Surgical stent,(임플란트)"
"410","[행위]치과 처치 및 수술료","","심미 레진 충전","","JM0002T","250000","","","","","Esthetic resin filling"
"411","[행위]치과 처치 및 수술료","치과 처치 및 수술료","악안면골재건정복술","","JM0073T-JM0077T","","1000000","5000000","","","MANDIBULAR RECONSTRUCTION"
"412","[행위]치과 처치 및 수술료","","악안면기형안골교정술","","JM0078T/JM0079T/JM0080T/JM0081T","","1000000","4000000","","","FIXED ORTHODONTIC TX A"
"413","[행위]치과 처치 및 수술료","","안면 체형","","JM0015T","200000","","","","","Face mask impression"
"414","[행위]치과 처치 및 수술료","","유구치 가공 치관","","JM0021T","150000","","","","","S.S crown"
"415","[행위]치과 처치 및 수술료","","의치 직접 이장술","","JM0010T/JM0011T","","100000","150000","","","Direct denture reline"
"416","[행위]치과 처치 및 수술료","","의치수리","","JM0008T/JM0009T","","50000","100000","","","Denture repair"
"417","[행위]치과 처치 및 수술료","","임시 의치, 단순","","JM0013T","50000","","","","","Flipper (simple)"
"418","[행위]치과 처치 및 수술료","","임플란트 2차 수술","","JM0058T/JM0059T/JM0060T","","100000","500000","","","Implant second surgery"
"419","[행위]치과 처치 및 수술료","","임플란트 주위염 치료","","JM0057T","100000","","","","","Peri implantitis treatment"
"420","[행위]치과 처치 및 수술료","","임플란트목적 레이저치료","","JM0064T","100000","","","","",""
