월,진료과,퇴원결과,주상병코드,주상병명,건수
2023-02,신장내과,호전,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-02,류마티스내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-03,외과,경쾌,K40,사타구니탈장,1
2023-03,심장내과,48시간 후 사망,I50,심부전,1
2023-04,소화기내과,경쾌,J21,급성 세기관지염,1
2023-10,정형외과,호전,M96,달리 분류되지 않은 처치후 근골격장애,15
2023-10,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,7
2023-06,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",10
2023-10,정형외과,호전,M48,기타 척추병증,46
2023-11,정형외과,호전,M17,무릎관절증,9
2023-12,정형외과,호전,M17,무릎관절증,16
2023-10,정형외과,호전,M51,기타 추간판장애,12
2023-07,재활의학과,호전,M51,기타 추간판장애,2
2023-10,재활의학과,경쾌,M54,등통증,3
2023-10,소화기내과,경쾌,A08,바이러스성 및 기타 명시된 장감염,1
2023-10,소화기내과,경쾌,U07,U07의 응급사용,1
2023-10,소화기내과,경쾌,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",21
2023-10,소화기내과,48시간 후 사망,I46,심장정지,1
2023-12,정형외과,호전,S92,발목을 제외한 발의 골절,3
2023-12,정형외과,호전,M15,다발관절증,1
2023-10,혈액종양내과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,11
2023-10,비뇨의학과,호전,R33,소변정체,1
2023-12,혈액종양내과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,12
2023-11,정형외과,호전,S72,대퇴골의 골절,5
2023-08,외과,호전,S22,"늑골, 흉골 및 흉추의 골절",3
2023-12,정형외과,호전,M16,고관절증,1
2023-07,소화기내과,경쾌,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",16
2023-05,혈액종양내과,호전,C16,위의 악성 신생물,2
2023-10,호흡기내과,호전,U07,U07의 응급사용,4
2023-11,혈액종양내과,호전,E11,2형 당뇨병,5
2023-08,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",8
2023-06,안과,호전,H25,노년백내장,23
2023-08,소화기내과,경쾌,K64,치핵 및 항문주위정맥혈전증,1
2023-07,호흡기내과,호전,J18,상세불명 병원체의 폐렴,4
2023-05,정형외과,호전,M00,화농성 관절염,1
2023-10,정형외과,호전,S42,어깨 및 위팔의 골절,4
2023-06,신장내과,호전,N18,만성 신장병,5
2023-12,정형외과,호전,S52,아래팔의 골절,2
2023-08,혈액종양내과,호전,C67,방광의 악성 신생물,1
2023-10,정형외과,호전,S22,"늑골, 흉골 및 흉추의 골절",4
2023-10,신경외과,진단만실시,S06,두개내손상,2
2023-12,소화기내과,진단만실시,K92,소화계통의 기타 질환,1
2023-12,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",15
2023-11,소화기내과,경쾌,K63,장의 기타 질환,18
2023-11,정형외과,호전,M48,기타 척추병증,46
2023-12,호흡기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,2
2023-06,혈액종양내과,호전,E11,2형 당뇨병,6
2023-08,재활의학과,경쾌,M51,기타 추간판장애,1
2023-10,정형외과,호전,S52,아래팔의 골절,1
2023-12,이비인후과,경쾌,L03,연조직염,1
2023-12,이비인후과,경쾌,D10,입 및 인두의 양성 신생물,1
2023-07,소화기내과,경쾌,D13,기타 및 부위불명의 소화계통의 양성 신생물,1
2023-07,소화기내과,경쾌,K75,기타 염증성 간질환,2
2023-11,정형외과,경쾌,S32,요추 및 골반의 골절,1
2023-07,재활의학과,경쾌,M48,기타 척추병증,1
2023-06,소화기내과,경쾌,K62,항문 및 직장의 기타 질환,1
2023-06,정형외과,불변(호전안됨),S22,"늑골, 흉골 및 흉추의 골절",1
2023-09,소화기내과,경쾌,K64,치핵 및 항문주위정맥혈전증,1
2023-12,소화기내과,호전,N10,급성 세뇨관-간질신장염,1
2023-08,소화기내과,호전,K63,장의 기타 질환,8
2023-06,소화기내과,호전,K63,장의 기타 질환,11
2023-07,혈액종양내과,호전,C61,전립선의 악성 신생물,1
2023-08,소화기내과,경쾌,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,2
2023-04,소화기내과,호전,K22,식도의 기타 질환,1
2023-10,신장내과,호전,I10,본태성(원발성) 고혈압,1
2023-10,혈액종양내과,호전,N10,급성 세뇨관-간질신장염,1
2023-11,호흡기내과,경쾌,U07,U07의 응급사용,3
2023-07,정형외과,호전,L03,연조직염,3
2023-10,정형외과,경쾌,M51,기타 추간판장애,1
2023-05,재활의학과,경쾌,G62,기타 다발신경병증,1
2023-09,신장내과,호전,E11,2형 당뇨병,3
2023-06,정형외과,호전,M96,달리 분류되지 않은 처치후 근골격장애,16
2023-09,정형외과,호전,M51,기타 추간판장애,12
2023-05,외과,호전,K43,복벽탈장,1
2023-06,소화기내과,경쾌,K57,장의 게실병,1
2023-08,호흡기내과,48시간 후 사망,C34,기관지 및 폐의 악성 신생물,1
2023-08,이비인후과,호전,J34,코 및 비동의 기타 장애,1
2023-08,신경외과,호전,L98,달리 분류되지 않은 피부 및 피하조직의 기타 장애,1
2023-08,신경과,호전,R26,보행과 이동의 이상,1
2023-12,내과,호전,N10,급성 세뇨관-간질신장염,1
2023-06,혈액종양내과,호전,C25,췌장의 악성 신생물,1
2023-08,소화기내과,호전,J69,고체 및 액체에 의한 폐렴,1
2023-09,신경외과,호전,S22,"늑골, 흉골 및 흉추의 골절",1
2023-09,신장내과,호전,N18,만성 신장병,2
2023-11,정형외과,호전,M10,통풍,1
2023-07,소화기내과,경쾌,E11,2형 당뇨병,1
2023-07,신경과,호전,R42,어지럼증 및 어지럼,2
2023-09,외과,호전,I80,정맥염 및 혈전정맥염,2
2023-11,이비인후과,경쾌,J32,만성 부비동염,1
2023-11,호흡기내과,경쾌,R04,기도출혈,1
2023-06,내과,호전,N17,급성 신부전,1
2023-11,외과,호전,K80,담석증,2
2023-08,혈액종양내과,호전,C25,췌장의 악성 신생물,3
2023-09,정형외과,호전,S82,발목을 포함한 아래다리의 골절,1
2023-10,소화기내과,불변(호전안됨),K63,장의 기타 질환,1
2023-11,심장내과,진단만실시,I71,대동맥동맥류 및 박리,1
2023-11,정형외과,호전,S52,아래팔의 골절,2
2023-10,정형외과,호전,G95,척수의 기타 질환,1
2023-07,호흡기내과,호전,J42,상세불명의 만성 기관지염,1
2023-07,정형외과,치료안함,M50,경추간판장애,1
2023-09,외과,호전,K91,달리 분류되지 않은 소화계통의 처치후 장애,2
2023-11,외과,호전,K62,항문 및 직장의 기타 질환,2
2023-06,내분비내과,호전,E11,2형 당뇨병,2
2023-11,내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-06,이비인후과,불변(호전안됨),H90,전음성 및 감각신경성 청력소실,1
2023-07,소화기내과,경쾌,K31,위 및 십이지장의 기타 질환,1
2023-09,혈액종양내과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-11,외과,호전,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,2
2023-08,이비인후과,경쾌,J38,달리 분류되지 않은 성대 및 후두의 질환,1
2023-09,소화기내과,경쾌,E11,2형 당뇨병,2
2023-11,외과,호전,K64,치핵 및 항문주위정맥혈전증,1
2023-06,심장내과,호전,I20,협심증,1
2023-12,재활의학과,경쾌,G82,하반신마비 및 사지마비,1
2023-08,신장내과,호전,N10,급성 세뇨관-간질신장염,2
2023-09,정형외과,호전,M20,손가락 및 발가락의 후천변형,1
2023-10,외과,불변(호전안됨),K80,담석증,1
2023-07,재활의학과,불변(호전안됨),G82,하반신마비 및 사지마비,1
2023-12,외과,호전,I86,기타 부위의 정맥류,1
2023-07,정형외과,불변(호전안됨),M96,달리 분류되지 않은 처치후 근골격장애,2
2023-08,신경외과,48시간 후 사망,I61,뇌내출혈,1
2023-08,재활의학과,불변(호전안됨),G82,하반신마비 및 사지마비,1
2023-11,심장내과,호전,I50,심부전,1
2023-09,외과,호전,K35,급성 충수염,2
2023-10,혈액종양내과,48시간 전 사망,C22,간 및 간내 담관의 악성 신생물,1
2023-11,정형외과,호전,G51,안면신경장애,1
2023-11,내분비내과,경쾌,E11,2형 당뇨병,1
2023-08,소화기내과,경쾌,I95,저혈압,1
2023-07,외과,진단만실시,K81,담낭염,1
2023-08,신경과,불변(호전안됨),G20,파킨슨병,1
2023-10,내분비내과,호전,N10,급성 세뇨관-간질신장염,1
2023-11,가정의학과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-07,이비인후과,경쾌,J34,코 및 비동의 기타 장애,3
2023-09,재활의학과,경쾌,S32,요추 및 골반의 골절,1
2023-11,심장내과,진단만실시,I48,심방세동 및 조동,1
2023-06,호흡기내과,경쾌,R06,호흡의 이상,1
2023-08,외과,호전,I86,기타 부위의 정맥류,1
2023-12,소화기내과,가망없는 퇴원,J69,고체 및 액체에 의한 폐렴,1
2023-07,혈액종양내과,호전,N18,만성 신장병,1
2023-08,혈액종양내과,48시간 후 사망,C22,간 및 간내 담관의 악성 신생물,1
2023-10,호흡기내과,48시간 후 사망,I50,심부전,1
2023-07,외과,호전,K60,항문 및 직장부의 열창 및 누공,1
2023-07,이비인후과,호전,J32,만성 부비동염,1
2023-08,정형외과,호전,S84,아래다리 부위의 신경손상,1
2023-09,소화기내과,호전,K60,항문 및 직장부의 열창 및 누공,1
2023-11,소화기내과,호전,E63,기타 영양결핍,1
2023-09,호흡기내과,진단만실시,C34,기관지 및 폐의 악성 신생물,1
2023-09,소화기내과,호전,N10,급성 세뇨관-간질신장염,1
2023-10,내과,호전,N18,만성 신장병,1
2023-06,소화기내과,호전,K25,위궤양,1
2023-08,소화기내과,경쾌,K76,간의 기타 질환,1
2023-09,재활의학과,경쾌,G82,하반신마비 및 사지마비,2
2023-11,이비인후과,경쾌,J37,만성 후두염 및 후두기관염,1
2023-08,소화기내과,호전,K70,알코올성 간질환,1
2023-09,내과,호전,J69,고체 및 액체에 의한 폐렴,1
2023-05,호흡기내과,불변(호전안됨),R50,기타 및 원인미상의 열,1
2023-11,재활의학과,경쾌,E11,2형 당뇨병,1
2023-05,재활의학과,경쾌,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",1
2023-06,정형외과,호전,L03,연조직염,1
2023-09,소화기내과,불변(호전안됨),J86,농흉,1
2023-11,내과,48시간 후 사망,N18,만성 신장병,1
2023-09,외과,48시간 후 사망,C18,결장의 악성 신생물,1
2023-11,비뇨의학과,호전,R31,상세불명의 혈뇨,1
2023-11,혈액종양내과,호전,C22,간 및 간내 담관의 악성 신생물,1
2023-12,신경외과,호전,T81,달리 분류되지 않은 처치의 합병증,1
2023-07,내과,48시간 후 사망,R65,전신염증반응증후군,1
2023-09,소화기내과,경쾌,B18,만성 바이러스간염,1
2023-11,이비인후과,호전,J32,만성 부비동염,1
2023-11,소화기내과,진단만실시,K85,급성 췌장염,1
2023-08,소화기내과,48시간 후 사망,J69,고체 및 액체에 의한 폐렴,1
2023-05,소화기내과,경쾌,R50,기타 및 원인미상의 열,1
2023-07,신장내과,호전,J18,상세불명 병원체의 폐렴,1
2023-08,재활의학과,호전,G81,편마비,1
2023-09,외과,불변(호전안됨),K80,담석증,1
2023-11,외과,호전,L89,욕창궤양 및 압박부위,1
2023-05,재활의학과,불변(호전안됨),G82,하반신마비 및 사지마비,1
2023-05,재활의학과,경쾌,M50,경추간판장애,1
2023-08,심장내과,진단만실시,R07,목구멍 및 가슴의 통증,2
2023-11,이비인후과,경쾌,J36,편도주위농양,1
2023-07,호흡기내과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-08,소화기내과,호전,E63,기타 영양결핍,1
2023-11,호흡기내과,호전,A75,발진티푸스,1
2023-11,심장내과,호전,J90,달리 분류되지 않은 흉막삼출액,1
2023-12,외과,호전,I80,정맥염 및 혈전정맥염,1
2023-03,정형외과,호전,M17,무릎관절증,22
2023-04,외과,호전,K81,담낭염,3
2023-04,정형외과,호전,M43,기타 변형성 등병증,11
2023-04,외과,호전,R52,달리 분류되지 않은 통증,1
2023-04,안과,호전,H25,노년백내장,23
2023-01,가정의학과,호전,R53,병감 및 피로,1
2023-02,정형외과,호전,S72,대퇴골의 골절,5
2023-03,정형외과,호전,M48,기타 척추병증,63
2023-03,비뇨의학과,진단만실시,N40,전립선증식증,2
2023-04,소화기내과,경쾌,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",15
2023-01,안과,호전,H25,노년백내장,22
2023-01,소화기내과,호전,K55,장의 혈관장애,1
2023-01,심장내과,호전,I48,심방세동 및 조동,2
2023-01,외과,호전,I70,죽상경화증,4
2023-02,정형외과,호전,M96,달리 분류되지 않은 처치후 근골격장애,11
2023-01,소화기내과,호전,E11,2형 당뇨병,1
2023-01,외과,호전,N18,만성 신장병,7
2023-02,정형외과,호전,L03,연조직염,3
2023-01,내과,호전,J15,달리 분류되지 않은 세균성 폐렴,1
2023-02,정형외과,호전,M17,무릎관절증,6
2023-01,심장내과,진단만실시,R06,호흡의 이상,3
2023-01,소화기내과,호전,K29,위염 및 십이지장염,1
2023-04,정형외과,호전,M75,어깨병변,6
2023-02,호흡기내과,48시간 후 사망,J96,달리 분류되지 않은 호흡부전,1
2023-04,소화기내과,불변(호전안됨),K58,과민대장증후군,1
2023-04,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",3
2023-04,신장내과,호전,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1
2023-04,외과,호전,I83,하지의 정맥류,5
2023-01,신경과,호전,I63,뇌경색증,5
2023-04,호흡기내과,진단만실시,J18,상세불명 병원체의 폐렴,1
2023-02,소화기내과,진단만실시,C16,위의 악성 신생물,2
2023-03,신경외과,48시간 후 사망,A41,기타 패혈증,1
2023-04,정형외과,불변(호전안됨),S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",1
2023-04,신장내과,호전,D50,철결핍빈혈,1
2023-04,가정의학과,불변(호전안됨),G47,수면장애,1
2023-01,소화기내과,경쾌,E11,2형 당뇨병,1
2023-03,심장내과,진단만실시,I25,만성 허혈심장병,3
2023-03,소화기내과,호전,K21,위-식도역류병,1
2023-03,신경외과,48시간 후 사망,S06,두개내손상,1
2023-01,정형외과,호전,S42,어깨 및 위팔의 골절,2
2023-01,외과,호전,L89,욕창궤양 및 압박부위,2
2023-01,신장내과,호전,N17,급성 신부전,1
2023-01,소화기내과,호전,C15,식도의 악성 신생물,1
2023-03,호흡기내과,호전,J18,상세불명 병원체의 폐렴,3
2023-02,가정의학과,호전,E11,2형 당뇨병,1
2023-01,호흡기내과,경쾌,J44,기타 만성 폐쇄성 폐질환,2
2023-01,혈액종양내과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-02,외과,호전,K80,담석증,1
2023-01,정형외과,치료안함,M48,기타 척추병증,2
2023-03,정형외과,진단만실시,M96,달리 분류되지 않은 처치후 근골격장애,2
2023-01,정형외과,호전,G82,하반신마비 및 사지마비,1
2023-02,정형외과,호전,G95,척수의 기타 질환,1
2023-01,외과,경쾌,K62,항문 및 직장의 기타 질환,2
2023-03,심장내과,호전,I20,협심증,4
2023-01,신경외과,호전,G95,척수의 기타 질환,1
2023-02,정형외과,치료안함,M43,기타 변형성 등병증,1
2023-02,심장내과,경쾌,I20,협심증,1
2023-03,내과,호전,N18,만성 신장병,1
2023-04,외과,호전,K62,항문 및 직장의 기타 질환,1
2023-05,호흡기내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-04,신장내과,불변(호전안됨),M46,기타 염증성 척추병증,1
2023-05,내분비내과,호전,E11,2형 당뇨병,3
2023-03,가정의학과,불변(호전안됨),R47,달리 분류되지 않은 언어장애,1
2023-05,정형외과,호전,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,1
2023-05,소화기내과,경쾌,K29,위염 및 십이지장염,4
2023-02,내분비내과,불변(호전안됨),J44,기타 만성 폐쇄성 폐질환,1
2023-03,신장내과,호전,R42,어지럼증 및 어지럼,1
2023-02,이비인후과,경쾌,J32,만성 부비동염,1
2023-02,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,1
2023-03,소화기내과,경쾌,K29,위염 및 십이지장염,5
2023-03,신경과,호전,R51,두통,1
2023-01,재활의학과,호전,G82,하반신마비 및 사지마비,1
2023-01,외과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-03,가정의학과,호전,C23,담낭의 악성 신생물,1
2023-03,이비인후과,호전,D14,중이 및 호흡계통의 양성 신생물,1
2023-03,소화기내과,경쾌,N39,비뇨계통의 기타 장애,2
2023-01,정형외과,불변(호전안됨),M75,어깨병변,1
2023-03,정형외과,호전,M46,기타 염증성 척추병증,1
2023-03,신경외과,호전,G82,하반신마비 및 사지마비,1
2023-01,심장내과,호전,N10,급성 세뇨관-간질신장염,1
2023-08,재활의학과,경쾌,G82,하반신마비 및 사지마비,1
2023-10,안과,호전,H25,노년백내장,21
2023-12,소화기내과,경쾌,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",19
2023-10,정형외과,호전,M75,어깨병변,10
2023-10,소화기내과,경쾌,K63,장의 기타 질환,14
2023-11,소화기내과,경쾌,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",18
2023-05,소화기내과,경쾌,D13,기타 및 부위불명의 소화계통의 양성 신생물,1
2023-12,심장내과,진단만실시,I20,협심증,8
2023-05,소화기내과,호전,L03,연조직염,1
2023-11,심장내과,진단만실시,I20,협심증,5
2023-01,소화기내과,경쾌,D13,기타 및 부위불명의 소화계통의 양성 신생물,1
2023-07,소화기내과,호전,I26,폐색전증,1
2023-10,외과,호전,I83,하지의 정맥류,7
2023-06,혈액종양내과,호전,C23,담낭의 악성 신생물,1
2023-11,외과,호전,C20,직장의 악성 신생물,3
2023-08,안과,호전,H25,노년백내장,13
2023-06,소화기내과,경쾌,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",18
2023-11,정형외과,진단만실시,M51,기타 추간판장애,1
2023-06,소화기내과,호전,K59,기타 기능성 장장애,1
2023-11,정형외과,호전,M46,기타 염증성 척추병증,1
2023-07,신경외과,호전,T81,달리 분류되지 않은 처치의 합병증,1
2023-07,혈액종양내과,호전,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,2
2023-12,호흡기내과,경쾌,R05,기침,1
2023-08,호흡기내과,경쾌,U07,U07의 응급사용,6
2023-12,호흡기내과,진단만실시,J93,기흉,1
2023-08,심장내과,호전,I20,협심증,3
2023-12,소화기내과,경쾌,K21,위-식도역류병,1
2023-05,소화기내과,호전,K74,간의 섬유증 및 경변증,1
2023-08,소화기내과,경쾌,A08,바이러스성 및 기타 명시된 장감염,1
2023-10,심장내과,진단만실시,I20,협심증,3
2023-08,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,3
2023-02,소화기내과,호전,R10,복부 및 골반 통증,1
2023-10,혈액종양내과,호전,J18,상세불명 병원체의 폐렴,1
2023-07,신장내과,불변(호전안됨),E11,2형 당뇨병,1
2023-07,소화기내과,경쾌,K29,위염 및 십이지장염,2
2023-07,혈액종양내과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,6
2023-10,정형외과,호전,M62,근육의 기타 장애,1
2023-10,정형외과,호전,L03,연조직염,1
2023-10,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",5
2023-07,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,3
2023-08,신경과,호전,I63,뇌경색증,5
2023-09,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",7
2023-10,소화기내과,경쾌,N74,달리 분류된 질환에서의 여성골반염증장애,1
2023-08,내과,호전,N10,급성 세뇨관-간질신장염,1
2023-08,외과,호전,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,3
2023-08,신경외과,진단만실시,M51,기타 추간판장애,1
2023-08,이비인후과,호전,D10,입 및 인두의 양성 신생물,1
2023-05,정형외과,호전,S72,대퇴골의 골절,2
2023-06,혈액종양내과,48시간 후 사망,I50,심부전,1
2023-08,재활의학과,경쾌,M50,경추간판장애,1
2023-02,호흡기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,1
2023-07,재활의학과,경쾌,M96,달리 분류되지 않은 처치후 근골격장애,1
2023-08,이비인후과,경쾌,K09,달리 분류되지 않은 구강영역의 낭,3
2023-09,소화기내과,호전,K25,위궤양,1
2023-09,외과,호전,K80,담석증,7
2023-12,혈액종양내과,48시간 후 사망,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-05,외과,호전,I86,기타 부위의 정맥류,1
2023-10,신경과,호전,R42,어지럼증 및 어지럼,2
2023-12,소화기내과,호전,N39,비뇨계통의 기타 장애,1
2023-07,신경외과,호전,G95,척수의 기타 질환,1
2023-11,호흡기내과,호전,J44,기타 만성 폐쇄성 폐질환,1
2023-05,심장내과,진단만실시,I10,본태성(원발성) 고혈압,1
2023-11,소화기내과,48시간 후 사망,J15,달리 분류되지 않은 세균성 폐렴,1
2023-12,호흡기내과,경쾌,J43,폐기종,1
2023-06,이비인후과,경쾌,K09,달리 분류되지 않은 구강영역의 낭,1
2023-06,정형외과,호전,M51,기타 추간판장애,11
2023-07,재활의학과,호전,M96,달리 분류되지 않은 처치후 근골격장애,1
2023-09,심장내과,진단만실시,I20,협심증,4
2023-06,혈액종양내과,48시간 후 사망,R57,달리 분류되지 않은 쇼크,1
2023-07,정형외과,호전,S92,발목을 제외한 발의 골절,1
2023-09,혈액종양내과,호전,C25,췌장의 악성 신생물,2
2023-09,호흡기내과,호전,J18,상세불명 병원체의 폐렴,2
2023-05,정형외과,호전,S92,발목을 제외한 발의 골절,1
2023-07,심장내과,진단만실시,I20,협심증,4
2023-09,외과,호전,N18,만성 신장병,5
2023-05,정형외과,호전,M77,기타 골부착부병증,1
2023-07,정형외과,호전,S72,대퇴골의 골절,2
2023-07,외과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-11,재활의학과,경쾌,M51,기타 추간판장애,3
2023-09,정형외과,호전,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",1
2023-09,신경과,호전,R42,어지럼증 및 어지럼,2
2023-06,외과,호전,I70,죽상경화증,1
2023-06,심장내과,진단만실시,I20,협심증,4
2023-08,소화기내과,48시간 후 사망,J15,달리 분류되지 않은 세균성 폐렴,1
2023-06,소화기내과,경쾌,K59,기타 기능성 장장애,5
2023-08,호흡기내과,경쾌,J44,기타 만성 폐쇄성 폐질환,1
2023-11,외과,호전,K35,급성 충수염,2
2023-11,혈액종양내과,호전,C34,기관지 및 폐의 악성 신생물,2
2023-11,정형외과,호전,T87,재부착 및 절단에 특이한 합병증,1
2023-06,정형외과,진단만실시,S72,대퇴골의 골절,1
2023-11,호흡기내과,호전,U07,U07의 응급사용,1
2023-06,정형외과,호전,G72,기타 근병증,1
2023-07,혈액종양내과,호전,E11,2형 당뇨병,1
2023-09,신경외과,호전,M51,기타 추간판장애,1
2023-10,소화기내과,경쾌,K31,위 및 십이지장의 기타 질환,1
2023-07,외과,호전,C20,직장의 악성 신생물,2
2023-09,호흡기내과,경쾌,J44,기타 만성 폐쇄성 폐질환,1
2023-11,소화기내과,경쾌,K59,기타 기능성 장장애,1
2023-11,가정의학과,호전,I10,본태성(원발성) 고혈압,1
2023-11,정형외과,불변(호전안됨),A41,기타 패혈증,1
2023-08,심장내과,호전,I25,만성 허혈심장병,1
2023-09,이비인후과,경쾌,J32,만성 부비동염,1
2023-12,신경과,호전,G45,일과성 뇌허혈발작 및 관련 증후군,1
2023-05,외과,호전,C20,직장의 악성 신생물,2
2023-06,소화기내과,경쾌,K21,위-식도역류병,1
2023-12,소화기내과,호전,J69,고체 및 액체에 의한 폐렴,1
2023-06,신경외과,호전,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,1
2023-08,정형외과,불변(호전안됨),M96,달리 분류되지 않은 처치후 근골격장애,1
2023-06,비뇨의학과,호전,C61,전립선의 악성 신생물,1
2023-11,재활의학과,경쾌,M54,등통증,1
2023-07,혈액종양내과,불변(호전안됨),E11,2형 당뇨병,1
2023-12,혈액종양내과,호전,G62,기타 다발신경병증,1
2023-07,소화기내과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-09,호흡기내과,호전,J20,급성 기관지염,1
2023-09,정형외과,불변(호전안됨),M51,기타 추간판장애,1
2023-10,소화기내과,진단만실시,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",1
2023-10,소화기내과,불변(호전안됨),K92,소화계통의 기타 질환,1
2023-06,신경외과,48시간 후 사망,S14,목부위의 신경 및 척수의 손상,1
2023-05,소화기내과,경쾌,K31,위 및 십이지장의 기타 질환,1
2023-08,혈액종양내과,48시간 후 사망,C25,췌장의 악성 신생물,1
2023-09,외과,호전,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",1
2023-09,내과,호전,K29,위염 및 십이지장염,1
2023-06,정형외과,호전,M86,골수염,1
2023-08,정형외과,호전,S92,발목을 제외한 발의 골절,3
2023-08,정형외과,호전,L03,연조직염,1
2023-08,호흡기내과,경쾌,J40,급성인지 만성인지 명시되지 않은 기관지염,2
2023-08,정형외과,불변(호전안됨),M48,기타 척추병증,1
2023-09,재활의학과,호전,M51,기타 추간판장애,2
2023-08,정형외과,불변(호전안됨),M75,어깨병변,1
2023-12,소화기내과,경쾌,J21,급성 세기관지염,1
2023-07,소화기내과,호전,K58,과민대장증후군,1
2023-09,신경외과,진단만실시,I62,기타 비외상성 두개내출혈,1
2023-11,소화기내과,경쾌,C15,식도의 악성 신생물,1
2023-11,정형외과,호전,S92,발목을 제외한 발의 골절,2
2023-12,외과,호전,K57,장의 게실병,1
2023-11,정형외과,불변(호전안됨),M17,무릎관절증,1
2023-11,정형외과,불변(호전안됨),M21,사지의 기타 후천변형,1
2023-12,호흡기내과,48시간 후 사망,J98,기타 호흡장애,1
2023-08,소화기내과,호전,K92,소화계통의 기타 질환,1
2023-12,외과,48시간 후 사망,L89,욕창궤양 및 압박부위,1
2023-05,호흡기내과,불변(호전안됨),C16,위의 악성 신생물,1
2023-07,내과,호전,N30,방광염,1
2023-09,외과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-09,소화기내과,48시간 후 사망,J80,성인호흡곤란증후군,1
2023-11,소화기내과,불변(호전안됨),R50,기타 및 원인미상의 열,1
2023-08,정형외과,치료안함,S72,대퇴골의 골절,1
2023-09,신경과,호전,G45,일과성 뇌허혈발작 및 관련 증후군,1
2023-07,소화기내과,불변(호전안됨),G20,파킨슨병,1
2023-08,신경과,경쾌,I63,뇌경색증,1
2023-09,소화기내과,경쾌,C16,위의 악성 신생물,1
2023-01,정형외과,호전,M17,무릎관절증,23
2023-04,이비인후과,경쾌,H91,기타 청력소실,1
2023-04,내분비내과,호전,E11,2형 당뇨병,3
2023-02,정형외과,호전,M50,경추간판장애,1
2023-03,신경외과,호전,M51,기타 추간판장애,1
2023-04,정형외과,치료안함,S42,어깨 및 위팔의 골절,1
2023-01,비뇨의학과,진단만실시,N40,전립선증식증,5
2023-02,소화기내과,경쾌,K25,위궤양,3
2023-02,정형외과,호전,E11,2형 당뇨병,1
2023-02,심장내과,진단만실시,I25,만성 허혈심장병,1
2023-02,비뇨의학과,진단만실시,N40,전립선증식증,3
2023-03,심장내과,호전,I51,심장병의 불명확한 기록 및 합병증,1
2023-03,혈액종양내과,호전,C22,간 및 간내 담관의 악성 신생물,2
2023-03,호흡기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,1
