년도,지역,순위,질병코드,상병명,실인원,진료과,코드그룹,국비비율
2021,대구,5,N39,비뇨계통의 기타 장애,8.098765432098766,비뇨의학과,N39,0.5061728395061729
2021,대구,6,N43,음낭수종 및 정액류,3.0,비뇨의학과,N43,0.3333333333333333
2021,대구,6,C67,방광의 악성 신생물,4.95,비뇨의학과,C67,0.55
2021,대구,8,N10,급성 세뇨관-간질신장염,2.16,비뇨의학과,N10,0.36
2021,대구,9,N35,요도협착,3.5,비뇨의학과,N35,0.7
2021,대구,9,N21,하부요로의 결석,1.5,비뇨의학과,N21,0.3
2021,대구,11,N30,방광염,2.1818181818181817,비뇨의학과,N30,0.5454545454545454
2021,대구,12,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,1.4117647058823528,비뇨의학과,Z48,0.47058823529411764
2021,대구,12,N20,신장 및 요관의 결석,1.0,비뇨의학과,N20,0.3333333333333333
2021,대구,12,R31,상세불명의 혈뇨,0.75,비뇨의학과,R31,0.25
2021,대구,15,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,1.5,비뇨의학과,D41,0.75
2021,대구,15,J18,상세불명 병원체의 폐렴,0.9469026548672567,비뇨의학과,J18,0.47345132743362833
2021,대구,15,N32,방광의 기타 장애,2.0,비뇨의학과,N32,1.0
2021,대구,18,I86,기타 부위의 정맥류,1.0,비뇨의학과,I86,1.0
2021,대구,18,N19,상세불명의 신부전,1.0,비뇨의학과,N19,1.0
2021,대구,18,T81,달리 분류되지 않은 처치의 합병증,0.8,비뇨의학과,T81,0.8
2021,대구,18,Z54,회복기,0.9230769230769231,비뇨의학과,Z54,0.9230769230769231
2021,대구,18,B39,히스토플라스마증,1.0,비뇨의학과,B39,1.0
2021,대구,18,N17,급성 신부전,0.5192307692307693,비뇨의학과,N17,0.5192307692307693
2021,대구,18,C68,기타 및 상세불명의 비뇨기관의 악성 신생물,0.0,비뇨의학과,C68,0.0
2021,대구,18,R33,소변정체,0.6666666666666666,비뇨의학과,R33,0.6666666666666666
2021,대구,18,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",0.8571428571428571,비뇨의학과,T84,0.8571428571428571
2021,대구,18,C64,신우를 제외한 신장의 악성 신생물,0.3333333333333333,비뇨의학과,C64,0.3333333333333333
2021,대구,18,N48,음경의 기타 장애,1.0,비뇨의학과,N48,1.0
2021,대구,1,E11,2형 당뇨병,32.25,소화기내과,E11,0.75
2021,대구,2,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,25.2,소화기내과,A09,0.72
2021,대구,3,D13,기타 및 부위불명의 소화계통의 양성 신생물,20.869565217391305,소화기내과,D13,0.6521739130434783
2021,대구,4,J18,상세불명 병원체의 폐렴,11.836283185840708,소화기내과,J18,0.47345132743362833
2021,대구,4,U07,U07의 응급사용,0.0,소화기내과,U07,0.0
2021,대구,6,J44,기타 만성 폐쇄성 폐질환,11.657142857142857,소화기내과,J44,0.7285714285714285
2021,대구,7,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",8.473684210526315,소화기내과,D12,0.6052631578947368
2021,대구,8,C34,기관지 및 폐의 악성 신생물,4.240963855421687,소화기내과,C34,0.3855421686746988
2021,대구,8,C16,위의 악성 신생물,5.60377358490566,소화기내과,C16,0.5094339622641509
2021,대구,10,N10,급성 세뇨관-간질신장염,3.2399999999999998,소화기내과,N10,0.36
2021,대구,11,C22,간 및 간내 담관의 악성 신생물,3.891891891891892,소화기내과,C22,0.4864864864864865
2021,대구,11,K25,위궤양,4.8,소화기내과,K25,0.6
2021,대구,13,K21,위-식도역류병,5.444444444444445,소화기내과,K21,0.7777777777777778
2021,대구,13,K80,담석증,3.608247422680412,소화기내과,K80,0.5154639175257731
2021,대구,13,I10,본태성(원발성) 고혈압,4.587378640776699,소화기내과,I10,0.6553398058252428
2021,대구,16,K59,기타 기능성 장장애,4.27027027027027,소화기내과,K59,0.7117117117117117
2021,대구,16,D50,철결핍빈혈,3.9000000000000004,소화기내과,D50,0.65
2021,대구,16,K58,과민대장증후군,5.4,소화기내과,K58,0.9
2021,대구,19,R10,복부 및 골반 통증,3.076923076923077,소화기내과,R10,0.6153846153846154
2021,대구,19,J69,고체 및 액체에 의한 폐렴,2.7586206896551726,소화기내과,J69,0.5517241379310345
2021,대구,19,C25,췌장의 악성 신생물,2.4074074074074074,소화기내과,C25,0.48148148148148145
2021,대구,1,I20,협심증,470.49808429118775,순환기내과,I20,0.7662835249042146
2021,대구,2,I48,심방세동 및 조동,85.30188679245282,순환기내과,I48,0.6226415094339622
2021,대구,3,R07,목구멍 및 가슴의 통증,66.69291338582677,순환기내과,R07,0.6062992125984252
2021,대구,4,I50,심부전,33.07017543859649,순환기내과,I50,0.5087719298245614
2021,대구,5,E11,2형 당뇨병,33.0,순환기내과,E11,0.75
2021,대구,6,I70,죽상경화증,30.344827586206897,순환기내과,I70,0.7586206896551724
2021,대구,7,I77,동맥 및 세동맥의 기타 장애,23.846153846153843,순환기내과,I77,0.7948717948717948
2021,대구,8,I21,급성 심근경색증,13.636363636363635,순환기내과,I21,0.5454545454545454
2021,대구,9,I10,본태성(원발성) 고혈압,15.072815533980583,순환기내과,I10,0.6553398058252428
2021,대구,10,I49,기타 심장부정맥,13.894736842105262,순환기내과,I49,0.631578947368421
2021,대구,10,U07,U07의 응급사용,0.0,순환기내과,U07,0.0
2021,대구,10,J18,상세불명 병원체의 폐렴,10.415929203539823,순환기내과,J18,0.47345132743362833
2021,대구,13,I25,만성 허혈심장병,13.363636363636363,순환기내과,I25,0.6363636363636364
2021,대구,14,I47,발작성 빈맥,7.647058823529411,순환기내과,I47,0.38235294117647056
2021,대구,15,I73,기타 말초혈관질환,12.952380952380953,순환기내과,I73,0.7619047619047619
2021,대구,16,I71,대동맥동맥류 및 박리,13.125,순환기내과,I71,0.875
2021,대구,16,I44,방실차단 및 좌각차단,10.0,순환기내과,I44,0.6666666666666666
2021,대구,18,I11,고혈압성 심장병,6.5,순환기내과,I11,0.5
2021,대구,19,I42,심근병증,5.5,순환기내과,I42,0.5
2021,대구,20,J44,기타 만성 폐쇄성 폐질환,7.285714285714286,순환기내과,J44,0.7285714285714285
2021,대구,1,I63,뇌경색증,28.883720930232556,신경과,I63,0.5348837209302325
2021,대구,2,G20,파킨슨병,1.411764705882353,신경과,G20,0.35294117647058826
2021,대구,2,G81,편마비,3.574468085106383,신경과,G81,0.8936170212765957
2021,대구,4,G45,일과성 뇌허혈발작 및 관련 증후군,1.5,신경과,G45,0.5
2021,대구,4,H81,전정기능의 장애,2.0,신경과,H81,0.6666666666666666
2021,대구,6,R51,두통,0.7777777777777778,신경과,R51,0.7777777777777778
2021,대구,6,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,0.47058823529411764,신경과,Z48,0.47058823529411764
2021,대구,6,G61,염증성 다발신경병증,1.0,신경과,G61,1.0
2021,대구,1,M48,기타 척추병증,135.40785498489424,신경외과,M48,0.7522658610271903
2021,대구,2,S32,요추 및 골반의 골절,49.93333333333334,신경외과,S32,0.4666666666666667
2021,대구,3,M51,기타 추간판장애,87.96995708154508,신경외과,M51,0.8540772532188842
2021,대구,4,S22,"늑골, 흉골 및 흉추의 골절",16.70886075949367,신경외과,S22,0.4177215189873418
2021,대구,5,S06,두개내손상,16.548387096774192,신경외과,S06,0.6129032258064516
2021,대구,6,M43,기타 변형성 등병증,16.258064516129032,신경외과,M43,0.6774193548387096
2021,대구,7,M96,달리 분류되지 않은 처치후 근골격장애,13.090909090909092,신경외과,M96,0.8181818181818182
2021,대구,8,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",5.625,신경외과,S33,0.375
2021,대구,9,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,5.176470588235294,신경외과,Z48,0.47058823529411764
2021,대구,10,M50,경추간판장애,5.923076923076923,신경외과,M50,0.8461538461538461
2021,대구,11,M46,기타 염증성 척추병증,3.4285714285714284,신경외과,M46,0.5714285714285714
2021,대구,12,G91,수두증,4.166666666666667,신경외과,G91,0.8333333333333334
2021,대구,12,I61,뇌내출혈,3.333333333333333,신경외과,I61,0.6666666666666666
2021,대구,12,I67,기타 뇌혈관질환,2.7777777777777777,신경외과,I67,0.5555555555555556
2021,대구,15,C79,기타 및 상세불명 부위의 이차성 악성 신생물,0.5121951219512195,신경외과,C79,0.17073170731707318
2021,대구,16,G06,두개내 및 척추내 농양 및 육아종,1.0,신경외과,G06,0.5
2021,대구,16,L72,피부 및 피하조직의 모낭낭,1.8333333333333333,신경외과,L72,0.9166666666666666
2021,대구,16,I63,뇌경색증,1.069767441860465,신경외과,I63,0.5348837209302325
2021,대구,16,E11,2형 당뇨병,1.5,신경외과,E11,0.75
2021,대구,16,I62,기타 비외상성 두개내출혈,1.6,신경외과,I62,0.8
2021,대구,1,N18,만성 신장병,52.111111111111114,신장내과,N18,0.7777777777777778
2021,대구,2,E11,2형 당뇨병,18.75,신장내과,E11,0.75
2021,대구,3,U07,U07의 응급사용,0.0,신장내과,U07,0.0
2021,대구,4,N17,급성 신부전,5.711538461538462,신장내과,N17,0.5192307692307693
2021,대구,4,J18,상세불명 병원체의 폐렴,5.207964601769912,신장내과,J18,0.47345132743362833
2021,대구,6,N39,비뇨계통의 기타 장애,2.5308641975308643,신장내과,N39,0.5061728395061729
2021,대구,6,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3.5999999999999996,신장내과,A09,0.72
2021,대구,8,R50,기타 및 원인미상의 열,1.6,신장내과,R50,0.5333333333333333
2021,대구,8,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1.8157894736842106,신장내과,E87,0.6052631578947368
2021,대구,10,N10,급성 세뇨관-간질신장염,0.72,신장내과,N10,0.36
2021,대구,11,J69,고체 및 액체에 의한 폐렴,0.5517241379310345,신장내과,J69,0.5517241379310345
2021,대구,11,M17,무릎관절증,0.4853801169590643,신장내과,M17,0.4853801169590643
2021,대구,11,A04,기타 세균성 장감염,0.625,신장내과,A04,0.625
2021,대구,11,C71,뇌의 악성 신생물,0.25,신장내과,C71,0.25
2021,대구,11,J20,급성 기관지염,0.3333333333333333,신장내과,J20,0.3333333333333333
2021,대구,11,E78,,0.6666666666666666,신장내과,E78,0.6666666666666666
2021,대구,11,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",1.0,신장내과,F06,1.0
2021,대구,11,M62,근육의 기타 장애,1.0,신장내과,M62,1.0
2021,대구,11,Q61,낭성 신장병,0.0,신장내과,Q61,0.0
2021,대구,11,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,0.3333333333333333,신장내과,A15,0.3333333333333333
2021,대구,11,K25,위궤양,0.6,신장내과,K25,0.6
2021,대구,11,A41,기타 패혈증,0.6666666666666666,신장내과,A41,0.6666666666666666
2021,대구,11,J44,기타 만성 폐쇄성 폐질환,0.7285714285714285,신장내과,J44,0.7285714285714285
2021,대구,1,H25,노년백내장,364.0064102564103,안과,H25,0.657051282051282
2021,대구,2,H40,녹내장,32.41860465116279,안과,H40,0.7906976744186046
2021,대구,3,H35,기타 망막장애,25.306122448979593,안과,H35,0.6326530612244898
2021,대구,4,H02,눈꺼풀의 기타 장애,16.363636363636363,안과,H02,0.8181818181818182
2021,대구,5,H43,유리체의 장애,7.857142857142858,안과,H43,0.7142857142857143
2021,대구,6,H26,기타 백내장,6.153846153846154,안과,H26,0.6153846153846154
2021,대구,7,H04,눈물계통의 장애,8.25,안과,H04,0.9166666666666666
2021,대구,8,H27,수정체의 기타 장애,5.0,안과,H27,1.0
2021,대구,9,H34,망막혈관폐쇄,1.5,안과,H34,0.5
2021,대구,10,H11,결막의 기타 장애,1.0,안과,H11,0.5
2021,대구,11,H05,안와의 장애,1.0,안과,H05,1.0
2021,대구,11,H47,시[제2]신경 및 시각경로의 기타 장애,1.0,안과,H47,1.0
2021,대구,11,H33,망막박리 및 망막열공,0.0,안과,H33,0.0
2021,대구,1,K80,담석증,35.051546391752574,외과,K80,0.5154639175257731
2021,대구,2,K40,사타구니탈장,22.0,외과,K40,0.5116279069767442
2021,대구,3,I83,하지의 정맥류,10.0,외과,I83,0.38461538461538464
2021,대구,4,K35,급성 충수염,7.000000000000001,외과,K35,0.28
2021,대구,5,S22,"늑골, 흉골 및 흉추의 골절",7.101265822784811,외과,S22,0.4177215189873418
2021,대구,6,K56,탈장이 없는 마비성 장폐색증 및 장폐색,11.375,외과,K56,0.8125
2021,대구,7,D13,기타 및 부위불명의 소화계통의 양성 신생물,8.478260869565217,외과,D13,0.6521739130434783
2021,대구,8,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,3.764705882352941,외과,Z48,0.47058823529411764
2021,대구,9,K64,치핵 및 항문주위정맥혈전증,4.454545454545454,외과,K64,0.6363636363636364
2021,대구,10,L89,욕창궤양 및 압박부위,2.0,외과,L89,0.4
2021,대구,10,K81,담낭염,3.235294117647059,외과,K81,0.6470588235294118
2021,대구,12,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,2.88,외과,A09,0.72
2021,대구,12,K60,항문 및 직장부의 열창 및 누공,1.3333333333333333,외과,K60,0.3333333333333333
2021,대구,14,K82,담낭의 기타 질환,1.0,외과,K82,0.3333333333333333
2021,대구,14,C16,위의 악성 신생물,1.5283018867924527,외과,C16,0.5094339622641509
2021,대구,14,K57,장의 게실병,1.7142857142857142,외과,K57,0.5714285714285714
2021,대구,14,K62,항문 및 직장의 기타 질환,0.75,외과,K62,0.25
2021,대구,18,J18,상세불명 병원체의 폐렴,0.9469026548672567,외과,J18,0.47345132743362833
2021,대구,18,K83,담도의 기타 질환,1.8,외과,K83,0.9
2021,대구,18,R02,달리 분류되지 않은 괴저,1.5,외과,R02,0.75
2021,대구,18,D17,양성 지방종성 신생물,1.0,외과,D17,0.5
2021,대구,1,J32,만성 부비동염,1.0,이비인후과,J32,0.2
2021,대구,2,J33,코폴립,1.0,이비인후과,J33,0.3333333333333333
2021,대구,3,H91,기타 청력소실,1.0,이비인후과,H91,0.5
2021,대구,3,J34,코 및 비동의 기타 장애,2.0,이비인후과,J34,1.0
2021,대구,5,J05,급성 폐색성 후두염[크룹] 및 후두개염,0.5,이비인후과,J05,0.5
2021,대구,5,J03,급성 편도염,0.0,이비인후과,J03,0.0
2021,대구,5,B49,상세불명의 진균증,0.0,이비인후과,B49,0.0
2021,대구,5,J35,편도 및 아데노이드의 만성 질환,0.0,이비인후과,J35,0.0
2021,대구,5,H81,전정기능의 장애,0.6666666666666666,이비인후과,H81,0.6666666666666666
2021,대구,1,M51,기타 추간판장애,70.03433476394851,재활의학과,M51,0.8540772532188842
2021,대구,2,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,44.18181818181818,재활의학과,Z50,0.7363636363636363
2021,대구,3,M48,기타 척추병증,30.842900302114803,재활의학과,M48,0.7522658610271903
2021,대구,4,M50,경추간판장애,14.384615384615385,재활의학과,M50,0.8461538461538461
2021,대구,5,G62,기타 다발신경병증,13.176470588235293,재활의학과,G62,0.9411764705882353
2021,대구,6,M19,기타 관절증,3.0,재활의학과,M19,0.75
2021,대구,6,I63,뇌경색증,2.13953488372093,재활의학과,I63,0.5348837209302325
2021,대구,8,R26,보행과 이동의 이상,2.769230769230769,재활의학과,R26,0.9230769230769231
2021,대구,9,G81,편마비,1.7872340425531914,재활의학과,G81,0.8936170212765957
2021,대구,9,M17,무릎관절증,0.9707602339181286,재활의학과,M17,0.4853801169590643
2021,대구,9,R13,삼킴곤란,2.0,재활의학과,R13,1.0
2021,대구,9,M65,윤활막염 및 힘줄윤활막염,1.1764705882352942,재활의학과,M65,0.5882352941176471
2021,대구,9,M54,등통증,1.3333333333333333,재활의학과,M54,0.6666666666666666
2021,대구,9,M47,척추증,1.3333333333333333,재활의학과,M47,0.6666666666666666
2021,대구,9,I61,뇌내출혈,1.3333333333333333,재활의학과,I61,0.6666666666666666
2021,대구,9,G83,기타 마비증후군,2.0,재활의학과,G83,1.0
2021,대구,17,N51,달리 분류된 질환에서의 남성생식기관의 장애,1.0,재활의학과,N51,1.0
2021,대구,17,G20,파킨슨병,0.35294117647058826,재활의학과,G20,0.35294117647058826
2021,대구,17,G60,유전성 및 특발성 신경병증,1.0,재활의학과,G60,1.0
2021,대구,17,M77,기타 골부착부병증,1.0,재활의학과,M77,1.0
2021,대구,17,M79,달리 분류되지 않은 기타 연조직장애,0.75,재활의학과,M79,0.75
2021,대구,17,M75,어깨병변,0.5566037735849056,재활의학과,M75,0.5566037735849056
2021,대구,17,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,0.47058823529411764,재활의학과,Z48,0.47058823529411764
2021,대구,17,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,0.5084745762711864,재활의학과,Z47,0.5084745762711864
2021,대구,17,M46,기타 염증성 척추병증,0.5714285714285714,재활의학과,M46,0.5714285714285714
2021,대구,17,G51,안면신경장애,0.3333333333333333,재활의학과,G51,0.3333333333333333
2021,대구,17,M25,달리 분류되지 않은 기타 관절장애,1.0,재활의학과,M25,1.0
2021,대구,17,G64,말초신경계통의 기타 장애,1.0,재활의학과,G64,1.0
2021,대구,17,M43,기타 변형성 등병증,0.6774193548387096,재활의학과,M43,0.6774193548387096
2021,대구,17,M96,달리 분류되지 않은 처치후 근골격장애,0.8181818181818182,재활의학과,M96,0.8181818181818182
2021,대구,17,I69,뇌혈관질환의 후유증,0.9230769230769231,재활의학과,I69,0.9230769230769231
2021,대구,1,M17,무릎관절증,73.29239766081871,정형외과,M17,0.4853801169590643
2021,대구,2,M75,어깨병변,51.764150943396224,정형외과,M75,0.5566037735849056
2021,대구,3,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,28.47457627118644,정형외과,Z47,0.5084745762711864
2021,대구,4,M48,기타 척추병증,24.07250755287009,정형외과,M48,0.7522658610271903
2021,대구,5,S72,대퇴골의 골절,11.555555555555555,정형외과,S72,0.4444444444444444
2021,대구,6,S82,발목을 포함한 아래다리의 골절,12.096774193548388,정형외과,S82,0.4838709677419355
2021,대구,7,S52,아래팔의 골절,5.739130434782608,정형외과,S52,0.2608695652173913
2021,대구,7,M20,손가락 및 발가락의 후천변형,19.130434782608695,정형외과,M20,0.8695652173913043
2021,대구,9,M23,무릎의 내부장애,10.0,정형외과,M23,0.5
2021,대구,9,L03,연조직염,12.0,정형외과,L03,0.6
2021,대구,11,S42,어깨 및 위팔의 골절,5.352941176470588,정형외과,S42,0.4117647058823529
2021,대구,11,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",7.0,정형외과,S83,0.5384615384615384
2021,대구,13,S92,발목을 제외한 발의 골절,1.8461538461538463,정형외과,S92,0.15384615384615385
2021,대구,14,M86,골수염,8.8,정형외과,M86,0.8
2021,대구,14,G56,팔의 단일신경병증,7.333333333333333,정형외과,G56,0.6666666666666666
2021,대구,16,M87,골괴사,3.8461538461538463,정형외과,M87,0.38461538461538464
2021,대구,16,M19,기타 관절증,7.5,정형외과,M19,0.75
2021,대구,18,M65,윤활막염 및 힘줄윤활막염,5.294117647058823,정형외과,M65,0.5882352941176471
2021,대구,18,S62,손목 및 손부위의 골절,4.0,정형외과,S62,0.4444444444444444
2021,대구,18,Z54,회복기,8.307692307692308,정형외과,Z54,0.9230769230769231
2021,대구,1,B02,대상포진,0.7777777777777778,피부과,B02,0.7777777777777778
2021,대전,1,N18,만성 신장병,8.928909952606634,내과,N18,0.7440758293838863
2021,대전,2,E11,2형 당뇨병,3.08153078202995,내과,E11,0.7703826955074875
2021,대전,3,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1.2320675105485233,내과,Z51,0.3080168776371308
2021,대전,4,J15,달리 분류되지 않은 세균성 폐렴,2.2857142857142856,내과,J15,0.7619047619047619
2021,대전,5,N10,급성 세뇨관-간질신장염,0.44999999999999996,내과,N10,0.15
2021,대전,6,N17,급성 신부전,1.6097560975609757,내과,N17,0.5365853658536586
2021,대전,7,E16,췌장내분비의 기타 장애,1.5,내과,E16,0.75
2021,대전,8,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1.0,내과,E87,0.5
2021,대전,9,J18,상세불명 병원체의 폐렴,0.9880952380952381,내과,J18,0.49404761904761907
2021,대전,10,R57,달리 분류되지 않은 쇼크,0.4,내과,R57,0.2
2021,대전,11,A75,발진티푸스,0.0,내과,A75,0.0
2021,대전,12,C05,구개의 악성 신생물,0.0,내과,C05,0.0
2021,대전,13,C16,위의 악성 신생물,0.5196078431372549,내과,C16,0.5196078431372549
2021,대전,14,C55,자궁의 상세불명 부분의 악성 신생물,0.0,내과,C55,0.0
2021,대전,15,C61,전립선의 악성 신생물,0.5128205128205128,내과,C61,0.5128205128205128
2021,대전,16,E14,상세불명의 당뇨병,0.7941176470588235,내과,E14,0.7941176470588235
2021,대전,17,I11,고혈압성 심장병,0.6363636363636364,내과,I11,0.6363636363636364
2021,대전,18,I50,심부전,0.5,내과,I50,0.5
2021,대전,19,I63,뇌경색증,0.5238095238095238,내과,I63,0.5238095238095238
2021,대전,20,J44,기타 만성 폐쇄성 폐질환,0.723404255319149,내과,J44,0.723404255319149
2021,대전,1,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",242.7319587628866,소화기내과,D12,0.7139175257731959
2021,대전,2,K63,장의 기타 질환,179.3929539295393,소화기내과,K63,0.7262872628726287
2021,대전,3,K29,위염 및 십이지장염,54.4695652173913,소화기내과,K29,0.7565217391304347
2021,대전,4,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,22.191780821917806,소화기내과,A09,0.410958904109589
2021,대전,5,K59,기타 기능성 장장애,33.81294964028777,소화기내과,K59,0.6762589928057554
2021,대전,6,E11,2형 당뇨병,37.74875207986689,소화기내과,E11,0.7703826955074875
2021,대전,7,K25,위궤양,22.20779220779221,소화기내과,K25,0.7402597402597403
2021,대전,8,J18,상세불명 병원체의 폐렴,14.327380952380953,소화기내과,J18,0.49404761904761907
2021,대전,9,C16,위의 악성 신생물,14.029411764705884,소화기내과,C16,0.5196078431372549
2021,대전,10,K58,과민대장증후군,21.16216216216216,소화기내과,K58,0.7837837837837838
2021,대전,11,C22,간 및 간내 담관의 악성 신생물,12.218181818181817,소화기내과,C22,0.509090909090909
2021,대전,12,K21,위-식도역류병,17.294117647058822,소화기내과,K21,0.8235294117647058
2021,대전,13,K30,기능성 소화불량,13.600000000000001,소화기내과,K30,0.68
2021,대전,14,K70,알코올성 간질환,12.592592592592592,소화기내과,K70,0.7407407407407407
2021,대전,15,K92,소화계통의 기타 질환,6.947368421052631,소화기내과,K92,0.631578947368421
2021,대전,16,Z08,악성 신생물에 대한 치료후 추적검사,8.411764705882351,소화기내과,Z08,0.7647058823529411
2021,대전,17,K56,탈장이 없는 마비성 장폐색증 및 장폐색,6.25,소화기내과,K56,0.6944444444444444
2021,대전,18,D50,철결핍빈혈,4.5,소화기내과,D50,0.5625
2021,대전,19,D64,기타 빈혈,4.666666666666667,소화기내과,D64,0.5833333333333334
2021,대전,20,J15,달리 분류되지 않은 세균성 폐렴,6.095238095238095,소화기내과,J15,0.7619047619047619
2021,대전,1,I20,협심증,69.64102564102564,심장내과,I20,0.717948717948718
2021,대전,2,R07,목구멍 및 가슴의 통증,16.258064516129032,심장내과,R07,0.7741935483870968
2021,대전,3,Z95,심장 및 혈관 삽입물 및 이식편의 존재,18.4390243902439,심장내과,Z95,0.8780487804878049
2021,대전,4,R06,호흡의 이상,9.9,심장내과,R06,0.55
2021,대전,5,I25,만성 허혈심장병,9.941176470588236,심장내과,I25,0.7647058823529411
2021,대전,6,I10,본태성(원발성) 고혈압,1.7708333333333335,심장내과,I10,0.5902777777777778
2021,대전,7,I48,심방세동 및 조동,1.1666666666666667,심장내과,I48,0.5833333333333334
2021,대전,8,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1.2,심장내과,Z00,0.6
2021,대전,9,C40,사지의 골 및 관절연골의 악성 신생물,0.0,심장내과,C40,0.0
2021,대전,10,I21,급성 심근경색증,0.75,심장내과,I21,0.75
2021,대전,11,I45,기타 전도장애,1.0,심장내과,I45,1.0
2021,대전,12,I50,심부전,0.5,심장내과,I50,0.5
2021,대전,13,J18,상세불명 병원체의 폐렴,0.49404761904761907,심장내과,J18,0.49404761904761907
2021,대전,14,R53,병감 및 피로,0.5238095238095238,심장내과,R53,0.5238095238095238
2021,대전,15,R55,실신 및 허탈,0.6,심장내과,R55,0.6
2021,대전,1,U07,U07의 응급사용,7.5966386554621845,호흡기내과,U07,0.008403361344537815
2021,대전,2,J18,상세불명 병원체의 폐렴,22.726190476190478,호흡기내과,J18,0.49404761904761907
2021,대전,3,J44,기타 만성 폐쇄성 폐질환,13.74468085106383,호흡기내과,J44,0.723404255319149
2021,대전,4,C34,기관지 및 폐의 악성 신생물,1.7424242424242427,호흡기내과,C34,0.3484848484848485
2021,대전,5,J90,달리 분류되지 않은 흉막삼출액,2.2222222222222223,호흡기내과,J90,0.5555555555555556
2021,대전,6,I50,심부전,1.5,호흡기내과,I50,0.5
2021,대전,7,J45,천식,1.9090909090909092,호흡기내과,J45,0.6363636363636364
2021,대전,8,J93,기흉,2.0999999999999996,호흡기내과,J93,0.7
2021,대전,9,J98,기타 호흡장애,1.3636363636363635,호흡기내과,J98,0.45454545454545453
2021,대전,10,J47,기관지확장증,1.0,호흡기내과,J47,0.5
2021,대전,11,N39,비뇨계통의 기타 장애,1.0,호흡기내과,N39,0.5
2021,대전,12,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,0.0,호흡기내과,A15,0.0
2021,대전,13,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,0.5,호흡기내과,A16,0.5
2021,대전,14,D50,철결핍빈혈,0.5625,호흡기내과,D50,0.5625
2021,대전,15,G93,뇌의 기타 장애,1.0,호흡기내과,G93,1.0
2021,대전,16,I26,폐색전증,0.0,호흡기내과,I26,0.0
2021,대전,17,J00,급성 비인두염[감기],0.5,호흡기내과,J00,0.5
2021,대전,18,J69,고체 및 액체에 의한 폐렴,0.5714285714285714,호흡기내과,J69,0.5714285714285714
2021,대전,19,K25,위궤양,0.7402597402597403,호흡기내과,K25,0.7402597402597403
2021,대전,20,K31,위 및 십이지장의 기타 질환,0.7049180327868853,호흡기내과,K31,0.7049180327868853
2021,대전,1,E11,2형 당뇨병,26.193011647254576,내분비내과,E11,0.7703826955074875
2021,대전,2,E10,1형 당뇨병,0.8461538461538461,내분비내과,E10,0.8461538461538461
2021,대전,3,K52,기타 비감염성 위장염 및 결장염,0.8181818181818182,내분비내과,K52,0.8181818181818182
2021,대전,4,K80,담석증,0.41304347826086957,내분비내과,K80,0.41304347826086957
2021,대전,5,N10,급성 세뇨관-간질신장염,0.15,내분비내과,N10,0.15
2021,대전,6,N15,기타 신세뇨관-간질질환,0.0,내분비내과,N15,0.0
2021,대전,7,N18,만성 신장병,0.7440758293838863,내분비내과,N18,0.7440758293838863
2021,대전,8,R06,호흡의 이상,0.55,내분비내과,R06,0.55
2021,대전,9,R50,기타 및 원인미상의 열,0.6666666666666666,내분비내과,R50,0.6666666666666666
2021,대전,1,U07,U07의 응급사용,0.9579831932773109,류마티스내과,U07,0.008403361344537815
2021,대전,2,E11,2형 당뇨병,22.34109816971714,류마티스내과,E11,0.7703826955074875
2021,대전,3,J18,상세불명 병원체의 폐렴,3.9523809523809526,류마티스내과,J18,0.49404761904761907
2021,대전,4,M05,혈청검사양성 류마티스관절염,0.8333333333333333,류마티스내과,M05,0.16666666666666666
2021,대전,5,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1.0,류마티스내과,E87,0.5
